Date,VESUVIUS
2012-01-02,312.55
2012-01-03,323.95
2012-01-04,324.75
2012-01-05,326.7
2012-01-06,324.95
2012-01-07,343.0
2012-01-09,331.25
2012-01-10,335.2
2012-01-11,335.4
2012-01-12,334.5
2012-01-13,341.9
2012-01-16,329.85
2012-01-17,343.4
2012-01-18,328.2
2012-01-19,327.15
2012-01-20,330.8
2012-01-23,341.05
2012-01-24,334.6
2012-01-25,335.2
2012-01-27,355.8
2012-01-30,349.1
2012-01-31,349.5
2012-02-01,340.15
2012-02-02,351.25
2012-02-03,358.7
2012-02-06,360.25
2012-02-07,358.9
2012-02-08,364.05
2012-02-09,357.05
2012-02-10,361.0
2012-02-13,365.15
2012-02-14,362.6
2012-02-15,373.55
2012-02-16,375.7
2012-02-17,377.7
2012-02-21,383.85
2012-02-22,371.8
2012-02-23,371.2
2012-02-24,380.95
2012-02-27,375.05
2012-02-28,387.9
2012-02-29,382.5
2012-03-01,370.25
2012-03-02,373.15
2012-03-03,375.0
2012-03-05,370.2
2012-03-06,369.75
2012-03-07,369.75
2012-03-09,381.15
2012-03-12,387.0
2012-03-13,394.05
2012-03-14,392.9
2012-03-15,394.2
2012-03-16,384.65
2012-03-19,374.65
2012-03-20,374.05
2012-03-21,386.15
2012-03-22,383.45
2012-03-23,376.0
2012-03-26,377.25
2012-03-27,376.0
2012-03-28,373.2
2012-03-29,381.5
2012-03-30,380.45
2012-04-02,388.75
2012-04-03,409.25
2012-04-04,430.85
2012-04-09,432.85
2012-04-10,432.6
2012-04-11,440.5
2012-04-12,439.25
2012-04-13,432.75
2012-04-16,433.9
2012-04-17,444.55
2012-04-18,450.0
2012-04-19,447.65
2012-04-20,448.75
2012-04-23,436.3
2012-04-24,436.4
2012-04-25,436.2
2012-04-26,424.1
2012-04-27,401.45
2012-04-28,406.0
2012-04-30,413.7
2012-05-02,422.55
2012-05-03,412.75
2012-05-04,401.6
2012-05-07,400.5
2012-05-08,401.35
2012-05-09,392.35
2012-05-10,387.85
2012-05-11,384.3
2012-05-14,376.85
2012-05-15,373.1
2012-05-16,368.65
2012-05-17,381.75
2012-05-18,384.85
2012-05-21,379.0
2012-05-22,373.15
2012-05-23,369.35
2012-05-24,372.65
2012-05-25,375.0
2012-05-28,369.95
2012-05-29,370.2
2012-05-30,374.45
2012-05-31,368.75
2012-06-01,368.55
2012-06-04,374.2
2012-06-05,375.95
2012-06-06,370.3
2012-06-07,374.65
2012-06-08,379.9
2012-06-11,375.7
2012-06-12,378.0
2012-06-13,372.55
2012-06-14,370.0
2012-06-15,370.1
2012-06-18,367.65
2012-06-19,366.85
2012-06-20,372.1
2012-06-21,374.0
2012-06-22,372.45
2012-06-25,367.8
2012-06-26,369.05
2012-06-27,368.15
2012-06-28,366.25
2012-06-29,374.2
2012-07-02,369.05
2012-07-03,370.45
2012-07-04,368.65
2012-07-05,369.55
2012-07-06,377.9
2012-07-09,378.5
2012-07-10,379.45
2012-07-11,376.3
2012-07-12,378.05
2012-07-13,382.55
2012-07-16,383.55
2012-07-17,380.2
2012-07-18,374.0
2012-07-19,375.85
2012-07-20,370.8
2012-07-23,373.85
2012-07-24,366.9
2012-07-25,366.0
2012-07-26,365.55
2012-07-27,373.4
2012-07-30,360.1
2012-07-31,353.1
2012-08-01,357.5
2012-08-02,365.0
2012-08-03,359.15
2012-08-06,369.95
2012-08-07,364.1
2012-08-08,359.75
2012-08-09,359.45
2012-08-10,358.2
2012-08-13,364.35
2012-08-14,361.0
2012-08-16,357.3
2012-08-17,354.55
2012-08-21,356.55
2012-08-22,358.6
2012-08-23,359.0
2012-08-24,356.0
2012-08-27,350.45
2012-08-28,350.15
2012-08-29,347.8
2012-08-30,350.95
2012-08-31,352.0
2012-09-03,350.95
2012-09-04,350.0
2012-09-05,346.25
2012-09-06,345.0
2012-09-07,345.35
2012-09-10,346.3
2012-09-11,335.6
2012-09-12,327.9
2012-09-13,319.8
2012-09-14,313.8
2012-09-17,328.2
2012-09-18,332.7
2012-09-20,328.7
2012-09-21,335.05
2012-09-24,330.5
2012-09-25,339.45
2012-09-26,333.9
2012-09-27,337.95
2012-09-28,339.2
2012-10-01,334.7
2012-10-03,343.4
2012-10-04,345.05
2012-10-05,345.4
2012-10-08,343.75
2012-10-09,342.05
2012-10-10,358.65
2012-10-11,368.25
2012-10-12,364.5
2012-10-15,364.1
2012-10-16,355.45
2012-10-17,356.85
2012-10-18,360.45
2012-10-19,355.4
2012-10-22,357.45
2012-10-23,351.2
2012-10-25,351.25
2012-10-26,345.55
2012-10-29,345.65
2012-10-30,331.75
2012-10-31,339.15
2012-11-01,348.15
2012-11-02,346.3
2012-11-05,341.9
2012-11-06,342.2
2012-11-07,344.55
2012-11-08,346.85
2012-11-09,347.5
2012-11-12,347.45
2012-11-13,351.1
2012-11-15,347.15
2012-11-16,346.1
2012-11-19,344.5
2012-11-20,345.0
2012-11-21,345.55
2012-11-22,344.35
2012-11-23,346.9
2012-11-26,346.7
2012-11-27,349.05
2012-11-29,349.25
2012-11-30,349.2
2012-12-03,357.3
2012-12-04,351.95
2012-12-05,353.05
2012-12-06,349.75
2012-12-07,351.55
2012-12-10,355.7
2012-12-11,354.7
2012-12-12,346.5
2012-12-13,342.55
2012-12-14,336.4
2012-12-17,338.1
2012-12-18,331.15
2012-12-19,329.75
2012-12-20,329.95
2012-12-21,333.8
2012-12-24,333.55
2012-12-26,325.75
2012-12-27,318.05
2012-12-28,328.2
2012-12-31,335.0
