Date,STAR
2012-01-02,399.25
2012-01-03,405.1
2012-01-04,399.7
2012-01-05,389.0
2012-01-06,390.15
2012-01-07,394.85
2012-01-09,392.05
2012-01-10,388.35
2012-01-11,379.75
2012-01-12,378.25
2012-01-13,388.0
2012-01-16,378.6
2012-01-17,378.8
2012-01-18,380.95
2012-01-19,380.55
2012-01-20,388.2
2012-01-23,407.3
2012-01-24,478.5
2012-01-25,495.3
2012-01-27,505.7
2012-01-30,517.65
2012-01-31,524.9
2012-02-01,510.05
2012-02-02,550.95
2012-02-03,541.25
2012-02-06,540.25
2012-02-07,548.7
2012-02-08,545.9
2012-02-09,547.2
2012-02-10,543.5
2012-02-13,540.1
2012-02-14,547.6
2012-02-15,551.2
2012-02-16,578.3
2012-02-17,577.65
2012-02-21,581.25
2012-02-22,547.45
2012-02-23,543.8
2012-02-24,539.85
2012-02-27,534.65
2012-02-28,523.4
2012-02-29,537.65
2012-03-01,546.8
2012-03-02,549.2
2012-03-03,546.1
2012-03-05,549.35
2012-03-06,555.4
2012-03-07,555.75
2012-03-09,574.65
2012-03-12,564.9
2012-03-13,580.0
2012-03-14,590.85
2012-03-15,605.6
2012-03-16,569.6
2012-03-19,579.6
2012-03-20,584.85
2012-03-21,596.3
2012-03-22,584.3
2012-03-23,570.8
2012-03-26,579.3
2012-03-27,561.05
2012-03-28,580.4
2012-03-29,589.15
2012-03-30,586.85
2012-04-02,600.25
2012-04-03,604.35
2012-04-04,608.1
2012-04-09,595.3
2012-04-10,598.85
2012-04-11,626.4
2012-04-12,626.9
2012-04-13,628.25
2012-04-16,626.65
2012-04-17,629.85
2012-04-18,631.8
2012-04-19,653.7
2012-04-20,658.15
2012-04-23,663.6
2012-04-24,662.9
2012-04-25,661.05
2012-04-26,645.3
2012-04-27,657.9
2012-04-28,661.3
2012-04-30,672.85
2012-05-02,680.6
2012-05-03,687.1
2012-05-04,682.05
2012-05-07,688.6
2012-05-08,697.45
2012-05-09,692.15
2012-05-10,691.95
2012-05-11,687.85
2012-05-14,655.7
2012-05-15,649.45
2012-05-16,688.85
2012-05-17,680.95
2012-05-18,693.85
2012-05-21,697.7
2012-05-22,664.75
2012-05-23,686.75
2012-05-24,681.95
2012-05-25,677.1
2012-05-28,664.7
2012-05-29,673.65
2012-05-30,685.25
2012-05-31,681.45
2012-06-01,683.15
2012-06-04,678.5
2012-06-05,691.1
2012-06-06,736.2
2012-06-07,713.1
2012-06-08,702.0
2012-06-11,693.4
2012-06-12,680.45
2012-06-13,707.3
2012-06-14,705.05
2012-06-15,706.65
2012-06-18,719.35
2012-06-19,756.9
2012-06-20,757.65
2012-06-21,758.65
2012-06-22,748.15
2012-06-25,733.5
2012-06-26,719.2
2012-06-27,738.3
2012-06-28,741.85
2012-06-29,741.55
2012-07-02,729.1
2012-07-03,730.4
2012-07-04,716.95
2012-07-05,731.65
2012-07-06,731.75
2012-07-09,726.0
2012-07-10,739.05
2012-07-11,747.95
2012-07-12,754.85
2012-07-13,760.45
2012-07-16,769.95
2012-07-17,783.15
2012-07-18,785.25
2012-07-19,773.1
2012-07-20,750.3
2012-07-23,750.8
2012-07-24,734.3
2012-07-25,732.4
2012-07-26,717.4
2012-07-27,703.15
2012-07-30,717.5
2012-07-31,712.35
2012-08-01,717.55
2012-08-02,734.5
2012-08-03,746.05
2012-08-06,754.7
2012-08-07,723.35
2012-08-08,743.8
2012-08-09,777.35
2012-08-10,787.3
2012-08-13,780.15
2012-08-14,777.5
2012-08-16,794.65
2012-08-17,818.3
2012-08-21,824.35
2012-08-22,836.45
2012-08-23,859.4
2012-08-24,854.1
2012-08-27,846.15
2012-08-28,833.15
2012-08-29,829.85
2012-08-30,834.5
2012-08-31,819.6
2012-09-03,820.8
2012-09-04,818.05
2012-09-05,851.3
2012-09-06,856.65
2012-09-07,885.0
2012-09-08,926.0
2012-09-10,928.15
2012-09-11,927.85
2012-09-12,923.05
2012-09-13,906.25
2012-09-14,907.65
2012-09-17,879.55
2012-09-18,895.6
2012-09-20,902.65
2012-09-21,897.85
2012-09-24,874.2
2012-09-25,881.5
2012-09-26,894.15
2012-09-27,897.0
2012-09-28,884.75
2012-10-01,893.5
2012-10-03,879.15
2012-10-04,870.45
2012-10-05,858.45
2012-10-08,877.8
2012-10-09,865.7
2012-10-10,865.3
2012-10-11,892.9
2012-10-12,888.15
2012-10-15,918.4
2012-10-16,891.1
2012-10-17,890.15
2012-10-18,896.9
2012-10-19,907.85
2012-10-22,894.2
2012-10-23,911.75
2012-10-25,901.4
2012-10-26,899.45
2012-10-29,895.45
2012-10-30,890.5
2012-10-31,894.15
2012-11-01,887.2
2012-11-02,893.35
2012-11-05,886.7
2012-11-06,882.65
2012-11-07,878.15
2012-11-08,880.3
2012-11-09,861.3
2012-11-12,842.35
2012-11-13,832.3
2012-11-15,887.4
2012-11-16,923.6
2012-11-19,942.6
2012-11-20,929.15
2012-11-21,945.1
2012-11-22,990.8
2012-11-23,975.45
2012-11-26,1060.95
2012-11-27,1120.95
2012-11-29,1117.8
2012-11-30,1131.65
2012-12-03,1181.5
2012-12-04,1194.8
2012-12-05,1155.45
2012-12-06,1126.45
2012-12-07,1109.7
2012-12-10,1121.55
2012-12-11,1061.9
2012-12-12,1055.7
2012-12-13,1047.25
2012-12-14,1033.25
2012-12-17,1047.2
2012-12-18,1076.3
2012-12-19,1135.75
2012-12-20,1165.4
2012-12-21,1107.95
2012-12-24,1157.85
2012-12-26,1132.3
2012-12-27,1086.15
2012-12-28,1074.5
2012-12-31,1095.8
