Date,ASIANHOTNR
2012-01-02,163.4
2012-01-03,165.05
2012-01-04,161.5
2012-01-05,160.85
2012-01-06,162.9
2012-01-07,162.0
2012-01-09,161.1
2012-01-10,163.05
2012-01-11,169.65
2012-01-12,165.35
2012-01-13,169.95
2012-01-16,166.7
2012-01-17,169.7
2012-01-18,174.0
2012-01-19,175.95
2012-01-20,171.65
2012-01-23,172.55
2012-01-24,171.25
2012-01-25,171.35
2012-01-27,175.05
2012-01-30,173.25
2012-01-31,175.0
2012-02-01,177.35
2012-02-02,185.3
2012-02-03,184.95
2012-02-06,188.25
2012-02-07,189.65
2012-02-08,185.5
2012-02-09,184.4
2012-02-10,186.95
2012-02-13,193.75
2012-02-14,189.6
2012-02-15,190.6
2012-02-16,197.85
2012-02-17,197.6
2012-02-21,198.95
2012-02-22,194.4
2012-02-23,190.6
2012-02-24,191.3
2012-02-27,184.8
2012-02-28,186.5
2012-02-29,181.15
2012-03-01,181.3
2012-03-02,179.35
2012-03-03,187.25
2012-03-05,180.8
2012-03-06,177.9
2012-03-07,177.5
2012-03-09,176.1
2012-03-12,176.15
2012-03-13,176.25
2012-03-14,174.75
2012-03-15,175.0
2012-03-16,174.75
2012-03-19,174.8
2012-03-20,180.9
2012-03-21,173.8
2012-03-22,171.15
2012-03-23,177.95
2012-03-26,172.9
2012-03-27,170.6
2012-03-28,170.0
2012-03-29,175.85
2012-03-30,182.15
2012-04-02,190.85
2012-04-03,189.45
2012-04-04,190.3
2012-04-09,191.8
2012-04-10,190.4
2012-04-11,186.35
2012-04-12,188.45
2012-04-13,188.1
2012-04-16,188.9
2012-04-17,188.4
2012-04-18,189.0
2012-04-19,190.4
2012-04-20,202.5
2012-04-23,208.35
2012-04-24,210.5
2012-04-25,207.0
2012-04-26,207.4
2012-04-27,205.1
2012-04-30,205.95
2012-05-02,210.55
2012-05-03,210.6
2012-05-04,214.8
2012-05-07,222.1
2012-05-08,228.0
2012-05-09,228.95
2012-05-10,220.4
2012-05-11,210.2
2012-05-14,211.25
2012-05-15,210.75
2012-05-16,210.4
2012-05-17,206.55
2012-05-18,208.35
2012-05-21,207.55
2012-05-22,207.05
2012-05-23,205.0
2012-05-24,206.1
2012-05-25,206.2
2012-05-28,206.25
2012-05-29,205.0
2012-05-30,205.0
2012-05-31,205.0
2012-06-01,211.2
2012-06-04,220.0
2012-06-05,215.1
2012-06-06,218.0
2012-06-07,217.9
2012-06-08,218.05
2012-06-11,216.2
2012-06-12,215.0
2012-06-13,207.2
2012-06-14,204.3
2012-06-15,202.3
2012-06-18,200.45
2012-06-19,197.4
2012-06-20,197.35
2012-06-21,197.4
2012-06-22,201.75
2012-06-25,200.25
2012-06-26,200.1
2012-06-27,199.05
2012-06-28,198.1
2012-06-29,198.0
2012-07-02,198.4
2012-07-03,200.1
2012-07-04,197.4
2012-07-05,203.0
2012-07-06,203.2
2012-07-09,203.0
2012-07-09,203.0
2012-07-10,203.65
2012-07-11,203.1
2012-07-12,203.0
2012-07-13,203.05
2012-07-16,203.0
2012-07-17,203.0
2012-07-18,199.7
2012-07-19,199.35
2012-07-20,193.8
2012-07-23,195.9
2012-07-24,192.55
2012-07-25,194.7
2012-07-26,192.1
2012-07-27,189.8
2012-07-30,190.1
2012-07-31,189.1
2012-08-01,190.25
2012-08-02,189.1
2012-08-03,189.65
2012-08-06,188.3
2012-08-07,187.55
2012-08-08,186.3
2012-08-09,186.35
2012-08-10,188.95
2012-08-13,188.35
2012-08-14,187.25
2012-08-16,187.6
2012-08-17,187.2
2012-08-21,188.25
2012-08-22,185.25
2012-08-23,184.0
2012-08-24,183.1
2012-08-27,181.1
2012-08-28,181.0
2012-08-29,179.15
2012-08-30,181.9
2012-08-31,180.4
2012-09-03,178.0
2012-09-04,176.55
2012-09-05,176.05
2012-09-06,175.7
2012-09-07,176.1
2012-09-10,177.15
2012-09-11,177.05
2012-09-12,178.0
2012-09-13,178.0
2012-09-14,178.0
2012-09-17,177.85
2012-09-18,176.7
2012-09-20,175.2
2012-09-21,175.35
2012-09-24,178.35
2012-09-25,177.85
2012-09-26,178.15
2012-09-27,177.0
2012-09-28,179.65
2012-10-01,197.85
2012-10-03,198.15
2012-10-04,197.75
2012-10-05,200.1
2012-10-08,200.0
2012-10-09,199.05
2012-10-10,197.45
2012-10-11,199.75
2012-10-12,197.7
2012-10-15,197.05
2012-10-16,197.0
2012-10-17,194.95
2012-10-18,193.85
2012-10-19,194.95
2012-10-22,201.2
2012-10-23,195.1
2012-10-25,193.25
2012-10-26,191.35
2012-10-29,191.1
2012-10-30,194.5
2012-10-31,192.1
2012-11-01,196.0
2012-11-02,192.95
2012-11-05,194.2
2012-11-06,192.5
2012-11-07,193.4
2012-11-08,192.3
2012-11-09,187.5
2012-11-12,187.2
2012-11-13,186.15
2012-11-15,180.2
2012-11-16,180.95
2012-11-19,180.0
2012-11-20,178.05
2012-11-21,177.85
2012-11-22,177.25
2012-11-23,176.95
2012-11-26,175.7
2012-11-27,174.9
2012-11-29,174.0
2012-11-30,175.5
2012-12-03,177.65
2012-12-04,179.2
2012-12-05,180.15
2012-12-06,181.9
2012-12-07,178.5
2012-12-10,179.85
2012-12-11,179.95
2012-12-12,177.7
2012-12-13,176.8
2012-12-14,176.3
2012-12-17,174.45
2012-12-18,173.4
2012-12-19,174.05
2012-12-20,175.05
2012-12-21,174.15
2012-12-24,173.4
2012-12-26,172.6
2012-12-27,171.3
2012-12-28,171.65
2012-12-31,172.6
