Date,ORIENTBELL
2012-01-02,46.6
2012-01-03,46.35
2012-01-04,47.55
2012-01-05,47.0
2012-01-06,46.5
2012-01-07,46.5
2012-01-09,46.55
2012-01-10,47.55
2012-01-11,48.0
2012-01-12,47.5
2012-01-13,47.5
2012-01-16,50.0
2012-01-17,51.6
2012-01-18,49.55
2012-01-19,50.65
2012-01-20,50.65
2012-01-23,52.05
2012-01-24,51.8
2012-01-25,52.0
2012-01-27,51.75
2012-01-30,52.4
2012-01-31,52.85
2012-02-01,52.95
2012-02-02,52.3
2012-02-03,53.8
2012-02-06,54.5
2012-02-07,53.1
2012-02-08,53.75
2012-02-09,54.3
2012-02-10,56.35
2012-02-13,59.4
2012-02-14,61.8
2012-02-15,61.95
2012-02-16,69.75
2012-02-17,72.5
2012-02-21,68.3
2012-02-22,66.15
2012-02-23,64.15
2012-02-24,60.75
2012-02-27,57.45
2012-02-28,58.8
2012-02-29,59.3
2012-03-01,57.15
2012-03-02,56.8
2012-03-03,57.0
2012-03-05,57.95
2012-03-06,58.25
2012-03-07,57.65
2012-03-09,57.75
2012-03-12,58.35
2012-03-13,58.5
2012-03-14,57.1
2012-03-15,56.45
2012-03-16,54.8
2012-03-19,59.65
2012-03-20,58.0
2012-03-21,58.05
2012-03-22,56.6
2012-03-23,57.4
2012-03-26,56.45
2012-03-27,56.2
2012-03-28,54.85
2012-03-29,56.5
2012-03-30,53.85
2012-04-02,57.4
2012-04-03,57.8
2012-04-04,56.25
2012-04-09,55.45
2012-04-10,56.05
2012-04-11,56.0
2012-04-12,54.4
2012-04-13,56.2
2012-04-16,54.45
2012-04-17,56.65
2012-04-18,56.8
2012-04-19,53.65
2012-04-20,53.25
2012-04-23,51.95
2012-04-24,55.5
2012-04-25,54.0
2012-04-26,54.25
2012-04-27,55.35
2012-04-28,53.3
2012-04-30,53.5
2012-05-02,54.0
2012-05-03,53.55
2012-05-04,51.0
2012-05-07,51.15
2012-05-08,50.95
2012-05-09,50.0
2012-05-10,49.05
2012-05-11,48.6
2012-05-14,48.5
2012-05-15,50.0
2012-05-16,48.6
2012-05-17,48.95
2012-05-18,49.0
2012-05-21,47.8
2012-05-22,45.45
2012-05-23,45.0
2012-05-24,47.8
2012-05-25,48.95
2012-05-28,50.0
2012-05-29,50.75
2012-05-30,50.15
2012-05-31,50.0
2012-06-01,52.35
2012-06-04,49.05
2012-06-05,50.2
2012-06-06,50.0
2012-06-07,49.65
2012-06-08,51.4
2012-06-11,51.8
2012-06-12,52.0
2012-06-13,51.5
2012-06-14,50.1
2012-06-15,50.0
2012-06-18,49.2
2012-06-19,48.2
2012-06-20,49.35
2012-06-21,50.9
2012-06-25,50.65
2012-06-26,51.25
2012-06-27,52.85
2012-06-28,52.9
2012-06-29,52.0
2012-07-02,52.75
2012-07-03,53.7
2012-07-04,55.05
2012-07-05,55.65
2012-07-06,56.0
2012-07-09,56.0
2012-07-09,56.0
2012-07-10,55.95
2012-07-11,55.9
2012-07-12,54.35
2012-07-13,56.0
2012-07-16,54.45
2012-07-17,55.0
2012-07-18,56.0
2012-07-19,56.65
2012-07-20,55.95
2012-07-23,56.95
2012-07-24,54.0
2012-07-25,53.7
2012-07-26,52.45
2012-07-27,52.75
2012-07-30,56.15
2012-07-31,55.55
2012-08-01,57.35
2012-08-02,58.65
2012-08-03,61.15
2012-08-06,62.15
2012-08-07,58.75
2012-08-08,58.1
2012-08-09,56.4
2012-08-10,57.6
2012-08-13,53.6
2012-08-14,56.0
2012-08-16,61.85
2012-08-17,67.85
2012-08-21,71.8
2012-08-22,74.5
2012-08-23,74.85
2012-08-24,75.8
2012-08-27,78.45
2012-08-28,78.1
2012-08-29,79.25
2012-08-30,79.4
2012-08-31,77.55
2012-09-03,77.9
2012-09-04,75.35
2012-09-05,74.0
2012-09-06,77.55
2012-09-07,75.7
2012-09-08,74.2
2012-09-10,74.65
2012-09-11,77.0
2012-09-12,75.1
2012-09-13,75.15
2012-09-14,80.75
2012-09-17,78.75
2012-09-18,77.1
2012-09-20,75.5
2012-09-21,75.0
2012-09-24,74.15
2012-09-25,75.45
2012-09-26,74.2
2012-09-27,74.15
2012-09-28,72.8
2012-10-01,72.1
2012-10-03,72.0
2012-10-04,72.45
2012-10-05,71.2
2012-10-08,73.0
2012-10-09,71.35
2012-10-10,69.8
2012-10-11,70.4
2012-10-12,69.75
2012-10-15,69.95
2012-10-16,70.3
2012-10-17,69.55
2012-10-18,71.35
2012-10-19,71.0
2012-10-22,72.65
2012-10-23,73.6
2012-10-25,73.1
2012-10-26,72.0
2012-10-29,73.0
2012-10-30,72.1
2012-10-31,71.0
2012-11-01,73.65
2012-11-02,72.85
2012-11-05,72.05
2012-11-06,71.5
2012-11-07,71.75
2012-11-08,72.45
2012-11-09,68.75
2012-11-12,72.2
2012-11-13,72.75
2012-11-15,71.5
2012-11-16,71.15
2012-11-19,69.1
2012-11-20,70.25
2012-11-21,72.75
2012-11-22,73.6
2012-11-23,73.0
2012-11-26,73.95
2012-11-27,74.65
2012-11-29,74.0
2012-11-30,80.45
2012-12-03,81.4
2012-12-04,83.6
2012-12-05,85.45
2012-12-06,89.1
2012-12-07,88.95
2012-12-10,89.8
2012-12-11,87.85
2012-12-12,90.0
2012-12-13,91.95
2012-12-14,91.3
2012-12-17,102.65
2012-12-18,99.75
2012-12-19,100.15
2012-12-20,102.9
2012-12-21,101.2
2012-12-24,101.6
2012-12-26,102.0
2012-12-27,101.35
2012-12-28,102.1
2012-12-31,99.1
