Date,QGOLDHALF
2012-01-02,1308.35
2012-01-03,1320.35
2012-01-04,1329.7
2012-01-05,1334.5
2012-01-06,1332.4
2012-01-07,1328.5
2012-01-09,1328.25
2012-01-10,1318.5
2012-01-11,1323.65
2012-01-12,1328.45
2012-01-13,1318.55
2012-01-16,1319.6
2012-01-17,1325.0
2012-01-18,1316.6
2012-01-19,1317.95
2012-01-20,1307.2
2012-01-23,1321.45
2012-01-24,1317.25
2012-01-25,1311.35
2012-01-27,1337.9
2012-01-30,1340.3
2012-01-31,1351.85
2012-02-01,1355.1
2012-02-02,1349.3
2012-02-03,1351.05
2012-02-06,1324.7
2012-02-07,1329.9
2012-02-08,1346.6
2012-02-09,1348.2
2012-02-10,1341.8
2012-02-13,1337.9
2012-02-14,1331.0
2012-02-15,1337.6
2012-02-16,1337.15
2012-02-17,1342.05
2012-02-21,1343.35
2012-02-22,1354.25
2012-02-23,1367.0
2012-02-24,1366.8
2012-02-27,1357.7
2012-02-28,1366.0
2012-02-29,1372.05
2012-03-01,1335.55
2012-03-02,1335.15
2012-03-03,1335.8
2012-03-05,1330.75
2012-03-06,1336.0
2012-03-07,1327.35
2012-03-09,1335.05
2012-03-12,1337.95
2012-03-13,1330.55
2012-03-14,1309.0
2012-03-15,1309.0
2012-03-16,1321.0
2012-03-19,1322.6
2012-03-20,1320.7
2012-03-21,1324.95
2012-03-22,1326.2
2012-03-23,1335.75
2012-03-26,1338.75
2012-03-27,1349.55
2012-03-28,1344.0
2012-03-29,1343.15
2012-03-30,1347.55
2012-04-02,1344.95
2012-04-03,1344.9
2012-04-04,1335.55
2012-04-09,1343.0
2012-04-10,1342.95
2012-04-11,1352.75
2012-04-12,1349.85
2012-04-13,1361.05
2012-04-16,1356.6
2012-04-17,1354.85
2012-04-18,1352.7
2012-04-19,1356.1
2012-04-20,1365.95
2012-04-23,1371.9
2012-04-24,1387.4
2012-04-25,1373.2
2012-04-26,1380.55
2012-04-27,1386.95
2012-04-28,1389.65
2012-04-30,1395.45
2012-05-02,1399.55
2012-05-03,1399.55
2012-05-04,1399.45
2012-05-07,1391.55
2012-05-08,1387.25
2012-05-09,1364.75
2012-05-10,1362.45
2012-05-11,1355.5
2012-05-14,1349.05
2012-05-15,1345.05
2012-05-16,1337.75
2012-05-17,1352.6
2012-05-18,1386.95
2012-05-21,1390.05
2012-05-22,1389.15
2012-05-23,1385.1
2012-05-24,1392.55
2012-05-25,1382.45
2012-05-28,1389.7
2012-05-29,1396.5
2012-05-30,1389.9
2012-05-31,1393.8
2012-06-01,1388.95
2012-06-04,1414.65
2012-06-05,1420.35
2012-06-06,1423.45
2012-06-07,1416.9
2012-06-08,1397.1
2012-06-11,1410.7
2012-06-12,1420.0
2012-06-13,1420.55
2012-06-14,1427.7
2012-06-15,1432.05
2012-06-18,1428.05
2012-06-19,1438.15
2012-06-20,1437.25
2012-06-21,1435.1
2012-06-22,1425.1
2012-06-25,1426.15
2012-06-26,1434.5
2012-06-27,1431.75
2012-06-28,1429.55
2012-06-29,1405.5
2012-07-02,1416.0
2012-07-03,1409.45
2012-07-04,1405.4
2012-07-05,1415.55
2012-07-06,1411.65
2012-07-09,1413.7
2012-07-10,1412.35
2012-07-11,1395.2
2012-07-12,1395.0
2012-07-13,1396.05
2012-07-16,1396.9
2012-07-17,1402.65
2012-07-18,1396.15
2012-07-19,1397.1
2012-07-20,1392.55
2012-07-23,1396.45
2012-07-24,1404.85
2012-07-25,1415.4
2012-07-26,1422.35
2012-07-27,1426.9
2012-07-30,1426.35
2012-07-31,1429.55
2012-08-01,1429.3
2012-08-02,1425.35
2012-08-03,1423.0
2012-08-06,1421.95
2012-08-07,1422.3
2012-08-08,1419.85
2012-08-09,1421.5
2012-08-10,1421.4
2012-08-13,1433.15
2012-08-14,1429.85
2012-08-16,1430.9
2012-08-17,1432.75
2012-08-21,1435.75
2012-08-22,1444.15
2012-08-23,1458.85
2012-08-24,1467.75
2012-08-27,1476.95
2012-08-28,1472.1
2012-08-29,1474.55
2012-08-30,1465.9
2012-08-31,1470.05
2012-09-03,1492.15
2012-09-04,1497.3
2012-09-05,1505.5
2012-09-06,1523.65
2012-09-07,1500.8
2012-09-08,1531.25
2012-09-10,1531.25
2012-09-11,1530.0
2012-09-12,1534.6
2012-09-13,1530.8
2012-09-14,1542.1
2012-09-17,1526.6
2012-09-18,1517.05
2012-09-20,1525.55
2012-09-21,1513.15
2012-09-24,1498.9
2012-09-25,1505.8
2012-09-26,1504.9
2012-09-27,1493.25
2012-09-28,1496.05
2012-10-01,1487.3
2012-10-03,1487.65
2012-10-04,1479.25
2012-10-05,1480.15
