Date,BHUSANSTL
2012-01-02,311.25
2012-01-03,327.45
2012-01-04,331.7
2012-01-05,330.0
2012-01-06,330.65
2012-01-07,332.1
2012-01-09,330.7
2012-01-10,335.25
2012-01-11,338.05
2012-01-12,335.5
2012-01-13,338.0
2012-01-16,336.9
2012-01-17,340.25
2012-01-18,333.55
2012-01-19,333.45
2012-01-20,332.0
2012-01-23,328.6
2012-01-24,329.6
2012-01-25,339.95
2012-01-27,349.75
2012-01-30,339.95
2012-01-31,354.65
2012-02-01,360.35
2012-02-02,354.1
2012-02-03,356.2
2012-02-06,369.25
2012-02-07,358.5
2012-02-08,363.9
2012-02-09,397.05
2012-02-10,395.3
2012-02-13,393.4
2012-02-14,392.05
2012-02-15,400.75
2012-02-16,398.6
2012-02-17,399.55
2012-02-21,403.2
2012-02-22,396.85
2012-02-23,375.7
2012-02-24,385.7
2012-02-27,382.6
2012-02-28,390.85
2012-02-29,395.9
2012-03-01,383.3
2012-03-02,383.35
2012-03-03,381.7
2012-03-05,378.65
2012-03-06,376.6
2012-03-07,375.0
2012-03-09,387.35
2012-03-12,391.4
2012-03-13,397.85
2012-03-14,394.55
2012-03-15,391.4
2012-03-16,388.9
2012-03-19,393.6
2012-03-20,392.75
2012-03-21,399.8
2012-03-22,396.5
2012-03-23,394.05
2012-03-26,397.95
2012-03-27,397.75
2012-03-28,394.2
2012-03-29,397.3
2012-03-30,416.6
2012-04-02,417.85
2012-04-03,413.8
2012-04-04,412.1
2012-04-09,396.45
2012-04-10,398.05
2012-04-11,399.95
2012-04-12,402.95
2012-04-13,397.85
2012-04-16,395.1
2012-04-17,395.0
2012-04-18,427.6
2012-04-19,425.9
2012-04-20,417.95
2012-04-23,410.4
2012-04-24,413.45
2012-04-25,411.45
2012-04-26,425.4
2012-04-27,419.65
2012-04-28,419.5
2012-04-30,431.2
2012-05-02,432.15
2012-05-03,433.9
2012-05-04,431.3
2012-05-07,439.1
2012-05-08,435.2
2012-05-09,435.05
2012-05-10,440.9
2012-05-11,438.5
2012-05-14,437.75
2012-05-15,439.75
2012-05-16,435.05
2012-05-17,435.35
2012-05-18,434.5
2012-05-21,434.75
2012-05-22,437.25
2012-05-23,436.3
2012-05-24,442.3
2012-05-25,438.85
2012-05-28,442.55
2012-05-29,444.6
2012-05-30,443.6
2012-05-31,440.25
2012-06-01,435.65
2012-06-04,435.4
2012-06-05,435.75
2012-06-06,445.35
2012-06-07,452.95
2012-06-08,451.4
2012-06-11,449.8
2012-06-12,450.1
2012-06-13,452.55
2012-06-14,449.65
2012-06-15,460.25
2012-06-18,458.2
2012-06-19,458.35
2012-06-20,458.8
2012-06-21,459.1
2012-06-22,458.4
2012-06-25,458.7
2012-06-26,457.85
2012-06-27,461.8
2012-06-28,459.6
2012-06-29,463.45
2012-07-02,463.75
2012-07-03,464.5
2012-07-04,474.95
2012-07-05,474.55
2012-07-06,473.9
2012-07-09,472.6
2012-07-09,472.6
2012-07-10,475.15
2012-07-11,473.4
2012-07-12,473.15
2012-07-13,472.45
2012-07-16,474.4
2012-07-17,472.35
2012-07-18,474.0
2012-07-19,472.7
2012-07-20,472.7
2012-07-23,472.1
2012-07-24,471.9
2012-07-25,472.0
2012-07-26,467.45
2012-07-27,468.9
2012-07-30,471.15
2012-07-31,473.9
2012-08-01,471.0
2012-08-02,472.15
2012-08-03,470.15
2012-08-06,471.9
2012-08-07,470.95
2012-08-08,471.5
2012-08-09,469.55
2012-08-10,470.4
2012-08-13,470.85
2012-08-14,469.7
2012-08-16,469.7
2012-08-17,470.95
2012-08-21,470.6
2012-08-22,469.35
2012-08-23,462.1
2012-08-24,465.7
2012-08-27,465.1
2012-08-28,462.8
2012-08-29,464.75
2012-08-30,463.6
2012-08-31,462.05
2012-09-03,461.55
2012-09-04,461.5
2012-09-05,461.4
2012-09-06,461.9
2012-09-07,464.1
2012-09-08,466.15
2012-09-10,462.6
2012-09-11,463.3
2012-09-12,464.25
2012-09-13,461.65
2012-09-14,469.1
2012-09-17,465.5
2012-09-18,465.65
2012-09-20,462.9
2012-09-21,469.45
2012-09-24,468.7
2012-09-25,474.05
2012-09-26,473.25
2012-09-27,492.1
2012-09-28,498.8
2012-10-01,499.8
2012-10-03,493.5
2012-10-04,498.9
2012-10-05,497.1
2012-10-08,496.2
2012-10-09,497.05
2012-10-10,497.9
2012-10-11,499.75
2012-10-12,504.4
2012-10-15,503.1
2012-10-16,500.2
2012-10-17,499.5
2012-10-18,499.8
2012-10-19,498.25
2012-10-22,499.3
2012-10-23,494.3
2012-10-25,496.8
2012-10-26,493.9
2012-10-29,494.35
2012-10-30,495.6
2012-10-31,492.6
2012-11-01,492.75
2012-11-02,492.3
2012-11-05,491.2
2012-11-06,490.55
2012-11-07,489.65
2012-11-08,491.9
2012-11-09,490.7
2012-11-12,491.15
2012-11-13,492.85
2012-11-15,492.3
2012-11-16,490.1
2012-11-19,490.3
2012-11-20,490.35
2012-11-21,491.75
2012-11-22,492.3
2012-11-23,481.05
2012-11-26,466.05
2012-11-27,459.25
2012-11-29,458.35
2012-11-30,461.75
2012-12-03,467.45
2012-12-04,474.65
2012-12-05,472.5
2012-12-06,457.45
2012-12-07,449.55
2012-12-10,451.35
2012-12-11,447.5
2012-12-12,439.8
2012-12-13,445.9
2012-12-14,450.0
2012-12-17,453.7
2012-12-18,456.25
2012-12-19,455.9
2012-12-20,456.7
2012-12-21,455.35
2012-12-24,457.45
2012-12-26,463.5
2012-12-27,461.7
2012-12-28,473.55
2012-12-31,480.2
