Date,HCLTECH
2012-01-02,393.6
2012-01-03,403.2
2012-01-04,418.4
2012-01-05,414.75
2012-01-06,417.55
2012-01-07,415.05
2012-01-09,414.95
2012-01-10,419.9
2012-01-11,415.3
2012-01-12,405.75
2012-01-13,397.75
2012-01-16,405.95
2012-01-17,425.4
2012-01-18,417.45
2012-01-19,418.95
2012-01-20,417.65
2012-01-23,420.25
2012-01-24,428.45
2012-01-25,420.8
2012-01-27,428.0
2012-01-30,429.05
2012-01-31,437.65
2012-02-01,437.9
2012-02-02,461.45
2012-02-03,454.0
2012-02-06,462.75
2012-02-07,460.6
2012-02-08,467.2
2012-02-09,463.45
2012-02-10,468.7
2012-02-13,468.3
2012-02-14,468.25
2012-02-15,469.7
2012-02-16,476.05
2012-02-17,492.55
2012-02-21,493.75
2012-02-22,492.1
2012-02-23,495.4
2012-02-24,492.85
2012-02-27,484.6
2012-02-28,482.3
2012-02-29,484.95
2012-03-01,482.0
2012-03-02,481.65
2012-03-03,481.85
2012-03-05,480.85
2012-03-06,481.4
2012-03-07,494.9
2012-03-09,506.9
2012-03-12,506.95
2012-03-13,505.1
2012-03-14,504.8
2012-03-15,496.2
2012-03-16,497.15
2012-03-19,498.95
2012-03-20,492.0
2012-03-21,491.85
2012-03-22,477.0
2012-03-23,484.95
2012-03-26,477.35
2012-03-27,470.8
2012-03-28,470.6
2012-03-29,472.15
2012-03-30,483.25
2012-04-02,501.25
2012-04-03,505.4
2012-04-04,509.05
2012-04-09,498.3
2012-04-10,491.0
2012-04-11,490.0
2012-04-12,494.4
2012-04-13,478.95
2012-04-16,484.8
2012-04-17,480.85
2012-04-18,494.3
2012-04-19,503.45
2012-04-20,505.35
2012-04-23,495.55
2012-04-24,510.2
2012-04-25,507.6
2012-04-26,500.95
2012-04-27,510.95
2012-04-28,509.45
2012-04-30,512.05
2012-05-02,518.45
2012-05-03,515.25
2012-05-04,513.2
2012-05-07,501.9
2012-05-08,478.7
2012-05-09,486.6
2012-05-10,491.3
2012-05-11,488.55
2012-05-14,485.05
2012-05-15,488.95
2012-05-16,485.9
2012-05-17,485.25
2012-05-18,483.4
2012-05-21,479.45
2012-05-22,487.65
2012-05-23,484.75
2012-05-24,485.7
2012-05-25,487.1
2012-05-28,491.55
2012-05-29,505.35
2012-05-30,509.2
2012-05-31,504.05
2012-06-01,487.1
2012-06-04,493.85
2012-06-05,495.35
2012-06-06,502.1
2012-06-07,499.05
2012-06-08,495.6
2012-06-11,482.5
2012-06-12,484.75
2012-06-13,490.8
2012-06-14,478.75
2012-06-15,485.95
2012-06-18,469.9
2012-06-19,471.95
2012-06-20,486.75
2012-06-21,481.85
2012-06-22,472.65
2012-06-25,464.85
2012-06-26,460.9
2012-06-27,469.75
2012-06-28,459.05
2012-06-29,476.45
2012-07-02,484.45
2012-07-03,484.55
2012-07-04,483.45
2012-07-05,492.45
2012-07-06,490.45
2012-07-09,486.9
2012-07-09,486.9
2012-07-10,498.35
2012-07-11,492.8
2012-07-12,481.2
2012-07-13,483.6
2012-07-16,481.35
2012-07-17,478.75
2012-07-18,476.25
2012-07-19,479.5
2012-07-20,479.8
2012-07-23,477.8
2012-07-24,480.8
2012-07-25,513.55
2012-07-26,511.75
2012-07-27,517.7
2012-07-30,516.8
2012-07-31,518.55
2012-08-01,521.85
2012-08-02,524.9
2012-08-03,522.4
2012-08-06,523.2
2012-08-07,530.5
2012-08-08,537.35
2012-08-09,536.7
2012-08-10,536.8
2012-08-13,542.9
2012-08-14,550.55
2012-08-16,558.05
2012-08-17,557.35
2012-08-21,557.75
2012-08-22,553.1
2012-08-23,559.35
2012-08-24,557.4
2012-08-27,558.55
2012-08-28,557.5
2012-08-29,547.55
2012-08-30,546.55
2012-08-31,544.4
2012-09-03,555.55
2012-09-04,561.5
2012-09-05,562.05
2012-09-06,568.55
2012-09-07,577.0
2012-09-08,574.25
2012-09-10,573.7
2012-09-11,576.95
2012-09-12,582.25
2012-09-13,587.8
2012-09-14,582.85
2012-09-17,567.65
2012-09-18,573.65
2012-09-20,568.1
2012-09-21,569.85
2012-09-24,558.7
2012-09-25,565.3
2012-09-26,568.85
2012-09-27,583.45
2012-09-28,577.45
2012-10-01,581.15
2012-10-03,591.35
2012-10-04,589.05
2012-10-05,573.55
2012-10-08,558.75
2012-10-09,560.75
2012-10-10,565.3
2012-10-11,576.85
2012-10-12,581.65
2012-10-15,583.7
2012-10-16,584.5
2012-10-17,580.55
2012-10-18,601.0
2012-10-19,605.35
2012-10-22,611.15
2012-10-23,608.7
2012-10-25,609.25
2012-10-26,609.2
2012-10-29,610.0
2012-10-30,606.4
2012-10-31,608.0
2012-11-01,608.1
2012-11-02,614.2
2012-11-05,613.85
2012-11-06,608.4
2012-11-07,616.15
2012-11-08,618.5
2012-11-09,614.7
2012-11-12,620.0
2012-11-13,615.8
2012-11-15,620.65
2012-11-16,607.75
2012-11-19,615.85
2012-11-20,613.65
2012-11-21,617.5
2012-11-22,627.3
2012-11-23,636.45
2012-11-26,639.95
2012-11-27,642.9
2012-11-29,638.8
2012-11-30,656.5
2012-12-03,647.85
2012-12-04,648.2
2012-12-05,639.0
2012-12-06,625.45
2012-12-07,614.05
2012-12-10,621.35
2012-12-11,614.35
2012-12-12,616.3
2012-12-13,621.15
2012-12-14,630.9
2012-12-17,632.95
2012-12-18,632.75
2012-12-19,641.45
2012-12-20,639.5
2012-12-21,629.95
2012-12-24,636.45
2012-12-26,634.45
2012-12-27,625.3
2012-12-28,626.3
2012-12-31,618.7
