Date,TECHNO
2012-01-02,187.3
2012-01-03,185.35
2012-01-04,189.8
2012-01-05,188.25
2012-01-06,190.0
2012-01-07,195.25
2012-01-09,195.15
2012-01-10,200.5
2012-01-11,199.85
2012-01-12,201.6
2012-01-13,204.4
2012-01-16,200.8
2012-01-17,202.75
2012-01-18,203.25
2012-01-19,204.9
2012-01-20,204.5
2012-01-23,200.85
2012-01-24,199.2
2012-01-25,200.25
2012-01-27,198.25
2012-01-30,202.5
2012-01-31,215.9
2012-02-01,221.5
2012-02-02,222.95
2012-02-03,229.4
2012-02-06,245.2
2012-02-07,250.65
2012-02-08,251.7
2012-02-09,257.2
2012-02-10,253.3
2012-02-13,243.85
2012-02-14,252.0
2012-02-15,252.05
2012-02-16,239.35
2012-02-17,238.75
2012-02-21,239.3
2012-02-22,247.45
2012-02-23,243.2
2012-02-24,241.2
2012-02-27,238.75
2012-02-28,235.45
2012-02-29,228.7
2012-03-01,224.8
2012-03-02,213.0
2012-03-03,218.25
2012-03-05,218.05
2012-03-06,213.45
2012-03-07,215.95
2012-03-09,214.75
2012-03-12,215.15
2012-03-13,215.25
2012-03-14,213.6
2012-03-15,210.1
2012-03-16,211.35
2012-03-19,209.85
2012-03-20,209.05
2012-03-21,207.75
2012-03-22,202.85
2012-03-23,200.7
2012-03-26,197.2
2012-03-27,194.95
2012-03-28,189.75
2012-03-29,189.5
2012-03-30,189.95
2012-04-02,192.6
2012-04-03,192.6
2012-04-04,187.8
2012-04-09,180.35
2012-04-10,173.2
2012-04-11,169.55
2012-04-12,167.3
2012-04-13,168.95
2012-04-16,178.15
2012-04-17,179.9
2012-04-18,180.7
2012-04-19,182.9
2012-04-20,180.85
2012-04-23,176.8
2012-04-24,177.1
2012-04-25,181.2
2012-04-26,179.35
2012-04-27,180.5
2012-04-28,182.9
2012-04-30,181.05
2012-05-02,180.15
2012-05-03,178.05
2012-05-04,176.85
2012-05-07,177.45
2012-05-08,176.35
2012-05-09,174.55
2012-05-10,174.35
2012-05-11,177.4
2012-05-14,176.55
2012-05-15,177.2
2012-05-16,172.35
2012-05-17,172.8
2012-05-18,175.95
2012-05-21,176.3
2012-05-22,173.15
2012-05-23,174.1
2012-05-24,175.45
2012-05-25,179.0
2012-05-28,179.05
2012-05-29,174.95
2012-05-30,166.0
2012-05-31,164.25
2012-06-01,170.7
2012-06-04,168.9
2012-06-05,169.9
2012-06-06,169.4
2012-06-07,169.65
2012-06-08,167.55
2012-06-11,165.5
2012-06-12,165.7
2012-06-13,168.75
2012-06-14,169.85
2012-06-15,168.9
2012-06-18,166.75
2012-06-19,166.75
2012-06-20,167.5
2012-06-21,168.1
2012-06-22,165.1
2012-06-25,166.3
2012-06-26,166.55
2012-06-27,159.5
2012-06-28,166.75
2012-06-29,168.25
2012-07-02,181.05
2012-07-03,182.5
2012-07-04,184.5
2012-07-05,198.65
2012-07-06,191.25
2012-07-09,187.7
2012-07-10,185.75
2012-07-11,183.35
2012-07-12,182.95
2012-07-13,182.55
2012-07-16,186.65
2012-07-17,184.9
2012-07-18,185.85
2012-07-19,186.5
2012-07-20,185.85
2012-07-23,181.35
2012-07-24,182.2
2012-07-25,180.05
2012-07-26,177.1
2012-07-27,174.85
2012-07-30,175.95
2012-07-31,174.75
2012-08-01,172.95
2012-08-02,175.35
2012-08-03,175.4
2012-08-06,173.05
2012-08-07,173.9
2012-08-08,183.6
2012-08-09,188.55
2012-08-10,187.6
2012-08-13,188.95
2012-08-14,186.3
2012-08-16,186.35
2012-08-17,185.8
2012-08-21,185.2
2012-08-22,185.0
2012-08-23,184.2
2012-08-24,185.8
2012-08-27,184.3
2012-08-28,182.7
2012-08-29,183.85
2012-08-30,178.0
2012-08-31,178.65
2012-09-03,175.55
2012-09-04,173.7
2012-09-05,172.2
2012-09-06,170.95
2012-09-07,170.0
2012-09-08,170.35
2012-09-10,167.85
2012-09-11,170.15
2012-09-12,170.25
2012-09-13,170.0
2012-09-14,169.65
2012-09-17,172.8
2012-09-18,172.25
2012-09-20,169.85
2012-09-21,172.75
2012-09-24,180.25
2012-09-25,185.3
2012-09-26,181.55
2012-09-27,182.8
2012-09-28,182.75
2012-10-01,182.5
2012-10-03,182.5
2012-10-04,189.15
2012-10-05,189.8
2012-10-08,188.75
2012-10-09,188.85
2012-10-10,187.05
2012-10-11,187.45
2012-10-12,196.95
2012-10-15,199.5
2012-10-16,202.85
2012-10-17,202.55
2012-10-18,213.9
2012-10-19,209.8
2012-10-22,212.75
2012-10-23,210.45
2012-10-25,208.35
2012-10-26,208.35
2012-10-29,207.15
2012-10-30,202.55
2012-10-31,200.65
2012-11-01,202.35
2012-11-02,205.95
2012-11-05,201.0
2012-11-06,201.0
2012-11-07,207.8
2012-11-08,203.85
2012-11-09,201.4
2012-11-12,205.95
2012-11-13,204.25
2012-11-15,205.45
2012-11-16,200.5
2012-11-19,196.5
2012-11-20,191.05
2012-11-21,189.2
2012-11-22,187.55
2012-11-23,186.85
2012-11-26,184.35
2012-11-27,186.65
2012-11-29,184.8
2012-11-30,182.45
2012-12-03,180.8
2012-12-04,182.85
2012-12-05,179.7
2012-12-06,178.95
2012-12-07,178.25
2012-12-10,178.15
2012-12-11,179.75
2012-12-12,178.15
2012-12-13,179.15
2012-12-14,195.4
2012-12-17,212.85
2012-12-18,215.4
2012-12-19,209.45
2012-12-20,198.3
2012-12-21,194.85
2012-12-24,186.2
2012-12-26,183.1
2012-12-27,180.65
2012-12-28,181.3
2012-12-31,178.5
