Date,IPCALAB
2012-01-02,274.1
2012-01-03,282.55
2012-01-04,287.4
2012-01-05,285.5
2012-01-06,286.25
2012-01-07,284.15
2012-01-09,283.3
2012-01-10,284.75
2012-01-11,279.7
2012-01-12,273.9
2012-01-13,276.05
2012-01-16,284.45
2012-01-17,290.35
2012-01-18,277.45
2012-01-19,279.3
2012-01-20,277.25
2012-01-23,284.3
2012-01-24,292.1
2012-01-25,300.3
2012-01-27,296.1
2012-01-30,282.75
2012-01-31,298.45
2012-02-01,319.0
2012-02-02,324.35
2012-02-03,313.2
2012-02-06,314.1
2012-02-07,321.35
2012-02-08,321.95
2012-02-09,322.85
2012-02-10,325.6
2012-02-13,319.8
2012-02-14,316.1
2012-02-15,318.05
2012-02-16,311.65
2012-02-17,319.75
2012-02-21,320.0
2012-02-22,327.95
2012-02-23,337.2
2012-02-24,333.95
2012-02-27,329.5
2012-02-28,341.4
2012-02-29,344.05
2012-03-01,343.7
2012-03-02,335.05
2012-03-03,333.9
2012-03-05,337.75
2012-03-06,345.4
2012-03-07,347.2
2012-03-09,347.2
2012-03-12,338.85
2012-03-13,334.6
2012-03-14,330.6
2012-03-15,333.65
2012-03-16,337.6
2012-03-19,328.45
2012-03-20,325.1
2012-03-21,335.25
2012-03-22,340.85
2012-03-23,333.75
2012-03-26,337.2
2012-03-27,331.7
2012-03-28,333.1
2012-03-29,338.85
2012-03-30,335.2
2012-04-02,329.05
2012-04-03,338.9
2012-04-04,332.85
2012-04-09,334.25
2012-04-10,329.75
2012-04-11,327.5
2012-04-12,331.4
2012-04-13,339.05
2012-04-16,339.8
2012-04-17,332.45
2012-04-18,349.9
2012-04-19,355.2
2012-04-20,354.35
2012-04-23,346.5
2012-04-24,346.6
2012-04-25,345.15
2012-04-26,350.25
2012-04-27,345.3
2012-04-28,345.75
2012-04-30,361.45
2012-05-02,361.75
2012-05-03,361.25
2012-05-04,365.05
2012-05-07,371.75
2012-05-08,361.35
2012-05-09,367.45
2012-05-10,356.0
2012-05-11,359.1
2012-05-14,358.0
2012-05-15,359.75
2012-05-16,348.6
2012-05-17,349.7
2012-05-18,341.6
2012-05-21,342.35
2012-05-22,338.45
2012-05-23,342.75
2012-05-24,339.9
2012-05-25,334.0
2012-05-28,335.3
2012-05-29,323.8
2012-05-30,328.15
2012-05-31,342.95
2012-06-01,343.05
2012-06-04,339.7
2012-06-05,336.9
2012-06-06,336.35
2012-06-07,340.1
2012-06-08,338.85
2012-06-11,348.1
2012-06-12,352.45
2012-06-13,342.1
2012-06-14,337.45
2012-06-15,342.25
2012-06-18,345.75
2012-06-19,344.0
2012-06-20,344.35
2012-06-21,343.4
2012-06-22,349.3
2012-06-25,347.1
2012-06-26,348.7
2012-06-27,347.6
2012-06-28,352.75
2012-06-29,358.7
2012-07-02,360.0
2012-07-03,368.15
2012-07-04,360.75
2012-07-05,373.4
2012-07-06,368.25
2012-07-09,371.95
2012-07-09,371.95
2012-07-10,373.7
2012-07-11,374.9
2012-07-12,375.65
2012-07-13,376.1
2012-07-16,378.15
2012-07-17,376.4
2012-07-18,374.95
2012-07-19,373.35
2012-07-20,394.4
2012-07-23,396.95
2012-07-24,396.15
2012-07-25,400.25
2012-07-26,391.4
2012-07-27,391.35
2012-07-30,398.65
2012-07-31,400.75
2012-08-01,409.6
2012-08-02,408.6
2012-08-03,412.2
2012-08-06,411.65
2012-08-07,416.25
2012-08-08,401.95
2012-08-09,399.7
2012-08-10,406.5
2012-08-13,403.5
2012-08-14,410.1
2012-08-16,401.8
2012-08-17,403.35
2012-08-21,399.95
2012-08-22,399.35
2012-08-23,391.65
2012-08-24,408.35
2012-08-27,418.95
2012-08-28,412.4
2012-08-29,416.1
2012-08-30,432.8
2012-08-31,441.25
2012-09-03,446.65
2012-09-04,440.95
2012-09-05,431.9
2012-09-06,439.85
2012-09-07,439.2
2012-09-08,441.2
2012-09-10,444.05
2012-09-11,456.1
2012-09-12,445.6
2012-09-13,447.95
2012-09-14,443.8
2012-09-17,419.05
2012-09-18,422.0
2012-09-20,420.3
2012-09-21,426.45
2012-09-24,428.8
2012-09-25,435.75
2012-09-26,459.15
2012-09-27,475.3
2012-09-28,484.25
2012-10-01,468.5
2012-10-03,463.95
2012-10-04,450.35
2012-10-05,443.25
2012-10-08,457.2
2012-10-09,465.5
2012-10-10,460.35
2012-10-11,449.45
2012-10-12,455.05
2012-10-15,458.9
2012-10-16,450.0
2012-10-17,460.6
2012-10-18,458.15
2012-10-19,459.05
2012-10-22,460.35
2012-10-23,462.6
2012-10-25,460.45
2012-10-26,450.25
2012-10-29,452.95
2012-10-30,451.15
2012-10-31,459.1
2012-11-01,469.45
2012-11-02,466.25
2012-11-05,460.85
2012-11-06,461.75
2012-11-07,459.9
2012-11-08,431.0
2012-11-09,427.25
2012-11-12,429.95
2012-11-13,435.8
2012-11-15,430.0
2012-11-16,426.95
2012-11-19,418.0
2012-11-20,416.05
2012-11-21,420.2
2012-11-22,442.8
2012-11-23,444.8
2012-11-26,451.8
2012-11-27,452.2
2012-11-29,455.2
2012-11-30,457.45
2012-12-03,463.2
2012-12-04,465.15
2012-12-05,461.75
2012-12-06,464.7
2012-12-07,463.15
2012-12-10,457.55
2012-12-11,447.3
2012-12-12,469.15
2012-12-13,473.65
2012-12-14,484.4
2012-12-17,497.8
2012-12-18,485.2
2012-12-19,492.55
2012-12-20,486.05
2012-12-21,489.75
2012-12-24,515.45
2012-12-26,525.05
2012-12-27,519.8
2012-12-28,521.1
2012-12-31,518.6
