Date,ARVIND
2012-01-02,64.9
2012-01-03,69.15
2012-01-04,69.7
2012-01-05,70.4
2012-01-06,74.0
2012-01-07,75.25
2012-01-09,76.2
2012-01-10,78.3
2012-01-11,82.4
2012-01-12,81.15
2012-01-13,86.45
2012-01-16,88.7
2012-01-17,89.05
2012-01-18,88.65
2012-01-19,90.95
2012-01-20,89.85
2012-01-23,88.15
2012-01-24,88.55
2012-01-25,87.8
2012-01-27,93.75
2012-01-30,91.9
2012-01-31,96.5
2012-02-01,95.1
2012-02-02,91.9
2012-02-03,95.95
2012-02-06,92.7
2012-02-07,89.75
2012-02-08,91.65
2012-02-09,96.6
2012-02-10,101.9
2012-02-13,103.1
2012-02-14,101.45
2012-02-15,99.9
2012-02-16,101.15
2012-02-17,99.15
2012-02-21,97.3
2012-02-22,87.8
2012-02-23,84.65
2012-02-24,79.3
2012-02-27,80.5
2012-02-28,85.25
2012-02-29,86.4
2012-03-01,87.6
2012-03-02,88.6
2012-03-03,87.05
2012-03-05,86.5
2012-03-06,82.75
2012-03-07,84.05
2012-03-09,85.55
2012-03-12,84.75
2012-03-13,88.9
2012-03-14,86.0
2012-03-15,85.65
2012-03-16,82.95
2012-03-19,82.15
2012-03-20,84.4
2012-03-21,88.6
2012-03-22,82.75
2012-03-23,84.5
2012-03-26,81.7
2012-03-27,82.8
2012-03-28,79.25
2012-03-29,79.85
2012-03-30,82.4
2012-04-02,82.9
2012-04-03,83.75
2012-04-04,83.25
2012-04-09,81.1
2012-04-10,82.95
2012-04-11,82.1
2012-04-12,84.1
2012-04-13,81.25
2012-04-16,82.95
2012-04-17,83.6
2012-04-18,83.15
2012-04-19,83.6
2012-04-20,81.95
2012-04-23,82.1
2012-04-24,83.05
2012-04-25,81.65
2012-04-26,81.35
2012-04-27,82.6
2012-04-28,85.0
2012-04-30,86.9
2012-05-02,85.8
2012-05-03,89.85
2012-05-04,85.85
2012-05-07,89.15
2012-05-08,89.05
2012-05-09,77.2
2012-05-10,78.05
2012-05-11,76.65
2012-05-14,73.95
2012-05-15,74.85
2012-05-16,73.0
2012-05-17,70.6
2012-05-18,70.9
2012-05-21,74.05
2012-05-22,75.5
2012-05-23,74.6
2012-05-24,75.55
2012-05-25,76.05
2012-05-28,77.05
2012-05-29,77.45
2012-05-30,78.4
2012-05-31,77.5
2012-06-01,71.7
2012-06-04,72.75
2012-06-05,71.6
2012-06-06,74.45
2012-06-07,75.1
2012-06-08,75.75
2012-06-11,75.25
2012-06-12,76.2
2012-06-13,76.3
2012-06-14,75.0
2012-06-15,73.95
2012-06-18,70.7
2012-06-19,68.65
2012-06-20,70.75
2012-06-21,70.9
2012-06-22,71.45
2012-06-25,70.9
2012-06-26,71.75
2012-06-27,72.05
2012-06-28,72.55
2012-06-29,73.95
2012-07-02,76.2
2012-07-03,76.5
2012-07-04,79.4
2012-07-05,80.6
2012-07-06,79.0
2012-07-09,76.6
2012-07-09,76.6
2012-07-10,78.2
2012-07-11,76.65
2012-07-12,75.35
2012-07-13,74.95
2012-07-16,75.9
2012-07-17,73.65
2012-07-18,74.3
2012-07-19,73.9
2012-07-20,73.6
2012-07-23,72.3
2012-07-24,72.15
2012-07-25,71.7
2012-07-26,69.95
2012-07-27,69.25
2012-07-30,71.05
2012-07-31,71.75
2012-08-01,72.25
2012-08-02,71.2
2012-08-03,71.85
2012-08-06,71.6
2012-08-07,71.35
2012-08-08,70.65
2012-08-09,69.1
2012-08-10,68.9
2012-08-13,69.4
2012-08-14,71.35
2012-08-16,71.5
2012-08-17,69.85
2012-08-21,69.95
2012-08-22,68.95
2012-08-23,68.6
2012-08-24,67.75
2012-08-27,65.85
2012-08-28,63.3
2012-08-29,60.45
2012-08-30,64.95
2012-08-31,62.45
2012-09-03,63.4
2012-09-04,64.8
2012-09-05,66.45
2012-09-06,66.1
2012-09-07,66.8
2012-09-08,67.15
2012-09-10,66.95
2012-09-11,68.1
2012-09-12,67.35
2012-09-13,70.25
2012-09-14,71.0
2012-09-17,74.1
2012-09-18,72.85
2012-09-20,71.65
2012-09-21,75.1
2012-09-24,74.45
2012-09-25,79.0
2012-09-26,78.4
2012-09-27,78.65
2012-09-28,79.9
2012-10-01,82.2
2012-10-03,81.55
2012-10-04,80.5
2012-10-05,78.4
2012-10-08,77.25
2012-10-09,77.75
2012-10-10,76.7
2012-10-11,77.8
2012-10-12,76.65
2012-10-15,75.75
2012-10-16,73.85
2012-10-17,75.85
2012-10-18,77.15
2012-10-19,79.1
2012-10-22,78.5
2012-10-23,78.0
2012-10-25,81.55
2012-10-26,81.5
2012-10-29,83.15
2012-10-30,82.15
2012-10-31,81.55
2012-11-01,83.4
2012-11-02,84.35
2012-11-05,82.35
2012-11-06,83.15
2012-11-07,83.55
2012-11-08,84.35
2012-11-09,83.45
2012-11-12,86.5
2012-11-13,86.5
2012-11-15,86.7
2012-11-16,85.5
2012-11-19,84.85
2012-11-20,82.75
2012-11-21,83.95
2012-11-22,83.2
2012-11-23,82.85
2012-11-26,84.65
2012-11-27,86.9
2012-11-29,89.75
2012-11-30,90.0
2012-12-03,91.7
2012-12-04,91.15
2012-12-05,92.85
2012-12-06,93.3
2012-12-07,92.6
2012-12-10,90.05
2012-12-11,89.95
2012-12-12,93.1
2012-12-13,89.35
2012-12-14,91.2
2012-12-17,93.15
2012-12-18,96.3
2012-12-19,96.15
2012-12-20,96.1
2012-12-21,93.3
2012-12-24,92.1
2012-12-26,99.95
2012-12-27,101.4
2012-12-28,100.95
2012-12-31,100.05
