Date,PREMIER
2012-01-02,59.5
2012-01-03,61.3
2012-01-04,63.8
2012-01-05,62.5
2012-01-06,61.45
2012-01-07,62.95
2012-01-09,62.25
2012-01-10,67.45
2012-01-11,70.95
2012-01-12,68.8
2012-01-13,69.9
2012-01-16,71.1
2012-01-17,72.35
2012-01-18,72.1
2012-01-19,71.5
2012-01-20,71.3
2012-01-23,69.15
2012-01-24,69.2
2012-01-25,70.2
2012-01-27,70.0
2012-01-30,70.1
2012-01-31,69.4
2012-02-01,72.5
2012-02-02,71.1
2012-02-03,71.55
2012-02-06,71.0
2012-02-07,69.9
2012-02-08,70.15
2012-02-09,69.25
2012-02-10,71.15
2012-02-13,69.55
2012-02-14,70.45
2012-02-15,70.0
2012-02-16,70.9
2012-02-17,69.95
2012-02-21,69.3
2012-02-22,67.65
2012-02-23,67.4
2012-02-24,67.9
2012-02-27,68.7
2012-02-28,67.5
2012-02-29,68.9
2012-03-01,65.7
2012-03-02,68.5
2012-03-03,67.9
2012-03-05,67.85
2012-03-06,67.25
2012-03-07,67.75
2012-03-09,68.85
2012-03-12,68.2
2012-03-13,69.6
2012-03-14,68.25
2012-03-15,68.0
2012-03-16,67.3
2012-03-19,68.5
2012-03-20,66.85
2012-03-21,70.4
2012-03-22,69.45
2012-03-23,68.4
2012-03-26,67.35
2012-03-27,67.1
2012-03-28,66.5
2012-03-29,66.35
2012-03-30,66.75
2012-04-02,67.0
2012-04-03,67.75
2012-04-04,67.85
2012-04-09,67.65
2012-04-10,66.6
2012-04-11,66.45
2012-04-12,66.3
2012-04-13,66.6
2012-04-16,68.4
2012-04-17,67.9
2012-04-18,68.95
2012-04-19,65.95
2012-04-20,68.05
2012-04-23,69.05
2012-04-24,66.15
2012-04-25,67.4
2012-04-26,67.1
2012-04-27,66.45
2012-04-28,66.7
2012-04-30,68.35
2012-05-02,67.85
2012-05-03,68.45
2012-05-04,67.1
2012-05-07,67.45
2012-05-08,67.15
2012-05-09,67.6
2012-05-10,66.85
2012-05-11,66.75
2012-05-14,66.3
2012-05-15,66.8
2012-05-16,67.0
2012-05-17,68.25
2012-05-18,68.75
2012-05-21,69.15
2012-05-22,67.6
2012-05-23,66.15
2012-05-24,65.6
2012-05-25,66.85
2012-05-28,66.2
2012-05-29,66.9
2012-05-30,66.35
2012-05-31,66.2
2012-06-01,66.25
2012-06-04,65.8
2012-06-05,65.8
2012-06-06,67.45
2012-06-07,67.15
2012-06-08,67.6
2012-06-11,68.35
2012-06-12,68.75
2012-06-13,68.45
2012-06-14,68.15
2012-06-15,66.2
2012-06-18,65.45
2012-06-19,65.15
2012-06-20,65.0
2012-06-21,65.75
2012-06-22,65.15
2012-06-25,64.7
2012-06-26,65.05
2012-06-27,65.5
2012-06-28,65.7
2012-06-29,65.55
2012-07-02,68.1
2012-07-03,69.65
2012-07-04,72.2
2012-07-05,72.5
2012-07-06,75.35
2012-07-09,79.9
2012-07-10,80.5
2012-07-11,81.0
2012-07-12,81.5
2012-07-13,81.5
2012-07-16,82.2
2012-07-17,78.7
2012-07-18,77.75
2012-07-19,77.0
2012-07-20,76.2
2012-07-23,76.6
2012-07-24,74.85
2012-07-25,73.35
2012-07-26,72.8
2012-07-27,75.85
2012-07-30,76.1
2012-07-31,74.85
2012-08-01,74.7
2012-08-02,75.9
2012-08-03,75.75
2012-08-06,77.45
2012-08-07,77.7
2012-08-08,77.95
2012-08-09,76.7
2012-08-10,71.75
2012-08-13,72.0
2012-08-14,71.6
2012-08-16,71.0
2012-08-17,71.15
2012-08-21,70.35
2012-08-22,71.6
2012-08-23,71.25
2012-08-24,69.2
2012-08-27,69.0
2012-08-28,67.1
2012-08-29,66.1
2012-08-30,65.9
2012-08-31,64.9
2012-09-03,65.6
2012-09-04,66.0
2012-09-05,66.45
2012-09-06,70.55
2012-09-07,68.05
2012-09-10,69.9
2012-09-11,67.55
2012-09-12,66.8
2012-09-13,68.25
2012-09-14,68.05
2012-09-17,68.0
2012-09-18,67.6
2012-09-20,67.05
2012-09-21,67.6
2012-09-24,69.5
2012-09-25,69.25
2012-09-26,69.6
2012-09-27,68.1
2012-09-28,68.7
2012-10-01,69.3
2012-10-03,71.7
2012-10-04,71.05
2012-10-05,68.8
2012-10-08,71.6
2012-10-09,72.25
2012-10-10,73.25
2012-10-11,73.0
2012-10-12,71.0
2012-10-15,71.0
2012-10-16,70.55
2012-10-17,71.45
2012-10-18,72.85
2012-10-19,72.45
2012-10-22,71.7
2012-10-23,71.1
2012-10-25,79.25
2012-10-26,77.05
2012-10-29,73.75
2012-10-30,72.85
2012-10-31,74.3
2012-11-01,77.9
2012-11-02,77.5
2012-11-05,76.9
2012-11-06,77.5
2012-11-07,75.1
2012-11-08,76.2
2012-11-09,79.8
2012-11-12,80.3
2012-11-13,82.55
2012-11-15,87.2
2012-11-16,86.95
2012-11-19,88.35
2012-11-20,88.1
2012-11-21,86.45
2012-11-22,85.3
2012-11-23,84.85
2012-11-26,95.1
2012-11-27,102.4
2012-11-29,104.6
2012-11-30,109.25
2012-12-03,117.1
2012-12-04,136.15
2012-12-05,127.95
2012-12-06,131.65
2012-12-07,126.45
2012-12-10,126.15
2012-12-11,124.95
2012-12-12,122.4
2012-12-13,116.9
2012-12-14,116.05
2012-12-17,120.7
2012-12-18,123.6
2012-12-19,123.65
2012-12-20,124.15
2012-12-21,123.25
2012-12-24,126.1
2012-12-26,137.75
2012-12-27,141.55
2012-12-28,137.4
2012-12-31,141.85
