Date,JINDRILL
2012-01-02,290.0
2012-01-03,290.95
2012-01-04,288.3
2012-01-05,293.25
2012-01-06,291.55
2012-01-07,295.95
2012-01-09,312.8
2012-01-10,314.4
2012-01-11,315.05
2012-01-12,315.0
2012-01-13,314.65
2012-01-16,312.65
2012-01-17,320.0
2012-01-18,318.45
2012-01-19,313.7
2012-01-20,317.9
2012-01-23,317.45
2012-01-24,316.6
2012-01-25,325.9
2012-01-27,328.85
2012-01-30,321.0
2012-01-31,322.5
2012-02-01,328.4
2012-02-02,333.95
2012-02-03,342.9
2012-02-06,336.45
2012-02-07,333.25
2012-02-08,333.1
2012-02-09,336.2
2012-02-10,332.8
2012-02-13,326.35
2012-02-14,325.85
2012-02-15,332.45
2012-02-16,333.1
2012-02-17,339.25
2012-02-21,331.3
2012-02-22,320.85
2012-02-23,318.4
2012-02-24,311.0
2012-02-27,305.45
2012-02-28,307.6
2012-02-29,305.75
2012-03-01,304.3
2012-03-02,303.65
2012-03-03,304.05
2012-03-05,302.8
2012-03-06,301.7
2012-03-07,300.55
2012-03-09,300.7
2012-03-12,303.5
2012-03-13,307.7
2012-03-14,310.8
2012-03-15,307.95
2012-03-16,305.2
2012-03-19,305.2
2012-03-20,312.15
2012-03-21,325.2
2012-03-22,310.5
2012-03-23,306.75
2012-03-26,303.45
2012-03-27,303.4
2012-03-28,300.9
2012-03-29,301.6
2012-03-30,302.15
2012-04-02,306.1
2012-04-03,308.25
2012-04-04,311.85
2012-04-09,305.55
2012-04-10,307.45
2012-04-11,307.4
2012-04-12,304.45
2012-04-13,303.45
2012-04-16,300.7
2012-04-17,305.35
2012-04-18,307.1
2012-04-19,314.6
2012-04-20,309.05
2012-04-23,307.95
2012-04-24,306.2
2012-04-25,305.6
2012-04-26,302.85
2012-04-27,300.85
2012-04-28,301.05
2012-04-30,301.65
2012-05-02,297.1
2012-05-03,292.7
2012-05-04,290.55
2012-05-07,290.7
2012-05-08,290.35
2012-05-09,289.55
2012-05-10,289.75
2012-05-11,288.25
2012-05-14,288.85
2012-05-15,284.65
2012-05-16,277.5
2012-05-17,279.35
2012-05-18,273.95
2012-05-21,277.45
2012-05-22,272.0
2012-05-23,272.0
2012-05-24,278.0
2012-05-25,274.2
2012-05-28,272.05
2012-05-29,278.3
2012-05-30,278.0
2012-05-31,271.6
2012-06-01,271.6
2012-06-04,266.35
2012-06-05,268.0
2012-06-06,275.7
2012-06-07,287.6
2012-06-08,280.65
2012-06-11,278.0
2012-06-12,282.2
2012-06-13,281.3
2012-06-14,275.6
2012-06-15,276.35
2012-06-18,274.4
2012-06-19,269.6
2012-06-20,268.3
2012-06-21,272.65
2012-06-22,269.25
2012-06-25,268.05
2012-06-26,266.2
2012-06-27,270.5
2012-06-28,269.35
2012-06-29,274.85
2012-07-02,283.5
2012-07-03,283.3
2012-07-04,282.0
2012-07-05,290.35
2012-07-06,289.15
2012-07-09,281.0
2012-07-09,281.0
2012-07-10,294.8
2012-07-11,293.95
2012-07-12,290.65
2012-07-13,288.9
2012-07-16,283.3
2012-07-17,280.5
2012-07-18,285.1
2012-07-19,284.65
2012-07-20,282.15
2012-07-23,277.15
2012-07-24,272.95
2012-07-25,265.25
2012-07-26,263.65
2012-07-27,264.2
2012-07-30,267.25
2012-07-31,266.2
2012-08-01,267.0
2012-08-02,265.9
2012-08-03,264.0
2012-08-06,266.7
2012-08-07,268.75
2012-08-08,270.05
2012-08-09,269.95
2012-08-10,271.9
2012-08-13,266.95
2012-08-14,267.8
2012-08-16,264.35
2012-08-17,263.5
2012-08-21,263.15
2012-08-22,264.0
2012-08-23,264.95
2012-08-24,262.15
2012-08-27,262.1
2012-08-28,255.1
2012-08-29,250.2
2012-08-30,249.2
2012-08-31,239.55
2012-09-03,256.45
2012-09-04,250.4
2012-09-05,252.9
2012-09-06,251.15
2012-09-07,250.9
2012-09-08,250.0
2012-09-10,250.45
2012-09-11,247.75
2012-09-12,247.9
2012-09-13,246.85
2012-09-14,249.7
2012-09-17,251.8
2012-09-18,252.0
2012-09-20,250.6
2012-09-21,250.95
2012-09-24,252.3
2012-09-25,269.65
2012-09-26,277.1
2012-09-27,273.6
2012-09-28,274.55
2012-10-01,309.6
2012-10-03,301.5
2012-10-04,299.4
2012-10-05,292.35
2012-10-08,285.35
2012-10-09,287.8
2012-10-10,279.8
2012-10-11,284.6
2012-10-12,280.1
2012-10-15,277.2
2012-10-16,273.75
2012-10-17,277.95
2012-10-18,275.1
2012-10-19,276.7
2012-10-22,275.0
2012-10-23,269.9
2012-10-25,271.65
2012-10-26,268.0
2012-10-29,258.8
2012-10-30,254.1
2012-10-31,255.25
2012-11-01,254.1
2012-11-02,253.25
2012-11-05,251.75
2012-11-06,252.95
2012-11-07,254.5
2012-11-08,257.45
2012-11-09,254.15
2012-11-12,249.75
2012-11-13,253.15
2012-11-15,250.3
2012-11-16,247.55
2012-11-19,242.0
2012-11-20,240.8
2012-11-21,233.45
2012-11-22,236.25
2012-11-23,232.25
2012-11-26,232.4
2012-11-27,240.0
2012-11-29,237.05
2012-11-30,240.55
2012-12-03,246.7
2012-12-04,245.3
2012-12-05,251.1
2012-12-06,247.5
2012-12-07,246.6
2012-12-10,248.55
2012-12-11,243.0
2012-12-12,242.3
2012-12-13,240.95
2012-12-14,240.15
2012-12-17,276.55
2012-12-18,267.95
2012-12-19,264.55
2012-12-20,267.25
2012-12-21,257.05
2012-12-24,254.35
2012-12-26,255.45
2012-12-27,253.9
2012-12-28,254.0
2012-12-31,253.35
