Date,ASTRAMICRO
2012-01-02,34.05
2012-01-03,35.05
2012-01-04,34.15
2012-01-05,34.45
2012-01-06,34.7
2012-01-07,34.25
2012-01-09,34.55
2012-01-10,35.8
2012-01-11,36.55
2012-01-12,35.75
2012-01-13,36.8
2012-01-16,36.8
2012-01-17,36.85
2012-01-18,37.05
2012-01-19,36.85
2012-01-20,36.35
2012-01-23,36.85
2012-01-24,36.15
2012-01-25,37.0
2012-01-27,37.85
2012-01-30,37.8
2012-01-31,37.9
2012-02-01,38.55
2012-02-02,37.75
2012-02-03,37.3
2012-02-06,37.35
2012-02-07,36.55
2012-02-08,36.05
2012-02-09,40.15
2012-02-10,38.9
2012-02-13,39.6
2012-02-14,38.95
2012-02-15,38.3
2012-02-16,38.1
2012-02-17,37.65
2012-02-21,37.65
2012-02-22,37.7
2012-02-23,37.6
2012-02-24,37.2
2012-02-27,35.5
2012-02-28,35.9
2012-02-29,36.6
2012-03-01,36.45
2012-03-02,36.1
2012-03-03,36.3
2012-03-05,36.1
2012-03-06,34.7
2012-03-07,34.05
2012-03-09,35.55
2012-03-12,36.3
2012-03-13,39.3
2012-03-14,38.15
2012-03-15,36.5
2012-03-16,34.9
2012-03-19,35.85
2012-03-20,35.05
2012-03-21,36.5
2012-03-22,35.6
2012-03-23,36.65
2012-03-26,36.3
2012-03-27,36.35
2012-03-28,36.3
2012-03-29,35.6
2012-03-30,34.9
2012-04-02,36.75
2012-04-03,37.85
2012-04-04,36.9
2012-04-09,35.9
2012-04-10,35.8
2012-04-11,34.65
2012-04-12,34.5
2012-04-13,34.35
2012-04-16,35.6
2012-04-17,37.0
2012-04-18,38.25
2012-04-19,37.35
2012-04-20,40.45
2012-04-23,39.85
2012-04-24,38.95
2012-04-25,37.85
2012-04-26,38.55
2012-04-27,39.25
2012-04-28,39.0
2012-04-30,40.2
2012-05-02,39.45
2012-05-03,38.7
2012-05-04,37.35
2012-05-07,39.05
2012-05-08,38.5
2012-05-09,39.9
2012-05-10,41.95
2012-05-11,39.75
2012-05-14,38.6
2012-05-15,39.95
2012-05-16,39.4
2012-05-17,40.3
2012-05-18,39.2
2012-05-21,38.8
2012-05-22,38.2
2012-05-23,37.45
2012-05-24,37.75
2012-05-25,38.55
2012-05-28,38.85
2012-05-29,41.05
2012-05-30,40.1
2012-05-31,39.3
2012-06-01,38.65
2012-06-04,38.2
2012-06-05,38.1
2012-06-06,38.2
2012-06-07,38.05
2012-06-08,38.35
2012-06-11,39.0
2012-06-12,38.85
2012-06-13,38.7
2012-06-14,38.15
2012-06-15,39.75
2012-06-18,38.7
2012-06-19,39.0
2012-06-20,41.65
2012-06-21,41.2
2012-06-22,39.9
2012-06-25,39.5
2012-06-26,39.5
2012-06-27,39.6
2012-06-28,39.45
2012-06-29,40.45
2012-07-02,40.4
2012-07-03,43.45
2012-07-04,43.4
2012-07-05,44.85
2012-07-06,43.5
2012-07-09,44.15
2012-07-09,44.15
2012-07-10,44.2
2012-07-11,45.05
2012-07-12,43.7
2012-07-13,44.2
2012-07-16,43.85
2012-07-17,43.65
2012-07-18,43.45
2012-07-19,42.8
2012-07-20,42.5
2012-07-23,41.0
2012-07-24,41.7
2012-07-25,41.05
2012-07-26,40.25
2012-07-27,40.65
2012-07-30,40.0
2012-07-31,39.75
2012-08-01,40.8
2012-08-02,40.45
2012-08-03,41.0
2012-08-06,41.55
2012-08-07,43.6
2012-08-08,43.0
2012-08-09,41.4
2012-08-10,41.3
2012-08-13,42.1
2012-08-14,41.9
2012-08-16,41.8
2012-08-17,43.05
2012-08-21,42.95
2012-08-22,43.85
2012-08-23,44.0
2012-08-24,42.9
2012-08-27,43.25
2012-08-28,41.6
2012-08-29,41.6
2012-08-30,41.3
2012-08-31,40.65
2012-09-03,40.3
2012-09-04,39.95
2012-09-05,40.1
2012-09-06,40.65
2012-09-07,41.25
2012-09-08,40.7
2012-09-10,44.05
2012-09-11,43.0
2012-09-12,42.95
2012-09-13,42.55
2012-09-14,41.95
2012-09-17,41.65
2012-09-18,42.5
2012-09-20,41.8
2012-09-21,41.95
2012-09-24,41.85
2012-09-25,41.75
2012-09-26,45.7
2012-09-27,44.15
2012-09-28,43.25
2012-10-01,43.55
2012-10-03,44.55
2012-10-04,43.75
2012-10-05,42.85
2012-10-08,42.75
2012-10-09,44.3
2012-10-10,44.25
2012-10-11,43.75
2012-10-12,43.55
2012-10-15,43.65
2012-10-16,43.0
2012-10-17,42.75
2012-10-18,43.6
2012-10-19,43.35
2012-10-22,42.65
2012-10-23,43.85
2012-10-25,43.15
2012-10-26,42.65
2012-10-29,42.0
2012-10-30,40.55
2012-10-31,39.1
2012-11-01,39.4
2012-11-02,38.45
2012-11-05,38.95
2012-11-06,38.8
2012-11-07,38.8
2012-11-08,38.7
2012-11-09,38.55
2012-11-12,38.35
2012-11-13,39.05
2012-11-15,38.45
2012-11-16,37.5
2012-11-19,37.0
2012-11-20,39.1
2012-11-21,39.3
2012-11-22,38.85
2012-11-23,38.6
2012-11-26,38.55
2012-11-27,38.55
2012-11-29,38.85
2012-11-30,39.05
2012-12-03,41.0
2012-12-04,40.9
2012-12-05,39.9
2012-12-06,40.05
2012-12-07,39.35
2012-12-10,39.5
2012-12-11,39.95
2012-12-12,40.0
2012-12-13,39.55
2012-12-14,39.05
2012-12-17,38.7
2012-12-18,38.6
2012-12-19,42.45
2012-12-20,39.75
2012-12-21,38.55
2012-12-24,40.7
2012-12-26,40.2
2012-12-27,38.95
2012-12-28,40.2
2012-12-31,40.55
