Date,ATUL
2012-01-02,139.8
2012-01-03,149.75
2012-01-04,155.1
2012-01-05,150.8
2012-01-06,151.25
2012-01-07,152.2
2012-01-09,152.05
2012-01-10,157.95
2012-01-11,162.65
2012-01-12,158.7
2012-01-13,157.35
2012-01-16,159.65
2012-01-17,159.7
2012-01-18,158.65
2012-01-19,164.7
2012-01-20,163.65
2012-01-23,161.1
2012-01-24,162.2
2012-01-25,164.85
2012-01-27,180.25
2012-01-30,172.95
2012-01-31,175.05
2012-02-01,175.55
2012-02-02,180.15
2012-02-03,180.6
2012-02-06,180.05
2012-02-07,179.75
2012-02-08,180.75
2012-02-09,183.9
2012-02-10,188.75
2012-02-13,188.65
2012-02-14,187.75
2012-02-15,188.3
2012-02-16,185.7
2012-02-17,184.05
2012-02-21,186.6
2012-02-22,183.3
2012-02-23,182.85
2012-02-24,178.45
2012-02-27,177.9
2012-02-28,179.95
2012-02-29,180.95
2012-03-01,180.35
2012-03-02,180.75
2012-03-03,181.8
2012-03-05,180.5
2012-03-06,180.1
2012-03-07,180.45
2012-03-09,177.35
2012-03-12,178.35
2012-03-13,182.5
2012-03-14,182.55
2012-03-15,179.05
2012-03-16,179.8
2012-03-19,177.55
2012-03-20,179.55
2012-03-21,181.85
2012-03-22,182.0
2012-03-23,186.55
2012-03-26,186.85
2012-03-27,188.1
2012-03-28,186.05
2012-03-29,188.0
2012-03-30,191.95
2012-04-02,195.0
2012-04-03,197.75
2012-04-04,199.8
2012-04-09,199.6
2012-04-10,197.45
2012-04-11,194.65
2012-04-12,195.1
2012-04-13,192.3
2012-04-16,193.8
2012-04-17,193.15
2012-04-18,195.15
2012-04-19,196.25
2012-04-20,209.8
2012-04-23,204.0
2012-04-24,207.35
2012-04-25,202.15
2012-04-26,201.2
2012-04-27,199.5
2012-04-28,199.8
2012-04-30,196.0
2012-05-02,198.25
2012-05-03,196.2
2012-05-04,191.7
2012-05-07,194.35
2012-05-08,192.95
2012-05-09,188.4
2012-05-10,189.0
2012-05-11,192.05
2012-05-14,191.75
2012-05-15,194.65
2012-05-16,190.05
2012-05-17,196.15
2012-05-18,197.4
2012-05-21,200.2
2012-05-22,200.3
2012-05-23,196.4
2012-05-24,195.05
2012-05-25,194.8
2012-05-28,197.2
2012-05-29,201.0
2012-05-30,200.05
2012-05-31,198.5
2012-06-01,196.15
2012-06-04,197.8
2012-06-05,209.1
2012-06-06,215.4
2012-06-07,214.85
2012-06-08,206.35
2012-06-11,206.65
2012-06-12,206.7
2012-06-13,207.1
2012-06-14,209.3
2012-06-15,210.55
2012-06-18,207.1
2012-06-19,207.3
2012-06-20,212.55
2012-06-21,214.2
2012-06-22,214.95
2012-06-25,213.0
2012-06-26,217.45
2012-06-27,224.35
2012-06-28,225.9
2012-06-29,223.0
2012-07-02,227.05
2012-07-03,225.0
2012-07-04,227.25
2012-07-05,226.1
2012-07-06,234.65
2012-07-09,228.1
2012-07-09,228.1
2012-07-10,233.0
2012-07-11,233.95
2012-07-12,247.05
2012-07-13,245.1
2012-07-16,269.2
2012-07-17,274.3
2012-07-18,264.8
2012-07-19,269.55
2012-07-20,264.0
2012-07-23,266.2
2012-07-24,268.9
2012-07-25,264.95
2012-07-26,276.9
2012-07-27,269.45
2012-07-30,270.1
2012-07-31,270.9
2012-08-01,273.55
2012-08-02,275.1
2012-08-03,271.5
2012-08-06,277.8
2012-08-07,280.9
2012-08-08,280.2
2012-08-09,278.25
2012-08-10,274.5
2012-08-13,272.15
2012-08-14,272.2
2012-08-16,273.15
2012-08-17,275.45
2012-08-21,308.3
2012-08-22,309.4
2012-08-23,316.15
2012-08-24,305.55
2012-08-27,295.7
2012-08-28,293.9
2012-08-29,289.5
2012-08-30,292.55
2012-08-31,296.2
2012-09-03,303.95
2012-09-04,299.7
2012-09-05,303.7
2012-09-06,305.0
2012-09-07,300.3
2012-09-08,302.8
2012-09-10,300.55
2012-09-11,298.4
2012-09-12,312.8
2012-09-13,311.6
2012-09-14,310.3
2012-09-17,307.15
2012-09-18,319.65
2012-09-20,319.95
2012-09-21,323.3
2012-09-24,326.15
2012-09-25,324.2
2012-09-26,325.9
2012-09-27,330.8
2012-09-28,337.0
2012-10-01,372.45
2012-10-03,378.3
2012-10-04,363.7
2012-10-05,350.55
2012-10-08,352.55
2012-10-09,363.2
2012-10-10,372.05
2012-10-11,366.75
2012-10-12,365.2
2012-10-15,369.45
2012-10-16,370.65
2012-10-17,377.65
2012-10-18,377.8
2012-10-19,410.1
2012-10-22,439.8
2012-10-23,428.75
2012-10-25,416.8
2012-10-26,407.5
2012-10-29,406.2
2012-10-30,400.5
2012-10-31,397.5
2012-11-01,406.45
2012-11-02,415.15
2012-11-05,414.8
2012-11-06,414.9
2012-11-07,426.8
2012-11-08,428.55
2012-11-09,426.4
2012-11-12,429.95
2012-11-13,432.7
2012-11-15,431.3
2012-11-16,419.35
2012-11-19,410.0
2012-11-20,399.5
2012-11-21,409.25
2012-11-22,417.05
2012-11-23,407.2
2012-11-26,429.55
2012-11-27,423.55
2012-11-29,424.9
2012-11-30,424.6
2012-12-03,427.45
2012-12-04,438.05
2012-12-05,432.4
2012-12-06,447.4
2012-12-07,454.8
2012-12-10,467.4
2012-12-11,458.55
2012-12-12,456.25
2012-12-13,447.85
2012-12-14,450.0
2012-12-17,445.7
2012-12-18,453.2
2012-12-19,447.65
2012-12-20,447.15
2012-12-21,437.85
2012-12-24,427.15
2012-12-26,412.6
2012-12-27,414.5
2012-12-28,422.6
2012-12-31,423.0
