Date,BALAJITELE
2012-01-02,32.0
2012-01-03,34.85
2012-01-04,35.0
2012-01-05,35.45
2012-01-06,35.4
2012-01-07,35.7
2012-01-09,35.8
2012-01-10,36.65
2012-01-11,37.75
2012-01-12,38.75
2012-01-13,39.85
2012-01-16,39.35
2012-01-17,39.25
2012-01-18,40.3
2012-01-19,41.85
2012-01-20,38.4
2012-01-23,36.9
2012-01-24,37.15
2012-01-25,37.25
2012-01-27,37.35
2012-01-30,36.15
2012-01-31,36.85
2012-02-01,39.65
2012-02-02,39.3
2012-02-03,41.7
2012-02-06,40.65
2012-02-07,43.3
2012-02-08,42.6
2012-02-09,43.85
2012-02-10,43.0
2012-02-13,42.1
2012-02-14,43.65
2012-02-15,42.8
2012-02-16,44.45
2012-02-17,43.4
2012-02-21,45.9
2012-02-22,45.35
2012-02-23,43.8
2012-02-24,42.8
2012-02-27,41.15
2012-02-28,42.05
2012-02-29,41.75
2012-03-01,41.45
2012-03-02,41.35
2012-03-03,41.8
2012-03-05,40.2
2012-03-06,38.95
2012-03-07,39.0
2012-03-09,43.15
2012-03-12,43.75
2012-03-13,45.7
2012-03-14,44.65
2012-03-15,43.55
2012-03-16,44.1
2012-03-19,43.15
2012-03-20,42.85
2012-03-21,43.2
2012-03-22,42.65
2012-03-23,42.4
2012-03-26,43.4
2012-03-27,42.25
2012-03-28,40.5
2012-03-29,40.75
2012-03-30,41.7
2012-04-02,42.5
2012-04-03,43.1
2012-04-04,43.25
2012-04-09,43.1
2012-04-10,42.7
2012-04-11,42.85
2012-04-12,44.05
2012-04-13,42.75
2012-04-16,43.2
2012-04-17,42.85
2012-04-18,44.0
2012-04-19,44.95
2012-04-20,47.35
2012-04-23,45.4
2012-04-24,44.75
2012-04-25,46.45
2012-04-26,45.7
2012-04-27,44.6
2012-04-28,45.0
2012-04-30,45.1
2012-05-02,46.3
2012-05-03,44.5
2012-05-04,44.1
2012-05-07,46.95
2012-05-08,45.65
2012-05-09,44.45
2012-05-10,45.4
2012-05-11,45.1
2012-05-14,37.3
2012-05-15,37.45
2012-05-16,35.2
2012-05-17,34.8
2012-05-18,34.55
2012-05-21,36.95
2012-05-22,36.0
2012-05-23,34.5
2012-05-24,36.9
2012-05-25,36.8
2012-05-28,37.75
2012-05-29,36.9
2012-05-30,36.2
2012-05-31,36.45
2012-06-01,36.95
2012-06-04,35.8
2012-06-05,35.7
2012-06-06,36.05
2012-06-07,36.0
2012-06-08,35.0
2012-06-11,34.55
2012-06-12,34.85
2012-06-13,34.8
2012-06-14,35.15
2012-06-15,34.85
2012-06-18,34.75
2012-06-19,34.6
2012-06-20,34.55
2012-06-21,34.0
2012-06-22,34.4
2012-06-25,34.75
2012-06-26,34.05
2012-06-27,34.05
2012-06-28,38.75
2012-06-29,37.4
2012-07-02,37.6
2012-07-03,37.65
2012-07-04,38.25
2012-07-05,38.8
2012-07-06,39.45
2012-07-09,39.35
2012-07-09,39.35
2012-07-10,39.75
2012-07-11,39.05
2012-07-12,39.15
2012-07-13,40.25
2012-07-16,41.1
2012-07-17,41.8
2012-07-18,41.3
2012-07-19,41.85
2012-07-20,42.7
2012-07-23,41.8
2012-07-24,40.2
2012-07-25,40.9
2012-07-26,38.25
2012-07-27,38.1
2012-07-30,39.9
2012-07-31,40.2
2012-08-01,41.8
2012-08-02,41.2
2012-08-03,42.2
2012-08-06,41.4
2012-08-07,41.3
2012-08-08,43.05
2012-08-09,41.6
2012-08-10,40.8
2012-08-13,40.9
2012-08-14,40.45
2012-08-16,41.0
2012-08-17,43.35
2012-08-21,43.7
2012-08-22,46.0
2012-08-23,45.4
2012-08-24,43.8
2012-08-27,42.25
2012-08-28,39.95
2012-08-29,40.35
2012-08-30,40.4
2012-08-31,40.25
2012-09-03,40.65
2012-09-04,40.0
2012-09-05,42.0
2012-09-06,41.2
2012-09-07,41.15
2012-09-08,41.7
2012-09-10,41.65
2012-09-11,41.55
2012-09-12,42.1
2012-09-13,43.35
2012-09-14,44.0
2012-09-17,44.45
2012-09-18,44.45
2012-09-20,44.85
2012-09-21,44.65
2012-09-24,44.05
2012-09-25,43.8
2012-09-26,48.05
2012-09-27,46.55
2012-09-28,45.7
2012-10-01,46.3
2012-10-03,46.45
2012-10-04,48.2
2012-10-05,49.7
2012-10-08,56.4
2012-10-09,55.3
2012-10-10,52.75
2012-10-11,53.35
2012-10-12,54.0
2012-10-15,53.8
2012-10-16,53.75
2012-10-17,52.75
2012-10-18,53.3
2012-10-19,53.2
2012-10-22,53.3
2012-10-23,52.8
2012-10-25,53.55
2012-10-26,51.45
2012-10-29,48.65
2012-10-30,50.85
2012-10-31,49.85
2012-11-01,49.25
2012-11-02,48.65
2012-11-05,48.0
2012-11-06,47.75
2012-11-07,49.85
2012-11-08,48.5
2012-11-09,48.45
2012-11-12,45.6
2012-11-13,45.9
2012-11-15,49.45
2012-11-16,47.45
2012-11-19,47.0
2012-11-20,46.25
2012-11-21,46.85
2012-11-22,46.55
2012-11-23,48.5
2012-11-26,51.75
2012-11-27,52.75
2012-11-29,52.85
2012-11-30,51.85
2012-12-03,54.55
2012-12-04,55.5
2012-12-05,54.05
2012-12-06,53.65
2012-12-07,52.75
2012-12-10,52.1
2012-12-11,51.4
2012-12-12,52.5
2012-12-13,52.25
2012-12-14,51.9
2012-12-17,52.9
2012-12-18,54.05
2012-12-19,53.3
2012-12-20,52.4
2012-12-21,51.5
2012-12-24,51.45
2012-12-26,52.0
2012-12-27,50.75
2012-12-28,50.45
2012-12-31,52.55
