Date,NELCAST
2012-01-02,24.7
2012-01-03,24.7
2012-01-04,25.55
2012-01-05,25.0
2012-01-06,24.45
2012-01-07,24.85
2012-01-09,25.3
2012-01-10,26.4
2012-01-11,27.05
2012-01-12,26.9
2012-01-13,28.35
2012-01-16,27.55
2012-01-17,26.95
2012-01-18,26.3
2012-01-19,26.6
2012-01-20,26.85
2012-01-23,26.9
2012-01-24,27.95
2012-01-25,30.05
2012-01-27,30.75
2012-01-30,29.6
2012-01-31,29.65
2012-02-01,30.85
2012-02-02,30.15
2012-02-03,29.9
2012-02-06,30.35
2012-02-07,30.0
2012-02-08,30.15
2012-02-09,30.1
2012-02-10,29.4
2012-02-13,28.5
2012-02-14,28.5
2012-02-15,28.35
2012-02-16,28.65
2012-02-17,28.2
2012-02-21,29.2
2012-02-22,28.4
2012-02-23,28.2
2012-02-24,28.75
2012-02-27,28.3
2012-02-28,28.6
2012-02-29,28.45
2012-03-01,28.05
2012-03-02,28.35
2012-03-03,28.35
2012-03-05,27.9
2012-03-06,27.65
2012-03-07,27.7
2012-03-09,27.75
2012-03-12,28.0
2012-03-13,28.05
2012-03-14,27.9
2012-03-15,27.4
2012-03-16,26.8
2012-03-19,26.7
2012-03-20,25.75
2012-03-21,26.05
2012-03-22,25.2
2012-03-23,25.45
2012-03-26,26.4
2012-03-27,26.4
2012-03-28,24.6
2012-03-29,23.95
2012-03-30,24.6
2012-04-02,24.95
2012-04-03,25.65
2012-04-04,25.6
2012-04-09,25.6
2012-04-10,26.1
2012-04-11,25.7
2012-04-12,26.75
2012-04-13,26.55
2012-04-16,25.95
2012-04-17,25.85
2012-04-18,25.95
2012-04-19,26.05
2012-04-20,25.8
2012-04-23,25.8
2012-04-24,26.0
2012-04-25,25.95
2012-04-26,25.9
2012-04-27,25.55
2012-04-28,25.75
2012-04-30,25.4
2012-05-02,25.85
2012-05-03,25.9
2012-05-04,25.55
2012-05-07,26.5
2012-05-08,27.25
2012-05-09,26.65
2012-05-10,29.75
2012-05-11,28.9
2012-05-14,27.9
2012-05-15,27.4
2012-05-16,27.5
2012-05-17,28.3
2012-05-18,27.5
2012-05-21,28.1
2012-05-22,28.55
2012-05-23,28.95
2012-05-24,27.75
2012-05-25,26.05
2012-05-28,26.0
2012-05-29,25.9
2012-05-30,25.2
2012-05-31,24.95
2012-06-01,24.9
2012-06-04,24.5
2012-06-05,24.5
2012-06-06,25.25
2012-06-07,25.1
2012-06-08,25.2
2012-06-11,25.2
2012-06-12,24.9
2012-06-13,24.9
2012-06-14,24.7
2012-06-15,24.7
2012-06-18,24.4
2012-06-19,24.7
2012-06-20,24.35
2012-06-21,24.85
2012-06-22,25.4
2012-06-25,24.95
2012-06-26,25.3
2012-06-27,25.15
2012-06-28,25.1
2012-06-29,25.45
2012-07-02,25.55
2012-07-03,25.45
2012-07-04,25.55
2012-07-05,26.4
2012-07-06,26.0
2012-07-09,25.55
2012-07-09,25.55
2012-07-10,25.5
2012-07-11,25.4
2012-07-12,25.55
2012-07-13,25.2
2012-07-16,24.85
2012-07-17,24.6
2012-07-18,24.65
2012-07-19,23.9
2012-07-20,23.15
2012-07-23,23.0
2012-07-24,23.0
2012-07-25,22.7
2012-07-26,22.0
2012-07-27,22.3
2012-07-30,20.65
2012-07-31,21.05
2012-08-01,21.1
2012-08-02,21.35
2012-08-03,21.2
2012-08-06,21.1
2012-08-07,21.05
2012-08-08,21.25
2012-08-09,20.85
2012-08-10,20.9
2012-08-13,21.0
2012-08-14,20.8
2012-08-16,20.95
2012-08-17,20.95
2012-08-21,20.8
2012-08-22,21.05
2012-08-23,20.85
2012-08-24,21.05
2012-08-27,20.8
2012-08-28,20.9
2012-08-29,20.65
2012-08-30,20.75
2012-08-31,20.45
2012-09-03,20.3
2012-09-04,20.35
2012-09-05,19.9
2012-09-06,19.95
2012-09-07,20.25
2012-09-08,20.1
2012-09-10,20.35
2012-09-11,20.35
2012-09-12,20.95
2012-09-13,20.55
2012-09-14,20.7
2012-09-17,20.9
2012-09-18,21.4
2012-09-20,21.25
2012-09-21,21.05
2012-09-24,21.65
2012-09-25,22.95
2012-09-26,22.75
2012-09-27,22.05
2012-09-28,21.65
2012-10-01,21.85
2012-10-03,21.9
2012-10-04,22.3
2012-10-05,22.3
2012-10-08,22.15
2012-10-09,22.05
2012-10-10,21.4
2012-10-11,21.65
2012-10-12,21.75
2012-10-15,21.65
2012-10-16,21.9
2012-10-17,23.1
2012-10-18,22.85
2012-10-19,22.65
2012-10-22,22.2
2012-10-23,22.15
2012-10-25,21.8
2012-10-26,21.65
2012-10-29,21.45
2012-10-30,21.45
2012-10-31,21.5
2012-11-01,21.45
2012-11-02,21.4
2012-11-05,21.6
2012-11-06,21.9
2012-11-07,25.25
2012-11-08,25.7
2012-11-09,24.25
2012-11-12,23.2
2012-11-13,23.0
2012-11-15,22.25
2012-11-16,22.35
2012-11-19,21.95
2012-11-20,21.6
2012-11-21,21.45
2012-11-22,21.85
2012-11-23,21.65
2012-11-26,21.55
2012-11-27,21.7
2012-11-29,21.75
2012-11-30,23.0
2012-12-03,24.45
2012-12-04,26.2
2012-12-05,25.75
2012-12-06,24.85
2012-12-07,24.25
2012-12-10,23.6
2012-12-11,23.45
2012-12-12,24.05
2012-12-13,23.9
2012-12-14,23.45
2012-12-17,25.05
2012-12-18,24.6
2012-12-19,24.55
2012-12-20,24.05
2012-12-21,23.65
2012-12-24,23.6
2012-12-26,23.2
2012-12-27,23.15
2012-12-28,23.3
2012-12-31,23.4
