Date,RSSOFTWARE
2012-01-02,44.75
2012-01-03,48.65
2012-01-04,44.9
2012-01-05,45.15
2012-01-06,45.25
2012-01-07,46.2
2012-01-09,46.05
2012-01-10,48.7
2012-01-11,49.9
2012-01-12,48.35
2012-01-13,48.25
2012-01-16,47.7
2012-01-17,48.05
2012-01-18,47.3
2012-01-19,48.0
2012-01-20,48.9
2012-01-23,50.6
2012-01-24,50.45
2012-01-25,51.85
2012-01-27,51.9
2012-01-30,50.25
2012-01-31,51.25
2012-02-01,56.4
2012-02-02,55.7
2012-02-03,56.7
2012-02-06,56.65
2012-02-07,54.35
2012-02-08,56.3
2012-02-09,57.1
2012-02-10,56.45
2012-02-13,56.0
2012-02-14,55.6
2012-02-15,56.7
2012-02-16,61.6
2012-02-17,61.0
2012-02-21,60.3
2012-02-22,58.4
2012-02-23,57.25
2012-02-24,56.95
2012-02-27,55.65
2012-02-28,56.95
2012-02-29,58.05
2012-03-01,56.95
2012-03-02,57.4
2012-03-03,56.6
2012-03-05,56.25
2012-03-06,56.7
2012-03-07,57.2
2012-03-09,59.95
2012-03-12,60.3
2012-03-13,60.3
2012-03-14,60.6
2012-03-15,59.75
2012-03-16,59.05
2012-03-19,58.25
2012-03-20,58.1
2012-03-21,58.8
2012-03-22,59.6
2012-03-23,63.25
2012-03-26,62.25
2012-03-27,63.45
2012-03-28,59.9
2012-03-29,59.3
2012-03-30,60.15
2012-04-02,63.45
2012-04-03,63.9
2012-04-04,64.4
2012-04-09,67.95
2012-04-10,70.7
2012-04-11,74.3
2012-04-12,72.75
2012-04-13,72.35
2012-04-16,73.6
2012-04-17,73.85
2012-04-18,75.9
2012-04-19,75.55
2012-04-20,75.7
2012-04-23,80.3
2012-04-24,81.0
2012-04-25,75.25
2012-04-26,74.75
2012-04-27,76.25
2012-04-28,76.9
2012-04-30,77.1
2012-05-02,75.5
2012-05-03,74.05
2012-05-04,74.35
2012-05-07,74.3
2012-05-08,73.35
2012-05-09,69.05
2012-05-10,67.25
2012-05-11,66.65
2012-05-14,64.9
2012-05-15,67.75
2012-05-16,66.85
2012-05-17,67.75
2012-05-18,68.3
2012-05-21,70.1
2012-05-22,70.75
2012-05-23,70.85
2012-05-24,71.25
2012-05-25,71.2
2012-05-28,71.6
2012-05-29,71.9
2012-05-30,74.1
2012-05-31,72.45
2012-06-01,70.75
2012-06-04,70.7
2012-06-05,69.3
2012-06-06,69.6
2012-06-07,70.3
2012-06-08,71.05
2012-06-11,71.05
2012-06-12,71.5
2012-06-13,71.0
2012-06-14,72.75
2012-06-15,73.15
2012-06-18,72.9
2012-06-19,72.4
2012-06-20,74.65
2012-06-21,75.45
2012-06-22,79.6
2012-06-25,81.7
2012-06-26,82.95
2012-06-27,83.65
2012-06-28,85.0
2012-06-29,84.9
2012-07-02,85.1
2012-07-03,86.2
2012-07-04,88.55
2012-07-05,84.3
2012-07-06,80.3
2012-07-09,81.5
2012-07-10,86.0
2012-07-11,84.75
2012-07-12,85.7
2012-07-13,102.1
2012-07-16,105.9
2012-07-17,102.1
2012-07-18,121.75
2012-07-19,114.2
2012-07-20,114.8
2012-07-23,115.0
2012-07-24,116.35
2012-07-25,112.9
2012-07-26,106.15
2012-07-27,106.3
2012-07-30,116.9
2012-07-31,112.8
2012-08-01,116.0
2012-08-02,121.95
2012-08-03,123.7
2012-08-06,121.35
2012-08-07,118.95
2012-08-08,117.35
2012-08-09,115.0
2012-08-10,113.85
2012-08-13,116.35
2012-08-14,121.2
2012-08-16,119.7
2012-08-17,125.85
2012-08-21,137.8
2012-08-22,139.0
2012-08-23,140.7
2012-08-24,143.75
2012-08-27,137.75
2012-08-28,126.2
2012-08-29,134.45
2012-08-30,133.35
2012-08-31,137.85
2012-09-03,137.9
2012-09-04,142.1
2012-09-05,152.4
2012-09-06,150.45
2012-09-07,155.05
2012-09-08,159.0
2012-09-10,166.25
2012-09-11,166.25
2012-09-12,158.35
2012-09-13,160.5
2012-09-14,160.35
2012-09-17,152.35
2012-09-18,158.2
2012-09-20,156.95
2012-09-21,154.7
2012-09-24,159.55
2012-09-25,162.45
2012-09-26,160.95
2012-09-27,162.05
2012-09-28,159.0
2012-10-01,165.75
2012-10-03,171.8
2012-10-04,176.65
2012-10-05,175.8
2012-10-08,191.45
2012-10-09,174.45
2012-10-10,160.45
2012-10-11,174.45
2012-10-12,177.0
2012-10-15,188.2
2012-10-16,182.25
2012-10-17,182.9
2012-10-18,183.05
2012-10-19,180.2
2012-10-22,179.0
2012-10-23,179.4
2012-10-25,176.05
2012-10-26,173.65
2012-10-29,176.15
2012-10-30,175.5
2012-10-31,175.3
2012-11-01,178.1
2012-11-02,176.7
2012-11-05,176.65
2012-11-06,174.25
2012-11-07,173.1
2012-11-08,172.5
2012-11-09,170.0
2012-11-12,165.5
2012-11-13,168.1
2012-11-15,173.0
2012-11-16,170.9
2012-11-19,168.35
2012-11-20,169.4
2012-11-21,169.8
2012-11-22,172.7
2012-11-23,168.05
2012-11-26,167.85
2012-11-27,175.55
2012-11-29,176.1
2012-11-30,174.0
2012-12-03,179.15
2012-12-04,188.6
2012-12-05,192.05
2012-12-06,186.5
2012-12-07,179.5
2012-12-10,183.4
2012-12-11,177.3
2012-12-12,176.85
2012-12-13,177.65
2012-12-14,174.55
2012-12-17,178.15
2012-12-18,178.1
2012-12-19,178.1
2012-12-20,178.15
2012-12-21,178.05
2012-12-24,179.05
2012-12-26,179.95
2012-12-27,184.05
2012-12-28,185.8
2012-12-31,188.85
