Date,LUMAXTECH
2012-01-02,140.0
2012-01-03,142.8
2012-01-04,145.0
2012-01-05,144.25
2012-01-06,143.45
2012-01-07,144.95
2012-01-09,145.0
2012-01-10,144.05
2012-01-11,143.15
2012-01-12,142.3
2012-01-13,143.05
2012-01-16,145.0
2012-01-17,145.3
2012-01-18,145.2
2012-01-19,148.55
2012-01-20,147.35
2012-01-23,146.5
2012-01-24,147.8
2012-01-25,148.75
2012-01-27,149.65
2012-01-30,148.55
2012-01-31,152.65
2012-02-01,148.75
2012-02-02,149.85
2012-02-03,150.65
2012-02-06,151.9
2012-02-07,150.5
2012-02-08,148.8
2012-02-09,150.0
2012-02-10,150.8
2012-02-13,152.7
2012-02-14,148.8
2012-02-15,153.0
2012-02-16,151.3
2012-02-17,151.5
2012-02-21,152.0
2012-02-22,152.65
2012-02-23,149.0
2012-02-24,150.0
2012-02-27,144.7
2012-02-28,150.15
2012-02-29,149.85
2012-03-01,149.0
2012-03-02,149.35
2012-03-03,150.0
2012-03-05,147.0
2012-03-06,149.95
2012-03-07,148.05
2012-03-09,145.0
2012-03-12,147.7
2012-03-13,144.1
2012-03-14,145.0
2012-03-15,144.5
2012-03-16,144.5
2012-03-19,147.95
2012-03-20,147.2
2012-03-21,145.65
2012-03-22,145.0
2012-03-23,143.1
2012-03-26,141.85
2012-03-27,145.05
2012-03-28,143.7
2012-03-29,143.85
2012-03-30,147.45
2012-04-02,146.9
2012-04-03,150.0
2012-04-04,150.0
2012-04-09,148.25
2012-04-10,145.15
2012-04-11,144.8
2012-04-12,147.9
2012-04-13,146.9
2012-04-16,147.85
2012-04-17,147.0
2012-04-18,144.25
2012-04-19,147.4
2012-04-20,149.95
2012-04-23,147.85
2012-04-24,148.55
2012-04-25,146.4
2012-04-26,147.2
2012-04-27,150.9
2012-04-30,145.25
2012-05-02,147.9
2012-05-03,147.95
2012-05-04,147.9
2012-05-07,145.55
2012-05-08,144.6
2012-05-09,148.05
2012-05-10,147.35
2012-05-11,142.9
2012-05-14,143.65
2012-05-15,145.65
2012-05-16,141.55
2012-05-17,142.35
2012-05-18,141.45
2012-05-21,140.85
2012-05-22,141.5
2012-05-23,141.0
2012-05-24,143.0
2012-05-25,143.8
2012-05-28,141.95
2012-05-29,145.0
2012-05-30,143.45
2012-05-31,142.45
2012-06-01,139.95
2012-06-04,139.55
2012-06-05,139.4
2012-06-06,138.65
2012-06-07,139.35
2012-06-08,141.75
2012-06-11,142.0
2012-06-12,142.0
2012-06-13,140.55
2012-06-14,140.15
2012-06-15,140.0
2012-06-18,141.5
2012-06-19,142.9
2012-06-20,144.95
2012-06-21,152.95
2012-06-22,159.25
2012-06-25,154.85
2012-06-26,152.65
2012-06-27,151.45
2012-06-28,147.65
2012-06-29,148.55
2012-07-02,147.7
2012-07-03,148.0
2012-07-04,148.5
2012-07-05,149.7
2012-07-06,147.35
2012-07-09,147.55
2012-07-09,147.55
2012-07-10,147.0
2012-07-11,145.35
2012-07-12,143.85
2012-07-13,145.15
2012-07-16,146.0
2012-07-17,144.15
2012-07-18,145.0
2012-07-19,148.05
2012-07-20,147.2
2012-07-23,149.05
2012-07-24,143.9
2012-07-25,142.25
2012-07-26,139.35
2012-07-27,139.8
2012-07-30,139.7
2012-07-31,140.9
2012-08-01,139.3
2012-08-02,138.95
2012-08-03,140.7
2012-08-06,139.85
2012-08-07,141.0
2012-08-08,140.0
2012-08-09,141.8
2012-08-10,142.8
2012-08-13,144.1
2012-08-14,142.3
2012-08-16,134.2
2012-08-17,132.6
2012-08-21,134.0
2012-08-22,134.5
2012-08-23,142.9
2012-08-24,146.65
2012-08-27,144.35
2012-08-28,145.45
2012-08-29,141.0
2012-08-30,151.1
2012-08-31,149.0
2012-09-03,145.5
2012-09-04,145.1
2012-09-05,145.8
2012-09-06,146.4
2012-09-07,148.2
2012-09-10,153.65
2012-09-11,153.9
2012-09-12,153.9
2012-09-13,153.95
2012-09-14,154.9
2012-09-17,155.65
2012-09-18,154.85
2012-09-20,153.25
2012-09-21,154.8
2012-09-24,154.55
2012-09-25,159.2
2012-09-26,159.9
2012-09-27,160.35
2012-09-28,163.2
2012-10-01,164.95
2012-10-03,164.6
2012-10-04,165.15
2012-10-05,165.0
2012-10-08,165.75
2012-10-09,165.7
2012-10-10,162.2
2012-10-11,164.15
2012-10-12,163.9
2012-10-15,166.95
2012-10-16,165.45
2012-10-17,165.7
2012-10-18,166.05
2012-10-19,163.7
2012-10-22,165.9
2012-10-23,168.35
2012-10-25,167.5
2012-10-26,164.7
2012-10-29,164.0
2012-10-30,161.65
2012-10-31,160.6
2012-11-01,160.2
2012-11-02,163.55
2012-11-05,168.0
2012-11-06,167.25
2012-11-07,169.1
2012-11-08,169.25
2012-11-09,166.6
2012-11-12,160.3
2012-11-13,159.3
2012-11-15,159.9
2012-11-16,154.6
2012-11-19,153.35
2012-11-20,157.7
2012-11-21,154.25
2012-11-22,155.75
2012-11-23,153.85
2012-11-26,155.85
2012-11-27,157.95
2012-11-29,156.2
2012-11-30,157.7
2012-12-03,156.2
2012-12-04,157.7
2012-12-05,157.9
2012-12-06,158.1
2012-12-07,157.5
2012-12-10,157.0
2012-12-11,158.85
2012-12-12,158.35
2012-12-13,158.15
2012-12-14,156.9
2012-12-17,155.9
2012-12-18,153.9
2012-12-19,156.85
2012-12-20,153.7
2012-12-21,153.0
2012-12-24,152.05
2012-12-26,156.4
2012-12-27,156.95
2012-12-28,157.35
2012-12-31,158.4
