Date,IDBIGOLD
2012-01-02,2720.65
2012-01-03,2748.35
2012-01-04,2794.85
2012-01-05,2780.0
2012-01-06,2789.95
2012-01-07,2760.5
2012-01-09,2772.35
2012-01-10,2761.35
2012-01-11,2770.35
2012-01-12,2766.8
2012-01-13,2765.0
2012-01-16,2747.55
2012-01-17,2782.6
2012-01-18,2766.3
2012-01-19,2776.4
2012-01-20,2744.95
2012-01-23,2761.85
2012-01-24,2742.9
2012-01-25,2727.45
2012-01-27,2793.45
2012-01-30,2799.7
2012-01-31,2823.7
2012-02-01,2829.8
2012-02-02,2824.15
2012-02-03,2834.95
2012-02-06,2764.5
2012-02-07,2784.7
2012-02-08,2829.5
2012-02-09,2820.0
2012-02-10,2819.8
2012-02-13,2786.3
2012-02-14,2790.0
2012-02-15,2792.65
2012-02-16,2804.0
2012-02-17,2788.3
2012-02-21,2821.95
2012-02-22,2829.4
2012-02-23,2862.0
2012-02-24,2864.5
2012-02-27,2837.15
2012-02-28,2870.0
2012-02-29,2866.4
2012-03-01,2798.35
2012-03-02,2803.55
2012-03-03,2793.0
2012-03-05,2784.7
2012-03-06,2792.0
2012-03-07,2766.6
2012-03-09,2798.0
2012-03-12,2815.0
2012-03-13,2778.25
2012-03-14,2758.85
2012-03-15,2770.05
2012-03-16,2753.9
2012-03-19,2783.5
2012-03-20,2762.9
2012-03-21,2768.1
2012-03-22,2797.0
2012-03-23,2768.9
2012-03-26,2800.0
2012-03-27,2821.0
2012-03-28,2808.75
2012-03-29,2796.45
2012-03-30,2809.5
2012-04-02,2825.0
2012-04-03,2818.0
2012-04-04,2791.6
2012-04-09,2801.8
2012-04-10,2792.75
2012-04-11,2825.05
2012-04-12,2829.95
2012-04-13,2830.3
2012-04-16,2817.15
2012-04-17,2816.8
2012-04-18,2839.5
2012-04-19,2843.2
2012-04-20,2865.8
2012-04-23,2861.5
2012-04-24,2896.75
2012-04-25,2877.4
2012-04-26,2890.0
2012-04-27,2899.9
2012-04-28,2910.3
2012-04-30,2893.65
2012-05-02,2908.85
2012-05-03,2928.7
2012-05-04,2920.0
2012-05-07,2908.95
2012-05-08,2876.4
2012-05-09,2851.7
2012-05-10,2839.0
2012-05-11,2832.45
2012-05-14,2818.55
2012-05-15,2820.05
2012-05-16,2788.35
2012-05-17,2810.85
2012-05-18,2892.35
2012-05-21,2887.4
2012-05-22,2899.95
2012-05-23,2907.9
2012-05-24,2904.95
2012-05-25,2890.25
2012-05-28,2898.8
2012-05-29,2913.25
2012-05-30,2902.3
2012-05-31,2920.0
2012-06-01,2905.5
2012-06-04,2957.2
2012-06-05,2974.6
2012-06-06,2975.05
2012-06-07,2949.3
2012-06-08,2920.0
2012-06-11,2945.6
2012-06-12,2963.65
2012-06-13,2971.7
2012-06-14,2989.8
2012-06-15,2981.7
2012-06-18,3000.0
2012-06-19,3013.45
2012-06-20,2993.7
2012-06-21,3010.1
2012-06-22,2991.0
2012-06-25,2974.65
2012-06-26,2994.4
2012-06-27,2995.6
2012-06-28,2975.45
2012-06-29,2949.7
2012-07-02,2968.5
2012-07-03,2945.0
2012-07-04,2932.9
2012-07-05,2956.1
2012-07-06,2944.35
2012-07-09,2934.2
2012-07-09,2934.2
2012-07-10,2953.25
2012-07-11,2928.15
2012-07-12,2932.5
2012-07-13,2912.65
2012-07-16,2902.75
2012-07-17,2916.2
2012-07-18,2927.55
2012-07-19,2918.05
2012-07-20,2909.25
2012-07-23,2922.3
2012-07-24,2920.25
2012-07-25,2964.4
2012-07-26,2987.55
2012-07-27,2974.15
2012-07-30,2976.65
2012-07-31,2989.7
2012-08-01,2982.6
2012-08-02,2972.75
2012-08-03,2967.55
2012-08-06,2973.9
2012-08-07,2971.3
2012-08-08,2959.95
2012-08-09,2977.3
2012-08-10,2970.0
2012-08-13,2988.75
2012-08-14,2990.0
2012-08-16,2980.0
2012-08-17,2987.25
2012-08-21,3003.35
2012-08-22,3023.2
2012-08-23,3053.1
2012-08-24,3053.6
2012-08-27,3086.55
2012-08-28,3071.85
2012-08-29,3088.9
2012-08-30,3064.65
2012-08-31,3070.0
2012-09-03,3107.5
2012-09-04,3120.25
2012-09-05,3147.7
2012-09-06,3165.3
2012-09-07,3147.85
2012-09-08,3198.5
2012-09-10,3190.1
2012-09-11,3176.2
2012-09-12,3175.5
2012-09-13,3185.8
2012-09-14,3210.0
2012-09-17,3162.7
2012-09-18,3174.1
2012-09-20,3170.1
2012-09-21,3148.25
2012-09-24,3137.9
2012-09-25,3120.4
2012-09-26,3130.25
2012-09-27,3115.3
2012-09-28,3115.65
2012-10-01,3096.0
2012-10-03,3082.5
2012-10-04,3104.4
2012-10-05,3092.4
2012-10-08,3092.2
2012-10-09,3096.25
2012-10-10,3098.0
2012-10-11,3109.9
2012-10-12,3099.6
2012-10-15,3087.15
2012-10-16,3073.7
2012-10-17,3091.3
2012-10-18,3094.85
2012-10-19,3095.9
2012-10-22,3083.8
2012-10-23,3066.1
2012-10-25,3054.1
2012-10-26,3077.05
2012-10-29,3088.85
2012-10-30,3065.4
2012-10-31,3063.85
2012-11-01,3065.95
2012-11-02,3039.5
2012-11-05,3058.35
2012-11-06,3087.7
2012-11-07,3131.75
2012-11-08,3138.85
2012-11-09,3137.8
2012-11-11,3188.5
2012-11-12,3139.85
2012-11-13,3144.2
2012-11-15,3112.95
2012-11-16,3098.75
2012-11-19,3108.65
2012-11-20,3126.4
2012-11-21,3136.25
2012-11-22,3126.95
2012-11-23,3154.0
2012-11-26,3186.0
2012-11-27,3179.55
2012-11-29,3130.35
2012-11-30,3154.1
2012-12-03,3125.35
2012-12-04,3094.35
2012-12-05,3116.1
2012-12-06,3076.25
2012-12-07,3094.5
2012-12-10,3110.7
2012-12-11,3095.9
2012-12-12,3083.6
2012-12-13,3077.2
2012-12-14,3056.5
2012-12-17,3067.45
2012-12-18,3098.85
2012-12-19,3065.45
2012-12-20,3069.8
2012-12-21,3024.55
2012-12-24,3033.0
2012-12-26,2997.75
2012-12-27,3002.6
2012-12-28,3004.9
2012-12-31,3006.35
