Date,HARRMALAYA
2012-01-02,67.45
2012-01-03,73.9
2012-01-04,77.0
2012-01-05,76.5
2012-01-06,72.2
2012-01-07,71.9
2012-01-09,71.4
2012-01-10,71.25
2012-01-11,69.85
2012-01-12,69.15
2012-01-13,69.85
2012-01-16,69.95
2012-01-17,69.1
2012-01-18,66.85
2012-01-19,69.15
2012-01-20,67.35
2012-01-23,68.35
2012-01-24,69.45
2012-01-25,69.35
2012-01-27,70.05
2012-01-30,69.1
2012-01-31,76.85
2012-02-01,74.45
2012-02-02,74.25
2012-02-03,74.35
2012-02-06,74.25
2012-02-07,72.15
2012-02-08,72.75
2012-02-09,78.6
2012-02-10,76.2
2012-02-13,80.5
2012-02-14,78.95
2012-02-15,79.05
2012-02-16,80.6
2012-02-17,78.9
2012-02-21,79.0
2012-02-22,76.6
2012-02-23,75.5
2012-02-24,72.5
2012-02-27,70.95
2012-02-28,72.7
2012-02-29,73.45
2012-03-01,72.9
2012-03-02,72.15
2012-03-03,71.9
2012-03-05,71.25
2012-03-06,71.2
2012-03-07,68.5
2012-03-09,69.95
2012-03-12,70.45
2012-03-13,71.3
2012-03-14,70.25
2012-03-15,70.35
2012-03-16,69.3
2012-03-19,68.65
2012-03-20,67.0
2012-03-21,69.25
2012-03-22,68.0
2012-03-23,67.8
2012-03-26,68.8
2012-03-27,67.5
2012-03-28,65.7
2012-03-29,66.2
2012-03-30,69.65
2012-04-02,70.9
2012-04-03,72.8
2012-04-04,73.75
2012-04-09,72.8
2012-04-10,71.8
2012-04-11,71.85
2012-04-12,73.2
2012-04-13,73.4
2012-04-16,74.1
2012-04-17,73.5
2012-04-18,74.8
2012-04-19,80.35
2012-04-20,78.35
2012-04-23,80.45
2012-04-24,80.4
2012-04-25,78.45
2012-04-26,77.55
2012-04-27,78.45
2012-04-28,78.45
2012-04-30,78.6
2012-05-02,77.5
2012-05-03,76.25
2012-05-04,73.2
2012-05-07,73.2
2012-05-08,69.65
2012-05-09,69.85
2012-05-10,69.75
2012-05-11,69.75
2012-05-14,68.6
2012-05-15,68.7
2012-05-16,71.7
2012-05-17,70.15
2012-05-18,67.0
2012-05-21,68.15
2012-05-22,67.8
2012-05-23,66.9
2012-05-24,67.35
2012-05-25,66.35
2012-05-28,67.15
2012-05-29,67.6
2012-05-30,67.1
2012-05-31,68.15
2012-06-01,66.65
2012-06-04,65.5
2012-06-05,66.5
2012-06-06,67.65
2012-06-07,67.2
2012-06-08,69.65
2012-06-11,67.5
2012-06-12,67.35
2012-06-13,67.3
2012-06-14,66.65
2012-06-15,66.5
2012-06-18,65.95
2012-06-19,64.95
2012-06-20,65.5
2012-06-21,66.45
2012-06-22,66.8
2012-06-25,66.25
2012-06-26,67.15
2012-06-27,67.9
2012-06-28,67.2
2012-06-29,67.85
2012-07-02,68.25
2012-07-03,69.7
2012-07-04,70.85
2012-07-05,71.85
2012-07-06,71.1
2012-07-09,69.5
2012-07-09,69.5
2012-07-10,70.15
2012-07-11,69.75
2012-07-12,68.95
2012-07-13,69.65
2012-07-16,68.75
2012-07-17,69.15
2012-07-18,70.35
2012-07-19,72.7
2012-07-20,71.95
2012-07-23,69.8
2012-07-24,69.7
2012-07-25,69.45
2012-07-26,67.45
2012-07-27,67.45
2012-07-30,67.95
2012-07-31,67.85
2012-08-01,67.55
2012-08-02,67.8
2012-08-03,68.45
2012-08-06,68.25
2012-08-07,68.3
2012-08-08,67.95
2012-08-09,67.65
2012-08-10,67.25
2012-08-13,67.45
2012-08-14,67.85
2012-08-16,66.3
2012-08-17,65.85
2012-08-21,65.55
2012-08-22,65.1
2012-08-23,64.8
2012-08-24,63.3
2012-08-27,63.05
2012-08-28,61.65
2012-08-29,61.0
2012-08-30,61.45
2012-08-31,60.0
2012-09-03,59.65
2012-09-04,60.4
2012-09-05,61.15
2012-09-06,60.05
2012-09-07,61.2
2012-09-08,61.15
2012-09-10,60.8
2012-09-11,62.25
2012-09-12,62.9
2012-09-13,62.1
2012-09-14,61.4
2012-09-17,61.5
2012-09-18,61.85
2012-09-20,61.8
2012-09-21,62.2
2012-09-24,62.6
2012-09-25,63.15
2012-09-26,63.7
2012-09-27,65.05
2012-09-28,66.05
2012-10-01,65.45
2012-10-03,67.55
2012-10-04,66.3
2012-10-05,64.75
2012-10-08,65.4
2012-10-09,64.8
2012-10-10,63.4
2012-10-11,63.85
2012-10-12,64.05
2012-10-15,63.5
2012-10-16,62.9
2012-10-17,62.1
2012-10-18,62.8
2012-10-19,62.25
2012-10-22,61.95
2012-10-23,62.0
2012-10-25,61.6
2012-10-26,61.2
2012-10-29,61.05
2012-10-30,59.35
2012-10-31,60.1
2012-11-01,61.7
2012-11-02,60.9
2012-11-05,62.9
2012-11-06,62.4
2012-11-07,62.55
2012-11-08,62.55
2012-11-09,61.6
2012-11-12,61.1
2012-11-13,61.2
2012-11-15,68.15
2012-11-16,65.4
2012-11-19,64.45
2012-11-20,63.1
2012-11-21,63.15
2012-11-22,62.45
2012-11-23,63.1
2012-11-26,63.7
2012-11-27,65.0
2012-11-29,65.6
2012-11-30,65.6
2012-12-03,65.4
2012-12-04,65.6
2012-12-05,64.95
2012-12-06,63.9
2012-12-07,64.45
2012-12-10,64.95
2012-12-11,63.9
2012-12-12,63.35
2012-12-13,62.05
2012-12-14,62.45
2012-12-17,61.35
2012-12-18,61.5
2012-12-19,61.45
2012-12-20,61.55
2012-12-21,61.05
2012-12-24,60.95
2012-12-26,60.7
2012-12-27,60.9
2012-12-28,60.8
2012-12-31,61.1
