Date,CENTENKA
2012-01-02,97.35
2012-01-03,98.3
2012-01-04,99.5
2012-01-05,99.05
2012-01-06,102.5
2012-01-07,103.2
2012-01-09,106.75
2012-01-10,111.0
2012-01-11,113.05
2012-01-12,112.0
2012-01-13,112.5
2012-01-16,112.4
2012-01-17,113.05
2012-01-18,113.75
2012-01-19,114.15
2012-01-20,113.6
2012-01-23,112.85
2012-01-24,114.3
2012-01-25,118.85
2012-01-27,119.4
2012-01-30,116.45
2012-01-31,115.6
2012-02-01,110.1
2012-02-02,112.9
2012-02-03,114.7
2012-02-06,116.2
2012-02-07,117.8
2012-02-08,118.8
2012-02-09,119.65
2012-02-10,118.25
2012-02-13,118.55
2012-02-14,119.0
2012-02-15,121.05
2012-02-16,122.7
2012-02-17,122.0
2012-02-21,122.5
2012-02-22,118.6
2012-02-23,118.2
2012-02-24,117.25
2012-02-27,111.8
2012-02-28,115.4
2012-02-29,115.2
2012-03-01,114.45
2012-03-02,114.15
2012-03-03,114.0
2012-03-05,113.45
2012-03-06,112.9
2012-03-07,111.3
2012-03-09,110.95
2012-03-12,111.7
2012-03-13,114.3
2012-03-14,114.25
2012-03-15,110.95
2012-03-16,109.55
2012-03-19,109.0
2012-03-20,107.8
2012-03-21,111.05
2012-03-22,111.45
2012-03-23,112.3
2012-03-26,110.25
2012-03-27,109.9
2012-03-28,108.3
2012-03-29,109.4
2012-03-30,110.15
2012-04-02,116.8
2012-04-03,117.5
2012-04-04,118.35
2012-04-09,116.55
2012-04-10,115.1
2012-04-11,112.2
2012-04-12,113.35
2012-04-13,113.75
2012-04-16,113.55
2012-04-17,116.15
2012-04-18,117.0
2012-04-19,117.25
2012-04-20,116.9
2012-04-23,114.9
2012-04-24,113.4
2012-04-25,112.35
2012-04-26,112.3
2012-04-27,109.45
2012-04-28,109.8
2012-04-30,111.35
2012-05-02,112.9
2012-05-03,112.05
2012-05-04,109.1
2012-05-07,110.75
2012-05-08,107.9
2012-05-09,106.45
2012-05-10,106.5
2012-05-11,105.6
2012-05-14,105.8
2012-05-15,105.45
2012-05-16,105.4
2012-05-17,107.25
2012-05-18,105.95
2012-05-21,111.4
2012-05-22,109.75
2012-05-23,108.5
2012-05-24,108.6
2012-05-25,108.15
2012-05-28,108.4
2012-05-29,108.85
2012-05-30,108.1
2012-05-31,107.3
2012-06-01,107.8
2012-06-04,106.9
2012-06-05,106.9
2012-06-06,109.0
2012-06-07,109.6
2012-06-08,113.55
2012-06-11,112.2
2012-06-12,114.95
2012-06-13,115.05
2012-06-14,114.5
2012-06-15,108.8
2012-06-18,107.0
2012-06-19,106.85
2012-06-20,106.8
2012-06-21,107.9
2012-06-22,107.15
2012-06-25,107.7
2012-06-26,107.3
2012-06-27,107.05
2012-06-28,107.5
2012-06-29,110.95
2012-07-02,111.25
2012-07-03,112.85
2012-07-04,113.7
2012-07-05,115.1
2012-07-06,114.0
2012-07-09,112.9
2012-07-09,112.9
2012-07-10,113.5
2012-07-11,121.0
2012-07-12,123.2
2012-07-13,123.25
2012-07-16,119.45
2012-07-17,118.75
2012-07-18,117.55
2012-07-19,117.45
2012-07-20,117.7
2012-07-23,116.1
2012-07-24,115.7
2012-07-25,115.55
2012-07-26,113.45
2012-07-27,111.15
2012-07-30,112.65
2012-07-31,111.95
2012-08-01,114.1
2012-08-02,112.65
2012-08-03,112.55
2012-08-06,112.65
2012-08-07,112.6
2012-08-08,113.25
2012-08-09,113.1
2012-08-10,112.5
2012-08-13,111.7
2012-08-14,111.85
2012-08-16,112.8
2012-08-17,112.15
2012-08-21,111.9
2012-08-22,111.8
2012-08-23,112.95
2012-08-24,110.75
2012-08-27,110.6
2012-08-28,108.1
2012-08-29,107.75
2012-08-30,107.05
2012-08-31,105.85
2012-09-03,105.35
2012-09-04,105.9
2012-09-05,106.0
2012-09-06,105.6
2012-09-07,108.3
2012-09-08,109.85
2012-09-10,108.2
2012-09-11,112.2
2012-09-12,112.85
2012-09-13,112.65
2012-09-14,112.1
2012-09-17,111.55
2012-09-18,111.5
2012-09-20,112.15
2012-09-21,113.45
2012-09-24,115.85
2012-09-25,118.9
2012-09-26,118.9
2012-09-27,118.0
2012-09-28,118.9
2012-10-01,118.9
2012-10-03,125.25
2012-10-04,123.4
2012-10-05,120.9
2012-10-08,118.7
2012-10-09,121.0
2012-10-10,118.5
2012-10-11,122.65
2012-10-12,122.6
2012-10-15,122.15
2012-10-16,123.0
2012-10-17,123.1
2012-10-18,136.35
2012-10-19,130.6
2012-10-22,131.75
2012-10-23,135.05
2012-10-25,138.6
2012-10-26,132.45
2012-10-29,129.15
2012-10-30,129.7
2012-10-31,130.9
2012-11-01,132.3
2012-11-02,130.8
2012-11-05,127.2
2012-11-06,127.3
2012-11-07,129.5
2012-11-08,127.7
2012-11-09,127.05
2012-11-12,126.25
2012-11-13,126.5
2012-11-15,131.75
2012-11-16,131.35
2012-11-19,139.75
2012-11-20,134.5
2012-11-21,132.4
2012-11-22,133.45
2012-11-23,131.85
2012-11-26,131.45
2012-11-27,133.1
2012-11-29,133.15
2012-11-30,131.3
2012-12-03,132.25
2012-12-04,138.6
2012-12-05,136.35
2012-12-06,137.05
2012-12-07,134.25
2012-12-10,135.7
2012-12-11,133.7
2012-12-12,132.2
2012-12-13,131.4
2012-12-14,130.65
2012-12-17,129.9
2012-12-18,129.45
2012-12-19,131.35
2012-12-20,130.15
2012-12-21,128.8
2012-12-24,127.45
2012-12-26,129.1
2012-12-27,128.45
2012-12-28,128.5
2012-12-31,128.25
