Date,SANOFI
2012-01-02,2302.15
2012-01-03,2303.3
2012-01-04,2318.1
2012-01-05,2309.85
2012-01-06,2283.65
2012-01-07,2312.4
2012-01-09,2279.05
2012-01-10,2266.4
2012-01-11,2297.5
2012-01-12,2305.0
2012-01-13,2267.15
2012-01-16,2260.2
2012-01-17,2250.75
2012-01-18,2244.1
2012-01-19,2230.1
2012-01-20,2261.15
2012-01-23,2268.3
2012-01-24,2230.75
2012-01-25,2312.05
2012-01-27,2299.7
2012-01-30,2288.55
2012-01-31,2307.65
2012-02-01,2256.35
2012-02-02,2254.1
2012-02-03,2248.9
2012-02-06,2213.95
2012-02-07,2221.8
2012-02-08,2254.55
2012-02-09,2227.0
2012-02-10,2193.4
2012-02-13,2198.05
2012-02-14,2270.1
2012-02-15,2210.25
2012-02-16,2225.9
2012-02-17,2303.3
2012-02-21,2331.5
2012-02-22,2300.15
2012-02-23,2297.35
2012-02-24,2266.6
2012-02-27,2243.6
2012-02-28,2268.7
2012-02-29,2285.9
2012-03-01,2213.55
2012-03-02,2200.05
2012-03-03,2201.8
2012-03-05,2185.35
2012-03-06,2168.45
2012-03-07,2146.05
2012-03-09,2171.8
2012-03-12,2142.15
2012-03-13,2146.2
2012-03-14,2159.8
2012-03-15,2160.75
2012-03-16,2153.25
2012-03-19,2147.85
2012-03-20,2120.05
2012-03-21,2127.25
2012-03-22,2136.35
2012-03-23,2152.3
2012-03-26,2148.35
2012-03-27,2161.2
2012-03-28,2169.7
2012-03-29,2173.3
2012-03-30,2221.75
2012-04-02,2226.1
2012-04-03,2255.4
2012-04-04,2231.25
2012-04-09,2243.0
2012-04-10,2211.1
2012-04-11,2213.65
2012-04-12,2212.7
2012-04-13,2222.1
2012-04-16,2235.8
2012-04-17,2268.6
2012-04-18,2270.1
2012-04-19,2298.45
2012-04-20,2307.15
2012-04-23,2311.85
2012-04-24,2282.9
2012-04-25,2274.6
2012-04-26,2271.7
2012-04-27,2244.75
2012-04-30,2209.2
2012-05-02,2189.55
2012-05-03,2125.0
2012-05-04,2129.3
2012-05-07,2155.6
2012-05-08,2140.0
2012-05-09,2130.75
2012-05-10,2119.1
