Date,JYOTHYLAB
2012-01-02,161.3
2012-01-03,162.0
2012-01-04,162.55
2012-01-05,159.2
2012-01-06,158.3
2012-01-07,159.7
2012-01-09,160.6
2012-01-10,162.55
2012-01-11,166.35
2012-01-12,166.0
2012-01-13,164.9
2012-01-16,167.75
2012-01-17,169.75
2012-01-18,164.3
2012-01-19,165.2
2012-01-20,168.95
2012-01-23,171.9
2012-01-24,165.7
2012-01-25,163.8
2012-01-27,166.45
2012-01-30,164.45
2012-01-31,164.05
2012-02-01,166.95
2012-02-02,166.05
2012-02-03,170.55
2012-02-06,170.05
2012-02-07,171.35
2012-02-08,174.05
2012-02-09,177.1
2012-02-10,175.45
2012-02-13,172.6
2012-02-14,198.95
2012-02-15,202.8
2012-02-16,199.1
2012-02-17,189.55
2012-02-21,199.25
2012-02-22,198.95
2012-02-23,197.75
2012-02-24,198.15
2012-02-27,195.2
2012-02-28,196.9
2012-02-29,195.7
2012-03-01,199.05
2012-03-02,198.55
2012-03-03,198.45
2012-03-05,191.65
2012-03-06,188.15
2012-03-07,180.6
2012-03-09,180.75
2012-03-12,179.8
2012-03-13,182.05
2012-03-14,183.75
2012-03-15,182.35
2012-03-16,184.3
2012-03-19,178.45
2012-03-20,168.45
2012-03-21,168.9
2012-03-22,164.7
2012-03-23,168.4
2012-03-26,165.15
2012-03-27,162.55
2012-03-28,161.85
2012-03-29,157.8
2012-03-30,160.5
2012-04-02,164.65
2012-04-03,165.65
2012-04-04,163.9
2012-04-09,160.4
2012-04-10,161.2
2012-04-11,164.9
2012-04-12,163.5
2012-04-13,166.3
2012-04-16,169.35
2012-04-17,170.05
2012-04-18,168.85
2012-04-19,170.15
2012-04-20,169.6
2012-04-23,168.85
2012-04-24,172.6
2012-04-25,167.9
2012-04-26,168.45
2012-04-27,170.45
2012-04-28,169.3
2012-04-30,174.4
2012-05-02,186.25
2012-05-03,194.65
2012-05-04,187.05
2012-05-07,185.45
2012-05-08,188.3
2012-05-09,192.65
2012-05-10,193.4
2012-05-11,190.15
2012-05-14,194.85
2012-05-15,193.55
2012-05-16,194.3
2012-05-17,192.9
2012-05-18,194.8
2012-05-21,196.3
2012-05-22,194.4
2012-05-23,191.85
2012-05-24,196.7
2012-05-25,213.65
2012-05-28,214.1
2012-05-29,220.0
2012-05-30,219.0
2012-05-31,219.35
2012-06-01,215.9
2012-06-04,213.55
2012-06-05,213.55
2012-06-06,215.25
2012-06-07,214.9
2012-06-08,216.05
2012-06-11,221.85
2012-06-12,226.45
2012-06-13,229.9
2012-06-14,236.0
2012-06-15,236.1
2012-06-18,229.6
2012-06-19,220.85
2012-06-20,222.4
2012-06-21,225.75
2012-06-22,228.05
2012-06-25,229.1
2012-06-26,232.5
2012-06-27,232.85
2012-06-28,234.25
2012-06-29,235.75
2012-07-02,231.15
2012-07-03,235.55
2012-07-04,237.95
2012-07-05,238.15
2012-07-06,242.85
2012-07-09,243.9
2012-07-09,243.9
2012-07-10,244.5
2012-07-11,248.45
2012-07-12,126.1
2012-07-13,123.75
2012-07-16,127.2
2012-07-17,126.7
2012-07-18,126.0
2012-07-19,123.1
2012-07-20,120.65
2012-07-23,120.1
2012-07-24,120.95
2012-07-25,122.35
2012-07-26,119.95
2012-07-27,120.85
2012-07-30,123.1
2012-07-31,124.05
2012-08-01,129.0
2012-08-02,128.2
2012-08-03,133.55
2012-08-06,131.85
2012-08-07,134.65
2012-08-08,135.7
2012-08-09,134.75
2012-08-10,134.35
2012-08-13,136.25
2012-08-14,138.35
2012-08-16,136.55
2012-08-17,134.5
2012-08-21,134.15
2012-08-22,135.65
2012-08-23,144.3
2012-08-24,160.0
2012-08-27,154.55
2012-08-28,149.95
2012-08-29,148.9
2012-08-30,148.1
2012-08-31,155.65
2012-09-03,152.5
2012-09-04,151.3
2012-09-05,149.65
2012-09-06,155.35
2012-09-07,160.0
2012-09-08,157.55
2012-09-10,171.25
2012-09-11,164.5
2012-09-12,168.4
2012-09-13,164.75
2012-09-14,165.95
2012-09-17,159.05
2012-09-18,158.3
2012-09-20,154.25
2012-09-21,154.95
2012-09-24,153.25
2012-09-25,159.65
2012-09-26,165.0
2012-09-27,164.3
2012-09-28,159.75
2012-10-01,158.55
2012-10-03,158.85
2012-10-04,159.8
2012-10-05,157.85
2012-10-08,155.6
2012-10-09,155.05
2012-10-10,152.8
2012-10-11,152.9
2012-10-12,156.8
2012-10-15,166.75
2012-10-16,166.2
2012-10-17,171.05
2012-10-18,174.3
2012-10-19,172.45
2012-10-22,173.05
2012-10-23,168.5
2012-10-25,177.65
2012-10-26,173.9
2012-10-29,172.3
2012-10-30,172.35
2012-10-31,177.35
2012-11-01,182.9
2012-11-02,177.2
2012-11-05,172.95
2012-11-06,173.65
2012-11-07,178.05
2012-11-08,177.4
2012-11-09,177.75
2012-11-12,176.05
2012-11-13,178.35
2012-11-15,177.8
2012-11-16,175.05
2012-11-19,169.95
2012-11-20,174.95
2012-11-21,174.25
2012-11-22,174.5
2012-11-23,173.9
2012-11-26,177.45
2012-11-27,177.85
2012-11-29,176.05
2012-11-30,185.95
2012-12-03,192.35
2012-12-04,191.5
2012-12-05,188.55
2012-12-06,186.7
2012-12-07,183.5
2012-12-10,181.3
2012-12-11,173.45
2012-12-12,173.65
2012-12-13,171.85
2012-12-14,170.85
2012-12-17,170.85
2012-12-18,169.6
2012-12-19,167.15
2012-12-20,162.9
2012-12-21,156.7
2012-12-24,156.5
2012-12-26,156.7
2012-12-27,155.55
2012-12-28,163.25
2012-12-31,162.65
