Date,FDC
2012-01-02,83.0
2012-01-03,82.95
2012-01-04,82.2
2012-01-05,82.55
2012-01-06,82.1
2012-01-07,82.0
2012-01-09,81.55
2012-01-10,83.9
2012-01-11,85.05
2012-01-12,83.1
2012-01-13,84.3
2012-01-16,83.8
2012-01-17,86.15
2012-01-18,86.4
2012-01-19,86.95
2012-01-20,87.0
2012-01-23,88.15
2012-01-24,85.85
2012-01-25,88.5
2012-01-27,87.3
2012-01-30,85.7
2012-01-31,81.9
2012-02-01,80.25
2012-02-02,81.8
2012-02-03,81.1
2012-02-06,81.25
2012-02-07,80.9
2012-02-08,81.85
2012-02-09,81.95
2012-02-10,82.1
2012-02-13,81.7
2012-02-14,82.4
2012-02-15,81.5
2012-02-16,81.45
2012-02-17,82.05
2012-02-21,81.2
2012-02-22,79.35
2012-02-23,77.75
2012-02-24,77.75
2012-02-27,76.8
2012-02-28,78.05
2012-02-29,81.4
2012-03-01,80.25
2012-03-02,79.65
2012-03-03,79.45
2012-03-05,78.45
2012-03-06,78.25
2012-03-07,78.3
2012-03-09,78.5
2012-03-12,77.15
2012-03-13,78.35
2012-03-14,78.4
2012-03-15,77.9
2012-03-16,76.75
2012-03-19,76.1
2012-03-20,77.15
2012-03-21,77.35
2012-03-22,78.0
2012-03-23,77.85
2012-03-26,77.9
2012-03-27,83.95
2012-03-28,80.5
2012-03-29,78.2
2012-03-30,78.35
2012-04-02,78.45
2012-04-03,78.3
2012-04-04,78.45
2012-04-09,77.8
2012-04-10,78.6
2012-04-11,78.7
2012-04-12,81.05
2012-04-13,80.05
2012-04-16,79.35
2012-04-17,81.05
2012-04-18,81.0
2012-04-19,81.15
2012-04-20,80.85
2012-04-23,80.3
2012-04-24,79.05
2012-04-25,78.75
2012-04-26,78.6
2012-04-27,77.9
2012-04-28,77.8
2012-04-30,79.2
2012-05-02,79.65
2012-05-03,78.8
2012-05-04,77.7
2012-05-07,77.25
2012-05-08,77.0
2012-05-09,77.1
2012-05-10,76.05
2012-05-11,75.7
2012-05-14,80.35
2012-05-15,77.8
2012-05-16,77.2
2012-05-17,78.25
2012-05-18,76.85
2012-05-21,79.75
2012-05-22,79.6
2012-05-23,79.6
2012-05-24,80.35
2012-05-25,82.15
2012-05-28,85.1
2012-05-29,82.05
2012-05-30,80.85
2012-05-31,78.2
2012-06-01,78.7
2012-06-04,78.8
2012-06-05,78.5
2012-06-06,78.8
2012-06-07,78.25
2012-06-08,78.0
2012-06-11,77.95
2012-06-12,77.45
2012-06-13,77.8
2012-06-14,77.65
2012-06-15,77.05
2012-06-18,78.35
2012-06-19,78.45
2012-06-20,77.8
2012-06-21,77.85
2012-06-22,77.35
2012-06-25,77.75
2012-06-26,77.55
2012-06-27,77.55
2012-06-28,78.0
2012-06-29,77.8
2012-07-02,78.4
2012-07-03,77.9
2012-07-04,78.45
2012-07-05,79.7
2012-07-06,79.6
2012-07-09,79.2
2012-07-09,79.2
2012-07-10,79.15
2012-07-11,78.7
2012-07-12,78.25
2012-07-13,77.85
2012-07-16,77.65
2012-07-17,77.0
2012-07-18,78.45
2012-07-19,79.0
2012-07-20,80.7
2012-07-23,81.5
2012-07-24,81.95
2012-07-25,82.15
2012-07-26,81.8
2012-07-27,81.6
2012-07-30,81.45
2012-07-31,82.35
2012-08-01,82.7
2012-08-02,81.8
2012-08-03,81.95
2012-08-06,83.7
2012-08-07,85.35
2012-08-08,85.0
2012-08-09,84.7
2012-08-10,84.8
2012-08-13,84.9
2012-08-14,84.9
2012-08-16,84.65
2012-08-17,87.15
2012-08-21,85.45
2012-08-22,87.9
2012-08-23,87.15
2012-08-24,85.55
2012-08-27,86.2
2012-08-28,86.25
2012-08-29,85.55
2012-08-30,84.9
2012-08-31,83.7
2012-09-03,84.7
2012-09-04,84.95
2012-09-05,84.4
2012-09-06,84.95
2012-09-07,87.35
2012-09-08,86.3
2012-09-10,89.25
2012-09-11,92.0
2012-09-12,93.45
2012-09-13,92.1
2012-09-14,91.4
2012-09-17,88.25
2012-09-18,88.2
2012-09-20,88.05
2012-09-21,88.6
2012-09-24,88.85
2012-09-25,89.4
2012-09-26,89.7
2012-09-27,89.25
2012-09-28,89.5
2012-10-01,88.15
2012-10-03,87.7
2012-10-04,87.1
2012-10-05,85.6
2012-10-08,85.6
2012-10-09,85.7
2012-10-10,84.65
2012-10-11,84.85
2012-10-12,84.4
2012-10-15,87.9
2012-10-16,86.55
2012-10-17,85.8
2012-10-18,87.65
2012-10-19,86.7
2012-10-22,87.9
2012-10-23,86.55
2012-10-25,85.85
2012-10-26,86.1
2012-10-29,86.15
2012-10-30,84.45
2012-10-31,85.85
2012-11-01,85.45
2012-11-02,87.55
2012-11-05,87.95
2012-11-06,89.55
2012-11-07,87.45
2012-11-08,86.75
2012-11-09,88.85
2012-11-12,90.2
2012-11-13,91.7
2012-11-15,89.85
2012-11-16,88.8
2012-11-19,88.05
2012-11-20,86.9
2012-11-21,85.85
2012-11-22,86.05
2012-11-23,84.35
2012-11-26,88.4
2012-11-27,88.0
2012-11-29,89.1
2012-11-30,87.95
2012-12-03,87.8
2012-12-04,86.8
2012-12-05,87.1
2012-12-06,88.3
2012-12-07,87.1
2012-12-10,87.2
2012-12-11,87.55
2012-12-12,86.9
2012-12-13,86.3
2012-12-14,86.25
2012-12-17,89.2
2012-12-18,89.4
2012-12-19,88.2
2012-12-20,88.3
2012-12-21,88.3
2012-12-24,97.55
2012-12-26,94.25
2012-12-27,91.9
2012-12-28,93.45
2012-12-31,94.8
