Date,HOTELEELA
2012-01-02,29.65
2012-01-03,31.75
2012-01-04,31.45
2012-01-05,31.75
2012-01-06,32.05
2012-01-07,31.85
2012-01-09,31.75
2012-01-10,33.9
2012-01-11,33.5
2012-01-12,33.25
2012-01-13,34.05
2012-01-16,32.8
2012-01-17,32.35
2012-01-18,31.8
2012-01-19,33.85
2012-01-20,32.9
2012-01-23,32.85
2012-01-24,32.85
2012-01-25,34.75
2012-01-27,35.55
2012-01-30,33.0
2012-01-31,34.45
2012-02-01,34.35
2012-02-02,34.7
2012-02-03,34.65
2012-02-06,35.5
2012-02-07,33.85
2012-02-08,35.2
2012-02-09,39.2
2012-02-10,37.05
2012-02-13,36.75
2012-02-14,35.95
2012-02-15,37.35
2012-02-16,38.3
2012-02-17,38.8
2012-02-21,38.35
2012-02-22,36.25
2012-02-23,35.7
2012-02-24,35.65
2012-02-27,33.75
2012-02-28,34.95
2012-02-29,34.9
2012-03-01,34.85
2012-03-02,34.75
2012-03-03,37.9
2012-03-05,36.4
2012-03-06,34.6
2012-03-07,34.8
2012-03-09,35.15
2012-03-12,34.85
2012-03-13,35.45
2012-03-14,35.15
2012-03-15,34.75
2012-03-16,34.85
2012-03-19,33.7
2012-03-20,33.45
2012-03-21,34.2
2012-03-22,33.8
2012-03-23,31.6
2012-03-26,34.25
2012-03-27,33.15
2012-03-28,32.2
2012-03-29,32.45
2012-03-30,33.45
2012-04-02,33.1
2012-04-03,33.65
2012-04-04,33.8
2012-04-09,34.1
2012-04-10,33.7
2012-04-11,33.0
2012-04-12,33.0
2012-04-13,33.15
2012-04-16,32.4
2012-04-17,33.25
2012-04-18,33.35
2012-04-19,33.45
2012-04-20,32.85
2012-04-23,32.6
2012-04-24,32.1
2012-04-25,32.15
2012-04-26,32.1
2012-04-27,31.8
2012-04-28,32.2
2012-04-30,32.2
2012-05-02,31.85
2012-05-03,31.55
2012-05-04,31.2
2012-05-07,31.5
2012-05-08,31.25
2012-05-09,31.35
2012-05-10,31.7
2012-05-11,31.35
2012-05-14,30.9
2012-05-15,30.95
2012-05-16,31.7
2012-05-17,30.85
2012-05-18,30.3
2012-05-21,30.85
2012-05-22,30.9
2012-05-23,30.5
2012-05-24,30.85
2012-05-25,30.85
2012-05-28,31.8
2012-05-29,33.25
2012-05-30,32.4
2012-05-31,32.45
2012-06-01,31.7
2012-06-04,30.9
2012-06-05,30.65
2012-06-06,30.8
2012-06-07,30.85
2012-06-08,30.7
2012-06-11,30.95
2012-06-12,33.5
2012-06-13,32.9
2012-06-14,32.35
2012-06-15,32.25
2012-06-18,31.75
2012-06-19,31.2
2012-06-20,31.2
2012-06-21,31.25
2012-06-22,31.65
2012-06-25,31.65
2012-06-26,31.3
2012-06-27,31.35
2012-06-28,31.35
2012-06-29,33.6
2012-07-02,33.05
2012-07-03,32.65
2012-07-04,32.7
2012-07-05,33.05
2012-07-06,32.5
2012-07-09,32.3
2012-07-09,32.3
2012-07-10,32.6
2012-07-11,32.55
2012-07-12,32.15
2012-07-13,31.95
2012-07-16,32.15
2012-07-17,31.35
2012-07-18,31.05
2012-07-19,32.05
2012-07-20,32.3
2012-07-23,31.1
2012-07-24,31.55
2012-07-25,31.05
2012-07-26,30.75
2012-07-27,30.1
2012-07-30,30.3
2012-07-31,30.85
2012-08-01,30.9
2012-08-02,31.45
2012-08-03,30.75
2012-08-06,30.8
2012-08-07,30.65
2012-08-08,30.45
2012-08-09,30.45
2012-08-10,30.35
2012-08-13,30.7
2012-08-14,30.4
2012-08-16,30.35
2012-08-17,30.2
2012-08-21,30.35
2012-08-22,30.35
2012-08-23,30.05
2012-08-24,29.8
2012-08-27,29.6
2012-08-28,28.85
2012-08-29,28.5
2012-08-30,28.3
2012-08-31,27.9
2012-09-03,27.7
2012-09-04,27.6
2012-09-05,27.7
2012-09-06,27.85
2012-09-07,27.95
2012-09-08,27.85
2012-09-10,27.95
2012-09-11,28.1
2012-09-12,29.35
2012-09-13,29.5
2012-09-14,29.5
2012-09-17,29.35
2012-09-18,28.95
2012-09-20,28.4
2012-09-21,28.55
2012-09-24,29.2
2012-09-25,29.6
2012-09-26,29.65
2012-09-27,29.7
2012-09-28,30.75
2012-10-01,33.1
2012-10-03,34.25
2012-10-04,33.1
2012-10-05,31.95
2012-10-08,31.75
2012-10-09,31.6
2012-10-10,30.5
2012-10-11,30.95
2012-10-12,30.8
2012-10-15,30.65
2012-10-16,30.3
2012-10-17,30.15
2012-10-18,30.75
2012-10-19,30.4
2012-10-22,30.15
2012-10-23,30.0
2012-10-25,30.1
2012-10-26,29.7
2012-10-29,29.75
2012-10-30,29.3
2012-10-31,29.7
2012-11-01,29.8
2012-11-02,29.85
2012-11-05,29.85
2012-11-06,29.6
2012-11-07,30.15
2012-11-08,29.85
2012-11-09,29.6
2012-11-12,29.55
2012-11-13,29.7
2012-11-15,29.5
2012-11-16,29.35
2012-11-19,28.8
2012-11-20,30.6
2012-11-21,29.45
2012-11-22,31.55
2012-11-23,30.85
2012-11-26,30.6
2012-11-27,30.2
2012-11-29,29.9
2012-11-30,30.55
2012-12-03,31.15
2012-12-04,31.6
2012-12-05,31.2
2012-12-06,31.15
2012-12-07,30.7
2012-12-10,30.45
2012-12-11,29.9
2012-12-12,29.95
2012-12-13,29.6
2012-12-14,29.25
2012-12-17,29.3
2012-12-18,30.05
2012-12-19,30.0
2012-12-20,29.85
2012-12-21,29.4
2012-12-24,29.4
2012-12-26,29.35
2012-12-27,30.05
2012-12-28,30.15
2012-12-31,29.7
