Date,SYMPHONY
2012-01-02,1254.2
2012-01-03,1265.1
2012-01-04,1264.35
2012-01-05,1274.0
2012-01-06,1250.0
2012-01-09,1256.55
2012-01-10,1279.1
2012-01-11,1288.05
2012-01-12,1290.6
2012-01-13,1275.15
2012-01-16,1271.45
2012-01-17,1268.2
2012-01-18,1257.25
2012-01-19,1237.7
2012-01-20,1179.55
2012-01-23,1242.3
2012-01-24,1200.55
2012-01-25,1220.25
2012-01-27,1253.95
2012-01-30,1251.75
2012-01-31,1220.8
2012-02-01,1222.3
2012-02-02,1230.1
2012-02-03,1232.85
2012-02-06,1264.25
2012-02-07,1295.6
2012-02-08,1324.9
2012-02-09,1344.4
2012-02-10,1331.5
2012-02-13,1333.55
2012-02-14,1326.8
2012-02-15,303.15
2012-02-16,308.55
2012-02-17,307.65
2012-02-21,287.6
2012-02-22,280.2
2012-02-23,271.3
2012-02-24,266.3
2012-02-27,258.0
2012-02-28,267.4
2012-02-29,271.9
2012-03-01,267.65
2012-03-02,264.7
2012-03-03,266.8
2012-03-05,263.5
2012-03-06,261.8
2012-03-07,258.85
2012-03-09,259.6
2012-03-12,265.2
2012-03-13,263.8
2012-03-14,261.85
2012-03-15,260.75
2012-03-16,253.9
2012-03-19,250.55
2012-03-20,245.15
2012-03-21,245.8
2012-03-22,238.5
2012-03-23,236.65
2012-03-26,233.2
2012-03-27,226.1
2012-03-28,223.15
2012-03-29,221.9
2012-03-30,228.1
2012-04-02,249.85
2012-04-03,266.25
2012-04-04,263.5
2012-04-09,264.5
2012-04-10,259.9
2012-04-11,255.85
2012-04-12,256.75
2012-04-13,260.0
2012-04-16,269.55
2012-04-17,260.85
2012-04-18,250.2
2012-04-19,256.9
2012-04-20,288.5
2012-04-23,260.45
2012-04-24,248.2
2012-04-25,239.1
2012-04-26,239.75
2012-04-27,229.45
2012-04-28,226.8
2012-04-30,229.65
2012-05-02,229.95
2012-05-03,235.05
2012-05-04,252.65
2012-05-07,252.35
2012-05-08,245.4
2012-05-09,238.85
2012-05-10,243.25
2012-05-11,239.45
2012-05-14,228.9
2012-05-15,227.45
2012-05-16,228.85
2012-05-17,215.95
2012-05-18,215.75
2012-05-21,214.25
2012-05-22,212.2
2012-05-23,199.9
2012-05-24,202.4
2012-05-25,206.35
2012-05-28,205.55
2012-05-29,200.2
2012-05-30,189.05
2012-05-31,189.2
2012-06-01,177.9
2012-06-04,179.85
2012-06-05,184.8
2012-06-06,191.5
2012-06-07,194.3
2012-06-08,197.25
2012-06-11,199.3
2012-06-12,210.95
2012-06-13,210.2
2012-06-14,204.0
2012-06-15,200.55
2012-06-18,199.7
2012-06-19,196.05
2012-06-20,196.55
2012-06-21,197.8
2012-06-22,197.6
2012-06-25,199.45
2012-06-26,198.25
2012-06-27,197.25
2012-06-28,197.1
2012-06-29,197.4
2012-07-02,199.1
2012-07-03,200.9
2012-07-04,232.65
2012-07-05,222.8
2012-07-06,220.6
2012-07-09,213.05
2012-07-10,216.45
2012-07-11,236.3
2012-07-12,226.15
2012-07-13,225.9
2012-07-16,229.15
2012-07-17,226.55
2012-07-18,219.9
2012-07-19,234.0
2012-07-20,230.3
2012-07-23,223.3
2012-07-24,224.0
2012-07-25,224.1
2012-07-26,221.4
2012-07-27,233.15
2012-07-30,227.35
2012-07-31,258.6
2012-08-01,310.3
2012-08-02,324.0
2012-08-03,326.8
2012-08-06,359.45
2012-08-07,393.15
2012-08-08,380.3
2012-08-09,403.65
2012-08-10,399.7
2012-08-13,398.8
2012-08-14,395.0
2012-08-16,391.9
2012-08-17,382.75
2012-08-21,380.6
2012-08-22,385.4
2012-08-23,380.45
2012-08-24,366.6
2012-08-27,371.5
2012-08-28,357.95
2012-08-29,349.9
2012-08-30,353.9
2012-08-31,347.15
2012-09-03,345.75
2012-09-04,361.65
2012-09-05,366.5
2012-09-06,352.2
2012-09-07,354.25
2012-09-08,356.0
2012-09-10,370.6
2012-09-11,375.7
2012-09-12,377.95
2012-09-13,411.65
2012-09-14,406.45
2012-09-17,401.5
2012-09-18,399.05
2012-09-20,386.55
2012-09-21,395.9
2012-09-24,407.65
2012-09-25,402.8
2012-09-26,404.7
2012-09-27,402.7
2012-09-28,405.45
2012-10-01,413.4
2012-10-03,417.65
2012-10-04,419.5
2012-10-05,446.2
2012-10-08,438.95
2012-10-09,422.55
2012-10-10,413.0
2012-10-11,413.4
2012-10-12,410.95
2012-10-15,401.2
2012-10-16,400.3
2012-10-17,398.5
2012-10-18,379.9
2012-10-19,356.55
2012-10-22,350.7
2012-10-23,344.85
2012-10-25,337.2
2012-10-26,327.75
2012-10-29,339.15
2012-10-30,332.5
2012-10-31,324.15
2012-11-01,317.25
2012-11-02,305.9
2012-11-05,315.1
2012-11-06,343.45
2012-11-07,316.8
2012-11-08,309.0
2012-11-09,300.1
2012-11-12,303.05
2012-11-13,310.25
2012-11-15,309.75
2012-11-16,302.5
2012-11-19,299.95
2012-11-20,300.85
2012-11-21,295.6
2012-11-22,299.35
2012-11-23,295.85
2012-11-26,294.95
2012-11-27,295.7
2012-11-29,322.55
2012-11-30,316.65
2012-12-03,315.85
2012-12-04,321.9
2012-12-05,327.85
2012-12-06,353.3
2012-12-07,337.7
2012-12-10,334.25
2012-12-11,333.85
2012-12-12,335.85
2012-12-13,329.9
2012-12-14,326.25
2012-12-17,325.8
2012-12-18,331.55
2012-12-19,330.7
2012-12-20,329.85
2012-12-21,324.55
2012-12-24,320.1
2012-12-26,320.65
2012-12-27,318.3
2012-12-28,318.35
2012-12-31,322.3
