Date,GRAVITA
2012-01-02,402.2
2012-01-03,386.65
2012-01-04,408.2
2012-01-05,404.05
2012-01-06,403.3
2012-01-07,401.95
2012-01-09,397.9
2012-01-10,435.65
2012-01-11,435.15
2012-01-12,445.7
2012-01-13,447.05
2012-01-16,484.75
2012-01-17,501.5
2012-01-18,509.2
2012-01-19,509.5
2012-01-20,519.75
2012-01-23,523.95
2012-01-24,564.7
2012-01-25,575.85
2012-01-27,573.6
2012-01-30,574.4
2012-01-31,559.45
2012-02-01,553.75
2012-02-02,552.85
2012-02-03,544.8
2012-02-06,580.2
2012-02-07,593.2
2012-02-08,595.1
2012-02-09,606.1
2012-02-10,623.3
2012-02-13,614.8
2012-02-14,625.2
2012-02-15,645.3
2012-02-16,645.85
2012-02-17,635.0
2012-02-21,671.4
2012-02-22,671.7
2012-02-23,676.25
2012-02-24,717.65
2012-02-27,737.8
2012-02-28,751.2
2012-02-29,761.25
2012-03-01,796.45
2012-03-02,776.7
2012-03-03,775.0
2012-03-05,806.5
2012-03-06,759.9
2012-03-07,743.15
2012-03-09,702.25
2012-03-12,719.3
2012-03-13,723.3
2012-03-14,668.2
2012-03-15,602.65
2012-03-16,602.5
2012-03-19,615.35
2012-03-20,621.85
2012-03-21,632.85
2012-03-22,636.35
2012-03-23,638.35
2012-03-26,631.7
2012-03-27,634.85
2012-03-28,635.3
2012-03-29,645.55
2012-03-30,667.65
2012-04-02,686.0
2012-04-03,685.25
2012-04-04,678.45
2012-04-09,687.95
2012-04-10,680.5
2012-04-11,675.95
2012-04-12,684.15
2012-04-13,689.35
2012-04-16,808.5
2012-04-17,852.15
2012-04-18,858.55
2012-04-19,845.35
2012-04-20,843.25
2012-04-23,830.2
2012-04-24,846.9
2012-04-25,851.4
2012-04-26,856.75
2012-04-27,875.8
2012-04-28,862.5
2012-04-30,854.9
2012-05-02,852.0
2012-05-03,852.55
2012-05-04,831.1
2012-05-07,832.95
2012-05-08,843.65
2012-05-09,831.7
2012-05-10,823.15
2012-05-11,823.6
2012-05-14,848.0
2012-05-15,859.95
2012-05-16,851.45
2012-05-17,849.1
2012-05-18,847.5
2012-05-21,866.5
2012-05-22,862.15
2012-05-23,872.6
2012-05-24,900.25
2012-05-25,189.0
2012-05-28,189.2
2012-05-29,193.7
2012-05-30,189.05
2012-05-31,177.25
2012-06-01,174.0
2012-06-04,172.6
2012-06-05,171.15
2012-06-06,171.8
2012-06-07,182.55
2012-06-08,181.6
2012-06-11,181.4
2012-06-12,176.8
2012-06-13,176.7
2012-06-14,172.85
2012-06-15,171.65
2012-06-18,174.05
2012-06-19,174.55
2012-06-20,173.6
2012-06-21,172.85
2012-06-22,170.6
2012-06-25,167.6
2012-06-26,170.5
2012-06-27,166.8
2012-06-28,166.25
2012-06-29,173.7
2012-07-02,180.75
2012-07-03,177.45
2012-07-04,176.3
2012-07-05,174.45
2012-07-06,184.25
2012-07-09,187.55
2012-07-09,187.55
2012-07-10,187.05
2012-07-11,187.9
2012-07-12,188.3
2012-07-13,195.25
2012-07-16,194.9
2012-07-17,187.8
2012-07-18,182.7
2012-07-19,183.25
2012-07-20,181.0
2012-07-23,175.95
2012-07-24,176.0
2012-07-25,174.8
2012-07-26,168.3
2012-07-27,170.1
2012-07-30,170.3
2012-07-31,168.65
2012-08-01,171.35
2012-08-02,177.2
2012-08-03,179.1
2012-08-06,178.95
2012-08-07,176.95
2012-08-08,172.05
2012-08-09,170.75
2012-08-10,169.6
2012-08-13,169.3
2012-08-14,169.0
2012-08-16,168.75
2012-08-17,166.65
2012-08-21,165.2
2012-08-22,166.9
2012-08-23,166.4
2012-08-24,165.5
2012-08-27,164.0
2012-08-28,163.45
2012-08-29,163.05
2012-08-30,162.5
2012-08-31,161.2
2012-09-03,162.6
2012-09-04,160.3
2012-09-05,159.95
2012-09-06,159.0
2012-09-07,159.7
2012-09-08,159.8
2012-09-10,160.15
2012-09-11,162.95
2012-09-12,165.05
2012-09-13,167.15
2012-09-14,170.75
2012-09-17,167.4
2012-09-18,168.9
2012-09-20,166.9
2012-09-21,177.1
2012-09-24,176.4
2012-09-25,172.8
2012-09-26,170.95
2012-09-27,170.7
2012-09-28,170.4
2012-10-01,169.15
2012-10-03,172.0
2012-10-04,172.85
2012-10-05,169.3
2012-10-08,169.45
2012-10-09,168.1
2012-10-10,167.9
2012-10-11,167.8
2012-10-12,169.3
2012-10-15,168.15
2012-10-16,166.1
2012-10-17,165.45
2012-10-18,165.55
2012-10-19,168.2
2012-10-22,171.4
2012-10-23,170.05
2012-10-25,167.5
2012-10-26,165.65
2012-10-29,165.0
2012-10-30,165.4
2012-10-31,169.15
2012-11-01,169.75
2012-11-02,168.1
2012-11-05,173.2
2012-11-06,174.1
2012-11-07,176.1
2012-11-08,176.15
2012-11-09,172.15
2012-11-12,172.7
2012-11-13,176.5
2012-11-15,173.35
2012-11-16,172.0
2012-11-19,173.65
2012-11-20,172.8
2012-11-21,170.9
2012-11-22,168.8
2012-11-23,168.8
2012-11-26,168.95
2012-11-27,166.65
2012-11-29,167.0
2012-11-30,166.15
2012-12-03,172.3
2012-12-04,172.45
2012-12-05,172.05
2012-12-06,165.2
2012-12-07,167.2
2012-12-10,166.65
2012-12-11,164.65
2012-12-12,166.15
2012-12-13,171.9
2012-12-14,174.05
2012-12-17,174.45
2012-12-18,179.35
2012-12-19,183.1
2012-12-20,174.25
2012-12-21,177.05
2012-12-24,175.5
2012-12-26,181.3
2012-12-27,178.9
2012-12-28,179.45
2012-12-31,183.35
