Date,REDINGTON
2012-01-02,82.7
2012-01-03,79.55
2012-01-04,77.3
2012-01-05,78.15
2012-01-06,78.45
2012-01-07,78.1
2012-01-09,78.95
2012-01-10,80.05
2012-01-11,78.4
2012-01-12,77.9
2012-01-13,80.4
2012-01-16,79.1
2012-01-17,80.35
2012-01-18,80.9
2012-01-19,79.8
2012-01-20,80.9
2012-01-23,79.1
2012-01-24,79.9
2012-01-25,80.35
2012-01-27,79.6
2012-01-30,79.95
2012-01-31,78.4
2012-02-01,79.95
2012-02-02,79.9
2012-02-03,78.55
2012-02-06,78.65
2012-02-07,80.05
2012-02-08,84.75
2012-02-09,86.75
2012-02-10,85.5
2012-02-13,84.2
2012-02-14,86.8
2012-02-15,89.85
2012-02-16,88.4
2012-02-17,90.8
2012-02-21,92.95
2012-02-22,91.75
2012-02-23,88.05
2012-02-24,89.65
2012-02-27,88.15
2012-02-28,89.35
2012-02-29,87.1
2012-03-01,86.9
2012-03-02,87.85
2012-03-03,86.55
2012-03-05,86.0
2012-03-06,86.1
2012-03-07,87.3
2012-03-09,90.9
2012-03-12,89.0
2012-03-13,89.3
2012-03-14,91.2
2012-03-15,91.75
2012-03-16,90.15
2012-03-19,90.6
2012-03-20,90.45
2012-03-21,92.2
2012-03-22,92.1
2012-03-23,90.2
2012-03-26,89.75
2012-03-27,87.4
2012-03-28,86.4
2012-03-29,86.55
2012-03-30,88.25
2012-04-02,86.95
2012-04-03,87.95
2012-04-04,88.4
2012-04-09,89.05
2012-04-10,89.25
2012-04-11,89.45
2012-04-12,89.9
2012-04-13,89.1
2012-04-16,89.8
2012-04-17,91.15
2012-04-18,90.95
2012-04-19,89.3
2012-04-20,91.9
2012-04-23,91.4
2012-04-24,90.5
2012-04-25,88.85
2012-04-26,89.25
2012-04-27,89.7
2012-04-28,90.25
2012-04-30,87.75
2012-05-02,88.45
2012-05-03,88.6
2012-05-04,88.6
2012-05-07,87.75
2012-05-08,88.25
2012-05-09,86.5
2012-05-10,82.55
2012-05-11,83.95
2012-05-14,84.45
2012-05-15,87.35
2012-05-16,87.45
2012-05-17,85.2
2012-05-18,85.8
2012-05-21,83.45
2012-05-22,82.1
2012-05-23,78.75
2012-05-24,79.2
2012-05-25,80.35
2012-05-28,82.8
2012-05-29,80.05
2012-05-30,81.0
2012-05-31,82.2
2012-06-01,78.55
2012-06-04,77.0
2012-06-05,81.05
2012-06-06,79.85
2012-06-07,80.0
2012-06-08,79.7
2012-06-11,78.95
2012-06-12,78.35
2012-06-13,77.95
2012-06-14,77.9
2012-06-15,77.3
2012-06-18,76.0
2012-06-19,76.8
2012-06-20,77.75
2012-06-21,78.4
2012-06-22,78.25
2012-06-25,78.3
2012-06-26,76.85
2012-06-27,77.25
2012-06-28,76.0
2012-06-29,76.85
2012-07-02,77.05
2012-07-03,76.1
2012-07-04,76.75
2012-07-05,76.95
2012-07-06,76.5
2012-07-09,75.65
2012-07-10,75.3
2012-07-11,75.55
2012-07-12,74.95
2012-07-13,75.05
2012-07-16,75.1
2012-07-17,73.0
2012-07-18,74.9
2012-07-19,73.05
2012-07-20,72.55
2012-07-23,72.0
2012-07-24,71.0
2012-07-25,69.55
2012-07-26,68.8
2012-07-27,68.4
2012-07-30,66.7
2012-07-31,68.1
2012-08-01,69.05
2012-08-02,69.35
2012-08-03,69.5
2012-08-06,70.25
2012-08-07,69.3
2012-08-08,67.95
2012-08-09,66.4
2012-08-10,68.65
2012-08-13,67.55
2012-08-14,67.3
2012-08-16,68.9
2012-08-17,69.1
2012-08-21,71.45
2012-08-22,73.4
2012-08-23,73.45
2012-08-24,73.45
2012-08-27,74.9
2012-08-28,75.15
2012-08-29,75.0
2012-08-30,75.0
2012-08-31,75.1
2012-09-03,73.75
2012-09-04,72.45
2012-09-05,72.0
2012-09-06,70.45
2012-09-07,71.6
2012-09-08,72.2
2012-09-10,72.75
2012-09-11,71.8
2012-09-12,70.8
2012-09-13,73.15
2012-09-14,75.1
2012-09-17,78.9
2012-09-18,77.85
2012-09-20,75.8
2012-09-21,72.55
2012-09-24,69.95
2012-09-25,72.6
2012-09-26,74.5
2012-09-27,73.95
2012-09-28,78.2
2012-10-01,78.35
2012-10-03,76.7
2012-10-04,76.6
2012-10-05,76.1
2012-10-08,76.55
2012-10-09,75.65
2012-10-10,74.85
2012-10-11,76.45
2012-10-12,76.95
2012-10-15,77.9
2012-10-16,75.85
2012-10-17,75.0
2012-10-18,77.1
2012-10-19,77.85
2012-10-22,78.3
2012-10-23,76.9
2012-10-25,81.2
2012-10-26,81.8
2012-10-29,80.0
2012-10-30,80.55
2012-10-31,81.05
2012-11-01,81.15
2012-11-02,82.7
2012-11-05,84.05
2012-11-06,84.05
2012-11-07,83.75
2012-11-08,85.3
2012-11-09,83.05
2012-11-12,81.05
2012-11-13,82.1
2012-11-15,82.35
2012-11-16,81.8
2012-11-19,80.75
2012-11-20,80.4
2012-11-21,78.95
2012-11-22,80.35
2012-11-23,80.6
2012-11-26,80.6
2012-11-27,80.25
2012-11-29,77.85
2012-11-30,82.6
2012-12-03,81.15
2012-12-04,80.0
2012-12-05,82.5
2012-12-06,83.9
2012-12-07,85.45
2012-12-10,87.15
2012-12-11,88.5
2012-12-12,88.7
2012-12-13,88.8
2012-12-14,89.2
2012-12-17,90.6
2012-12-18,89.55
2012-12-19,91.35
2012-12-20,90.35
2012-12-21,89.85
2012-12-24,87.7
2012-12-26,87.55
2012-12-27,86.25
2012-12-28,88.1
2012-12-31,86.65
