Date,LGBBROSLTD
2012-01-02,283.65
2012-01-03,288.6
2012-01-04,299.1
2012-01-05,298.3
2012-01-06,290.7
2012-01-07,293.8
2012-01-09,299.35
2012-01-10,304.1
2012-01-11,311.5
2012-01-12,306.0
2012-01-13,298.25
2012-01-16,299.6
2012-01-17,304.0
2012-01-18,306.1
2012-01-19,307.2
2012-01-20,308.05
2012-01-23,308.7
2012-01-24,312.0
2012-01-25,324.95
2012-01-27,321.05
2012-01-30,315.75
2012-01-31,318.3
2012-02-01,324.95
2012-02-02,325.55
2012-02-03,315.55
2012-02-06,309.4
2012-02-07,303.3
2012-02-08,299.8
2012-02-09,300.55
2012-02-10,295.85
2012-02-13,302.15
2012-02-14,299.75
2012-02-15,300.4
2012-02-16,300.55
2012-02-17,301.1
2012-02-21,297.15
2012-02-22,301.8
2012-02-23,307.55
2012-02-24,307.3
2012-02-27,314.75
2012-02-28,310.3
2012-02-29,327.2
2012-03-01,318.4
2012-03-02,311.0
2012-03-03,308.1
2012-03-05,309.9
2012-03-06,313.6
2012-03-07,314.9
2012-03-09,315.4
2012-03-12,311.7
2012-03-13,311.5
2012-03-14,310.0
2012-03-15,312.0
2012-03-16,310.0
2012-03-19,310.55
2012-03-20,312.75
2012-03-21,312.15
2012-03-22,311.1
2012-03-23,312.65
2012-03-26,308.85
2012-03-27,304.15
2012-03-28,302.8
2012-03-29,305.25
2012-03-30,306.7
2012-04-02,309.2
2012-04-03,310.95
2012-04-04,312.2
2012-04-09,311.95
2012-04-10,308.55
2012-04-11,308.0
2012-04-12,312.65
2012-04-13,308.5
2012-04-16,309.4
2012-04-17,311.35
2012-04-18,336.35
2012-04-19,358.15
2012-04-20,346.8
2012-04-23,344.1
2012-04-24,333.0
2012-04-25,330.25
2012-04-26,333.65
2012-04-27,332.25
2012-04-28,323.0
2012-04-30,298.8
2012-05-02,294.0
2012-05-03,291.2
2012-05-04,286.85
2012-05-07,289.55
2012-05-08,287.0
2012-05-09,289.45
2012-05-10,296.85
2012-05-11,294.7
2012-05-14,293.9
2012-05-15,292.4
2012-05-16,289.95
2012-05-17,287.15
2012-05-18,290.0
2012-05-21,285.2
2012-05-22,280.0
2012-05-23,271.35
2012-05-24,273.15
2012-05-25,273.75
2012-05-28,277.0
2012-05-29,275.1
2012-05-30,275.4
2012-05-31,274.0
2012-06-01,277.4
2012-06-04,274.65
2012-06-05,279.0
2012-06-06,277.25
2012-06-07,282.95
2012-06-08,280.9
2012-06-11,282.4
2012-06-12,283.0
2012-06-13,280.25
2012-06-14,271.45
2012-06-15,263.4
2012-06-18,264.95
2012-06-19,272.1
2012-06-20,282.8
2012-06-21,284.8
2012-06-22,291.25
2012-06-25,296.3
2012-06-26,299.9
2012-06-27,298.2
2012-06-28,285.1
2012-06-29,282.4
2012-07-02,283.35
2012-07-03,285.0
2012-07-04,275.35
2012-07-05,277.15
2012-07-06,275.15
2012-07-09,274.25
2012-07-09,274.25
2012-07-10,277.5
2012-07-11,277.15
2012-07-12,272.2
2012-07-13,273.9
2012-07-16,270.55
2012-07-17,270.5
2012-07-18,266.0
2012-07-19,264.75
2012-07-20,266.45
2012-07-23,265.55
2012-07-24,264.9
2012-07-25,262.7
2012-07-26,263.05
2012-07-27,259.7
2012-07-30,257.5
2012-07-31,252.7
2012-08-01,263.25
2012-08-02,258.45
2012-08-03,254.9
2012-08-06,252.5
2012-08-07,253.35
2012-08-08,249.45
2012-08-09,248.15
2012-08-10,248.3
2012-08-13,242.8
2012-08-14,245.5
2012-08-16,248.3
2012-08-17,246.05
2012-08-21,252.4
2012-08-22,254.35
2012-08-23,251.5
2012-08-24,250.0
2012-08-27,248.05
2012-08-28,248.85
2012-08-29,248.3
2012-08-30,248.3
2012-08-31,250.1
2012-09-03,252.8
2012-09-04,251.65
2012-09-05,248.65
2012-09-06,249.0
2012-09-07,248.3
2012-09-10,249.4
2012-09-11,249.5
2012-09-12,248.9
2012-09-13,247.05
2012-09-14,249.95
2012-09-17,248.35
2012-09-18,249.9
2012-09-20,250.4
2012-09-21,254.6
2012-09-24,251.7
2012-09-25,251.45
2012-09-26,251.95
2012-09-27,250.4
2012-09-28,252.2
2012-10-01,267.6
2012-10-03,264.9
2012-10-04,268.0
2012-10-05,258.6
2012-10-08,257.85
2012-10-09,260.0
2012-10-10,262.4
2012-10-11,261.8
2012-10-12,257.85
2012-10-15,258.8
2012-10-16,257.15
2012-10-17,261.65
2012-10-18,258.0
2012-10-19,253.6
2012-10-22,252.0
2012-10-23,254.15
2012-10-25,255.9
2012-10-26,255.75
2012-10-29,253.15
2012-10-30,251.8
2012-10-31,251.3
2012-11-01,251.05
2012-11-02,252.0
2012-11-05,252.5
2012-11-06,252.0
2012-11-07,249.6
2012-11-08,251.7
2012-11-09,249.0
2012-11-12,250.15
2012-11-13,251.05
2012-11-15,247.25
2012-11-16,250.25
2012-11-19,250.95
2012-11-20,246.55
2012-11-21,249.25
2012-11-22,245.25
2012-11-23,247.3
2012-11-26,250.9
2012-11-27,247.0
2012-11-29,247.35
2012-11-30,249.9
2012-12-03,249.95
2012-12-04,250.05
2012-12-05,250.9
2012-12-06,249.05
2012-12-07,249.3
2012-12-10,252.75
2012-12-11,255.0
2012-12-12,250.4
2012-12-13,249.2
2012-12-14,249.0
2012-12-17,249.0
2012-12-18,250.0
2012-12-19,248.95
2012-12-20,249.85
2012-12-21,249.1
2012-12-24,246.15
2012-12-26,247.35
2012-12-27,247.3
2012-12-28,246.05
2012-12-31,242.05
