Date,HOVS
2012-01-02,37.25
2012-01-03,41.4
2012-01-04,40.25
2012-01-05,41.55
2012-01-06,45.7
2012-01-07,49.45
2012-01-09,51.4
2012-01-10,49.5
2012-01-11,49.15
2012-01-12,48.15
2012-01-13,48.7
2012-01-16,47.9
2012-01-17,49.35
2012-01-18,48.05
2012-01-19,47.8
2012-01-20,47.05
2012-01-23,47.0
2012-01-24,47.15
2012-01-25,46.5
2012-01-27,47.85
2012-01-30,47.6
2012-01-31,47.1
2012-02-01,48.7
2012-02-02,49.4
2012-02-03,48.6
2012-02-06,48.55
2012-02-07,46.65
2012-02-08,48.55
2012-02-09,49.35
2012-02-10,48.45
2012-02-13,48.35
2012-02-14,47.85
2012-02-15,50.85
2012-02-16,54.1
2012-02-17,52.5
2012-02-21,52.7
2012-02-22,49.45
2012-02-23,48.1
2012-02-24,47.15
2012-02-27,44.65
2012-02-28,45.75
2012-02-29,46.05
2012-03-01,44.75
2012-03-02,44.3
2012-03-03,44.0
2012-03-05,43.65
2012-03-06,43.7
2012-03-07,43.5
2012-03-09,42.9
2012-03-12,43.75
2012-03-13,43.65
2012-03-14,43.1
2012-03-15,42.35
2012-03-16,41.05
2012-03-19,40.8
2012-03-20,40.35
2012-03-21,40.1
2012-03-22,39.75
2012-03-23,39.4
2012-03-26,38.5
2012-03-27,37.55
2012-03-28,37.25
2012-03-29,37.4
2012-03-30,37.15
2012-04-02,44.5
2012-04-03,43.65
2012-04-04,43.5
2012-04-09,42.85
2012-04-10,41.9
2012-04-11,42.05
2012-04-12,43.75
2012-04-13,42.3
2012-04-16,41.85
2012-04-17,42.3
2012-04-18,43.65
2012-04-19,47.8
2012-04-20,51.9
2012-04-23,50.6
2012-04-24,47.15
2012-04-25,44.9
2012-04-26,44.55
2012-04-27,42.75
2012-04-28,43.0
2012-04-30,42.6
2012-05-02,43.5
2012-05-03,42.0
2012-05-04,40.15
2012-05-07,40.45
2012-05-08,39.6
2012-05-09,39.35
2012-05-10,39.0
2012-05-11,38.15
2012-05-14,37.6
2012-05-15,37.9
2012-05-16,38.3
2012-05-17,38.45
2012-05-18,37.55
2012-05-21,37.95
2012-05-22,37.25
2012-05-23,36.25
2012-05-24,36.75
2012-05-25,36.85
2012-05-28,37.65
2012-05-29,39.3
2012-05-30,38.0
2012-05-31,37.1
2012-06-01,36.8
2012-06-04,36.1
2012-06-05,36.4
2012-06-06,43.4
2012-06-07,40.75
2012-06-08,39.7
2012-06-11,39.95
2012-06-12,40.6
2012-06-13,40.1
2012-06-14,40.0
2012-06-15,39.5
2012-06-18,38.7
2012-06-19,38.3
2012-06-20,38.6
2012-06-21,39.45
2012-06-22,39.45
2012-06-25,39.15
2012-06-26,38.6
2012-06-27,38.55
2012-06-28,38.55
2012-06-29,40.7
2012-07-02,42.95
2012-07-03,40.95
2012-07-04,41.2
2012-07-05,41.2
2012-07-06,40.8
2012-07-09,41.8
2012-07-09,41.8
2012-07-10,43.25
2012-07-11,40.7
2012-07-12,40.25
2012-07-13,40.75
2012-07-16,40.25
2012-07-17,39.8
2012-07-18,39.3
2012-07-19,39.5
2012-07-20,38.05
2012-07-23,37.85
2012-07-24,37.85
2012-07-25,37.45
2012-07-26,37.15
2012-07-27,36.6
2012-07-30,34.75
2012-07-31,33.0
2012-08-01,33.3
2012-08-02,33.85
2012-08-03,33.3
2012-08-06,34.15
2012-08-07,36.1
2012-08-08,35.75
2012-08-09,33.1
2012-08-10,33.05
2012-08-13,33.0
2012-08-14,33.25
2012-08-16,31.55
2012-08-17,31.65
2012-08-21,31.8
2012-08-22,31.45
2012-08-23,31.45
2012-08-24,30.6
2012-08-27,28.2
2012-08-28,28.4
2012-08-29,28.35
2012-08-30,29.35
2012-08-31,28.65
2012-09-03,28.4
2012-09-04,28.45
2012-09-05,30.4
2012-09-06,35.8
2012-09-07,36.6
2012-09-08,36.25
2012-09-10,35.1
2012-09-11,33.85
2012-09-12,32.85
2012-09-13,31.75
2012-09-14,32.05
2012-09-17,31.7
2012-09-18,32.3
2012-09-20,32.25
2012-09-21,32.5
2012-09-24,32.3
2012-09-25,32.35
2012-09-26,31.35
2012-09-27,31.85
2012-09-28,32.95
2012-10-01,34.35
2012-10-03,35.4
2012-10-04,34.35
2012-10-05,35.5
2012-10-08,37.3
2012-10-09,36.95
2012-10-10,35.55
2012-10-11,35.35
2012-10-12,35.65
2012-10-15,35.05
2012-10-16,36.3
2012-10-17,35.45
2012-10-18,36.3
2012-10-19,35.45
2012-10-22,36.05
2012-10-23,36.9
2012-10-25,36.45
2012-10-26,36.3
2012-10-29,35.7
2012-10-30,37.95
2012-10-31,36.05
2012-11-01,35.9
2012-11-02,35.7
2012-11-05,36.0
2012-11-06,36.1
2012-11-07,36.2
2012-11-08,35.8
2012-11-09,35.45
2012-11-12,38.4
2012-11-13,41.25
2012-11-15,40.2
2012-11-16,38.4
2012-11-19,36.8
2012-11-20,35.95
2012-11-21,35.95
2012-11-22,35.95
2012-11-23,35.7
2012-11-26,35.9
2012-11-27,36.15
2012-11-29,36.35
2012-11-30,36.05
2012-12-03,36.25
2012-12-04,36.6
2012-12-05,36.6
2012-12-06,37.05
2012-12-07,36.3
2012-12-10,35.7
2012-12-11,35.5
2012-12-12,35.3
2012-12-13,35.1
2012-12-14,35.3
2012-12-17,34.95
2012-12-18,34.75
2012-12-19,35.25
2012-12-20,34.9
2012-12-21,34.65
2012-12-24,34.45
2012-12-26,34.15
2012-12-27,34.4
2012-12-28,34.25
2012-12-31,33.6
