Date,SUNFLAG
2012-01-02,22.65
2012-01-03,22.85
2012-01-04,22.35
2012-01-05,21.7
2012-01-06,21.45
2012-01-07,21.7
2012-01-09,21.35
2012-01-10,22.4
2012-01-11,22.5
2012-01-12,22.95
2012-01-13,23.45
2012-01-16,23.45
2012-01-17,23.8
2012-01-18,22.8
2012-01-19,23.0
2012-01-20,22.8
2012-01-23,23.0
2012-01-24,23.2
2012-01-25,23.5
2012-01-27,23.65
2012-01-30,22.85
2012-01-31,22.85
2012-02-01,24.0
2012-02-02,25.15
2012-02-03,25.0
2012-02-06,25.15
2012-02-07,25.0
2012-02-08,25.35
2012-02-09,25.4
2012-02-10,25.4
2012-02-13,25.85
2012-02-14,25.55
2012-02-15,25.55
2012-02-16,26.1
2012-02-17,26.3
2012-02-21,26.8
2012-02-22,25.95
2012-02-23,25.55
2012-02-24,24.5
2012-02-27,24.0
2012-02-28,24.9
2012-02-29,24.9
2012-03-01,24.95
2012-03-02,25.0
2012-03-03,25.3
2012-03-05,24.8
2012-03-06,24.15
2012-03-07,24.05
2012-03-09,24.55
2012-03-12,23.95
2012-03-13,24.2
2012-03-14,23.5
2012-03-15,23.45
2012-03-16,23.15
2012-03-19,22.9
2012-03-20,22.85
2012-03-21,23.25
2012-03-22,22.55
2012-03-23,22.85
2012-03-26,23.4
2012-03-27,24.2
2012-03-28,23.05
2012-03-29,23.45
2012-03-30,24.05
2012-04-02,24.05
2012-04-03,25.2
2012-04-04,24.75
2012-04-09,24.25
2012-04-10,24.2
2012-04-11,24.05
2012-04-12,24.55
2012-04-13,24.35
2012-04-16,24.05
2012-04-17,25.05
2012-04-18,25.1
2012-04-19,24.7
2012-04-20,24.4
2012-04-23,24.05
2012-04-24,23.95
2012-04-25,23.65
2012-04-26,23.4
2012-04-27,23.6
2012-04-28,23.75
2012-04-30,23.8
2012-05-02,23.8
2012-05-03,23.65
2012-05-04,23.3
2012-05-07,23.0
2012-05-08,22.7
2012-05-09,22.9
2012-05-10,22.85
2012-05-11,22.55
2012-05-14,22.5
2012-05-15,23.0
2012-05-16,22.55
2012-05-17,22.8
2012-05-18,22.65
2012-05-21,22.55
2012-05-22,22.7
2012-05-23,22.7
2012-05-24,23.0
2012-05-25,22.85
2012-05-28,22.8
2012-05-29,22.8
2012-05-30,22.5
2012-05-31,22.65
2012-06-01,22.65
2012-06-04,22.35
2012-06-05,22.8
2012-06-06,23.05
2012-06-07,23.7
2012-06-08,23.3
2012-06-11,23.35
2012-06-12,23.0
2012-06-13,22.8
2012-06-14,22.55
2012-06-15,22.1
2012-06-18,21.65
2012-06-19,21.45
2012-06-20,21.55
2012-06-21,21.65
2012-06-22,22.5
2012-06-25,22.0
2012-06-26,21.5
2012-06-27,21.5
2012-06-28,21.2
2012-06-29,21.5
2012-07-02,21.85
2012-07-03,23.35
2012-07-04,24.15
2012-07-05,24.05
2012-07-06,23.5
2012-07-09,23.1
2012-07-10,23.3
2012-07-11,23.0
2012-07-12,22.5
2012-07-13,22.6
2012-07-16,22.6
2012-07-17,22.35
2012-07-18,22.1
2012-07-19,22.5
2012-07-20,22.5
2012-07-23,22.0
2012-07-24,21.95
2012-07-25,21.45
2012-07-26,21.3
2012-07-27,21.4
2012-07-30,21.5
2012-07-31,21.0
2012-08-01,21.1
2012-08-02,20.9
2012-08-03,20.95
2012-08-06,21.0
2012-08-07,21.1
2012-08-08,21.25
2012-08-09,21.6
2012-08-10,21.0
2012-08-13,20.9
2012-08-14,20.7
2012-08-16,20.45
2012-08-17,20.25
2012-08-21,20.1
2012-08-22,20.15
2012-08-23,20.15
2012-08-24,19.85
2012-08-27,20.4
2012-08-28,19.15
2012-08-29,19.4
2012-08-30,19.65
2012-08-31,19.2
2012-09-03,19.25
2012-09-04,19.3
2012-09-05,21.6
2012-09-06,20.35
2012-09-07,20.05
2012-09-08,20.1
2012-09-10,20.45
2012-09-11,20.5
2012-09-12,20.35
2012-09-13,20.4
2012-09-14,20.8
2012-09-17,20.45
2012-09-18,20.4
2012-09-20,20.9
2012-09-21,20.7
2012-09-24,20.55
2012-09-25,20.35
2012-09-26,20.15
2012-09-27,20.1
2012-09-28,20.85
2012-10-01,20.45
2012-10-03,20.9
2012-10-04,21.2
2012-10-05,21.6
2012-10-08,21.1
2012-10-09,21.05
2012-10-10,21.1
2012-10-11,21.3
2012-10-12,21.25
2012-10-15,21.2
2012-10-16,21.15
2012-10-17,21.0
2012-10-18,23.9
2012-10-19,25.35
2012-10-22,24.05
2012-10-23,23.1
2012-10-25,22.75
2012-10-26,21.75
2012-10-29,21.65
2012-10-30,21.65
2012-10-31,21.55
2012-11-01,21.85
2012-11-02,22.3
2012-11-05,21.75
2012-11-06,22.1
2012-11-07,22.1
2012-11-08,22.4
2012-11-09,22.4
2012-11-12,21.65
2012-11-13,21.8
2012-11-15,21.4
2012-11-16,21.4
2012-11-19,21.1
2012-11-20,21.1
2012-11-21,20.85
2012-11-22,20.65
2012-11-23,20.6
2012-11-26,20.6
2012-11-27,20.75
2012-11-29,20.9
2012-11-30,21.0
2012-12-03,22.1
2012-12-04,21.35
2012-12-05,21.2
2012-12-06,21.85
2012-12-07,21.95
2012-12-10,21.15
2012-12-11,21.8
2012-12-12,22.0
2012-12-13,21.9
2012-12-14,22.0
2012-12-17,22.6
2012-12-18,23.6
2012-12-19,23.5
2012-12-20,24.3
2012-12-21,23.8
2012-12-24,23.75
2012-12-26,24.0
2012-12-27,23.85
2012-12-28,24.0
2012-12-31,23.85
