Date,AMTEKAUTO
2012-01-02,94.4
2012-01-03,96.25
2012-01-04,96.65
2012-01-05,96.95
2012-01-06,96.1
2012-01-07,96.15
2012-01-09,97.5
2012-01-10,104.8
2012-01-11,105.65
2012-01-12,108.3
2012-01-13,104.8
2012-01-16,106.1
2012-01-17,106.1
2012-01-18,104.45
2012-01-19,104.75
2012-01-20,109.0
2012-01-23,111.85
2012-01-24,111.6
2012-01-25,110.6
2012-01-27,108.85
2012-01-30,108.85
2012-01-31,108.55
2012-02-01,111.7
2012-02-02,112.75
2012-02-03,116.2
2012-02-06,117.6
2012-02-07,118.45
2012-02-08,126.25
2012-02-09,126.25
2012-02-10,126.15
2012-02-13,127.15
2012-02-14,128.3
2012-02-15,128.2
2012-02-16,131.45
2012-02-17,134.3
2012-02-21,131.9
2012-02-22,133.95
2012-02-23,140.65
2012-02-24,142.5
2012-02-27,139.9
2012-02-28,140.7
2012-02-29,142.25
2012-03-01,143.9
2012-03-02,143.55
2012-03-03,142.25
2012-03-05,138.85
2012-03-06,139.1
2012-03-07,134.55
2012-03-09,140.95
2012-03-12,139.95
2012-03-13,139.9
2012-03-14,139.05
2012-03-15,136.45
2012-03-16,141.65
2012-03-19,136.55
2012-03-20,137.0
2012-03-21,137.4
2012-03-22,137.3
2012-03-23,139.5
2012-03-26,135.9
2012-03-27,132.35
2012-03-28,134.4
2012-03-29,133.75
2012-03-30,132.95
2012-04-02,134.1
2012-04-03,134.7
2012-04-04,134.25
2012-04-09,131.9
2012-04-10,131.3
2012-04-11,131.2
2012-04-12,130.1
2012-04-13,130.9
2012-04-16,131.55
2012-04-17,130.4
2012-04-18,130.4
2012-04-19,130.45
2012-04-20,128.6
2012-04-23,128.2
2012-04-24,127.25
2012-04-25,127.9
2012-04-26,131.25
2012-04-27,126.0
2012-04-28,126.65
2012-04-30,127.35
2012-05-02,125.25
2012-05-03,124.9
2012-05-04,120.05
2012-05-07,119.15
2012-05-08,116.95
2012-05-09,116.1
2012-05-10,117.35
2012-05-11,115.75
2012-05-14,120.15
2012-05-15,122.9
2012-05-16,118.4
2012-05-17,117.75
2012-05-18,114.1
2012-05-21,113.2
2012-05-22,110.35
2012-05-23,105.8
2012-05-24,105.05
2012-05-25,104.3
2012-05-28,104.85
2012-05-29,106.0
2012-05-30,104.3
2012-05-31,99.55
2012-06-01,106.3
2012-06-04,103.4
2012-06-05,102.3
2012-06-06,101.75
2012-06-07,102.45
2012-06-08,102.45
2012-06-11,102.25
2012-06-12,103.65
2012-06-13,103.35
2012-06-14,102.0
2012-06-15,105.3
2012-06-18,101.5
2012-06-19,101.0
2012-06-20,102.2
2012-06-21,103.45
2012-06-22,102.2
2012-06-25,102.3
2012-06-26,101.9
2012-06-27,104.3
2012-06-28,105.35
2012-06-29,106.3
2012-07-02,108.05
2012-07-03,106.15
2012-07-04,111.95
2012-07-05,114.6
2012-07-06,113.0
2012-07-09,110.3
2012-07-09,110.3
2012-07-10,112.2
2012-07-11,110.2
2012-07-12,108.15
2012-07-13,108.45
2012-07-16,106.2
2012-07-17,105.45
2012-07-18,102.15
2012-07-19,105.5
2012-07-20,107.2
2012-07-23,105.45
2012-07-24,104.75
2012-07-25,105.2
2012-07-26,101.65
2012-07-27,100.15
2012-07-30,101.0
2012-07-31,102.7
2012-08-01,102.6
2012-08-02,101.95
2012-08-03,100.5
2012-08-06,99.65
2012-08-07,98.35
2012-08-08,93.85
2012-08-09,86.4
2012-08-10,95.7
2012-08-13,96.1
2012-08-14,95.2
2012-08-16,98.35
2012-08-17,96.75
2012-08-21,96.75
2012-08-22,97.2
2012-08-23,95.5
2012-08-24,92.3
2012-08-27,91.6
2012-08-28,86.8
2012-08-29,90.15
2012-08-30,88.45
2012-08-31,88.35
2012-09-03,91.65
2012-09-04,89.65
2012-09-05,87.85
2012-09-06,88.85
2012-09-07,87.3
2012-09-08,88.55
2012-09-10,87.4
2012-09-11,89.05
2012-09-12,88.35
2012-09-13,87.4
2012-09-14,87.45
2012-09-17,88.05
2012-09-18,89.65
2012-09-20,89.25
2012-09-21,87.05
2012-09-24,86.9
2012-09-25,87.5
2012-09-26,89.6
2012-09-27,89.35
2012-09-28,88.55
2012-10-01,89.45
2012-10-03,89.75
2012-10-04,91.7
2012-10-05,88.4
2012-10-08,87.3
2012-10-09,86.2
2012-10-10,83.4
2012-10-11,80.0
2012-10-12,78.7
2012-10-15,80.35
2012-10-16,77.8
2012-10-17,77.45
2012-10-18,76.35
2012-10-19,76.75
2012-10-22,74.05
2012-10-23,75.05
2012-10-25,77.15
2012-10-26,76.0
2012-10-29,73.9
2012-10-30,71.55
2012-10-31,71.45
2012-11-01,72.0
2012-11-02,71.9
2012-11-05,72.15
2012-11-06,72.1
2012-11-07,72.7
2012-11-08,72.35
2012-11-09,71.3
2012-11-12,71.1
2012-11-13,71.95
2012-11-15,77.0
2012-11-16,73.3
2012-11-19,71.25
2012-11-20,71.45
2012-11-21,71.7
2012-11-22,71.4
2012-11-23,71.15
2012-11-26,70.55
2012-11-27,71.05
2012-11-29,70.95
2012-11-30,71.2
2012-12-03,72.65
2012-12-04,72.9
2012-12-05,73.05
2012-12-06,72.75
2012-12-07,73.25
2012-12-10,73.25
2012-12-11,72.5
2012-12-12,71.75
2012-12-13,70.6
2012-12-14,70.45
2012-12-17,69.35
2012-12-18,70.15
2012-12-19,71.1
2012-12-20,76.8
2012-12-21,84.1
2012-12-24,88.75
2012-12-26,91.1
2012-12-27,87.5
2012-12-28,87.85
2012-12-31,88.3
