Date,INDRAMEDCO
2012-01-02,37.8
2012-01-03,37.95
2012-01-04,37.95
2012-01-05,37.9
2012-01-06,38.0
2012-01-07,38.0
2012-01-09,37.65
2012-01-10,37.75
2012-01-11,37.8
2012-01-12,38.25
2012-01-13,38.15
2012-01-16,37.4
2012-01-17,37.25
2012-01-18,37.65
2012-01-19,37.6
2012-01-20,37.75
2012-01-23,37.2
2012-01-24,37.25
2012-01-25,37.35
2012-01-27,38.0
2012-01-30,37.9
2012-01-31,38.3
2012-02-01,38.15
2012-02-02,38.55
2012-02-03,39.65
2012-02-06,39.95
2012-02-07,39.15
2012-02-08,38.65
2012-02-09,37.9
2012-02-10,38.15
2012-02-13,38.6
2012-02-14,38.8
2012-02-15,39.0
2012-02-16,37.8
2012-02-17,37.75
2012-02-21,37.75
2012-02-22,37.4
2012-02-23,37.25
2012-02-24,36.85
2012-02-27,36.2
2012-02-28,36.35
2012-02-29,36.9
2012-03-01,36.5
2012-03-02,36.8
2012-03-03,36.85
2012-03-05,36.15
2012-03-06,36.0
2012-03-07,35.75
2012-03-09,36.4
2012-03-12,37.45
2012-03-13,37.55
2012-03-14,38.45
2012-03-15,37.8
2012-03-16,37.2
2012-03-19,36.65
2012-03-20,35.95
2012-03-21,36.1
2012-03-22,35.55
2012-03-23,36.3
2012-03-26,35.6
2012-03-27,35.5
2012-03-28,35.1
2012-03-29,35.05
2012-03-30,35.35
2012-04-02,35.8
2012-04-03,35.85
2012-04-04,35.35
2012-04-09,35.1
2012-04-10,35.1
2012-04-11,35.15
2012-04-12,35.1
2012-04-13,35.25
2012-04-16,35.0
2012-04-17,35.05
2012-04-18,35.15
2012-04-19,35.15
2012-04-20,35.25
2012-04-23,35.0
2012-04-24,34.9
2012-04-25,34.85
2012-04-26,35.1
2012-04-27,34.9
2012-04-28,35.25
2012-04-30,34.9
2012-05-02,34.9
2012-05-03,34.75
2012-05-04,34.7
2012-05-07,34.5
2012-05-08,34.2
2012-05-09,34.3
2012-05-10,34.15
2012-05-11,34.15
2012-05-14,33.8
2012-05-15,32.85
2012-05-16,32.9
2012-05-17,32.75
2012-05-18,32.8
2012-05-21,32.8
2012-05-22,33.0
2012-05-23,33.2
2012-05-24,33.5
2012-05-25,35.05
2012-05-28,35.35
2012-05-29,36.05
2012-05-30,35.85
2012-05-31,34.9
2012-06-01,34.65
2012-06-04,34.2
2012-06-05,34.35
2012-06-06,34.5
2012-06-07,34.85
2012-06-08,34.8
2012-06-11,34.9
2012-06-12,34.75
2012-06-13,34.65
2012-06-14,34.55
2012-06-15,34.5
2012-06-18,34.6
2012-06-19,34.55
2012-06-20,34.85
2012-06-21,34.7
2012-06-22,34.6
2012-06-25,34.6
2012-06-26,34.45
2012-06-27,34.5
2012-06-28,34.65
2012-06-29,34.8
2012-07-02,34.7
2012-07-03,35.2
2012-07-04,35.0
2012-07-05,35.8
2012-07-06,36.0
2012-07-09,35.4
2012-07-09,35.4
2012-07-10,35.7
2012-07-11,35.85
2012-07-12,35.45
2012-07-13,35.25
2012-07-16,35.1
2012-07-17,35.05
2012-07-18,35.1
2012-07-19,35.6
2012-07-20,35.3
2012-07-23,35.0
2012-07-24,35.05
2012-07-25,34.9
2012-07-26,34.95
2012-07-27,34.7
2012-07-30,34.8
2012-07-31,34.6
2012-08-01,34.8
2012-08-02,35.45
2012-08-03,35.1
2012-08-06,35.25
2012-08-07,35.5
2012-08-08,35.35
2012-08-09,35.45
2012-08-10,35.15
2012-08-13,35.5
2012-08-14,35.25
2012-08-16,35.2
2012-08-17,35.2
2012-08-21,35.25
2012-08-22,35.25
2012-08-23,35.7
2012-08-24,35.65
2012-08-27,36.1
2012-08-28,35.55
2012-08-29,35.65
2012-08-30,35.7
2012-08-31,35.4
2012-09-03,36.05
2012-09-04,36.0
2012-09-05,36.0
2012-09-06,34.25
2012-09-07,33.95
2012-09-08,33.95
2012-09-10,34.0
2012-09-11,33.8
2012-09-12,33.85
2012-09-13,34.0
2012-09-14,33.75
2012-09-17,33.95
2012-09-18,33.95
2012-09-20,33.9
2012-09-21,34.05
2012-09-24,33.9
2012-09-25,33.8
2012-09-26,34.05
2012-09-27,34.1
2012-09-28,34.15
2012-10-01,34.75
2012-10-03,36.25
2012-10-04,35.95
2012-10-05,35.55
2012-10-08,35.75
2012-10-09,35.95
2012-10-10,35.05
2012-10-11,35.2
2012-10-12,35.25
2012-10-15,35.65
2012-10-16,35.4
2012-10-17,35.1
2012-10-18,35.2
2012-10-19,35.45
2012-10-22,35.15
2012-10-23,35.2
2012-10-25,35.0
2012-10-26,35.15
2012-10-29,34.75
2012-10-30,34.65
2012-10-31,34.9
2012-11-01,35.05
2012-11-02,34.75
2012-11-05,35.4
2012-11-06,36.3
2012-11-07,36.55
2012-11-08,37.25
2012-11-09,37.45
2012-11-12,38.05
2012-11-13,38.6
2012-11-15,40.1
2012-11-16,40.55
2012-11-19,39.3
2012-11-20,38.5
2012-11-21,38.05
2012-11-22,38.0
2012-11-23,37.1
2012-11-26,38.0
2012-11-27,37.4
2012-11-29,37.35
2012-11-30,37.8
2012-12-03,37.15
2012-12-04,37.8
2012-12-05,39.1
2012-12-06,38.75
2012-12-07,40.25
2012-12-10,39.85
2012-12-11,38.85
2012-12-12,39.15
2012-12-13,38.95
2012-12-14,38.35
2012-12-17,38.75
2012-12-18,39.05
2012-12-19,38.6
2012-12-20,38.15
2012-12-21,37.65
2012-12-24,37.45
2012-12-26,37.7
2012-12-27,37.9
2012-12-28,38.05
2012-12-31,37.6
