Date,SHILPAMED
2012-01-02,161.65
2012-01-03,169.05
2012-01-04,172.25
2012-01-05,175.7
2012-01-06,176.0
2012-01-07,170.4
2012-01-09,175.8
2012-01-10,194.3
2012-01-11,182.55
2012-01-12,184.6
2012-01-13,192.8
2012-01-16,202.05
2012-01-17,209.1
2012-01-18,203.25
2012-01-19,205.25
2012-01-20,203.8
2012-01-23,208.0
2012-01-24,209.55
2012-01-25,205.05
2012-01-27,205.15
2012-01-30,202.7
2012-01-31,194.75
2012-02-01,195.65
2012-02-02,199.85
2012-02-03,214.2
2012-02-06,223.0
2012-02-07,216.45
2012-02-08,225.45
2012-02-09,216.85
2012-02-10,206.05
2012-02-13,210.0
2012-02-14,214.45
2012-02-15,217.75
2012-02-16,207.95
2012-02-17,209.35
2012-02-21,215.25
2012-02-22,212.9
2012-02-23,214.65
2012-02-24,207.95
2012-02-27,200.45
2012-02-28,209.45
2012-02-29,209.45
2012-03-01,209.55
2012-03-02,201.95
2012-03-03,202.1
2012-03-05,206.2
2012-03-06,206.25
2012-03-07,205.0
2012-03-09,206.8
2012-03-12,217.6
2012-03-13,221.0
2012-03-14,223.6
2012-03-15,218.0
2012-03-16,225.45
2012-03-19,228.5
2012-03-20,233.1
2012-03-21,243.1
2012-03-22,237.5
2012-03-23,239.55
2012-03-26,234.4
2012-03-27,234.95
2012-03-28,221.55
2012-03-29,228.0
2012-03-30,239.3
2012-04-02,246.85
2012-04-03,238.0
2012-04-04,241.0
2012-04-09,235.9
2012-04-10,237.7
2012-04-11,243.9
2012-04-12,242.1
2012-04-13,231.5
2012-04-16,232.8
2012-04-17,234.75
2012-04-18,232.65
2012-04-19,230.9
2012-04-20,226.55
2012-04-23,223.05
2012-04-24,223.8
2012-04-25,229.85
2012-04-26,230.6
2012-04-27,237.3
2012-04-28,239.45
2012-04-30,243.45
2012-05-02,236.55
2012-05-03,239.5
2012-05-04,234.3
2012-05-07,235.0
2012-05-08,238.25
2012-05-09,234.5
2012-05-10,240.15
2012-05-11,244.0
2012-05-14,238.35
2012-05-15,243.1
2012-05-16,243.25
2012-05-17,242.05
2012-05-18,241.15
2012-05-21,241.65
2012-05-22,245.0
2012-05-23,270.0
2012-05-24,275.9
2012-05-25,263.15
2012-05-28,263.05
2012-05-29,265.5
2012-05-30,266.95
2012-05-31,256.55
2012-06-01,252.65
2012-06-04,257.55
2012-06-05,248.95
2012-06-06,252.45
2012-06-07,256.25
2012-06-08,253.7
2012-06-11,250.1
2012-06-12,251.45
2012-06-13,254.4
2012-06-14,255.65
2012-06-15,258.5
2012-06-18,251.1
2012-06-19,252.35
2012-06-20,249.7
2012-06-21,249.25
2012-06-22,249.15
2012-06-25,248.85
2012-06-26,249.55
2012-06-27,250.0
2012-06-28,245.05
2012-06-29,250.05
2012-07-02,246.3
2012-07-03,246.2
2012-07-04,239.5
2012-07-05,236.4
2012-07-06,240.85
2012-07-09,236.6
2012-07-10,240.45
2012-07-11,247.5
2012-07-12,245.0
2012-07-13,245.8
2012-07-16,248.45
2012-07-17,240.5
2012-07-18,246.7
2012-07-19,251.1
2012-07-20,252.5
2012-07-23,250.0
2012-07-24,251.0
2012-07-25,250.15
2012-07-26,251.45
2012-07-27,251.55
2012-07-30,252.0
2012-07-31,257.0
2012-08-01,257.5
2012-08-02,259.35
2012-08-03,268.15
2012-08-06,262.1
2012-08-07,272.7
2012-08-08,281.6
2012-08-09,279.75
2012-08-10,260.2
2012-08-13,267.3
2012-08-14,270.0
2012-08-16,274.6
2012-08-17,277.35
2012-08-21,281.2
2012-08-22,302.6
2012-08-23,294.5
2012-08-24,291.65
2012-08-27,290.45
2012-08-28,279.7
2012-08-29,277.25
2012-08-30,287.45
2012-08-31,276.2
2012-09-03,280.35
2012-09-04,279.0
2012-09-05,271.6
2012-09-06,278.65
2012-09-07,282.9
2012-09-08,284.15
2012-09-10,287.25
2012-09-11,294.2
2012-09-12,290.5
2012-09-13,292.5
2012-09-14,290.65
2012-09-17,292.3
2012-09-18,287.15
2012-09-20,279.1
2012-09-21,275.55
2012-09-24,276.95
2012-09-25,275.45
2012-09-26,276.35
2012-09-27,284.1
2012-09-28,294.05
2012-10-01,287.0
2012-10-03,283.45
2012-10-04,283.35
2012-10-05,286.35
2012-10-08,288.05
2012-10-09,285.95
2012-10-10,287.3
2012-10-11,283.45
2012-10-12,283.5
2012-10-15,284.6
2012-10-16,286.0
2012-10-17,286.7
2012-10-18,285.05
2012-10-19,285.4
2012-10-22,287.65
2012-10-23,285.0
2012-10-25,287.5
2012-10-26,278.45
2012-10-29,287.75
2012-10-30,285.1
2012-10-31,285.5
2012-11-01,285.0
2012-11-02,285.0
2012-11-05,285.0
2012-11-06,288.0
2012-11-07,292.05
2012-11-08,291.0
2012-11-09,288.85
2012-11-12,285.4
2012-11-13,292.3
2012-11-15,290.65
2012-11-16,288.2
2012-11-19,307.1
2012-11-20,301.55
2012-11-21,303.85
2012-11-22,305.85
2012-11-23,310.1
2012-11-26,311.9
2012-11-27,310.05
2012-11-29,300.75
2012-11-30,301.95
2012-12-03,302.8
2012-12-04,311.45
2012-12-05,304.8
2012-12-06,304.95
2012-12-07,304.25
2012-12-10,302.9
2012-12-11,302.5
2012-12-12,300.0
2012-12-13,305.0
2012-12-14,305.3
2012-12-17,308.3
2012-12-18,304.3
2012-12-19,302.55
2012-12-20,308.0
2012-12-21,301.05
2012-12-24,298.7
2012-12-26,290.25
2012-12-27,294.9
2012-12-28,290.7
2012-12-31,295.45
