Date,IGPL
2012-01-02,15.9
2012-01-03,16.75
2012-01-04,16.2
2012-01-05,15.55
2012-01-06,16.55
2012-01-09,16.85
2012-01-10,18.35
2012-01-11,17.85
2012-01-12,18.4
2012-01-13,19.7
2012-01-16,19.55
2012-01-17,19.25
2012-01-18,20.5
2012-01-19,24.6
2012-01-20,23.3
2012-01-23,23.8
2012-01-24,23.2
2012-01-25,22.45
2012-01-27,23.25
2012-01-30,23.1
2012-01-31,22.65
2012-02-01,22.55
2012-02-02,22.3
2012-02-03,22.1
2012-02-06,23.0
2012-02-07,22.9
2012-02-08,23.6
2012-02-09,23.65
2012-02-10,23.45
2012-02-13,23.4
2012-02-14,23.6
2012-02-15,24.85
2012-02-16,23.7
2012-02-17,23.85
2012-02-21,24.3
2012-02-22,23.25
2012-02-23,23.5
2012-02-24,22.85
2012-02-27,21.95
2012-02-28,22.1
2012-02-29,22.5
2012-03-01,22.85
2012-03-02,22.3
2012-03-03,22.5
2012-03-05,22.5
2012-03-06,22.9
2012-03-07,22.65
2012-03-09,22.2
2012-03-12,22.2
2012-03-13,22.65
2012-03-14,22.4
2012-03-15,22.35
2012-03-16,22.8
2012-03-19,22.1
2012-03-20,22.1
2012-03-21,23.95
2012-03-22,21.3
2012-03-23,21.85
2012-03-26,20.45
2012-03-27,19.5
2012-03-28,21.0
2012-03-29,21.45
2012-03-30,23.55
2012-04-02,23.5
2012-04-03,24.6
2012-04-04,24.6
2012-04-09,24.0
2012-04-10,23.95
2012-04-11,23.3
2012-04-12,24.15
2012-04-13,23.9
2012-04-16,26.25
2012-04-17,24.05
2012-04-18,24.0
2012-04-19,23.65
2012-04-20,22.6
2012-04-23,22.6
2012-04-24,21.0
2012-04-25,21.45
2012-04-26,21.2
2012-04-27,20.3
2012-04-28,20.0
2012-04-30,20.2
2012-05-02,20.25
2012-05-03,21.0
2012-05-04,20.25
2012-05-07,21.0
2012-05-08,22.6
2012-05-09,20.2
2012-05-10,20.2
2012-05-11,22.25
2012-05-14,21.0
2012-05-15,21.6
2012-05-16,21.95
2012-05-17,21.0
2012-05-18,21.0
2012-05-21,22.45
2012-05-22,22.75
2012-05-23,22.6
2012-05-24,22.55
2012-05-25,22.6
2012-05-28,22.75
2012-05-29,22.35
2012-05-30,22.95
2012-05-31,21.8
2012-06-01,21.0
2012-06-04,22.2
2012-06-05,21.5
2012-06-06,21.6
2012-06-07,21.85
2012-06-08,21.2
2012-06-11,21.2
2012-06-12,22.4
2012-06-13,21.35
2012-06-14,21.0
2012-06-15,21.3
2012-06-18,22.2
2012-06-19,20.85
2012-06-20,22.15
2012-06-21,21.85
2012-06-22,21.1
2012-06-25,21.15
2012-06-26,21.2
2012-06-27,21.25
2012-06-28,21.3
2012-06-29,22.4
2012-07-02,23.5
2012-07-03,22.75
2012-07-04,23.45
2012-07-05,23.5
2012-07-06,27.6
2012-07-09,31.35
2012-07-09,31.35
2012-07-10,31.05
2012-07-11,30.0
2012-07-12,29.55
2012-07-13,29.4
2012-07-16,35.25
2012-07-17,36.6
2012-07-18,34.55
2012-07-19,34.7
2012-07-20,34.0
2012-07-23,31.4
2012-07-24,32.4
2012-07-25,31.5
2012-07-26,31.1
2012-07-27,32.05
2012-07-30,32.05
2012-07-31,32.0
2012-08-01,34.05
2012-08-02,34.0
2012-08-03,34.9
2012-08-06,36.7
2012-08-07,39.3
2012-08-08,36.5
2012-08-09,37.35
2012-08-10,33.7
2012-08-13,30.75
2012-08-14,31.9
2012-08-16,31.55
2012-08-17,31.2
2012-08-21,32.75
2012-08-22,32.45
2012-08-23,33.05
2012-08-24,34.15
2012-08-27,34.35
2012-08-28,32.55
2012-08-29,32.0
2012-08-30,32.35
2012-08-31,31.5
2012-09-03,33.0
2012-09-04,33.95
2012-09-05,33.9
2012-09-06,33.75
2012-09-07,33.45
2012-09-08,33.35
2012-09-10,34.0
2012-09-11,36.05
2012-09-12,37.2
2012-09-13,38.1
2012-09-14,37.15
2012-09-17,37.9
2012-09-18,37.25
2012-09-20,37.5
2012-09-21,37.1
2012-09-24,37.4
2012-09-25,39.5
2012-09-26,39.15
2012-09-27,38.95
2012-09-28,39.35
2012-10-01,38.2
2012-10-03,39.15
2012-10-04,39.3
2012-10-05,39.0
2012-10-08,38.1
2012-10-09,38.1
2012-10-10,37.0
2012-10-11,37.15
2012-10-12,38.2
2012-10-15,40.5
2012-10-16,40.85
2012-10-17,41.55
2012-10-18,41.95
2012-10-19,41.9
2012-10-22,41.1
2012-10-23,42.1
2012-10-25,40.7
2012-10-26,39.5
2012-10-29,38.6
2012-10-30,42.25
2012-10-31,39.4
2012-11-01,39.35
2012-11-02,39.45
2012-11-05,39.35
2012-11-06,38.9
2012-11-07,38.55
2012-11-08,38.3
2012-11-09,38.15
2012-11-12,38.05
2012-11-13,38.7
2012-11-15,38.4
2012-11-16,38.15
2012-11-19,37.9
2012-11-20,36.8
2012-11-21,36.7
2012-11-22,35.5
2012-11-23,35.05
2012-11-26,35.05
2012-11-27,35.5
2012-11-29,35.8
2012-11-30,36.1
2012-12-03,37.65
2012-12-04,38.65
2012-12-05,39.7
2012-12-06,40.0
2012-12-07,39.25
2012-12-10,37.7
2012-12-11,37.55
2012-12-12,37.2
2012-12-13,37.1
2012-12-14,36.9
2012-12-17,37.0
2012-12-18,34.5
2012-12-19,36.0
2012-12-20,35.5
2012-12-21,36.1
2012-12-24,36.4
2012-12-26,36.05
2012-12-27,35.25
2012-12-28,34.65
2012-12-31,34.9
