Date,CLNINDIA
2012-01-02,571.3
2012-01-03,565.55
2012-01-04,559.55
2012-01-05,561.15
2012-01-06,559.05
2012-01-07,559.25
2012-01-09,563.8
2012-01-10,577.75
2012-01-11,589.3
2012-01-12,598.0
2012-01-13,608.7
2012-01-16,614.9
2012-01-17,612.4
2012-01-18,610.65
2012-01-19,615.55
2012-01-20,614.7
2012-01-23,615.7
2012-01-24,620.2
2012-01-25,619.05
2012-01-27,625.85
2012-01-30,614.65
2012-01-31,618.0
2012-02-01,609.65
2012-02-02,614.85
2012-02-03,617.0
2012-02-06,622.9
2012-02-07,617.75
2012-02-08,619.75
2012-02-09,620.15
2012-02-10,622.75
2012-02-13,618.1
2012-02-14,618.2
2012-02-15,626.35
2012-02-16,628.55
2012-02-17,639.65
2012-02-21,640.6
2012-02-22,633.15
2012-02-23,626.15
2012-02-24,625.1
2012-02-27,616.6
2012-02-28,614.35
2012-02-29,630.4
2012-03-01,615.05
2012-03-02,623.35
2012-03-03,632.6
2012-03-05,633.6
2012-03-06,646.55
2012-03-07,639.15
2012-03-09,640.95
2012-03-12,649.65
2012-03-13,648.4
2012-03-14,649.9
2012-03-15,647.45
2012-03-16,647.95
2012-03-19,653.55
2012-03-20,650.4
2012-03-21,649.95
2012-03-22,647.3
2012-03-23,649.85
2012-03-26,648.0
2012-03-27,648.3
2012-03-28,648.75
2012-03-29,649.4
2012-03-30,651.85
2012-04-02,664.45
2012-04-03,678.9
2012-04-04,670.0
2012-04-09,666.0
2012-04-10,673.4
2012-04-11,675.6
2012-04-12,637.3
2012-04-13,635.75
2012-04-16,637.8
2012-04-17,640.05
2012-04-18,636.55
2012-04-19,639.25
2012-04-20,641.3
2012-04-23,634.45
2012-04-24,627.75
2012-04-25,625.85
2012-04-26,623.95
2012-04-27,607.7
2012-04-28,614.75
2012-04-30,613.7
2012-05-02,610.15
2012-05-03,610.0
2012-05-04,603.4
2012-05-07,606.95
2012-05-08,602.3
2012-05-09,600.7
2012-05-10,597.45
2012-05-11,590.85
2012-05-14,586.65
2012-05-15,587.9
2012-05-16,589.4
2012-05-17,588.85
2012-05-18,592.65
2012-05-21,596.55
2012-05-22,591.95
2012-05-23,581.5
2012-05-24,587.0
2012-05-25,592.45
2012-05-28,598.8
2012-05-29,603.8
2012-05-30,603.3
2012-05-31,606.4
2012-06-01,594.85
2012-06-04,587.25
2012-06-05,586.7
2012-06-06,591.4
2012-06-07,598.0
2012-06-08,602.1
2012-06-11,604.85
2012-06-12,601.9
2012-06-13,606.85
2012-06-14,606.4
2012-06-15,608.55
2012-06-18,601.0
2012-06-19,603.85
2012-06-20,603.95
2012-06-21,610.55
2012-06-22,615.3
2012-06-25,617.95
2012-06-26,618.75
2012-06-27,619.95
2012-06-28,624.55
2012-06-29,626.8
2012-07-02,626.6
2012-07-03,627.7
2012-07-04,630.95
2012-07-05,637.25
2012-07-06,640.45
2012-07-09,638.65
2012-07-09,638.65
2012-07-10,651.05
2012-07-11,639.5
2012-07-12,642.15
2012-07-13,640.1
2012-07-16,633.95
2012-07-17,630.45
2012-07-18,631.05
2012-07-19,628.2
2012-07-20,629.8
2012-07-23,623.25
2012-07-24,637.75
2012-07-25,629.5
2012-07-26,633.2
2012-07-27,631.9
2012-07-30,626.4
2012-07-31,629.35
2012-08-01,635.4
2012-08-02,644.0
2012-08-03,633.35
2012-08-06,640.05
2012-08-07,630.25
2012-08-08,631.45
2012-08-09,631.1
2012-08-10,618.75
2012-08-13,617.85
2012-08-14,616.75
2012-08-16,619.6
2012-08-17,617.4
2012-08-21,617.65
2012-08-22,607.45
2012-08-23,610.55
2012-08-24,615.8
2012-08-27,617.8
2012-08-28,611.45
2012-08-29,604.65
2012-08-30,600.95
2012-08-31,612.35
2012-09-03,601.25
2012-09-04,610.4
2012-09-05,609.05
2012-09-06,604.35
2012-09-07,609.35
2012-09-08,615.2
2012-09-10,618.45
2012-09-11,630.5
2012-09-12,629.0
2012-09-13,629.7
2012-09-14,631.2
2012-09-17,625.1
2012-09-18,621.25
2012-09-20,615.4
2012-09-21,619.95
2012-09-24,617.85
2012-09-25,618.5
2012-09-26,629.15
2012-09-27,619.3
2012-09-28,626.0
2012-10-01,633.75
2012-10-03,644.55
2012-10-04,656.5
2012-10-05,660.05
2012-10-08,653.75
2012-10-09,653.25
2012-10-10,646.05
2012-10-11,650.05
2012-10-12,649.95
2012-10-15,646.5
2012-10-16,658.75
2012-10-17,655.15
2012-10-18,661.5
2012-10-19,670.65
2012-10-22,669.0
2012-10-23,665.5
2012-10-25,664.9
2012-10-26,663.65
2012-10-29,669.35
2012-10-30,661.6
2012-10-31,655.5
2012-11-01,657.5
2012-11-02,633.45
2012-11-05,624.1
2012-11-06,626.2
2012-11-07,624.55
2012-11-08,624.05
2012-11-09,624.9
2012-11-12,618.05
2012-11-13,625.65
2012-11-15,619.95
2012-11-16,617.1
2012-11-19,614.95
2012-11-20,620.35
2012-11-21,624.2
2012-11-22,618.7
2012-11-23,621.7
2012-11-26,641.0
2012-11-27,632.65
2012-11-29,628.95
2012-11-30,622.85
2012-12-03,629.9
2012-12-04,631.45
2012-12-05,624.8
2012-12-06,633.4
2012-12-07,625.4
2012-12-10,627.55
2012-12-11,626.55
2012-12-12,626.55
2012-12-13,623.95
2012-12-14,624.95
2012-12-17,625.2
2012-12-18,625.15
2012-12-19,629.05
2012-12-20,633.55
2012-12-21,631.95
2012-12-24,632.9
2012-12-26,626.45
2012-12-27,635.6
2012-12-28,651.65
2012-12-31,639.65
