Date,TCS
2012-01-02,1178.6
2012-01-03,1197.6
2012-01-04,1173.0
2012-01-05,1172.0
2012-01-06,1169.4
2012-01-07,1172.5
2012-01-09,1171.35
2012-01-10,1165.4
2012-01-11,1137.0
2012-01-12,1089.5
2012-01-13,1085.75
2012-01-16,1109.4
2012-01-17,1103.95
2012-01-18,1076.15
2012-01-19,1075.55
2012-01-20,1079.5
2012-01-23,1077.7
2012-01-24,1088.7
2012-01-25,1098.0
2012-01-27,1108.75
2012-01-30,1111.75
2012-01-31,1132.4
2012-02-01,1128.7
2012-02-02,1148.0
2012-02-03,1171.55
2012-02-06,1193.85
2012-02-07,1198.0
2012-02-08,1219.65
2012-02-09,1228.6
2012-02-10,1233.4
2012-02-13,1225.7
2012-02-14,1220.0
2012-02-15,1241.6
2012-02-16,1225.35
2012-02-17,1228.75
2012-02-21,1237.05
2012-02-22,1252.35
2012-02-23,1259.8
2012-02-24,1270.0
2012-02-27,1252.05
2012-02-28,1226.55
2012-02-29,1221.95
2012-03-01,1219.6
2012-03-02,1217.25
2012-03-03,1218.4
2012-03-05,1207.3
2012-03-06,1202.0
2012-03-07,1192.85
2012-03-09,1208.55
2012-03-12,1189.05
2012-03-13,1197.0
2012-03-14,1154.55
2012-03-15,1163.7
2012-03-16,1169.55
2012-03-19,1122.0
2012-03-20,1134.85
2012-03-21,1175.75
2012-03-22,1167.75
2012-03-23,1184.65
2012-03-26,1161.6
2012-03-27,1174.75
2012-03-28,1165.1
2012-03-29,1141.2
2012-03-30,1168.8
2012-04-02,1194.25
2012-04-03,1178.0
2012-04-04,1178.45
2012-04-09,1164.1
2012-04-10,1156.2
2012-04-11,1138.1
2012-04-12,1131.65
2012-04-13,1068.35
2012-04-16,1069.75
2012-04-17,1090.85
2012-04-18,1097.55
2012-04-19,1102.95
2012-04-20,1088.45
2012-04-23,1064.25
2012-04-24,1194.2
2012-04-25,1171.05
2012-04-26,1194.65
2012-04-27,1204.0
2012-04-28,1201.85
2012-04-30,1246.6
2012-05-02,1267.25
2012-05-03,1279.5
2012-05-04,1276.8
2012-05-07,1273.25
2012-05-08,1200.7
2012-05-09,1225.55
2012-05-10,1232.55
2012-05-11,1230.75
2012-05-14,1225.95
2012-05-15,1226.3
2012-05-16,1223.4
2012-05-17,1222.0
2012-05-18,1210.65
2012-05-21,1209.2
2012-05-22,1224.05
2012-05-23,1225.15
