Date,TEXINFRA
2012-01-02,24.5
2012-01-03,24.85
2012-01-04,24.5
2012-01-05,25.05
2012-01-06,25.15
2012-01-07,25.4
2012-01-09,27.15
2012-01-10,26.9
2012-01-11,27.0
2012-01-12,27.0
2012-01-13,26.85
2012-01-16,26.6
2012-01-17,27.45
2012-01-18,27.25
2012-01-19,27.0
2012-01-20,27.05
2012-01-23,28.05
2012-01-24,27.55
2012-01-25,28.45
2012-01-27,28.1
2012-01-30,27.85
2012-01-31,28.25
2012-02-01,30.1
2012-02-02,29.6
2012-02-03,29.95
2012-02-06,30.95
2012-02-07,29.9
2012-02-08,30.2
2012-02-09,30.5
2012-02-10,30.8
2012-02-13,30.95
2012-02-14,31.05
2012-02-15,31.15
2012-02-16,31.5
2012-02-17,31.0
2012-02-21,31.25
2012-02-22,30.5
2012-02-23,29.05
2012-02-24,28.85
2012-02-27,28.1
2012-02-28,30.6
2012-02-29,30.6
2012-03-01,30.75
2012-03-02,30.2
2012-03-03,30.65
2012-03-05,30.75
2012-03-06,29.2
2012-03-07,30.0
2012-03-09,30.3
2012-03-12,29.9
2012-03-13,30.0
2012-03-14,30.1
2012-03-15,28.1
2012-03-16,27.4
2012-03-19,26.55
2012-03-20,26.05
2012-03-21,25.65
2012-03-22,25.6
2012-03-23,25.3
2012-03-26,25.0
2012-03-27,26.05
2012-03-28,26.55
2012-03-29,27.1
2012-03-30,26.95
2012-04-02,26.7
2012-04-03,26.75
2012-04-04,27.5
2012-04-09,27.65
2012-04-10,28.55
2012-04-11,30.9
2012-04-12,30.35
2012-04-13,30.0
2012-04-16,29.55
2012-04-17,29.4
2012-04-18,29.5
2012-04-19,33.45
2012-04-20,34.2
2012-04-23,32.25
2012-04-24,30.55
2012-04-25,30.6
2012-04-26,31.25
2012-04-27,30.8
2012-04-28,30.2
2012-04-30,31.05
2012-05-02,31.0
2012-05-03,31.2
2012-05-04,30.3
2012-05-07,30.4
2012-05-08,29.65
2012-05-09,28.35
2012-05-10,28.05
2012-05-11,28.0
2012-05-14,27.25
2012-05-15,27.55
2012-05-16,27.75
2012-05-17,27.4
2012-05-18,27.25
2012-05-21,27.6
2012-05-22,27.5
2012-05-23,27.5
2012-05-24,27.8
2012-05-25,28.1
2012-05-28,28.1
2012-05-29,28.0
2012-05-30,27.7
2012-05-31,27.6
2012-06-01,27.25
2012-06-04,27.25
2012-06-05,27.25
2012-06-06,27.55
2012-06-07,27.35
2012-06-08,27.3
2012-06-11,27.3
2012-06-12,27.4
2012-06-13,28.05
2012-06-14,27.75
2012-06-15,27.6
2012-06-18,27.95
2012-06-19,28.0
2012-06-20,28.0
2012-06-21,28.05
2012-06-22,28.0
2012-06-25,28.25
2012-06-26,28.25
2012-06-27,28.25
2012-06-28,28.2
2012-06-29,29.05
2012-07-02,28.5
2012-07-03,28.35
2012-07-04,28.3
2012-07-05,29.4
2012-07-06,30.0
2012-07-09,29.35
2012-07-10,28.9
2012-07-11,28.65
2012-07-12,28.7
2012-07-13,29.0
2012-07-16,29.0
2012-07-17,29.0
2012-07-18,29.2
2012-07-19,29.0
2012-07-20,29.0
2012-07-23,29.0
2012-07-24,28.5
2012-07-25,28.5
2012-07-26,28.25
2012-07-27,28.25
2012-07-30,28.3
2012-07-31,28.25
2012-08-01,28.0
2012-08-02,28.1
2012-08-03,27.65
2012-08-06,27.85
2012-08-07,28.0
2012-08-08,28.0
2012-08-09,27.0
2012-08-10,27.85
2012-08-13,28.0
2012-08-14,28.0
2012-08-16,28.0
2012-08-17,28.0
2012-08-21,28.0
2012-08-22,28.0
2012-08-23,28.1
2012-08-24,28.0
2012-08-27,28.0
2012-08-28,28.0
2012-08-29,27.2
2012-08-30,27.25
2012-08-31,27.0
2012-09-03,27.4
2012-09-04,27.0
2012-09-05,27.0
2012-09-06,27.0
2012-09-07,27.0
2012-09-08,27.0
2012-09-10,27.0
2012-09-11,28.05
2012-09-12,28.05
2012-09-13,33.65
2012-09-14,33.1
2012-09-17,32.9
2012-09-18,33.9
2012-09-20,34.0
2012-09-21,34.6
2012-09-24,34.25
2012-09-25,34.85
2012-09-26,35.35
2012-09-27,34.75
2012-09-28,34.5
2012-10-01,37.6
2012-10-03,38.9
2012-10-04,39.65
2012-10-05,37.9
2012-10-08,36.75
2012-10-09,36.1
2012-10-10,36.5
2012-10-11,36.55
2012-10-12,36.1
2012-10-15,36.75
2012-10-16,36.0
2012-10-17,36.3
2012-10-18,36.5
2012-10-19,35.8
2012-10-22,35.15
2012-10-23,35.55
2012-10-25,35.15
2012-10-26,34.55
2012-10-29,35.3
2012-10-30,34.85
2012-10-31,35.3
2012-11-01,36.15
2012-11-02,36.05
2012-11-05,36.3
2012-11-06,36.05
2012-11-07,36.5
2012-11-08,36.3
2012-11-09,36.05
2012-11-12,35.4
2012-11-13,35.3
2012-11-15,34.75
2012-11-16,34.35
2012-11-19,34.0
2012-11-20,33.95
2012-11-21,34.05
2012-11-22,34.15
2012-11-23,33.95
2012-11-26,33.5
2012-11-27,34.05
2012-11-29,34.95
2012-11-30,34.55
2012-12-03,34.7
2012-12-04,34.05
2012-12-05,34.1
2012-12-06,34.15
2012-12-07,34.5
2012-12-10,34.2
2012-12-11,34.05
2012-12-12,35.1
2012-12-13,34.75
2012-12-14,34.75
2012-12-17,34.25
2012-12-18,34.25
2012-12-19,34.5
2012-12-20,34.15
2012-12-21,33.95
2012-12-24,33.3
2012-12-26,32.9
2012-12-27,32.9
2012-12-28,33.05
2012-12-31,35.05
