Date,BANSWRAS
2012-01-02,77.45
2012-01-03,77.05
2012-01-04,78.45
2012-01-05,79.2
2012-01-06,77.05
2012-01-07,76.85
2012-01-09,78.0
2012-01-10,80.8
2012-01-11,82.8
2012-01-12,82.2
2012-01-13,82.45
2012-01-16,82.1
2012-01-17,83.25
2012-01-18,82.0
2012-01-19,81.9
2012-01-20,80.9
2012-01-23,82.05
2012-01-24,81.0
2012-01-25,83.5
2012-01-27,87.75
2012-01-30,82.6
2012-01-31,81.5
2012-02-01,81.4
2012-02-02,83.1
2012-02-03,83.15
2012-02-06,84.15
2012-02-07,84.2
2012-02-08,87.5
2012-02-09,86.9
2012-02-10,85.9
2012-02-13,84.9
2012-02-14,78.95
2012-02-15,78.9
2012-02-16,81.2
2012-02-17,79.65
2012-02-21,78.65
2012-02-22,78.0
2012-02-23,75.35
2012-02-24,76.6
2012-02-27,72.85
2012-02-28,75.35
2012-02-29,76.25
2012-03-01,77.0
2012-03-02,76.3
2012-03-03,76.45
2012-03-05,76.05
2012-03-06,76.25
2012-03-07,75.8
2012-03-09,76.6
2012-03-12,75.0
2012-03-13,76.7
2012-03-14,75.4
2012-03-15,75.4
2012-03-16,74.6
2012-03-19,74.5
2012-03-20,75.4
2012-03-21,74.95
2012-03-22,73.5
2012-03-23,73.85
2012-03-26,72.5
2012-03-27,70.9
2012-03-28,67.95
2012-03-29,68.45
2012-03-30,69.05
2012-04-02,71.15
2012-04-03,70.5
2012-04-04,70.55
2012-04-09,70.35
2012-04-10,71.1
2012-04-11,70.75
2012-04-12,70.8
2012-04-13,70.75
2012-04-16,71.8
2012-04-17,70.9
2012-04-18,70.6
2012-04-19,69.9
2012-04-20,70.0
2012-04-23,69.0
2012-04-24,69.05
2012-04-25,68.8
2012-04-26,69.4
2012-04-27,69.2
2012-04-28,70.5
2012-04-30,69.8
2012-05-02,69.7
2012-05-03,68.1
2012-05-04,68.35
2012-05-07,66.95
2012-05-08,66.6
2012-05-09,65.05
2012-05-10,65.9
2012-05-11,62.9
2012-05-14,63.1
2012-05-15,65.75
2012-05-16,64.6
2012-05-17,63.7
2012-05-18,64.3
2012-05-21,65.8
2012-05-22,68.0
2012-05-23,65.5
2012-05-24,67.1
2012-05-25,67.05
2012-05-28,66.45
2012-05-29,70.0
2012-05-30,67.25
2012-05-31,67.0
2012-06-01,68.1
2012-06-04,67.05
2012-06-05,65.95
2012-06-06,68.4
2012-06-07,69.95
2012-06-08,68.4
2012-06-11,69.0
2012-06-12,69.0
2012-06-13,71.0
2012-06-14,69.95
2012-06-15,70.0
2012-06-18,67.15
2012-06-19,66.3
2012-06-20,66.0
2012-06-21,67.5
2012-06-22,69.15
2012-06-25,68.05
2012-06-26,68.5
2012-06-27,68.6
2012-06-28,68.9
2012-06-29,70.55
2012-07-02,71.75
2012-07-03,70.6
2012-07-04,70.0
2012-07-05,72.0
2012-07-06,71.05
2012-07-09,71.05
2012-07-09,71.05
2012-07-10,71.05
2012-07-11,71.1
2012-07-12,71.05
2012-07-13,71.85
2012-07-16,73.7
2012-07-17,70.6
2012-07-18,71.1
2012-07-19,71.2
2012-07-20,73.0
2012-07-23,71.3
2012-07-24,70.0
2012-07-25,69.55
2012-07-26,70.0
2012-07-27,70.05
2012-07-30,69.0
2012-07-31,68.5
2012-08-01,69.85
2012-08-02,70.0
2012-08-03,68.0
2012-08-06,70.25
2012-08-07,70.0
2012-08-08,68.35
2012-08-09,67.4
2012-08-10,67.25
2012-08-13,68.8
2012-08-14,67.7
2012-08-16,68.0
2012-08-17,66.8
2012-08-21,68.15
2012-08-22,67.5
2012-08-23,68.5
2012-08-24,69.0
2012-08-27,68.0
2012-08-28,66.35
2012-08-29,67.15
2012-08-30,66.0
2012-08-31,65.6
2012-09-03,65.25
2012-09-04,65.95
2012-09-05,66.0
2012-09-07,64.6
2012-09-10,64.0
2012-09-11,64.4
2012-09-12,66.5
2012-09-13,65.0
2012-09-14,64.5
2012-09-17,64.0
2012-09-18,64.85
2012-09-20,65.4
2012-09-21,67.4
2012-09-24,67.2
2012-09-25,66.25
2012-09-26,66.25
2012-09-27,67.55
2012-09-28,68.5
2012-10-01,69.15
2012-10-03,69.1
2012-10-04,70.5
2012-10-05,68.15
2012-10-08,68.25
2012-10-09,67.5
2012-10-10,66.1
2012-10-11,66.6
2012-10-12,67.75
2012-10-15,68.95
2012-10-16,66.1
2012-10-17,65.95
2012-10-18,67.0
2012-10-19,64.65
2012-10-22,65.5
2012-10-23,67.2
2012-10-25,68.3
2012-10-26,67.0
2012-10-29,68.6
2012-10-30,67.9
2012-10-31,69.45
2012-11-01,70.55
2012-11-02,70.8
2012-11-05,70.35
2012-11-06,71.3
2012-11-07,68.95
2012-11-08,67.15
2012-11-09,67.0
2012-11-12,65.5
2012-11-13,65.5
2012-11-15,65.65
2012-11-16,64.7
2012-11-19,64.25
2012-11-20,64.5
2012-11-21,60.5
2012-11-22,61.3
2012-11-23,60.9
2012-11-26,62.0
2012-11-27,61.45
2012-11-29,61.0
2012-11-30,57.95
2012-12-03,59.0
2012-12-04,58.35
2012-12-05,57.95
2012-12-06,58.0
2012-12-07,58.25
2012-12-10,58.0
2012-12-11,57.9
2012-12-12,57.75
2012-12-13,57.4
2012-12-14,57.2
2012-12-17,57.65
2012-12-18,57.7
2012-12-19,57.45
2012-12-20,57.7
2012-12-21,57.45
2012-12-24,57.9
2012-12-26,58.1
2012-12-27,58.1
2012-12-28,58.55
2012-12-31,58.35
