Date,ALKALI
2012-01-02,29.05
2012-01-03,30.5
2012-01-04,30.55
2012-01-05,30.9
2012-01-06,30.55
2012-01-07,30.45
2012-01-09,31.4
2012-01-10,32.5
2012-01-11,34.4
2012-01-12,34.3
2012-01-13,34.85
2012-01-16,34.75
2012-01-17,35.05
2012-01-18,34.1
2012-01-19,34.5
2012-01-20,34.0
2012-01-23,34.5
2012-01-24,34.55
2012-01-25,35.35
2012-01-27,36.45
2012-01-30,35.2
2012-01-31,35.45
2012-02-01,35.7
2012-02-02,35.85
2012-02-03,35.75
2012-02-06,36.3
2012-02-07,35.65
2012-02-08,35.75
2012-02-09,36.15
2012-02-10,36.7
2012-02-13,36.55
2012-02-14,37.05
2012-02-15,38.6
2012-02-16,39.45
2012-02-17,39.2
2012-02-21,38.35
2012-02-22,37.45
2012-02-23,37.0
2012-02-24,35.7
2012-02-27,33.4
2012-02-28,34.25
2012-02-29,35.35
2012-03-01,35.4
2012-03-02,35.85
2012-03-03,35.7
2012-03-05,34.95
2012-03-06,34.15
2012-03-07,33.05
2012-03-09,33.5
2012-03-12,33.8
2012-03-13,34.8
2012-03-14,34.25
2012-03-15,33.65
2012-03-16,33.55
2012-03-19,33.1
2012-03-20,32.4
2012-03-21,32.5
2012-03-22,30.5
2012-03-23,30.85
2012-03-26,30.8
2012-03-27,30.35
2012-03-28,29.7
2012-03-29,29.3
2012-03-30,29.7
2012-04-02,30.6
2012-04-03,31.2
2012-04-04,30.8
2012-04-09,30.8
2012-04-10,31.4
2012-04-11,30.55
2012-04-12,30.95
2012-04-13,30.85
2012-04-16,31.15
2012-04-17,30.85
2012-04-18,30.75
2012-04-19,30.75
2012-04-20,30.8
2012-04-23,30.25
2012-04-24,30.0
2012-04-25,29.95
2012-04-26,29.15
2012-04-27,29.1
2012-04-28,29.95
2012-04-30,29.7
2012-05-02,29.25
2012-05-03,29.05
2012-05-04,28.45
2012-05-07,27.95
2012-05-08,27.95
2012-05-09,27.5
2012-05-10,26.45
2012-05-11,26.5
2012-05-14,26.15
2012-05-15,26.15
2012-05-16,26.0
2012-05-17,26.1
2012-05-18,24.6
2012-05-21,26.05
2012-05-22,25.65
2012-05-23,25.1
2012-05-24,24.45
2012-05-25,24.9
2012-05-28,25.1
2012-05-29,25.65
2012-05-30,25.55
2012-05-31,25.05
2012-06-01,25.1
2012-06-04,25.0
2012-06-05,25.0
2012-06-06,25.1
2012-06-07,25.15
2012-06-08,25.0
2012-06-11,25.75
2012-06-12,25.5
2012-06-13,25.95
2012-06-14,25.45
2012-06-15,25.55
2012-06-18,25.0
2012-06-19,24.9
2012-06-20,24.85
2012-06-21,25.65
2012-06-22,25.3
2012-06-25,25.5
2012-06-26,26.7
2012-06-27,26.55
2012-06-28,31.85
2012-06-29,31.3
2012-07-02,30.6
2012-07-03,29.55
2012-07-04,29.4
2012-07-05,29.9
2012-07-06,30.0
2012-07-09,29.2
2012-07-09,29.2
2012-07-10,29.65
2012-07-11,29.7
2012-07-12,29.15
2012-07-13,29.0
2012-07-16,29.1
2012-07-17,28.8
2012-07-18,29.1
2012-07-19,28.85
2012-07-20,28.65
2012-07-23,28.6
2012-07-24,27.95
2012-07-25,26.45
2012-07-26,26.8
2012-07-27,26.15
2012-07-30,26.1
2012-07-31,25.85
2012-08-01,25.9
2012-08-02,26.75
2012-08-03,26.25
2012-08-06,27.1
2012-08-07,26.35
2012-08-08,26.75
2012-08-09,26.05
2012-08-10,26.0
2012-08-13,25.9
2012-08-14,26.0
2012-08-16,25.55
2012-08-17,25.35
2012-08-21,25.7
2012-08-22,26.6
2012-08-23,25.6
2012-08-24,25.15
2012-08-27,24.85
2012-08-28,24.35
2012-08-29,24.15
2012-08-30,24.05
2012-08-31,24.5
2012-09-03,24.55
2012-09-04,24.6
2012-09-05,24.5
2012-09-06,24.5
2012-09-07,24.55
2012-09-08,24.45
2012-09-10,24.3
2012-09-11,24.9
2012-09-12,25.0
2012-09-13,24.75
2012-09-14,25.1
2012-09-17,25.0
2012-09-18,29.55
2012-09-20,27.95
2012-09-21,28.0
2012-09-24,28.0
2012-09-25,28.3
2012-09-26,28.55
2012-09-27,27.95
2012-09-28,27.4
2012-10-01,27.95
2012-10-03,29.55
2012-10-04,29.15
2012-10-05,28.4
2012-10-08,27.8
2012-10-09,27.65
2012-10-10,27.55
2012-10-11,27.45
2012-10-12,27.5
2012-10-15,27.6
2012-10-16,27.45
2012-10-17,27.45
2012-10-18,27.35
2012-10-19,27.1
2012-10-22,26.75
2012-10-23,27.4
2012-10-25,27.6
2012-10-26,27.05
2012-10-29,27.1
2012-10-30,26.45
2012-10-31,26.75
2012-11-01,26.5
2012-11-02,26.8
2012-11-05,27.3
2012-11-06,26.9
2012-11-07,27.95
2012-11-08,27.25
2012-11-09,26.25
2012-11-12,25.8
2012-11-13,26.25
2012-11-15,25.9
2012-11-16,26.2
2012-11-19,25.5
2012-11-20,25.0
2012-11-21,25.55
2012-11-22,25.45
2012-11-23,25.45
2012-11-26,25.05
2012-11-27,25.3
2012-11-29,25.5
2012-11-30,26.05
2012-12-03,26.05
2012-12-04,26.1
2012-12-05,26.25
2012-12-06,27.0
2012-12-07,26.55
2012-12-10,26.35
2012-12-11,25.7
2012-12-12,26.3
2012-12-13,26.05
2012-12-14,25.85
2012-12-17,25.15
2012-12-18,25.3
2012-12-19,25.75
2012-12-20,26.9
2012-12-21,25.75
2012-12-24,25.2
2012-12-26,25.6
2012-12-27,25.3
2012-12-28,25.35
2012-12-31,25.25
