Date,MARICO
2012-01-02,144.35
2012-01-03,146.1
2012-01-04,150.05
2012-01-05,150.05
2012-01-06,151.85
2012-01-07,151.2
2012-01-09,152.6
2012-01-10,151.0
2012-01-11,152.85
2012-01-12,150.5
2012-01-13,151.9
2012-01-16,151.5
2012-01-17,153.5
2012-01-18,152.25
2012-01-19,152.0
2012-01-20,151.3
2012-01-23,149.1
2012-01-24,148.35
2012-01-25,151.05
2012-01-27,149.95
2012-01-30,149.0
2012-01-31,151.8
2012-02-01,150.1
2012-02-02,153.25
2012-02-03,163.6
2012-02-06,161.3
2012-02-07,165.0
2012-02-08,163.6
2012-02-09,161.65
2012-02-10,162.75
2012-02-13,162.05
2012-02-14,161.9
2012-02-15,165.05
2012-02-16,162.25
2012-02-17,160.2
2012-02-21,160.95
2012-02-22,159.9
2012-02-23,159.65
2012-02-24,160.05
2012-02-27,159.0
2012-02-28,160.25
2012-02-29,157.3
2012-03-01,157.3
2012-03-02,157.35
2012-03-03,157.0
2012-03-05,158.8
2012-03-06,157.25
2012-03-07,157.6
2012-03-09,159.2
2012-03-12,160.35
2012-03-13,160.0
2012-03-14,160.3
2012-03-15,159.05
2012-03-16,157.8
2012-03-19,157.3
2012-03-20,161.0
2012-03-21,163.95
2012-03-22,163.35
2012-03-23,164.85
2012-03-26,165.25
2012-03-27,165.05
2012-03-28,168.4
2012-03-29,169.95
2012-03-30,175.3
2012-04-02,170.65
2012-04-03,171.2
2012-04-04,170.4
2012-04-09,171.25
2012-04-10,170.7
2012-04-11,172.05
2012-04-12,172.55
2012-04-13,175.75
2012-04-16,177.65
2012-04-17,179.8
2012-04-18,179.6
2012-04-19,177.7
2012-04-20,179.9
2012-04-23,178.1
2012-04-24,180.05
2012-04-25,181.35
2012-04-26,180.7
2012-04-27,179.0
2012-04-28,178.6
2012-04-30,177.1
2012-05-02,180.25
2012-05-03,179.4
2012-05-04,180.0
2012-05-07,177.1
2012-05-08,178.05
2012-05-09,177.45
2012-05-10,181.65
2012-05-11,177.8
2012-05-14,173.6
2012-05-15,172.45
2012-05-16,171.15
2012-05-17,176.15
2012-05-18,172.05
2012-05-21,171.4
2012-05-22,168.95
2012-05-23,168.15
2012-05-24,172.85
2012-05-25,177.85
2012-05-28,178.6
2012-05-29,174.3
2012-05-30,171.65
2012-05-31,175.2
2012-06-01,169.95
2012-06-04,167.6
2012-06-05,168.35
2012-06-06,168.35
2012-06-07,170.8
2012-06-08,170.65
2012-06-11,167.3
2012-06-12,168.55
2012-06-13,171.75
2012-06-14,172.5
2012-06-15,171.4
2012-06-18,172.7
2012-06-19,171.85
2012-06-20,175.95
2012-06-21,175.6
2012-06-22,174.25
2012-06-25,171.9
2012-06-26,179.15
2012-06-27,181.7
2012-06-28,182.5
2012-06-29,183.7
2012-07-02,183.95
2012-07-03,181.45
2012-07-04,181.9
2012-07-05,183.15
2012-07-06,184.3
2012-07-09,182.15
2012-07-09,182.15
2012-07-10,182.15
2012-07-11,181.0
2012-07-12,182.8
2012-07-13,182.5
2012-07-16,180.8
2012-07-17,184.7
2012-07-18,184.25
2012-07-19,182.95
2012-07-20,182.7
2012-07-23,182.75
2012-07-24,188.4
2012-07-25,195.05
2012-07-26,195.8
2012-07-27,196.45
2012-07-30,195.55
2012-07-31,196.1
2012-08-01,193.45
2012-08-02,193.75
2012-08-03,188.1
2012-08-06,189.0
2012-08-07,188.35
2012-08-08,185.05
2012-08-09,194.25
2012-08-10,191.0
2012-08-13,190.95
2012-08-14,189.9
2012-08-16,190.0
2012-08-17,192.25
2012-08-21,191.75
2012-08-22,188.05
2012-08-23,193.45
2012-08-24,195.1
2012-08-27,194.25
2012-08-28,192.7
2012-08-29,195.65
2012-08-30,197.75
2012-08-31,200.0
2012-09-03,204.25
2012-09-04,206.5
2012-09-05,204.35
2012-09-06,203.1
2012-09-07,205.95
2012-09-08,206.7
2012-09-10,208.2
2012-09-11,205.6
2012-09-12,204.75
2012-09-13,205.2
2012-09-14,197.8
2012-09-17,196.2
2012-09-18,190.6
2012-09-20,192.35
2012-09-21,194.35
2012-09-24,191.25
2012-09-25,193.9
2012-09-26,201.1
2012-09-27,198.9
2012-09-28,200.1
2012-10-01,203.05
2012-10-03,205.35
2012-10-04,203.95
2012-10-05,202.95
2012-10-08,202.55
2012-10-09,203.3
2012-10-10,201.7
2012-10-11,203.05
2012-10-12,202.85
2012-10-15,203.0
2012-10-16,202.9
2012-10-17,203.95
2012-10-18,205.55
2012-10-19,204.7
2012-10-22,206.1
2012-10-23,210.0
2012-10-25,211.0
2012-10-26,206.1
2012-10-29,206.9
2012-10-30,205.0
2012-10-31,209.55
2012-11-01,213.4
2012-11-02,204.35
2012-11-05,211.3
2012-11-06,208.75
2012-11-07,205.6
2012-11-08,207.25
2012-11-09,211.9
2012-11-12,224.4
2012-11-13,229.1
2012-11-15,225.75
2012-11-16,217.45
2012-11-19,210.25
2012-11-20,212.7
2012-11-21,210.6
2012-11-22,213.3
2012-11-23,213.95
2012-11-26,214.85
2012-11-27,215.75
2012-11-29,219.0
2012-11-30,222.05
2012-12-03,222.85
2012-12-04,221.25
2012-12-05,217.65
2012-12-06,220.1
2012-12-07,220.05
2012-12-10,219.0
2012-12-11,219.0
2012-12-12,220.1
2012-12-13,221.0
2012-12-14,220.65
2012-12-17,221.3
2012-12-18,222.05
2012-12-19,221.65
2012-12-20,220.85
2012-12-21,219.2
2012-12-24,219.85
2012-12-26,221.2
2012-12-27,220.7
2012-12-28,218.65
2012-12-31,218.05
