Date,RAJTV
2012-01-02,83.7
2012-01-03,84.1
2012-01-04,84.75
2012-01-05,86.35
2012-01-06,84.8
2012-01-07,85.0
2012-01-09,84.65
2012-01-10,87.4
2012-01-11,87.35
2012-01-12,86.2
2012-01-13,87.8
2012-01-16,86.95
2012-01-17,86.0
2012-01-18,85.15
2012-01-19,86.7
2012-01-20,86.5
2012-01-23,88.45
2012-01-24,88.75
2012-01-25,90.05
2012-01-27,91.6
2012-01-30,90.1
2012-01-31,92.45
2012-02-01,94.5
2012-02-02,93.45
2012-02-03,94.7
2012-02-06,91.6
2012-02-07,88.4
2012-02-08,88.1
2012-02-09,91.55
2012-02-10,90.35
2012-02-13,89.7
2012-02-14,89.0
2012-02-15,94.1
2012-02-16,93.55
2012-02-17,93.7
2012-02-21,101.95
2012-02-22,105.0
2012-02-23,105.8
2012-02-24,108.45
2012-02-27,110.65
2012-02-28,115.3
2012-02-29,114.15
2012-03-01,113.7
2012-03-02,113.4
2012-03-03,114.35
2012-03-05,119.65
2012-03-06,118.8
2012-03-07,118.25
2012-03-09,117.2
2012-03-12,118.6
2012-03-13,122.45
2012-03-14,121.15
2012-03-15,118.4
2012-03-16,120.3
2012-03-19,121.3
2012-03-20,126.35
2012-03-21,126.65
2012-03-22,133.3
2012-03-23,137.05
2012-03-26,135.0
2012-03-27,141.55
2012-03-28,140.25
2012-03-29,143.25
2012-03-30,152.7
2012-04-02,153.85
2012-04-03,156.65
2012-04-04,156.05
2012-04-09,157.3
2012-04-10,157.8
2012-04-11,156.6
2012-04-12,156.1
2012-04-13,152.05
2012-04-16,151.25
2012-04-17,148.15
2012-04-18,147.8
2012-04-19,147.9
2012-04-20,148.1
2012-04-23,146.05
2012-04-24,152.45
2012-04-25,162.05
2012-04-26,160.15
2012-04-27,163.15
2012-04-28,165.5
2012-04-30,166.45
2012-05-02,170.1
2012-05-03,169.8
2012-05-04,166.2
2012-05-07,158.35
2012-05-08,160.7
2012-05-09,159.1
2012-05-10,161.7
2012-05-11,163.45
2012-05-14,164.75
2012-05-15,164.55
2012-05-16,160.75
2012-05-17,161.7
2012-05-18,162.7
2012-05-21,162.4
2012-05-22,161.35
2012-05-23,159.0
2012-05-24,163.55
2012-05-25,163.55
2012-05-28,164.3
2012-05-29,167.95
2012-05-30,171.8
2012-05-31,174.25
2012-06-01,172.7
2012-06-04,170.35
2012-06-05,173.0
2012-06-06,178.85
2012-06-07,182.2
2012-06-08,192.55
2012-06-11,196.6
2012-06-12,200.4
2012-06-13,201.3
2012-06-14,199.45
2012-06-15,198.0
2012-06-18,193.8
2012-06-19,189.95
2012-06-20,190.75
2012-06-21,189.75
2012-06-22,189.3
2012-06-25,193.3
2012-06-26,201.85
2012-06-27,204.85
2012-06-28,204.85
2012-06-29,209.65
2012-07-02,209.25
2012-07-03,211.75
2012-07-04,212.15
2012-07-05,211.75
2012-07-06,211.65
2012-07-09,211.8
2012-07-10,206.8
2012-07-11,199.55
2012-07-12,198.05
2012-07-13,200.1
2012-07-16,196.75
2012-07-17,197.55
2012-07-18,197.5
2012-07-19,195.85
2012-07-20,200.25
2012-07-23,199.4
2012-07-24,198.8
2012-07-25,197.45
2012-07-26,185.95
2012-07-27,187.0
2012-07-30,194.6
2012-07-31,187.9
2012-08-01,188.4
2012-08-02,187.1
2012-08-03,183.6
2012-08-06,176.55
2012-08-07,199.75
2012-08-08,205.85
2012-08-09,200.8
2012-08-10,198.75
2012-08-13,198.35
2012-08-14,198.25
2012-08-16,196.85
2012-08-17,196.65
2012-08-21,195.6
2012-08-22,193.45
2012-08-23,190.5
2012-08-24,199.75
2012-08-27,203.55
2012-08-28,203.55
2012-08-29,206.3
2012-08-30,208.25
2012-08-31,209.5
2012-09-03,215.6
2012-09-04,215.35
2012-09-05,215.75
2012-09-06,215.6
2012-09-07,222.8
2012-09-08,223.75
2012-09-10,219.9
2012-09-11,217.3
2012-09-12,221.85
2012-09-13,223.5
2012-09-14,239.65
2012-09-17,239.35
2012-09-18,236.55
2012-09-20,232.65
2012-09-21,231.75
2012-09-24,234.7
2012-09-25,238.7
2012-09-26,239.45
2012-09-27,252.45
2012-09-28,249.9
2012-10-01,251.5
2012-10-03,235.6
2012-10-04,230.6
2012-10-05,232.5
2012-10-08,226.1
2012-10-09,228.75
2012-10-10,225.75
2012-10-11,224.5
2012-10-12,218.8
2012-10-15,217.85
2012-10-16,225.65
2012-10-17,237.1
2012-10-18,230.85
2012-10-19,239.65
2012-10-22,241.05
2012-10-23,243.15
2012-10-25,247.65
2012-10-26,243.9
2012-10-29,249.8
2012-10-30,244.55
2012-10-31,237.7
2012-11-01,233.45
2012-11-02,220.3
2012-11-05,222.2
2012-11-06,217.5
2012-11-07,216.35
2012-11-08,215.95
2012-11-09,210.85
2012-11-12,168.7
2012-11-13,150.35
2012-11-15,165.05
2012-11-16,181.4
2012-11-19,188.55
2012-11-20,190.2
2012-11-21,187.15
2012-11-22,188.2
2012-11-23,190.85
2012-11-26,191.9
2012-11-27,189.05
2012-11-29,183.2
2012-11-30,183.6
2012-12-03,180.7
2012-12-04,182.05
2012-12-05,181.0
2012-12-06,179.35
2012-12-07,179.0
2012-12-10,178.85
2012-12-11,179.85
2012-12-12,179.75
2012-12-13,178.7
2012-12-14,180.45
2012-12-17,176.3
2012-12-18,171.65
2012-12-19,166.45
2012-12-20,159.7
2012-12-21,161.75
2012-12-24,165.65
2012-12-26,173.9
2012-12-27,182.55
2012-12-28,186.5
2012-12-31,195.45
