Date,EXCELINDUS
2012-01-02,55.9
2012-01-03,54.95
2012-01-04,56.15
2012-01-05,55.9
2012-01-06,55.85
2012-01-07,57.05
2012-01-09,55.65
2012-01-10,55.8
2012-01-11,57.2
2012-01-12,57.0
2012-01-13,57.8
2012-01-16,57.9
2012-01-17,57.6
2012-01-18,58.9
2012-01-19,60.0
2012-01-20,61.15
2012-01-23,64.55
2012-01-24,65.9
2012-01-25,69.75
2012-01-27,71.0
2012-01-30,68.85
2012-01-31,70.2
2012-02-01,70.8
2012-02-02,71.85
2012-02-03,70.8
2012-02-06,71.0
2012-02-07,70.5
2012-02-08,70.4
2012-02-09,70.5
2012-02-10,71.0
2012-02-13,71.0
2012-02-14,71.25
2012-02-15,70.95
2012-02-16,72.9
2012-02-17,71.65
2012-02-21,73.65
2012-02-22,73.55
2012-02-23,72.95
2012-02-24,72.15
2012-02-27,69.3
2012-02-28,68.45
2012-02-29,70.0
2012-03-01,68.6
2012-03-02,69.05
2012-03-03,67.2
2012-03-05,68.4
2012-03-06,70.2
2012-03-07,70.0
2012-03-09,71.95
2012-03-12,73.4
2012-03-13,72.6
2012-03-14,72.25
2012-03-15,69.15
2012-03-16,70.8
2012-03-19,70.2
2012-03-20,73.9
2012-03-21,70.45
2012-03-22,70.4
2012-03-23,69.65
2012-03-26,70.0
2012-03-27,69.95
2012-03-28,67.95
2012-03-29,68.0
2012-03-30,68.3
2012-04-02,67.75
2012-04-03,68.65
2012-04-04,68.5
2012-04-09,69.9
2012-04-10,68.5
2012-04-11,68.75
2012-04-12,67.2
2012-04-13,69.75
2012-04-16,68.5
2012-04-17,68.6
2012-04-18,69.75
2012-04-19,69.65
2012-04-20,70.5
2012-04-23,68.95
2012-04-24,70.0
2012-04-25,68.65
2012-04-27,69.25
2012-04-28,69.8
2012-04-30,68.0
2012-05-02,68.9
2012-05-03,67.3
2012-05-04,66.0
2012-05-07,67.4
2012-05-08,67.7
2012-05-09,66.15
2012-05-10,66.65
2012-05-11,65.65
2012-05-14,65.2
2012-05-15,64.4
2012-05-16,63.5
2012-05-17,63.35
2012-05-18,67.0
2012-05-21,66.0
2012-05-22,66.0
2012-05-23,66.05
2012-05-24,64.2
2012-05-25,68.15
2012-05-28,70.15
2012-05-29,67.05
2012-05-30,65.3
2012-05-31,63.25
2012-06-01,62.25
2012-06-04,62.0
2012-06-05,61.5
2012-06-06,62.3
2012-06-07,62.1
2012-06-08,60.75
2012-06-11,61.15
2012-06-12,61.0
2012-06-13,61.5
2012-06-14,60.65
2012-06-15,60.5
2012-06-18,62.0
2012-06-19,61.8
2012-06-20,64.6
2012-06-21,65.0
2012-06-22,65.5
2012-06-25,64.0
2012-06-26,64.0
2012-06-27,69.25
2012-06-28,67.1
2012-06-29,66.3
2012-07-02,67.5
2012-07-03,64.8
2012-07-04,68.0
2012-07-05,67.4
2012-07-06,69.55
2012-07-09,67.5
2012-07-09,67.5
2012-07-10,69.9
2012-07-11,68.2
2012-07-12,65.8
2012-07-13,66.1
2012-07-16,65.05
2012-07-17,63.4
2012-07-18,62.2
2012-07-19,66.85
2012-07-20,64.95
2012-07-23,70.35
2012-07-24,72.5
2012-07-25,72.1
2012-07-26,72.0
2012-07-27,71.0
2012-07-30,71.1
2012-07-31,70.05
2012-08-01,69.85
2012-08-02,71.0
2012-08-03,70.55
2012-08-06,70.9
2012-08-07,70.75
2012-08-08,71.1
2012-08-09,71.05
2012-08-10,71.8
2012-08-13,70.35
2012-08-14,70.05
2012-08-16,70.1
2012-08-17,70.55
2012-08-21,70.4
2012-08-22,69.35
2012-08-23,69.95
2012-08-24,69.35
2012-08-27,69.8
2012-08-28,69.75
2012-08-29,70.9
2012-08-30,69.05
2012-08-31,69.35
2012-09-03,70.0
2012-09-04,69.95
2012-09-05,70.6
2012-09-06,69.0
2012-09-07,72.95
2012-09-08,75.45
2012-09-10,74.95
2012-09-11,78.95
2012-09-12,86.15
2012-09-13,81.25
2012-09-14,79.6
2012-09-17,78.15
2012-09-18,78.05
2012-09-20,76.0
2012-09-21,77.95
2012-09-24,77.8
2012-09-25,77.0
2012-09-26,79.1
2012-09-27,79.6
2012-09-28,78.5
2012-10-01,78.55
2012-10-03,80.2
2012-10-04,81.35
2012-10-05,79.3
2012-10-08,78.7
2012-10-09,79.1
2012-10-10,83.4
2012-10-11,82.3
2012-10-12,82.75
2012-10-15,87.7
2012-10-16,89.2
2012-10-17,88.05
2012-10-18,87.65
2012-10-19,87.4
2012-10-22,86.25
2012-10-23,85.05
2012-10-25,82.6
2012-10-26,80.05
2012-10-29,83.7
2012-10-30,87.4
2012-10-31,84.1
2012-11-01,82.95
2012-11-02,80.8
2012-11-05,81.0
2012-11-06,81.5
2012-11-07,81.75
2012-11-08,82.45
2012-11-09,80.95
2012-11-12,82.35
2012-11-13,82.35
2012-11-15,81.9
2012-11-16,81.5
2012-11-19,81.9
2012-11-20,81.2
2012-11-21,80.75
2012-11-22,81.05
2012-11-23,81.0
2012-11-26,80.8
2012-11-27,81.0
2012-11-29,82.25
2012-11-30,84.0
2012-12-03,82.8
2012-12-04,81.65
2012-12-05,81.65
2012-12-06,80.95
2012-12-07,83.8
2012-12-10,82.25
2012-12-11,82.05
2012-12-12,82.25
2012-12-13,81.0
2012-12-14,81.5
2012-12-17,81.15
2012-12-18,81.2
2012-12-19,80.95
2012-12-20,81.9
2012-12-21,82.05
2012-12-24,81.9
2012-12-26,81.7
2012-12-27,81.15
2012-12-28,80.8
2012-12-31,81.4
