Date,UNIONBANK
2012-01-02,172.9
2012-01-03,175.1
2012-01-04,174.25
2012-01-05,171.6
2012-01-06,168.2
2012-01-07,170.25
2012-01-09,170.05
2012-01-10,178.6
2012-01-11,186.65
2012-01-12,192.3
2012-01-13,190.2
2012-01-16,185.85
2012-01-17,189.4
2012-01-18,185.85
2012-01-19,188.05
2012-01-20,195.5
2012-01-23,204.05
2012-01-24,212.75
2012-01-25,206.8
2012-01-27,215.05
2012-01-30,215.15
2012-01-31,228.2
2012-02-01,235.75
2012-02-02,234.25
2012-02-03,229.55
2012-02-06,240.7
2012-02-07,238.4
2012-02-08,237.7
2012-02-09,253.9
2012-02-10,250.4
2012-02-13,252.0
2012-02-14,255.9
2012-02-15,258.35
2012-02-16,257.45
2012-02-17,263.25
2012-02-21,267.2
2012-02-22,249.95
2012-02-23,247.75
2012-02-24,241.65
2012-02-27,223.3
2012-02-28,234.3
2012-02-29,233.15
2012-03-01,229.05
2012-03-02,232.65
2012-03-03,232.65
2012-03-05,227.65
2012-03-06,227.2
2012-03-07,230.95
2012-03-09,236.35
2012-03-12,238.1
2012-03-13,237.95
2012-03-14,246.65
2012-03-15,240.1
2012-03-16,230.4
2012-03-19,219.5
2012-03-20,224.7
2012-03-21,226.4
2012-03-22,215.8
2012-03-23,218.8
2012-03-26,212.6
2012-03-27,217.9
2012-03-28,221.85
2012-03-29,230.3
2012-03-30,235.8
2012-04-02,235.4
2012-04-03,237.7
2012-04-04,238.3
2012-04-09,236.05
2012-04-10,236.75
2012-04-11,228.95
2012-04-12,227.4
2012-04-13,230.95
2012-04-16,227.6
2012-04-17,228.4
2012-04-18,227.35
2012-04-19,219.95
2012-04-20,223.95
2012-04-23,217.25
2012-04-24,215.7
2012-04-25,214.8
2012-04-26,219.8
2012-04-27,219.95
2012-04-28,219.85
2012-04-30,224.25
2012-05-02,226.2
2012-05-03,222.1
2012-05-04,218.0
2012-05-07,215.05
2012-05-08,212.25
2012-05-09,202.95
2012-05-10,203.05
2012-05-11,205.8
2012-05-14,200.6
2012-05-15,202.4
2012-05-16,194.35
2012-05-17,194.55
2012-05-18,196.8
2012-05-21,203.8
2012-05-22,202.15
2012-05-23,200.95
2012-05-24,203.0
2012-05-25,205.4
2012-05-28,207.9
2012-05-29,204.1
2012-05-30,195.8
2012-05-31,201.65
2012-06-01,193.05
2012-06-04,192.35
2012-06-05,193.8
2012-06-06,200.6
2012-06-07,206.7
2012-06-08,212.55
2012-06-11,205.1
2012-06-12,212.4
2012-06-13,213.05
2012-06-14,208.0
2012-06-15,208.95
2012-06-18,203.95
2012-06-19,202.15
2012-06-20,204.55
2012-06-21,200.7
2012-06-22,201.35
2012-06-25,200.3
2012-06-26,206.35
2012-06-27,207.55
2012-06-28,204.95
2012-06-29,209.1
2012-07-02,209.3
2012-07-03,210.85
2012-07-04,212.05
2012-07-05,213.0
2012-07-06,212.25
2012-07-09,210.05
2012-07-10,210.65
2012-07-11,212.85
2012-07-12,212.85
2012-07-13,212.45
2012-07-16,207.7
2012-07-17,202.1
2012-07-18,196.25
2012-07-19,193.0
2012-07-20,191.9
2012-07-23,188.85
2012-07-24,187.2
2012-07-25,184.15
2012-07-26,177.95
2012-07-27,164.1
2012-07-30,169.85
2012-07-31,167.8
2012-08-01,173.35
2012-08-02,174.7
2012-08-03,171.25
2012-08-06,171.05
2012-08-07,170.45
2012-08-08,169.95
2012-08-09,163.4
2012-08-10,163.5
2012-08-13,162.45
2012-08-14,165.6
2012-08-16,165.9
2012-08-17,163.9
2012-08-21,165.55
2012-08-22,164.3
2012-08-23,163.4
2012-08-24,158.65
2012-08-27,154.85
2012-08-28,153.4
2012-08-29,151.8
2012-08-30,152.5
2012-08-31,156.75
2012-09-03,158.9
2012-09-04,158.15
2012-09-05,157.8
2012-09-06,156.35
2012-09-07,158.6
2012-09-08,159.2
2012-09-10,159.55
2012-09-11,162.8
2012-09-12,162.55
2012-09-13,159.55
2012-09-14,164.6
2012-09-17,176.95
2012-09-18,193.95
2012-09-20,195.25
2012-09-21,200.5
2012-09-24,204.05
2012-09-25,202.45
2012-09-26,201.45
2012-09-27,204.35
2012-09-28,207.85
2012-10-01,207.45
2012-10-03,204.75
2012-10-04,205.9
2012-10-05,200.35
2012-10-08,196.2
2012-10-09,197.05
2012-10-10,193.05
2012-10-11,202.55
2012-10-12,203.1
2012-10-15,204.15
2012-10-16,199.65
2012-10-17,199.4
2012-10-18,209.5
2012-10-19,209.45
2012-10-22,208.8
2012-10-23,204.75
2012-10-25,208.3
2012-10-26,206.35
2012-10-29,200.95
2012-10-30,192.9
2012-10-31,195.65
2012-11-01,206.4
2012-11-02,223.1
2012-11-05,221.65
2012-11-06,217.9
2012-11-07,231.9
2012-11-08,237.45
2012-11-09,228.85
2012-11-12,230.85
2012-11-13,228.45
2012-11-15,230.25
2012-11-16,222.6
2012-11-19,218.5
2012-11-20,216.4
2012-11-21,226.55
2012-11-22,231.2
2012-11-23,226.95
2012-11-26,225.45
2012-11-27,234.05
2012-11-29,233.9
2012-11-30,242.65
2012-12-03,237.9
2012-12-04,245.95
2012-12-05,247.2
2012-12-06,252.9
2012-12-07,252.25
2012-12-10,262.1
2012-12-11,255.5
2012-12-12,257.7
2012-12-13,256.35
2012-12-14,265.65
2012-12-17,274.3
2012-12-18,274.85
2012-12-19,270.1
2012-12-20,273.1
2012-12-21,263.25
2012-12-24,263.75
2012-12-26,268.95
2012-12-27,270.65
2012-12-28,274.75
2012-12-31,274.35
