Date,M&MFIN
2012-01-02,614.4
2012-01-03,609.0
2012-01-04,610.25
2012-01-05,611.7
2012-01-06,603.0
2012-01-07,606.65
2012-01-09,603.2
2012-01-10,614.3
2012-01-11,628.7
2012-01-12,626.5
2012-01-13,638.5
2012-01-16,633.85
2012-01-17,658.2
2012-01-18,660.05
2012-01-19,672.05
2012-01-20,665.7
2012-01-23,665.05
2012-01-24,695.65
2012-01-25,714.4
2012-01-27,710.5
2012-01-30,707.05
2012-01-31,703.7
2012-02-01,698.9
2012-02-02,710.6
2012-02-03,698.65
2012-02-06,701.3
2012-02-07,693.95
2012-02-08,692.95
2012-02-09,700.9
2012-02-10,709.0
2012-02-13,702.5
2012-02-14,701.9
2012-02-15,702.95
2012-02-16,709.9
2012-02-17,724.6
2012-02-21,754.25
2012-02-22,721.95
2012-02-23,719.75
2012-02-24,727.6
2012-02-27,736.9
2012-02-28,744.9
2012-02-29,759.35
2012-03-01,734.1
2012-03-02,700.6
2012-03-03,706.85
2012-03-05,676.0
2012-03-06,684.4
2012-03-07,692.55
2012-03-09,708.2
2012-03-12,716.35
2012-03-13,711.55
2012-03-14,705.4
2012-03-15,702.0
2012-03-16,709.3
2012-03-19,692.25
2012-03-20,690.15
2012-03-21,677.6
2012-03-22,667.9
2012-03-23,677.3
2012-03-26,661.25
2012-03-27,661.3
2012-03-28,660.85
2012-03-29,667.6
2012-03-30,670.4
2012-04-02,669.95
2012-04-03,681.7
2012-04-04,691.35
2012-04-09,674.2
2012-04-10,673.8
2012-04-11,662.2
2012-04-12,664.8
2012-04-13,663.7
2012-04-16,663.75
2012-04-17,658.75
2012-04-18,665.75
2012-04-19,678.2
2012-04-20,674.7
2012-04-23,664.7
2012-04-24,670.4
2012-04-25,672.1
2012-04-26,675.9
2012-04-27,693.0
2012-04-28,690.7
2012-04-30,692.4
2012-05-02,684.95
2012-05-03,681.35
2012-05-04,667.15
2012-05-07,676.55
2012-05-08,670.7
2012-05-09,660.8
2012-05-10,662.6
2012-05-11,661.35
2012-05-14,665.2
2012-05-15,665.65
2012-05-16,659.0
2012-05-17,657.05
2012-05-18,650.5
2012-05-21,647.4
2012-05-22,647.45
2012-05-23,638.7
2012-05-24,627.65
2012-05-25,615.7
2012-05-28,627.95
2012-05-29,640.0
2012-05-30,631.6
2012-05-31,635.05
2012-06-01,636.95
2012-06-04,630.0
2012-06-05,625.0
2012-06-06,628.85
2012-06-07,634.75
2012-06-08,634.9
2012-06-11,635.55
2012-06-12,634.5
2012-06-13,619.45
2012-06-14,605.4
2012-06-15,608.3
2012-06-18,615.6
2012-06-19,615.0
2012-06-20,625.55
2012-06-21,634.35
2012-06-22,634.7
2012-06-25,639.4
2012-06-26,639.85
2012-06-27,635.4
2012-06-28,640.6
2012-06-29,645.2
2012-07-02,646.6
2012-07-03,644.7
2012-07-04,670.9
2012-07-05,676.8
2012-07-06,681.9
2012-07-09,666.5
2012-07-09,666.5
2012-07-10,672.8
2012-07-11,693.85
2012-07-12,673.1
2012-07-13,656.1
2012-07-16,671.95
2012-07-17,666.7
2012-07-18,670.0
2012-07-19,670.1
2012-07-20,677.5
2012-07-23,686.55
2012-07-24,671.3
2012-07-25,684.45
2012-07-26,670.3
2012-07-27,683.15
2012-07-30,692.8
2012-07-31,709.65
2012-08-01,733.35
2012-08-02,737.45
2012-08-03,739.0
2012-08-06,736.25
2012-08-07,742.4
2012-08-08,747.8
2012-08-09,762.35
2012-08-10,784.95
2012-08-13,780.1
2012-08-14,780.25
2012-08-16,778.45
2012-08-17,780.4
2012-08-21,755.55
2012-08-22,771.95
2012-08-23,789.0
2012-08-24,774.75
2012-08-27,771.45
2012-08-28,759.85
2012-08-29,750.05
2012-08-30,746.15
2012-08-31,737.55
2012-09-03,745.0
2012-09-04,742.75
2012-09-05,738.2
2012-09-06,751.3
2012-09-07,784.5
2012-09-08,798.45
2012-09-10,814.6
2012-09-11,803.4
2012-09-12,804.7
2012-09-13,796.1
2012-09-14,793.85
2012-09-17,788.15
2012-09-18,792.75
2012-09-20,845.95
2012-09-21,837.2
2012-09-24,859.55
2012-09-25,862.75
2012-09-26,886.9
2012-09-27,901.2
2012-09-28,897.4
2012-10-01,881.2
2012-10-03,899.9
2012-10-04,896.75
2012-10-05,890.1
2012-10-08,895.0
2012-10-09,895.2
2012-10-10,878.2
2012-10-11,879.7
2012-10-12,883.35
2012-10-15,885.05
2012-10-16,874.3
2012-10-17,857.9
2012-10-18,884.35
2012-10-19,884.05
2012-10-22,891.8
2012-10-23,889.95
2012-10-25,890.2
2012-10-26,889.8
2012-10-29,889.65
2012-10-30,871.2
2012-10-31,866.65
2012-11-01,879.75
2012-11-02,889.6
2012-11-05,894.75
2012-11-06,893.65
2012-11-07,889.8
2012-11-08,905.45
2012-11-09,961.4
2012-11-12,961.75
2012-11-13,950.15
2012-11-15,995.15
2012-11-16,998.65
2012-11-19,980.25
2012-11-20,970.35
2012-11-21,980.75
2012-11-22,986.05
2012-11-23,990.05
2012-11-26,980.8
2012-11-27,991.55
2012-11-29,994.6
2012-11-30,1000.2
2012-12-03,1014.75
2012-12-04,1005.15
2012-12-05,1004.4
2012-12-06,1007.3
2012-12-07,998.7
2012-12-10,1054.2
2012-12-11,1039.35
2012-12-12,1044.1
2012-12-13,1056.2
2012-12-14,1089.6
2012-12-17,1070.2
2012-12-18,1079.2
2012-12-19,1095.75
2012-12-20,1079.65
2012-12-21,1093.5
2012-12-24,1099.95
2012-12-26,1118.1
2012-12-27,1122.4
2012-12-28,1124.2
2012-12-31,1098.5
