Date,COSMOFILMS
2012-01-02,71.4
2012-01-03,73.75
2012-01-04,75.6
2012-01-05,75.35
2012-01-06,76.85
2012-01-07,77.5
2012-01-09,81.15
2012-01-10,82.45
2012-01-11,83.65
2012-01-12,84.5
2012-01-13,85.05
2012-01-16,84.75
2012-01-17,85.0
2012-01-18,83.85
2012-01-19,83.45
2012-01-20,82.85
2012-01-23,83.65
2012-01-24,84.5
2012-01-25,83.45
2012-01-27,85.1
2012-01-30,85.1
2012-01-31,87.5
2012-02-01,88.2
2012-02-02,88.8
2012-02-03,91.75
2012-02-06,92.0
2012-02-07,90.25
2012-02-08,92.3
2012-02-09,93.3
2012-02-10,92.1
2012-02-13,92.85
2012-02-14,92.5
2012-02-15,92.65
2012-02-16,92.8
2012-02-17,93.65
2012-02-21,94.45
2012-02-22,91.75
2012-02-23,91.7
2012-02-24,91.9
2012-02-27,88.95
2012-02-28,89.5
2012-02-29,91.55
2012-03-01,90.9
2012-03-02,90.05
2012-03-03,90.2
2012-03-05,92.95
2012-03-06,92.05
2012-03-07,91.05
2012-03-09,90.95
2012-03-12,90.7
2012-03-13,91.05
2012-03-14,90.2
2012-03-15,89.05
2012-03-16,89.25
2012-03-19,88.7
2012-03-20,88.7
2012-03-21,88.55
2012-03-22,88.4
2012-03-23,87.9
2012-03-26,86.5
2012-03-27,85.9
2012-03-28,84.6
2012-03-29,85.7
2012-03-30,87.4
2012-04-02,88.5
2012-04-03,90.1
2012-04-04,89.1
2012-04-09,88.45
2012-04-10,87.45
2012-04-11,90.35
2012-04-12,91.35
2012-04-13,89.15
2012-04-16,89.05
2012-04-17,88.5
2012-04-18,89.25
2012-04-19,90.05
2012-04-20,90.35
2012-04-23,89.05
2012-04-24,89.4
2012-04-25,87.4
2012-04-26,86.2
2012-04-27,86.05
2012-04-28,86.25
2012-04-30,87.15
2012-05-02,87.65
2012-05-03,87.0
2012-05-04,85.4
2012-05-07,85.95
2012-05-08,84.7
2012-05-09,84.3
2012-05-10,83.85
2012-05-11,83.3
2012-05-14,83.5
2012-05-15,84.05
2012-05-16,82.8
2012-05-17,83.1
2012-05-18,84.0
2012-05-21,84.55
2012-05-22,85.0
2012-05-23,84.8
2012-05-24,86.4
2012-05-25,87.3
2012-05-28,88.25
2012-05-29,88.85
2012-05-30,87.15
2012-05-31,87.6
2012-06-01,86.1
2012-06-04,86.25
2012-06-05,86.15
2012-06-06,87.1
2012-06-07,88.5
2012-06-08,88.9
2012-06-11,89.8
2012-06-12,89.0
2012-06-13,88.8
2012-06-14,88.5
2012-06-15,88.9
2012-06-18,87.25
2012-06-19,88.7
2012-06-20,88.95
2012-06-21,89.4
2012-06-22,90.3
2012-06-25,90.2
2012-06-26,90.45
2012-06-27,94.2
2012-06-28,96.4
2012-06-29,96.6
2012-07-02,96.0
2012-07-03,97.15
2012-07-04,97.2
2012-07-05,97.35
2012-07-06,97.6
2012-07-09,98.4
2012-07-09,98.4
2012-07-10,98.6
2012-07-11,98.2
2012-07-12,97.0
2012-07-13,96.8
2012-07-16,95.95
2012-07-17,94.95
2012-07-18,93.8
2012-07-19,97.8
2012-07-20,91.1
2012-07-23,86.8
2012-07-24,85.95
2012-07-25,83.45
2012-07-26,81.6
2012-07-27,82.0
2012-07-30,83.0
2012-07-31,83.05
2012-08-01,84.05
2012-08-02,84.05
2012-08-03,85.1
2012-08-06,86.55
2012-08-07,87.5
2012-08-08,87.15
2012-08-09,83.65
2012-08-10,82.25
2012-08-13,82.8
2012-08-14,82.4
2012-08-16,82.6
2012-08-17,82.35
2012-08-21,81.8
2012-08-22,81.95
2012-08-23,81.05
2012-08-24,80.9
2012-08-27,79.25
2012-08-28,78.7
2012-08-29,77.8
2012-08-30,77.7
2012-08-31,78.0
2012-09-03,79.45
2012-09-04,80.15
2012-09-05,80.0
2012-09-06,80.85
2012-09-07,86.75
2012-09-08,91.25
2012-09-10,93.95
2012-09-11,90.25
2012-09-12,89.75
2012-09-13,87.35
2012-09-14,87.15
2012-09-17,86.45
2012-09-18,88.1
2012-09-20,86.8
2012-09-21,87.4
2012-09-24,87.65
2012-09-25,87.9
2012-09-26,87.95
2012-09-27,87.45
2012-09-28,87.7
2012-10-01,90.85
2012-10-03,91.05
2012-10-04,90.5
2012-10-05,88.8
2012-10-08,88.25
2012-10-09,91.1
2012-10-10,89.85
2012-10-11,89.6
2012-10-12,89.2
2012-10-15,88.95
2012-10-16,90.85
2012-10-17,89.6
2012-10-18,90.35
2012-10-19,89.4
2012-10-22,88.35
2012-10-23,88.2
2012-10-25,88.9
2012-10-26,86.65
2012-10-29,86.7
2012-10-30,86.85
2012-10-31,88.45
2012-11-01,86.2
2012-11-02,86.5
2012-11-05,86.4
2012-11-06,85.05
2012-11-07,84.85
2012-11-08,84.15
2012-11-09,83.1
2012-11-12,80.1
2012-11-13,80.75
2012-11-15,80.15
2012-11-16,79.95
2012-11-19,80.05
2012-11-20,77.75
2012-11-21,76.45
2012-11-22,76.35
2012-11-23,76.5
2012-11-26,76.25
2012-11-27,76.65
2012-11-29,78.1
2012-11-30,79.05
2012-12-03,80.6
2012-12-04,80.3
2012-12-05,80.65
2012-12-06,82.05
2012-12-07,79.35
2012-12-10,80.0
2012-12-11,78.85
2012-12-12,79.4
2012-12-13,77.85
2012-12-14,78.3
2012-12-17,78.45
2012-12-18,79.1
2012-12-19,78.0
2012-12-20,78.25
2012-12-21,77.75
2012-12-24,79.2
2012-12-26,78.65
2012-12-27,77.85
2012-12-28,77.85
2012-12-31,78.65
