Date,GOLDSHARE
2012-01-02,2618.45
2012-01-03,2637.55
2012-01-04,2647.8
2012-01-05,2655.8
2012-01-06,2661.75
2012-01-07,2654.1
2012-01-09,2641.8
2012-01-10,2633.7
2012-01-11,2642.85
2012-01-12,2647.55
2012-01-13,2616.15
2012-01-16,2627.35
2012-01-17,2635.6
2012-01-18,2624.9
2012-01-19,2625.75
2012-01-20,2607.5
2012-01-23,2623.25
2012-01-24,2613.95
2012-01-25,2608.25
2012-01-27,2649.85
2012-01-30,2658.7
2012-01-31,2672.85
2012-02-01,2671.85
2012-02-02,2670.85
2012-02-03,2676.3
2012-02-06,2631.05
2012-02-07,2647.55
2012-02-08,2669.35
2012-02-09,2673.2
2012-02-10,2659.7
2012-02-13,2643.4
2012-02-14,2641.35
2012-02-15,2653.9
2012-02-16,2654.55
2012-02-17,2646.65
2012-02-21,2659.15
2012-02-22,2675.35
2012-02-23,2712.35
2012-02-24,2710.35
2012-02-27,2696.05
2012-02-28,2704.35
2012-02-29,2713.45
2012-03-01,2667.1
2012-03-02,2674.35
2012-03-03,2684.75
2012-03-05,2666.75
2012-03-06,2675.55
2012-03-07,2671.0
2012-03-09,2663.7
2012-03-12,2669.95
2012-03-13,2670.35
2012-03-14,2646.4
2012-03-15,2624.45
2012-03-16,2647.85
2012-03-19,2656.3
2012-03-20,2647.6
2012-03-21,2656.45
2012-03-22,2655.9
2012-03-23,2667.8
2012-03-26,2675.1
2012-03-27,2676.2
2012-03-28,2666.2
2012-03-29,2667.0
2012-03-30,2666.6
2012-04-02,2672.45
2012-04-03,2670.25
2012-04-04,2665.05
2012-04-09,2672.95
2012-04-10,2673.7
2012-04-11,2686.3
2012-04-12,2676.3
2012-04-13,2693.1
2012-04-16,2680.0
2012-04-17,2680.75
2012-04-18,2681.7
2012-04-19,2689.25
2012-04-20,2701.95
2012-04-23,2711.0
2012-04-24,2755.85
2012-04-25,2729.55
2012-04-26,2732.75
2012-04-27,2744.1
2012-04-28,2750.7
2012-04-30,2766.9
2012-05-02,2773.95
2012-05-03,2768.15
2012-05-04,2761.15
2012-05-07,2748.75
2012-05-08,2738.6
2012-05-09,2704.3
2012-05-10,2713.15
2012-05-11,2703.15
2012-05-14,2694.4
2012-05-15,2686.5
2012-05-16,2673.4
2012-05-17,2693.9
2012-05-18,2737.3
2012-05-21,2748.95
2012-05-22,2740.15
2012-05-23,2746.45
2012-05-24,2749.05
2012-05-25,2730.35
2012-05-28,2746.25
2012-05-29,2759.0
2012-05-30,2739.1
2012-05-31,2760.7
2012-06-01,2743.6
2012-06-04,2794.4
2012-06-05,2800.45
2012-06-06,2814.25
2012-06-07,2791.5
2012-06-08,2760.9
2012-06-11,2782.45
2012-06-12,2789.0
2012-06-13,2809.2
2012-06-14,2819.3
2012-06-15,2839.6
2012-06-18,2834.25
2012-06-19,2869.3
2012-06-20,2863.45
2012-06-21,2858.2
2012-06-22,2837.45
2012-06-25,2848.05
2012-06-26,2851.7
2012-06-27,2848.45
2012-06-28,2844.3
2012-06-29,2812.7
2012-07-02,2832.25
2012-07-03,2817.05
2012-07-04,2812.35
2012-07-05,2835.05
2012-07-06,2824.85
2012-07-09,2826.6
2012-07-09,2826.6
2012-07-10,2825.95
2012-07-11,2797.15
2012-07-12,2797.75
2012-07-13,2797.25
2012-07-16,2797.7
2012-07-17,2804.7
2012-07-18,2799.25
2012-07-19,2808.15
2012-07-20,2798.8
2012-07-23,2801.75
2012-07-24,2802.2
2012-07-25,2820.35
2012-07-26,2828.65
2012-07-27,2830.4
2012-07-30,2830.2
2012-07-31,2839.05
2012-08-01,2827.3
2012-08-02,2824.55
2012-08-03,2824.9
2012-08-06,2817.75
2012-08-07,2816.4
2012-08-08,2802.2
2012-08-09,2813.5
2012-08-10,2815.95
2012-08-13,2835.95
2012-08-14,2835.2
2012-08-16,2837.45
2012-08-17,2842.0
2012-08-21,2853.1
2012-08-22,2866.35
2012-08-23,2886.75
2012-08-24,2903.4
2012-08-27,2920.7
2012-08-28,2919.15
2012-08-29,2924.15
2012-08-30,2912.65
2012-08-31,2935.25
2012-09-03,2958.05
2012-09-04,2985.65
2012-09-05,3000.6
2012-09-06,3023.8
2012-09-07,3003.7
2012-09-08,3057.15
2012-09-10,3077.65
2012-09-11,3062.55
2012-09-12,3075.9
2012-09-13,3079.45
2012-09-14,3104.25
2012-09-17,3069.7
2012-09-18,3060.85
2012-09-20,3075.5
2012-09-21,3047.7
2012-09-24,3017.65
2012-09-25,3028.3
2012-09-26,3017.45
2012-09-27,3006.6
2012-09-28,3008.85
2012-10-01,2990.7
2012-10-03,2985.5
2012-10-04,2981.95
2012-10-05,2978.55
2012-10-08,2970.85
2012-10-09,2995.4
2012-10-10,3001.8
2012-10-11,2998.8
2012-10-12,2995.35
2012-10-15,2974.05
2012-10-16,2962.9
2012-10-17,2974.8
2012-10-18,2976.65
2012-10-19,2990.5
2012-10-22,2964.05
2012-10-23,2962.65
2012-10-25,2946.7
2012-10-26,2949.15
2012-10-29,2966.75
2012-10-30,2969.6
2012-10-31,2967.65
2012-11-01,2978.55
2012-11-02,2949.05
2012-11-05,2932.15
2012-11-06,2952.1
2012-11-07,2987.5
2012-11-08,3001.2
2012-11-09,3020.45
2012-11-11,3050.45
2012-11-12,3038.0
2012-11-13,3049.55
2012-11-15,3017.95
2012-11-16,3011.55
