Date,BLUESTARCO
2012-01-02,166.1
2012-01-03,166.25
2012-01-04,166.9
2012-01-05,164.15
2012-01-06,163.9
2012-01-07,163.4
2012-01-09,162.35
2012-01-10,164.85
2012-01-11,169.3
2012-01-12,174.55
2012-01-13,173.6
2012-01-16,170.7
2012-01-17,173.0
2012-01-18,169.65
2012-01-19,172.65
2012-01-20,170.35
2012-01-23,173.5
2012-01-24,175.2
2012-01-25,174.05
2012-01-27,178.5
2012-01-30,171.85
2012-01-31,169.7
2012-02-01,170.1
2012-02-02,170.0
2012-02-03,169.5
2012-02-06,183.1
2012-02-07,179.35
2012-02-08,182.75
2012-02-09,194.7
2012-02-10,194.15
2012-02-13,191.35
2012-02-14,194.95
2012-02-15,198.8
2012-02-16,202.25
2012-02-17,200.6
2012-02-21,197.7
2012-02-22,191.5
2012-02-23,190.05
2012-02-24,188.05
2012-02-27,182.9
2012-02-28,188.5
2012-02-29,188.5
2012-03-01,185.05
2012-03-02,182.0
2012-03-03,184.45
2012-03-05,183.4
2012-03-06,180.6
2012-03-07,178.95
2012-03-09,181.35
2012-03-12,183.05
2012-03-13,183.7
2012-03-14,185.1
2012-03-15,186.65
2012-03-16,190.3
2012-03-19,190.25
2012-03-20,192.45
2012-03-21,191.8
2012-03-22,194.75
2012-03-23,200.1
2012-03-26,198.0
2012-03-27,194.75
2012-03-28,193.15
2012-03-29,193.9
2012-03-30,186.5
2012-04-02,189.4
2012-04-03,195.9
2012-04-04,194.75
2012-04-09,196.1
2012-04-10,195.3
2012-04-11,192.75
2012-04-12,197.8
2012-04-13,193.9
2012-04-16,193.8
2012-04-17,189.9
2012-04-18,191.3
2012-04-19,187.85
2012-04-20,186.75
2012-04-23,185.0
2012-04-24,185.15
2012-04-25,185.0
2012-04-26,185.3
2012-04-27,185.1
2012-04-28,184.05
2012-04-30,185.15
2012-05-02,185.05
2012-05-03,185.75
2012-05-04,185.0
2012-05-07,185.75
2012-05-08,186.65
2012-05-09,185.5
2012-05-10,185.4
2012-05-11,184.7
2012-05-14,185.05
2012-05-15,185.0
2012-05-16,185.0
2012-05-17,178.05
2012-05-18,172.45
2012-05-21,166.65
2012-05-22,166.85
2012-05-23,163.05
2012-05-24,162.85
2012-05-25,160.5
2012-05-28,160.15
2012-05-29,161.6
2012-05-30,162.2
2012-05-31,164.45
2012-06-01,163.9
2012-06-04,159.85
2012-06-05,160.1
2012-06-06,162.0
2012-06-07,163.35
2012-06-08,162.45
2012-06-11,162.95
2012-06-12,162.35
2012-06-13,164.05
2012-06-14,160.05
2012-06-15,161.2
2012-06-18,161.55
2012-06-19,159.95
2012-06-20,165.45
2012-06-21,164.3
2012-06-22,165.7
2012-06-25,165.9
2012-06-26,162.6
2012-06-27,163.45
2012-06-28,162.75
2012-06-29,163.45
2012-07-02,163.95
2012-07-03,163.85
2012-07-04,183.6
2012-07-05,181.6
2012-07-06,184.95
2012-07-09,184.2
2012-07-09,184.2
2012-07-10,185.65
2012-07-11,187.05
2012-07-12,183.05
2012-07-13,191.4
2012-07-16,190.1
2012-07-17,190.65
2012-07-18,190.15
2012-07-19,190.0
2012-07-20,190.05
2012-07-23,187.0
2012-07-24,185.05
2012-07-25,186.05
2012-07-26,185.0
2012-07-27,185.0
2012-07-30,185.1
2012-07-31,190.65
2012-08-01,194.8
2012-08-02,192.1
2012-08-03,190.45
2012-08-06,192.6
2012-08-07,192.85
2012-08-08,193.55
2012-08-09,190.2
2012-08-10,187.45
2012-08-13,189.3
2012-08-14,192.5
2012-08-16,192.5
2012-08-17,191.8
2012-08-21,185.4
2012-08-22,183.8
2012-08-23,183.7
2012-08-24,184.05
2012-08-27,182.6
2012-08-28,178.15
2012-08-29,175.2
2012-08-30,176.25
2012-08-31,177.15
2012-09-03,176.3
2012-09-04,171.85
2012-09-05,169.95
2012-09-06,171.15
2012-09-07,173.75
2012-09-08,172.1
2012-09-10,170.85
2012-09-11,169.75
2012-09-12,169.9
2012-09-13,166.1
2012-09-14,165.85
2012-09-17,168.35
2012-09-18,170.7
2012-09-20,171.15
2012-09-21,177.9
2012-09-24,180.85
2012-09-25,180.3
2012-09-26,180.0
2012-09-27,180.25
2012-09-28,179.9
2012-10-01,190.15
2012-10-03,190.25
2012-10-04,200.25
2012-10-05,217.75
2012-10-08,215.95
2012-10-09,212.6
2012-10-10,206.7
2012-10-11,213.6
2012-10-12,212.05
2012-10-15,210.95
2012-10-16,208.0
2012-10-17,208.9
2012-10-18,206.9
2012-10-19,213.4
2012-10-22,201.65
2012-10-23,199.3
2012-10-25,203.75
2012-10-26,195.95
2012-10-29,197.6
2012-10-30,197.25
2012-10-31,198.75
2012-11-01,200.45
2012-11-02,202.75
2012-11-05,196.95
2012-11-06,193.9
2012-11-07,191.65
2012-11-08,189.2
2012-11-09,191.75
2012-11-12,190.05
2012-11-13,193.35
2012-11-15,191.95
2012-11-16,190.15
2012-11-19,185.2
2012-11-20,187.4
2012-11-21,187.0
2012-11-22,188.9
2012-11-23,185.9
2012-11-26,185.1
2012-11-27,189.1
2012-11-29,190.05
2012-11-30,194.85
2012-12-03,198.4
2012-12-04,198.25
2012-12-05,195.85
2012-12-06,197.75
2012-12-07,197.05
2012-12-10,201.25
2012-12-11,198.0
2012-12-12,194.0
2012-12-13,192.25
2012-12-14,192.35
2012-12-17,192.3
2012-12-18,191.55
2012-12-19,192.25
2012-12-20,189.35
2012-12-21,184.7
2012-12-24,184.9
2012-12-26,182.6
2012-12-27,181.95
2012-12-28,180.1
2012-12-31,179.55
