Date,RAMCOIND
2012-01-02,38.05
2012-01-03,39.0
2012-01-04,38.75
2012-01-05,38.75
2012-01-06,38.15
2012-01-07,38.6
2012-01-09,38.5
2012-01-10,41.25
2012-01-11,42.25
2012-01-12,41.7
2012-01-13,41.8
2012-01-16,41.15
2012-01-17,41.05
2012-01-18,40.7
2012-01-19,41.65
2012-01-20,41.6
2012-01-23,41.6
2012-01-24,41.9
2012-01-25,42.5
2012-01-27,41.85
2012-01-30,41.2
2012-01-31,42.85
2012-02-01,42.95
2012-02-02,43.0
2012-02-03,44.05
2012-02-06,46.15
2012-02-07,46.25
2012-02-08,46.1
2012-02-09,46.7
2012-02-10,45.75
2012-02-13,44.4
2012-02-14,43.9
2012-02-15,45.05
2012-02-16,45.45
2012-02-17,44.0
2012-02-21,44.65
2012-02-22,43.75
2012-02-23,43.65
2012-02-24,43.15
2012-02-27,41.5
2012-02-28,42.95
2012-02-29,43.0
2012-03-01,45.25
2012-03-02,44.9
2012-03-03,45.55
2012-03-05,46.0
2012-03-06,45.5
2012-03-07,45.95
2012-03-09,45.05
2012-03-12,44.15
2012-03-13,45.5
2012-03-14,44.85
2012-03-15,44.35
2012-03-16,44.55
2012-03-19,43.05
2012-03-20,45.3
2012-03-21,46.05
2012-03-22,45.2
2012-03-23,45.9
2012-03-26,45.8
2012-03-27,44.05
2012-03-28,43.75
2012-03-29,45.65
2012-03-30,44.75
2012-04-02,45.4
2012-04-03,45.95
2012-04-04,45.55
2012-04-09,46.1
2012-04-10,45.95
2012-04-11,44.8
2012-04-12,45.0
2012-04-13,44.5
2012-04-16,44.5
2012-04-17,43.75
2012-04-18,44.5
2012-04-19,44.2
2012-04-20,44.5
2012-04-23,44.1
2012-04-24,44.65
2012-04-25,44.1
2012-04-26,44.0
2012-04-27,44.05
2012-04-30,44.1
2012-05-02,44.45
2012-05-03,43.75
2012-05-04,43.35
2012-05-07,43.4
2012-05-08,43.1
2012-05-09,43.3
2012-05-10,42.7
2012-05-11,43.05
2012-05-14,42.2
2012-05-15,42.5
2012-05-16,42.55
2012-05-17,43.0
2012-05-18,42.35
2012-05-21,42.5
2012-05-22,42.55
2012-05-23,42.1
2012-05-24,42.2
2012-05-25,43.15
2012-05-28,43.55
2012-05-29,43.45
2012-05-30,43.5
2012-05-31,43.05
2012-06-01,42.95
2012-06-04,42.5
2012-06-05,44.7
2012-06-06,47.0
2012-06-07,46.85
2012-06-08,47.0
2012-06-11,47.05
2012-06-12,48.35
2012-06-13,52.9
2012-06-14,49.35
2012-06-15,49.4
2012-06-18,48.4
2012-06-19,47.95
2012-06-20,48.4
2012-06-21,48.7
2012-06-22,49.05
2012-06-25,50.9
2012-06-26,50.7
2012-06-27,49.9
2012-06-28,48.85
2012-06-29,49.4
2012-07-02,53.05
2012-07-03,51.55
2012-07-04,51.95
2012-07-05,51.35
2012-07-06,51.0
2012-07-09,53.1
2012-07-10,57.0
2012-07-11,54.7
2012-07-12,53.7
2012-07-13,54.45
2012-07-16,54.15
2012-07-17,53.55
2012-07-18,52.75
2012-07-19,53.15
2012-07-20,54.95
2012-07-23,54.2
2012-07-24,55.2
2012-07-25,54.35
2012-07-26,54.05
2012-07-27,53.35
2012-07-30,53.5
2012-07-31,53.4
2012-08-01,54.1
2012-08-02,54.7
2012-08-03,54.0
2012-08-06,54.5
2012-08-07,54.35
2012-08-08,54.3
2012-08-09,52.8
2012-08-10,52.65
2012-08-13,52.5
2012-08-14,54.2
2012-08-16,57.65
2012-08-17,59.5
2012-08-21,57.1
2012-08-22,58.6
2012-08-23,57.45
2012-08-24,56.85
2012-08-27,53.55
2012-08-28,52.85
2012-08-29,53.6
2012-08-30,53.0
2012-08-31,53.15
2012-09-03,52.6
2012-09-04,52.7
2012-09-05,50.85
2012-09-06,52.1
2012-09-07,52.05
2012-09-08,52.9
2012-09-10,52.4
2012-09-11,52.9
2012-09-12,52.4
2012-09-13,52.2
2012-09-14,52.05
2012-09-17,52.05
2012-09-18,52.6
2012-09-20,52.45
2012-09-21,52.85
2012-09-24,53.85
2012-09-25,52.8
2012-09-26,53.1
2012-09-27,56.1
2012-09-28,58.35
2012-10-01,58.25
2012-10-03,60.55
2012-10-04,61.05
2012-10-05,64.15
2012-10-08,62.25
2012-10-09,63.95
2012-10-10,63.1
2012-10-11,62.35
2012-10-12,67.5
2012-10-15,66.9
2012-10-16,65.75
2012-10-17,63.9
2012-10-18,64.75
2012-10-19,64.3
2012-10-22,63.6
2012-10-23,63.2
2012-10-25,64.6
2012-10-26,64.65
2012-10-29,63.55
2012-10-30,64.55
2012-10-31,64.05
2012-11-01,65.3
2012-11-02,67.2
2012-11-05,66.4
2012-11-06,64.85
2012-11-07,64.1
2012-11-08,63.15
2012-11-09,64.0
2012-11-12,64.5
2012-11-13,65.85
2012-11-15,65.9
2012-11-16,65.4
2012-11-19,65.25
2012-11-20,63.65
2012-11-21,62.85
2012-11-22,63.0
2012-11-23,62.5
2012-11-26,61.7
2012-11-27,62.45
2012-11-29,62.05
2012-11-30,61.9
2012-12-03,60.9
2012-12-04,62.6
2012-12-05,66.05
2012-12-06,66.75
2012-12-07,66.45
2012-12-10,69.1
2012-12-11,72.95
2012-12-12,72.4
2012-12-13,69.85
2012-12-14,69.85
2012-12-17,70.25
2012-12-18,70.1
2012-12-19,70.55
2012-12-20,69.45
2012-12-21,69.65
2012-12-24,71.85
2012-12-26,71.05
2012-12-27,70.75
2012-12-28,69.55
2012-12-31,70.05
