Date,AARTIIND
2012-01-02,47.5
2012-01-03,48.0
2012-01-04,47.6
2012-01-05,47.6
2012-01-06,47.9
2012-01-07,47.95
2012-01-09,47.35
2012-01-10,49.3
2012-01-11,48.85
2012-01-12,49.1
2012-01-13,49.15
2012-01-16,49.2
2012-01-17,49.05
2012-01-18,48.85
2012-01-19,49.85
2012-01-20,49.35
2012-01-23,49.05
2012-01-24,49.05
2012-01-25,50.35
2012-01-27,57.05
2012-01-30,54.95
2012-01-31,55.75
2012-02-01,59.9
2012-02-02,59.65
2012-02-03,59.45
2012-02-06,58.65
2012-02-07,58.25
2012-02-08,59.0
2012-02-09,59.25
2012-02-10,59.0
2012-02-13,59.1
2012-02-14,59.05
2012-02-15,59.05
2012-02-16,59.25
2012-02-17,59.0
2012-02-21,58.65
2012-02-22,57.55
2012-02-23,57.6
2012-02-24,57.45
2012-02-27,56.0
2012-02-28,57.75
2012-02-29,58.95
2012-03-01,58.55
2012-03-02,58.75
2012-03-03,59.25
2012-03-05,56.75
2012-03-06,57.55
2012-03-07,57.65
2012-03-09,58.0
2012-03-12,58.2
2012-03-13,58.4
2012-03-14,58.15
2012-03-15,59.0
2012-03-16,58.45
2012-03-19,57.75
2012-03-20,58.1
2012-03-21,60.1
2012-03-22,59.05
2012-03-23,59.8
2012-03-26,59.55
2012-03-27,59.0
2012-03-28,58.35
2012-03-29,58.5
2012-03-30,60.5
2012-04-02,60.75
2012-04-03,60.8
2012-04-04,61.15
2012-04-09,61.8
2012-04-10,62.6
2012-04-11,64.35
2012-04-12,65.7
2012-04-13,65.95
2012-04-16,64.75
2012-04-17,66.75
2012-04-18,68.5
2012-04-19,70.05
2012-04-20,69.0
2012-04-23,68.55
2012-04-24,68.8
2012-04-25,68.7
2012-04-26,69.05
2012-04-27,69.3
2012-04-28,68.95
2012-04-30,71.75
2012-05-02,72.25
2012-05-03,71.2
2012-05-04,70.95
2012-05-07,71.0
2012-05-08,70.6
2012-05-09,70.0
2012-05-10,70.35
2012-05-11,67.9
2012-05-14,65.65
2012-05-15,68.45
2012-05-16,66.3
2012-05-17,66.7
2012-05-18,65.0
2012-05-21,65.8
2012-05-22,64.9
2012-05-23,64.85
2012-05-24,65.2
2012-05-25,67.25
2012-05-28,66.4
2012-05-29,66.0
2012-05-30,66.1
2012-05-31,66.6
2012-06-01,67.3
2012-06-04,67.95
2012-06-05,68.05
2012-06-06,69.15
2012-06-07,70.25
2012-06-08,73.85
2012-06-11,70.65
2012-06-12,72.0
2012-06-13,70.6
2012-06-14,70.55
2012-06-15,72.35
2012-06-18,71.25
2012-06-19,71.9
2012-06-20,72.9
2012-06-21,73.3
2012-06-22,72.85
2012-06-25,71.75
2012-06-26,72.3
2012-06-27,73.3
2012-06-28,72.95
2012-06-29,74.0
2012-07-02,75.6
2012-07-03,77.5
2012-07-04,78.0
2012-07-05,77.95
2012-07-06,76.2
2012-07-09,75.45
2012-07-09,75.45
2012-07-10,74.1
2012-07-11,73.0
2012-07-12,72.4
2012-07-13,71.7
2012-07-16,73.65
2012-07-17,72.5
2012-07-18,73.45
2012-07-19,74.1
2012-07-20,73.5
2012-07-23,74.05
2012-07-24,74.05
2012-07-25,73.45
2012-07-26,74.1
2012-07-27,73.9
2012-07-30,74.15
2012-07-31,73.95
2012-08-01,75.1
2012-08-02,74.1
2012-08-03,73.7
2012-08-06,72.7
2012-08-07,72.45
2012-08-08,72.5
2012-08-09,72.2
2012-08-10,72.05
2012-08-13,71.65
2012-08-14,70.95
2012-08-16,72.5
2012-08-17,72.15
2012-08-21,72.4
2012-08-22,73.15
2012-08-23,71.55
2012-08-24,71.1
2012-08-27,71.25
2012-08-28,71.6
2012-08-29,70.5
2012-08-30,71.6
2012-08-31,71.5
2012-09-03,75.7
2012-09-04,76.05
2012-09-05,72.4
2012-09-06,74.15
2012-09-07,74.45
2012-09-08,76.0
2012-09-10,79.6
2012-09-11,82.1
2012-09-12,79.95
2012-09-13,79.45
2012-09-14,78.95
2012-09-17,78.55
2012-09-18,77.55
2012-09-20,77.1
2012-09-21,77.9
2012-09-24,76.6
2012-09-25,77.2
2012-09-26,79.15
2012-09-27,78.65
2012-09-28,78.6
2012-10-01,77.45
2012-10-03,77.4
2012-10-04,79.85
2012-10-05,79.7
2012-10-08,79.55
2012-10-09,87.4
2012-10-10,84.05
2012-10-11,86.15
2012-10-12,84.55
2012-10-15,85.75
2012-10-16,86.65
2012-10-17,87.0
2012-10-18,87.1
2012-10-19,87.5
2012-10-22,92.85
2012-10-23,92.5
2012-10-25,92.75
2012-10-26,90.9
2012-10-29,89.85
2012-10-30,88.2
2012-10-31,92.6
2012-11-01,92.8
2012-11-02,91.5
2012-11-05,93.3
2012-11-06,91.9
2012-11-07,94.7
2012-11-08,95.15
2012-11-09,95.4
2012-11-12,94.25
2012-11-13,93.3
2012-11-15,90.0
2012-11-16,90.45
2012-11-19,90.7
2012-11-20,88.65
2012-11-21,89.2
2012-11-22,90.2
2012-11-23,90.65
2012-11-26,90.55
2012-11-27,92.35
2012-11-29,92.55
2012-11-30,92.65
2012-12-03,92.95
2012-12-04,98.55
2012-12-05,99.6
2012-12-06,99.7
2012-12-07,96.6
2012-12-10,100.1
2012-12-11,97.65
2012-12-12,97.7
2012-12-13,96.4
2012-12-14,95.6
2012-12-17,95.65
2012-12-18,96.1
2012-12-19,97.3
2012-12-20,97.75
2012-12-21,96.55
2012-12-24,96.85
2012-12-26,98.0
2012-12-27,97.7
2012-12-28,99.25
2012-12-31,101.0
