Date,CONCOR
2012-01-02,819.05
2012-01-03,828.2
2012-01-04,834.5
2012-01-05,828.15
2012-01-06,829.95
2012-01-07,839.25
2012-01-09,837.15
2012-01-10,850.05
2012-01-11,840.15
2012-01-12,846.25
2012-01-13,838.25
2012-01-16,846.0
2012-01-17,845.8
2012-01-18,837.3
2012-01-19,842.45
2012-01-20,862.7
2012-01-23,865.4
2012-01-24,899.25
2012-01-25,919.0
2012-01-27,964.05
2012-01-30,974.95
2012-01-31,973.0
2012-02-01,950.6
2012-02-02,961.1
2012-02-03,958.2
2012-02-06,944.35
2012-02-07,915.3
2012-02-08,916.0
2012-02-09,944.75
2012-02-10,937.9
2012-02-13,939.95
2012-02-14,931.75
2012-02-15,941.0
2012-02-16,963.15
2012-02-17,976.7
2012-02-21,993.9
2012-02-22,1014.25
2012-02-23,997.9
2012-02-24,998.6
2012-02-27,983.9
2012-02-28,977.05
2012-02-29,972.95
2012-03-01,946.9
2012-03-02,933.0
2012-03-03,936.75
2012-03-05,935.7
2012-03-06,911.8
2012-03-07,887.8
2012-03-09,880.35
2012-03-12,884.2
2012-03-13,899.55
2012-03-14,873.9
2012-03-15,867.45
2012-03-16,876.95
2012-03-19,885.75
2012-03-20,875.0
2012-03-21,875.15
2012-03-22,881.7
2012-03-23,894.25
2012-03-26,895.0
2012-03-27,879.2
2012-03-28,884.05
2012-03-29,913.25
2012-03-30,954.85
2012-04-02,948.7
2012-04-03,959.95
2012-04-04,955.0
2012-04-09,948.6
2012-04-10,918.2
2012-04-11,911.35
2012-04-12,910.25
2012-04-13,902.1
2012-04-16,897.1
2012-04-17,923.45
2012-04-18,909.2
2012-04-19,909.7
2012-04-20,908.0
2012-04-23,892.55
2012-04-24,884.85
2012-04-25,878.95
2012-04-26,876.75
2012-04-27,877.95
2012-04-28,883.1
2012-04-30,893.9
2012-05-02,891.2
2012-05-03,884.5
2012-05-04,869.5
2012-05-07,864.0
2012-05-08,874.5
2012-05-09,838.45
2012-05-10,854.75
2012-05-11,854.1
2012-05-14,878.95
2012-05-15,879.8
2012-05-16,879.0
2012-05-17,875.45
2012-05-18,870.35
2012-05-21,865.9
2012-05-22,864.85
2012-05-23,846.35
2012-05-24,840.0
2012-05-25,853.75
2012-05-28,853.5
2012-05-29,867.15
2012-05-30,906.15
2012-05-31,881.4
2012-06-01,899.85
2012-06-04,892.2
2012-06-05,877.8
2012-06-06,875.25
2012-06-07,880.2
2012-06-08,869.7
2012-06-11,866.35
2012-06-12,867.25
2012-06-13,856.8
2012-06-14,859.8
2012-06-15,857.5
2012-06-18,855.7
2012-06-19,857.5
2012-06-20,882.3
2012-06-21,873.85
2012-06-22,868.25
2012-06-25,875.15
2012-06-26,876.95
2012-06-27,879.2
2012-06-28,890.35
2012-06-29,919.9
2012-07-02,905.85
2012-07-03,934.9
2012-07-04,927.0
2012-07-05,929.85
2012-07-06,924.2
2012-07-09,897.15
2012-07-09,897.15
2012-07-10,912.7
2012-07-11,905.7
2012-07-12,899.05
2012-07-13,892.9
2012-07-16,900.15
2012-07-17,899.75
2012-07-18,900.7
2012-07-19,906.1
2012-07-20,905.4
2012-07-23,914.3
2012-07-24,921.45
2012-07-25,937.4
2012-07-26,920.95
2012-07-27,908.4
2012-07-30,921.3
2012-07-31,944.7
2012-08-01,958.3
2012-08-02,959.4
2012-08-03,949.15
2012-08-06,945.8
2012-08-07,944.1
2012-08-08,942.75
2012-08-09,942.4
2012-08-10,942.5
2012-08-13,958.0
2012-08-14,949.85
2012-08-16,944.95
2012-08-17,946.3
2012-08-21,940.1
2012-08-22,936.0
2012-08-23,952.0
2012-08-24,950.6
2012-08-27,920.2
2012-08-28,928.15
2012-08-29,932.0
2012-08-30,940.45
2012-08-31,936.45
2012-09-03,930.05
2012-09-04,926.65
2012-09-05,924.05
2012-09-06,921.15
2012-09-07,934.25
2012-09-08,926.8
2012-09-10,912.85
2012-09-11,921.75
2012-09-12,936.0
2012-09-13,958.95
2012-09-14,963.3
2012-09-17,958.9
2012-09-18,950.8
2012-09-20,942.05
2012-09-21,949.45
2012-09-24,955.8
2012-09-25,953.75
2012-09-26,949.1
2012-09-27,953.05
2012-09-28,955.75
2012-10-01,953.8
2012-10-03,955.35
2012-10-04,981.25
2012-10-05,983.3
2012-10-08,994.55
2012-10-09,1009.9
2012-10-10,1039.1
2012-10-11,1049.55
2012-10-12,1066.6
2012-10-15,1049.8
2012-10-16,1056.0
2012-10-17,1056.9
2012-10-18,1057.25
2012-10-19,1030.2
2012-10-22,1079.6
2012-10-23,1043.05
2012-10-25,1059.65
2012-10-26,1029.3
2012-10-29,1025.5
2012-10-30,1029.65
2012-10-31,1004.05
2012-11-01,1012.55
2012-11-02,1017.3
2012-11-05,1015.0
2012-11-06,1014.45
2012-11-07,1015.0
2012-11-08,1020.0
2012-11-09,1003.1
2012-11-12,1011.15
2012-11-13,1019.1
2012-11-15,992.95
2012-11-16,976.95
2012-11-19,957.75
2012-11-20,948.3
2012-11-21,937.35
2012-11-22,949.45
2012-11-23,940.45
2012-11-26,931.1
2012-11-27,936.65
2012-11-29,958.4
2012-11-30,929.0
2012-12-03,926.15
2012-12-04,919.4
2012-12-05,918.1
2012-12-06,907.3
2012-12-07,910.0
2012-12-10,906.95
2012-12-11,903.6
2012-12-12,907.35
2012-12-13,910.15
2012-12-14,919.35
2012-12-17,917.95
2012-12-18,923.9
2012-12-19,925.6
2012-12-20,913.35
2012-12-21,936.75
2012-12-24,920.4
2012-12-26,920.5
2012-12-27,916.6
