Date,RALLIS
2012-01-02,116.55
2012-01-03,119.7
2012-01-04,120.85
2012-01-05,121.0
2012-01-06,119.65
2012-01-07,122.15
2012-01-09,125.2
2012-01-10,127.15
2012-01-11,123.15
2012-01-12,119.45
2012-01-13,126.3
2012-01-16,126.85
2012-01-17,131.95
2012-01-18,124.65
2012-01-19,131.6
2012-01-20,126.7
2012-01-23,123.25
2012-01-24,122.9
2012-01-25,123.75
2012-01-27,126.75
2012-01-30,128.15
2012-01-31,131.05
2012-02-01,131.65
2012-02-02,132.65
2012-02-03,135.15
2012-02-06,135.0
2012-02-07,138.35
2012-02-08,139.3
2012-02-09,136.8
2012-02-10,135.05
2012-02-13,138.05
2012-02-14,138.4
2012-02-15,136.15
2012-02-16,133.55
2012-02-17,132.75
2012-02-21,128.5
2012-02-22,126.0
2012-02-23,123.05
2012-02-24,121.8
2012-02-27,121.95
2012-02-28,120.9
2012-02-29,122.85
2012-03-01,125.8
2012-03-02,125.9
2012-03-03,126.4
2012-03-05,126.05
2012-03-06,128.75
2012-03-07,128.1
2012-03-09,128.6
2012-03-12,129.95
2012-03-13,130.2
2012-03-14,128.4
2012-03-15,125.7
2012-03-16,125.0
2012-03-19,124.05
2012-03-20,124.05
2012-03-21,122.0
2012-03-22,121.0
2012-03-23,121.4
2012-03-26,122.15
2012-03-27,122.4
2012-03-28,125.1
2012-03-29,121.75
2012-03-30,121.75
2012-04-02,121.9
2012-04-03,122.9
2012-04-04,123.0
2012-04-09,124.05
2012-04-10,124.9
2012-04-11,124.9
2012-04-12,126.05
2012-04-13,128.0
2012-04-16,130.8
2012-04-17,131.05
2012-04-18,131.8
2012-04-19,132.6
2012-04-20,130.95
2012-04-23,128.45
2012-04-24,122.45
2012-04-25,116.15
2012-04-26,115.0
2012-04-27,112.25
2012-04-28,114.05
2012-04-30,113.5
2012-05-02,115.35
2012-05-03,115.0
2012-05-04,113.05
2012-05-07,116.95
2012-05-08,119.3
2012-05-09,126.55
2012-05-10,127.0
2012-05-11,124.35
2012-05-14,120.65
2012-05-15,122.05
2012-05-16,124.5
2012-05-17,125.35
2012-05-18,123.0
2012-05-21,123.2
2012-05-22,127.75
2012-05-23,128.35
2012-05-24,128.3
2012-05-25,127.45
2012-05-28,129.5
2012-05-29,126.05
2012-05-30,124.35
2012-05-31,124.15
2012-06-01,123.3
2012-06-04,120.45
2012-06-05,123.6
2012-06-06,125.5
2012-06-07,134.4
2012-06-08,140.35
2012-06-11,136.45
2012-06-12,134.5
2012-06-13,133.8
2012-06-14,128.45
2012-06-15,133.25
2012-06-18,132.2
2012-06-19,129.65
2012-06-20,132.4
2012-06-21,137.5
2012-06-22,141.25
2012-06-25,139.9
2012-06-26,134.95
2012-06-27,133.5
2012-06-28,135.5
2012-06-29,138.85
2012-07-02,139.95
2012-07-03,135.4
2012-07-04,140.25
2012-07-05,138.75
2012-07-06,138.2
2012-07-09,137.7
2012-07-10,137.55
2012-07-11,136.1
2012-07-12,131.9
2012-07-13,130.35
2012-07-16,127.3
2012-07-17,124.7
2012-07-18,124.8
2012-07-19,129.35
2012-07-20,124.25
2012-07-23,121.85
2012-07-24,120.2
2012-07-25,121.4
2012-07-26,120.55
2012-07-27,122.15
2012-07-30,123.45
2012-07-31,126.65
2012-08-01,128.0
2012-08-02,128.25
2012-08-03,125.1
2012-08-06,124.05
2012-08-07,126.1
2012-08-08,124.95
2012-08-09,125.2
2012-08-10,124.0
2012-08-13,124.4
2012-08-14,125.0
2012-08-16,125.5
2012-08-17,127.25
2012-08-21,128.75
2012-08-22,128.5
2012-08-23,135.2
2012-08-24,133.8
2012-08-27,134.95
2012-08-28,134.1
2012-08-29,129.85
2012-08-30,128.85
2012-08-31,133.15
2012-09-03,135.1
2012-09-04,136.7
2012-09-05,138.25
2012-09-06,137.0
2012-09-07,137.4
2012-09-08,137.55
2012-09-10,141.5
2012-09-11,139.2
2012-09-12,138.0
2012-09-13,136.5
2012-09-14,136.35
2012-09-17,136.6
2012-09-18,138.6
2012-09-20,134.9
2012-09-21,138.3
2012-09-24,140.8
2012-09-25,144.45
2012-09-26,146.25
2012-09-27,145.7
2012-09-28,145.5
2012-10-01,151.2
2012-10-03,149.65
2012-10-04,147.1
2012-10-05,147.7
2012-10-08,149.9
2012-10-09,149.05
2012-10-10,144.35
2012-10-11,146.95
2012-10-12,144.55
2012-10-15,144.8
2012-10-16,143.6
2012-10-17,141.1
2012-10-18,138.35
2012-10-19,136.7
2012-10-22,136.5
2012-10-23,140.7
2012-10-25,140.25
2012-10-26,140.05
2012-10-29,144.15
2012-10-30,140.9
2012-10-31,141.55
2012-11-01,144.65
2012-11-02,141.4
2012-11-05,140.0
2012-11-06,142.4
2012-11-07,149.25
2012-11-08,146.5
2012-11-09,148.95
2012-11-12,157.2
2012-11-13,158.65
2012-11-15,159.85
2012-11-16,158.4
2012-11-19,156.8
2012-11-20,153.4
2012-11-21,152.7
2012-11-22,153.65
2012-11-23,154.05
2012-11-26,159.25
2012-11-27,157.55
2012-11-29,157.8
2012-11-30,159.65
2012-12-03,166.55
2012-12-04,163.95
2012-12-05,160.9
2012-12-06,159.65
2012-12-07,159.05
2012-12-10,157.85
2012-12-11,153.75
2012-12-12,153.45
2012-12-13,150.35
2012-12-14,150.4
2012-12-17,149.25
2012-12-18,152.35
2012-12-19,152.6
2012-12-20,153.75
2012-12-21,148.9
2012-12-24,149.95
2012-12-26,152.85
2012-12-27,150.8
2012-12-28,150.25
2012-12-31,149.35
