Date,VIDEOIND
2012-01-02,173.85
2012-01-03,177.3
2012-01-04,177.05
2012-01-05,180.5
2012-01-06,180.55
2012-01-07,179.85
2012-01-09,180.8
2012-01-10,184.85
2012-01-11,183.4
2012-01-12,184.95
2012-01-13,186.45
2012-01-16,182.7
2012-01-17,189.8
2012-01-18,187.7
2012-01-19,188.6
2012-01-20,187.1
2012-01-23,184.35
2012-01-24,185.1
2012-01-25,186.4
2012-01-27,178.2
2012-01-30,172.05
2012-01-31,175.1
2012-02-01,173.75
2012-02-02,172.15
2012-02-03,174.55
2012-02-06,173.3
2012-02-07,171.7
2012-02-08,174.35
2012-02-09,174.6
2012-02-10,173.15
2012-02-13,172.8
2012-02-14,172.1
2012-02-15,177.9
2012-02-16,176.95
2012-02-17,174.4
2012-02-21,179.35
2012-02-22,175.45
2012-02-23,182.65
2012-02-24,188.9
2012-02-27,183.0
2012-02-28,186.9
2012-02-29,186.2
2012-03-01,184.25
2012-03-02,187.0
2012-03-03,187.55
2012-03-05,182.55
2012-03-06,178.25
2012-03-07,176.35
2012-03-09,180.1
2012-03-12,178.65
2012-03-13,180.95
2012-03-14,178.05
2012-03-15,176.3
2012-03-16,174.6
2012-03-19,173.75
2012-03-20,176.05
2012-03-21,178.8
2012-03-22,173.15
2012-03-23,173.05
2012-03-26,172.3
2012-03-27,174.15
2012-03-28,172.1
2012-03-29,168.9
2012-03-30,171.4
2012-04-02,172.95
2012-04-03,172.35
2012-04-04,173.25
2012-04-09,171.6
2012-04-10,173.1
2012-04-11,171.45
2012-04-12,172.6
2012-04-13,170.9
2012-04-16,171.05
2012-04-17,171.3
2012-04-18,170.75
2012-04-19,171.1
2012-04-20,170.4
2012-04-23,169.05
2012-04-24,168.9
2012-04-25,168.2
2012-04-26,167.6
2012-04-27,169.05
2012-04-28,170.45
2012-04-30,171.95
2012-05-02,170.8
2012-05-03,171.7
2012-05-04,171.55
2012-05-07,170.65
2012-05-08,169.35
2012-05-09,169.3
2012-05-10,169.25
2012-05-11,170.15
2012-05-14,168.95
2012-05-15,170.05
2012-05-16,171.1
2012-05-17,176.15
2012-05-18,174.4
2012-05-21,173.2
2012-05-22,170.45
2012-05-23,171.6
2012-05-24,173.75
2012-05-25,174.95
2012-05-28,173.65
2012-05-29,169.9
2012-05-30,168.55
2012-05-31,168.65
2012-06-01,168.3
2012-06-04,168.25
2012-06-05,168.0
2012-06-06,170.6
2012-06-07,169.9
2012-06-08,169.95
2012-06-11,175.1
2012-06-12,176.65
2012-06-13,173.75
2012-06-14,172.95
2012-06-15,173.4
2012-06-18,171.2
2012-06-19,170.55
2012-06-20,170.5
2012-06-21,171.35
2012-06-22,170.8
2012-06-25,170.0
2012-06-26,169.45
2012-06-27,169.45
2012-06-28,170.0
2012-06-29,171.05
2012-07-02,171.05
2012-07-03,172.7
2012-07-04,178.2
2012-07-05,176.05
2012-07-06,174.25
2012-07-09,171.1
2012-07-10,173.05
2012-07-11,174.35
2012-07-12,174.15
2012-07-13,173.7
2012-07-16,171.6
2012-07-17,171.2
2012-07-18,171.25
2012-07-19,171.25
2012-07-20,170.05
2012-07-23,169.55
2012-07-24,169.45
2012-07-25,168.6
2012-07-26,167.95
2012-07-27,168.0
2012-07-30,172.0
2012-07-31,170.6
2012-08-01,170.4
2012-08-02,170.85
2012-08-03,169.8
2012-08-06,170.95
2012-08-07,169.65
2012-08-08,169.1
2012-08-09,168.45
2012-08-10,168.7
2012-08-13,169.25
2012-08-14,171.25
2012-08-16,171.95
2012-08-17,176.4
2012-08-21,175.7
2012-08-22,174.75
2012-08-23,174.75
2012-08-24,174.95
2012-08-27,173.5
2012-08-28,172.55
2012-08-29,170.6
2012-08-30,173.85
2012-08-31,175.75
2012-09-03,174.6
2012-09-04,174.0
2012-09-05,173.75
2012-09-06,173.55
2012-09-07,174.15
2012-09-08,173.7
2012-09-10,174.1
2012-09-11,175.95
2012-09-12,179.0
2012-09-13,180.3
2012-09-14,180.0
2012-09-17,181.7
2012-09-18,180.0
2012-09-20,177.75
2012-09-21,175.85
2012-09-24,175.6
2012-09-25,175.75
2012-09-26,176.0
2012-09-27,171.65
2012-09-28,171.45
2012-10-01,172.3
2012-10-03,172.0
2012-10-04,179.75
2012-10-05,176.4
2012-10-08,174.8
2012-10-09,176.7
2012-10-10,173.0
2012-10-11,172.9
2012-10-12,173.25
2012-10-15,173.0
2012-10-16,172.9
2012-10-17,172.9
2012-10-18,172.5
2012-10-19,171.95
2012-10-22,171.9
2012-10-23,171.7
2012-10-25,171.2
2012-10-26,170.3
2012-10-29,170.3
2012-10-30,170.0
2012-10-31,170.3
2012-11-01,172.25
2012-11-02,173.1
2012-11-05,169.8
2012-11-06,170.0
2012-11-07,171.25
2012-11-08,170.95
2012-11-09,170.0
2012-11-12,169.8
2012-11-13,169.6
2012-11-15,169.85
2012-11-16,169.55
2012-11-19,169.65
2012-11-20,169.6
2012-11-21,169.9
2012-11-22,169.85
2012-11-23,169.7
2012-11-26,170.1
2012-11-27,204.1
2012-11-29,209.35
2012-11-30,212.8
2012-12-03,238.95
2012-12-04,230.6
2012-12-05,230.3
2012-12-06,234.45
2012-12-07,232.6
2012-12-10,232.9
2012-12-11,231.05
2012-12-12,233.15
2012-12-13,222.9
2012-12-14,222.95
2012-12-17,227.95
2012-12-18,225.35
2012-12-19,221.15
2012-12-20,218.0
2012-12-21,215.35
2012-12-24,210.75
2012-12-26,209.7
2012-12-27,208.8
2012-12-28,214.6
2012-12-31,214.65
