Date,PRSMJOHNSN
2012-01-02,37.85
2012-01-03,39.2
2012-01-04,38.5
2012-01-05,39.1
2012-01-06,39.45
2012-01-07,39.45
2012-01-09,40.25
2012-01-10,40.35
2012-01-11,40.25
2012-01-12,40.0
2012-01-13,40.3
2012-01-16,40.4
2012-01-17,40.25
2012-01-18,39.45
2012-01-19,40.95
2012-01-20,40.95
2012-01-23,42.0
2012-01-24,43.35
2012-01-25,44.65
2012-01-27,44.15
2012-01-30,42.1
2012-01-31,42.8
2012-02-01,43.25
2012-02-02,43.7
2012-02-03,47.9
2012-02-06,50.05
2012-02-07,50.0
2012-02-08,50.55
2012-02-09,50.35
2012-02-10,50.1
2012-02-13,47.85
2012-02-14,47.5
2012-02-15,50.4
2012-02-16,49.8
2012-02-17,48.85
2012-02-21,48.5
2012-02-22,44.6
2012-02-23,45.6
2012-02-24,45.15
2012-02-27,45.1
2012-02-28,46.35
2012-02-29,47.2
2012-03-01,49.1
2012-03-02,49.0
2012-03-03,48.1
2012-03-05,49.05
2012-03-06,49.0
2012-03-07,49.1
2012-03-09,50.15
2012-03-12,50.3
2012-03-13,51.15
2012-03-14,51.05
2012-03-15,51.25
2012-03-16,51.65
2012-03-19,52.5
2012-03-20,51.45
2012-03-21,52.4
2012-03-22,51.65
2012-03-23,51.3
2012-03-26,50.15
2012-03-27,50.2
2012-03-28,50.1
2012-03-29,50.05
2012-03-30,50.8
2012-04-02,51.85
2012-04-03,51.95
2012-04-04,51.7
2012-04-09,49.95
2012-04-10,50.25
2012-04-11,50.1
2012-04-12,51.5
2012-04-13,51.05
2012-04-16,51.0
2012-04-17,51.05
2012-04-18,50.8
2012-04-19,51.1
2012-04-20,51.1
2012-04-23,51.1
2012-04-24,51.0
2012-04-25,48.4
2012-04-26,49.75
2012-04-27,48.4
2012-04-28,48.2
2012-04-30,48.15
2012-05-02,47.85
2012-05-03,47.05
2012-05-04,45.25
2012-05-07,45.95
2012-05-08,45.0
2012-05-09,43.85
2012-05-10,45.15
2012-05-11,45.2
2012-05-14,44.5
2012-05-15,44.5
2012-05-16,44.0
2012-05-17,46.8
2012-05-18,46.05
2012-05-21,46.05
2012-05-22,46.0
2012-05-23,46.0
2012-05-24,46.05
2012-05-25,47.4
2012-05-28,48.05
2012-05-29,48.05
2012-05-30,48.0
2012-05-31,48.0
2012-06-01,48.0
2012-06-04,47.1
2012-06-05,47.0
2012-06-06,48.05
2012-06-07,49.75
2012-06-08,49.4
2012-06-11,50.0
2012-06-12,50.1
2012-06-13,50.1
2012-06-14,50.0
2012-06-15,50.0
2012-06-18,50.85
2012-06-19,49.1
2012-06-20,50.6
2012-06-21,50.0
2012-06-22,48.85
2012-06-25,48.0
2012-06-26,48.15
2012-06-27,46.55
2012-06-28,46.9
2012-06-29,49.1
2012-07-02,52.65
2012-07-03,50.85
2012-07-04,51.55
2012-07-05,51.75
2012-07-06,51.5
2012-07-09,51.2
2012-07-10,51.55
2012-07-11,51.1
2012-07-12,50.1
2012-07-13,49.9
2012-07-16,51.0
2012-07-17,51.25
2012-07-18,51.25
2012-07-19,50.9
2012-07-20,49.95
2012-07-23,49.4
2012-07-24,50.85
2012-07-25,51.55
2012-07-26,50.8
2012-07-27,49.85
2012-07-30,49.95
2012-07-31,51.25
2012-08-01,51.1
2012-08-02,53.95
2012-08-03,52.1
2012-08-06,52.65
2012-08-07,52.6
2012-08-08,52.5
2012-08-09,52.05
2012-08-10,52.0
2012-08-13,50.8
2012-08-14,50.55
2012-08-16,50.0
2012-08-17,51.0
2012-08-21,51.6
2012-08-22,51.0
2012-08-23,51.2
2012-08-24,50.05
2012-08-27,49.45
2012-08-28,49.5
2012-08-29,48.95
2012-08-30,48.05
2012-08-31,50.5
2012-09-03,49.75
2012-09-04,49.15
2012-09-05,50.5
2012-09-06,53.2
2012-09-07,52.25
2012-09-08,51.65
2012-09-10,50.15
2012-09-11,50.65
2012-09-12,51.2
2012-09-13,49.45
2012-09-14,50.05
2012-09-17,52.25
2012-09-18,54.1
2012-09-20,54.8
2012-09-21,55.8
2012-09-24,55.3
2012-09-25,55.1
2012-09-26,57.0
2012-09-27,56.5
2012-09-28,56.25
2012-10-01,57.75
2012-10-03,56.85
2012-10-04,56.25
2012-10-05,55.95
2012-10-08,54.95
2012-10-09,54.05
2012-10-10,53.15
2012-10-11,53.5
2012-10-12,55.1
2012-10-15,57.75
2012-10-16,55.7
2012-10-17,55.45
2012-10-18,56.05
2012-10-19,55.15
2012-10-22,54.05
2012-10-23,52.65
2012-10-25,54.7
2012-10-26,54.05
2012-10-29,56.2
2012-10-30,55.0
2012-10-31,55.55
2012-11-01,54.55
2012-11-02,54.25
2012-11-05,55.8
2012-11-06,57.75
2012-11-07,57.25
2012-11-08,55.4
2012-11-09,54.25
2012-11-12,56.15
2012-11-13,55.65
2012-11-15,53.45
2012-11-16,55.7
2012-11-19,54.2
2012-11-20,54.65
2012-11-21,53.95
2012-11-22,54.2
2012-11-23,52.75
2012-11-26,52.95
2012-11-27,54.55
2012-11-29,54.45
2012-11-30,55.9
2012-12-03,54.2
2012-12-04,54.85
2012-12-05,55.0
2012-12-06,54.45
2012-12-07,55.85
2012-12-10,54.6
2012-12-11,54.05
2012-12-12,53.55
2012-12-13,52.65
2012-12-14,53.55
2012-12-17,51.85
2012-12-18,51.8
2012-12-19,50.5
2012-12-20,50.35
2012-12-21,48.25
2012-12-24,50.05
2012-12-26,50.95
2012-12-27,49.85
2012-12-28,49.55
2012-12-31,49.9
