Date,BLUEDART
2012-01-02,1590.2
2012-01-03,1595.4
2012-01-04,1595.5
2012-01-05,1585.65
2012-01-06,1582.5
2012-01-07,1580.5
2012-01-09,1575.65
2012-01-10,1598.5
2012-01-11,1589.8
2012-01-12,1589.95
2012-01-13,1615.5
2012-01-16,1624.5
2012-01-17,1692.7
2012-01-18,1683.8
2012-01-19,1668.4
2012-01-20,1688.6
2012-01-23,1684.55
2012-01-24,1695.45
2012-01-25,1748.25
2012-01-27,1732.7
2012-01-30,1682.1
2012-01-31,1674.25
2012-02-01,1667.6
2012-02-02,1668.75
2012-02-03,1669.85
2012-02-06,1682.45
2012-02-07,1680.5
2012-02-08,1679.8
2012-02-09,1679.8
2012-02-10,1687.3
2012-02-13,1750.2
2012-02-14,1757.8
2012-02-15,1840.9
2012-02-16,1820.05
2012-02-17,1768.9
2012-02-21,1750.85
2012-02-22,1769.3
2012-02-23,1827.1
2012-02-24,1902.35
2012-02-27,1849.7
2012-02-28,1868.6
2012-02-29,1906.0
2012-03-01,1910.55
2012-03-02,1897.25
2012-03-03,1990.25
2012-03-05,1975.65
2012-03-06,1928.6
2012-03-07,1902.8
2012-03-09,1942.4
2012-03-12,1941.65
2012-03-13,1960.25
2012-03-14,1946.25
2012-03-15,1902.1
2012-03-16,1908.25
2012-03-19,1897.7
2012-03-20,1937.8
2012-03-21,1952.7
2012-03-22,1923.95
2012-03-23,1937.85
2012-03-26,1908.5
2012-03-27,1898.95
2012-03-28,1872.0
2012-03-29,1927.65
2012-03-30,1988.3
2012-04-02,1993.85
2012-04-03,2000.0
2012-04-04,1997.3
2012-04-09,2002.3
2012-04-10,2072.05
2012-04-11,2058.0
2012-04-12,2080.3
2012-04-13,2145.95
2012-04-16,2175.75
2012-04-17,2156.25
2012-04-18,2176.0
2012-04-19,2164.25
2012-04-20,2161.35
2012-04-23,2160.9
2012-04-24,2105.75
2012-04-25,2105.6
2012-04-26,2078.8
2012-04-27,1994.2
2012-04-28,1986.55
2012-04-30,1981.5
2012-05-02,1962.65
2012-05-03,2002.05
2012-05-04,1948.95
2012-05-07,1949.35
2012-05-08,1978.45
2012-05-09,1960.3
2012-05-10,1985.45
2012-05-11,1954.35
2012-05-14,1956.5
2012-05-15,2007.6
2012-05-16,2127.2
2012-05-17,2083.3
2012-05-18,2066.1
2012-05-21,2069.7
2012-05-22,2060.0
2012-05-23,2052.0
2012-05-24,2014.65
2012-05-25,2052.1
2012-05-28,2040.5
2012-05-29,2050.2
2012-05-30,2053.4
2012-05-31,1971.25
2012-06-01,1914.4
2012-06-04,1909.05
2012-06-05,1907.95
2012-06-06,1935.6
2012-06-07,1967.4
2012-06-08,1942.25
2012-06-11,1941.3
2012-06-12,1977.5
2012-06-13,1982.2
2012-06-14,1976.8
2012-06-15,2002.95
2012-06-18,1978.95
2012-06-19,1981.05
2012-06-20,1989.75
2012-06-21,1897.7
2012-06-22,1904.75
2012-06-25,1895.55
2012-06-26,1887.85
2012-06-27,1925.4
2012-06-28,1937.2
2012-06-29,1976.6
2012-07-02,1997.0
2012-07-03,1998.8
2012-07-04,2011.1
2012-07-05,2011.35
2012-07-06,2021.0
2012-07-09,2012.85
2012-07-09,2012.85
2012-07-10,2034.75
2012-07-11,2025.8
2012-07-12,1980.05
2012-07-13,1958.45
2012-07-16,1950.35
2012-07-17,1949.85
2012-07-18,1940.4
2012-07-19,1945.45
2012-07-20,1939.1
2012-07-23,1936.9
2012-07-24,1960.9
2012-07-25,1944.25
2012-07-26,1930.2
2012-07-27,1913.25
2012-07-30,1967.5
2012-07-31,1963.0
2012-08-01,1978.5
2012-08-02,1971.45
2012-08-03,1982.55
2012-08-06,2012.25
2012-08-07,2016.15
2012-08-08,2025.55
2012-08-09,2002.4
2012-08-10,2011.5
2012-08-13,1996.75
2012-08-14,2018.85
2012-08-16,2010.05
2012-08-17,2019.85
2012-08-21,2038.25
2012-08-22,2026.0
2012-08-23,2032.4
2012-08-24,1984.25
2012-08-27,1971.0
2012-08-28,1950.5
2012-08-29,1974.95
2012-08-30,1975.65
2012-08-31,1979.25
2012-09-03,1906.3
2012-09-04,1683.4
2012-09-05,1687.7
2012-09-06,1709.2
2012-09-07,1715.25
2012-09-08,1702.5
2012-09-10,1737.1
2012-09-11,1731.0
2012-09-12,1730.8
2012-09-13,1710.6
2012-09-14,1703.25
2012-09-17,1703.15
2012-09-18,1710.6
2012-09-20,1705.15
2012-09-21,1692.25
2012-09-24,1707.75
2012-09-25,1720.35
2012-09-26,1737.5
2012-09-27,1698.0
2012-09-28,1720.3
2012-10-01,1729.25
2012-10-03,1721.85
2012-10-04,1754.35
2012-10-05,1751.65
2012-10-08,1735.45
2012-10-09,1705.25
2012-10-10,1711.7
2012-10-11,1713.6
2012-10-12,1754.0
2012-10-15,1739.7
2012-10-16,1760.4
2012-10-17,1757.25
2012-10-18,1772.45
2012-10-19,1758.45
2012-10-22,1774.35
2012-10-23,1754.0
2012-10-25,1741.5
2012-10-26,1751.15
2012-10-29,1765.5
2012-10-30,1737.35
2012-10-31,1742.45
2012-11-01,1707.8
2012-11-02,1713.65
2012-11-05,1687.75
2012-11-06,1678.3
2012-11-07,1704.65
2012-11-08,1704.95
2012-11-09,1683.3
2012-11-12,1683.15
2012-11-13,1689.45
2012-11-15,1695.05
2012-11-16,1690.15
2012-11-19,1684.4
2012-11-20,1674.95
2012-11-21,1716.3
2012-11-22,2059.55
2012-11-23,1989.8
2012-11-26,2003.15
2012-11-27,1994.35
2012-11-29,1979.55
2012-11-30,1968.65
2012-12-03,1930.0
2012-12-04,1970.65
2012-12-05,1999.45
2012-12-06,2026.5
2012-12-07,2022.3
2012-12-10,2022.0
2012-12-11,2017.45
2012-12-12,2006.2
2012-12-13,1998.25
2012-12-14,2041.6
2012-12-17,2024.75
2012-12-18,2094.15
2012-12-19,2074.2
2012-12-20,2049.2
2012-12-21,2034.1
2012-12-24,2027.3
2012-12-26,2018.05
2012-12-27,2007.75
2012-12-28,2001.5
2012-12-31,2047.55
