Date,NESCO
2012-01-02,506.35
2012-01-03,532.4
2012-01-04,566.95
2012-01-05,565.65
2012-01-06,564.55
2012-01-07,565.3
2012-01-09,569.95
2012-01-10,585.6
2012-01-11,602.45
2012-01-12,589.35
2012-01-13,592.4
2012-01-16,596.75
2012-01-17,604.7
2012-01-18,594.4
2012-01-19,603.55
2012-01-20,599.75
2012-01-23,662.2
2012-01-24,644.5
2012-01-25,640.4
2012-01-27,670.25
2012-01-30,643.65
2012-01-31,661.6
2012-02-01,663.4
2012-02-02,653.1
2012-02-03,647.45
2012-02-06,649.1
2012-02-07,655.7
2012-02-08,653.65
2012-02-09,654.0
2012-02-10,657.0
2012-02-13,671.75
2012-02-14,749.25
2012-02-15,728.95
2012-02-16,716.3
2012-02-17,693.15
2012-02-21,700.8
2012-02-22,657.15
2012-02-23,678.35
2012-02-24,659.35
2012-02-27,637.75
2012-02-28,650.25
2012-02-29,666.7
2012-03-01,653.0
2012-03-02,645.8
2012-03-03,658.2
2012-03-05,642.75
2012-03-06,632.25
2012-03-07,621.4
2012-03-09,627.2
2012-03-12,632.45
2012-03-13,670.35
2012-03-14,658.65
2012-03-15,638.15
2012-03-16,625.4
2012-03-19,613.9
2012-03-20,632.3
2012-03-21,646.55
2012-03-22,630.95
2012-03-23,632.35
2012-03-26,630.95
2012-03-27,631.6
2012-03-28,626.15
2012-03-29,623.95
2012-03-30,631.35
2012-04-02,641.95
2012-04-03,662.1
2012-04-04,663.35
2012-04-09,654.6
2012-04-10,643.0
2012-04-11,637.5
2012-04-12,645.25
2012-04-13,650.4
2012-04-16,658.7
2012-04-17,679.1
2012-04-18,698.8
2012-04-19,682.95
2012-04-20,670.3
2012-04-23,661.95
2012-04-24,661.35
2012-04-25,655.15
2012-04-26,644.55
2012-04-27,648.15
2012-04-28,647.7
2012-04-30,650.75
2012-05-02,646.1
2012-05-03,634.0
2012-05-04,622.9
2012-05-07,634.25
2012-05-08,625.45
2012-05-09,620.85
2012-05-10,620.65
2012-05-11,616.15
2012-05-14,609.2
2012-05-15,602.05
2012-05-16,594.85
2012-05-17,598.85
2012-05-18,600.1
2012-05-21,606.4
2012-05-22,606.2
2012-05-23,587.45
2012-05-24,603.0
2012-05-25,611.2
2012-05-28,625.05
2012-05-29,629.8
2012-05-30,617.25
2012-05-31,604.15
2012-06-01,596.45
2012-06-04,589.45
2012-06-05,589.65
2012-06-06,604.65
2012-06-07,608.25
2012-06-08,604.05
2012-06-11,617.5
2012-06-12,628.7
2012-06-13,622.2
2012-06-14,612.1
2012-06-15,613.65
2012-06-18,606.05
2012-06-19,607.65
2012-06-20,609.3
2012-06-21,612.65
2012-06-22,611.4
2012-06-25,609.25
2012-06-26,609.4
2012-06-27,614.05
2012-06-28,613.15
2012-06-29,619.7
2012-07-02,644.8
2012-07-03,637.05
2012-07-04,637.05
2012-07-05,664.95
2012-07-06,649.45
2012-07-09,642.0
2012-07-09,642.0
2012-07-10,649.8
2012-07-11,645.85
2012-07-12,652.85
2012-07-13,651.2
2012-07-16,649.45
2012-07-17,648.1
2012-07-18,645.9
2012-07-19,661.2
2012-07-20,661.15
2012-07-23,670.65
2012-07-24,676.8
2012-07-25,670.1
2012-07-26,670.95
2012-07-27,665.65
2012-07-30,670.1
2012-07-31,656.0
2012-08-01,684.25
2012-08-02,677.85
2012-08-03,675.2
2012-08-06,673.95
2012-08-07,668.35
2012-08-08,658.25
2012-08-09,650.4
2012-08-10,644.65
2012-08-13,637.55
2012-08-14,648.3
2012-08-16,651.5
2012-08-17,652.15
2012-08-21,657.85
2012-08-22,640.65
2012-08-23,633.6
2012-08-24,630.55
2012-08-27,643.7
2012-08-28,650.8
2012-08-29,638.05
2012-08-30,639.5
2012-08-31,643.85
2012-09-03,650.15
2012-09-04,645.1
2012-09-05,648.85
2012-09-06,646.3
2012-09-07,640.25
2012-09-08,641.05
2012-09-10,635.95
2012-09-11,644.8
2012-09-12,654.1
2012-09-13,647.55
2012-09-14,664.45
2012-09-17,663.9
2012-09-18,670.25
2012-09-20,677.7
2012-09-21,670.1
2012-09-24,671.45
2012-09-25,694.6
2012-09-26,696.1
2012-09-27,681.85
2012-09-28,672.05
2012-10-01,685.2
2012-10-03,709.4
2012-10-04,703.6
2012-10-05,689.6
2012-10-08,691.65
2012-10-09,698.9
2012-10-10,685.6
2012-10-11,692.95
2012-10-12,684.45
2012-10-15,686.75
2012-10-16,684.9
2012-10-17,682.5
2012-10-18,696.0
2012-10-19,687.7
2012-10-22,701.75
2012-10-23,694.65
2012-10-25,688.85
2012-10-26,685.25
2012-10-29,686.0
2012-10-30,671.9
2012-10-31,680.65
2012-11-01,679.95
2012-11-02,685.95
2012-11-05,683.0
2012-11-06,700.25
2012-11-07,700.45
2012-11-08,700.3
2012-11-09,707.95
2012-11-12,720.85
2012-11-13,714.1
2012-11-15,709.75
2012-11-16,720.05
2012-11-19,712.95
2012-11-20,708.55
2012-11-21,708.1
2012-11-22,707.05
2012-11-23,696.4
2012-11-26,688.85
2012-11-27,697.7
2012-11-29,704.9
2012-11-30,702.55
2012-12-03,724.25
2012-12-04,719.4
2012-12-05,738.9
2012-12-06,762.5
2012-12-07,747.7
2012-12-10,744.85
2012-12-11,753.35
2012-12-12,758.7
2012-12-13,753.65
2012-12-14,757.8
2012-12-17,776.0
2012-12-18,769.6
2012-12-19,775.2
2012-12-20,766.0
2012-12-21,749.65
2012-12-24,746.5
2012-12-26,746.8
2012-12-27,744.8
2012-12-28,743.15
2012-12-31,742.7
