Date,KANORICHEM
2012-01-02,26.25
2012-01-03,27.9
2012-01-04,27.8
2012-01-05,28.05
2012-01-06,28.35
2012-01-07,29.15
2012-01-09,30.1
2012-01-10,30.55
2012-01-11,30.7
2012-01-12,31.15
2012-01-13,30.85
2012-01-16,30.7
2012-01-17,31.0
2012-01-18,30.25
2012-01-19,30.25
2012-01-20,30.45
2012-01-23,30.35
2012-01-24,30.15
2012-01-25,30.2
2012-01-27,30.7
2012-01-30,30.35
2012-01-31,30.05
2012-02-01,30.6
2012-02-02,30.85
2012-02-03,31.0
2012-02-06,31.25
2012-02-07,30.75
2012-02-08,31.35
2012-02-09,32.7
2012-02-10,34.9
2012-02-13,32.5
2012-02-14,32.7
2012-02-15,32.8
2012-02-16,33.0
2012-02-17,33.2
2012-02-21,32.8
2012-02-22,32.25
2012-02-23,31.3
2012-02-24,31.1
2012-02-27,29.9
2012-02-28,30.0
2012-02-29,30.75
2012-03-01,30.95
2012-03-02,30.6
2012-03-03,31.15
2012-03-05,31.3
2012-03-06,30.35
2012-03-07,29.9
2012-03-09,30.1
2012-03-12,30.25
2012-03-13,31.0
2012-03-14,30.35
2012-03-15,30.25
2012-03-16,31.95
2012-03-19,34.8
2012-03-20,34.3
2012-03-21,33.35
2012-03-22,33.0
2012-03-23,33.2
2012-03-26,32.2
2012-03-27,32.35
2012-03-28,30.9
2012-03-29,31.95
2012-03-30,32.25
2012-04-02,32.05
2012-04-03,32.15
2012-04-04,33.0
2012-04-09,33.05
2012-04-10,31.65
2012-04-11,32.35
2012-04-12,31.7
2012-04-13,31.8
2012-04-16,31.85
2012-04-17,33.95
2012-04-18,33.0
2012-04-19,33.05
2012-04-20,33.6
2012-04-23,35.4
2012-04-24,35.2
2012-04-25,34.45
2012-04-26,34.3
2012-04-27,33.25
2012-04-28,33.3
2012-04-30,33.4
2012-05-02,34.35
2012-05-03,35.05
2012-05-04,34.7
2012-05-07,34.25
2012-05-08,34.1
2012-05-09,33.45
2012-05-10,33.05
2012-05-11,34.3
2012-05-14,33.85
2012-05-15,32.45
2012-05-16,32.45
2012-05-17,32.3
2012-05-18,32.15
2012-05-21,32.1
2012-05-22,32.3
2012-05-23,32.0
2012-05-24,32.25
2012-05-25,32.15
2012-05-28,32.1
2012-05-29,32.35
2012-05-30,31.9
2012-05-31,31.25
2012-06-01,30.95
2012-06-04,30.05
2012-06-05,31.05
2012-06-06,31.9
2012-06-07,31.4
2012-06-08,30.15
2012-06-11,30.05
2012-06-12,30.85
2012-06-13,31.05
2012-06-14,30.95
2012-06-15,31.3
2012-06-18,30.3
2012-06-19,30.25
2012-06-20,31.55
2012-06-21,31.15
2012-06-22,31.25
2012-06-25,31.3
2012-06-26,31.85
2012-06-27,31.8
2012-06-28,31.05
2012-06-29,31.7
2012-07-02,33.0
2012-07-03,32.95
2012-07-04,33.0
2012-07-05,33.0
2012-07-06,33.9
2012-07-09,34.05
2012-07-09,34.05
2012-07-10,34.05
2012-07-11,33.35
2012-07-12,33.45
2012-07-13,33.6
2012-07-16,33.7
2012-07-17,33.65
2012-07-18,33.45
2012-07-19,33.8
2012-07-20,33.55
2012-07-23,31.3
2012-07-24,30.8
2012-07-25,30.55
2012-07-26,29.4
2012-07-27,29.65
2012-07-30,30.25
2012-07-31,29.75
2012-08-01,30.45
2012-08-02,31.3
2012-08-03,32.2
2012-08-06,36.45
2012-08-07,36.4
2012-08-08,34.3
2012-08-09,35.0
2012-08-10,34.5
2012-08-13,33.1
2012-08-14,32.9
2012-08-16,33.15
2012-08-17,33.05
2012-08-21,34.1
2012-08-22,35.15
2012-08-23,34.7
2012-08-24,34.55
2012-08-27,34.55
2012-08-28,33.95
2012-08-29,34.2
2012-08-30,34.6
2012-08-31,34.55
2012-09-03,34.5
2012-09-04,35.6
2012-09-05,35.9
2012-09-06,35.9
2012-09-07,35.55
2012-09-08,35.3
2012-09-10,35.5
2012-09-11,35.6
2012-09-12,35.6
2012-09-13,35.55
2012-09-14,36.05
2012-09-17,35.75
2012-09-18,35.85
2012-09-20,35.75
2012-09-21,36.0
2012-09-24,35.75
2012-09-25,36.0
2012-09-26,35.7
2012-09-27,35.7
2012-09-28,35.65
2012-10-01,35.7
2012-10-03,35.9
2012-10-04,35.7
2012-10-05,35.85
2012-10-08,35.85
2012-10-09,36.0
2012-10-10,35.7
2012-10-11,36.65
2012-10-12,36.25
2012-10-15,36.2
2012-10-16,36.1
2012-10-17,36.1
2012-10-18,36.2
2012-10-19,36.85
2012-10-22,36.1
2012-10-23,36.25
2012-10-25,36.55
2012-10-26,36.6
2012-10-29,36.5
2012-10-30,36.0
2012-10-31,37.0
2012-11-01,36.25
2012-11-02,37.15
2012-11-05,37.1
2012-11-06,36.7
2012-11-07,36.3
2012-11-08,36.75
2012-11-09,36.25
2012-11-12,36.3
2012-11-13,36.45
2012-11-15,36.1
2012-11-16,36.5
2012-11-19,36.5
2012-11-20,37.0
2012-11-21,37.0
2012-11-22,37.5
2012-11-23,37.55
2012-11-26,37.05
2012-11-27,37.45
2012-11-29,38.0
2012-11-30,37.5
2012-12-03,37.25
2012-12-04,38.35
2012-12-05,38.0
2012-12-06,37.5
2012-12-07,38.65
2012-12-10,38.1
2012-12-11,38.95
2012-12-12,38.9
2012-12-13,40.0
2012-12-14,38.05
2012-12-17,38.2
2012-12-18,38.25
2012-12-19,38.3
2012-12-20,39.0
2012-12-21,38.95
2012-12-24,38.95
2012-12-26,38.4
2012-12-27,38.25
2012-12-28,38.95
2012-12-31,38.85
