Date,AMBUJACEM
2012-01-02,156.25
2012-01-03,154.9
2012-01-04,150.25
2012-01-05,153.75
2012-01-06,153.7
2012-01-07,152.75
2012-01-09,152.15
2012-01-10,152.1
2012-01-11,150.45
2012-01-12,150.9
2012-01-13,151.5
2012-01-16,151.65
2012-01-17,157.3
2012-01-18,157.15
2012-01-19,160.7
2012-01-20,158.3
2012-01-23,158.1
2012-01-24,159.7
2012-01-25,161.3
2012-01-27,161.9
2012-01-30,160.55
2012-01-31,160.95
2012-02-01,163.2
2012-02-02,169.95
2012-02-03,172.5
2012-02-06,180.55
2012-02-07,177.5
2012-02-08,177.0
2012-02-09,178.2
2012-02-10,171.85
2012-02-13,169.9
2012-02-14,170.75
2012-02-15,171.45
2012-02-16,170.8
2012-02-17,173.1
2012-02-21,171.9
2012-02-22,165.45
2012-02-23,161.25
2012-02-24,160.35
2012-02-27,159.5
2012-02-28,163.05
2012-02-29,160.75
2012-03-01,164.35
2012-03-02,168.3
2012-03-03,166.8
2012-03-05,162.35
2012-03-06,161.05
2012-03-07,159.95
2012-03-09,163.1
2012-03-12,162.55
2012-03-13,168.1
2012-03-14,167.35
2012-03-15,165.35
2012-03-16,168.6
2012-03-19,167.1
2012-03-20,169.45
2012-03-21,173.65
2012-03-22,168.1
2012-03-23,173.1
2012-03-26,168.05
2012-03-27,166.55
2012-03-28,166.9
2012-03-29,166.55
2012-03-30,172.2
2012-04-02,172.1
2012-04-03,170.5
2012-04-04,168.0
2012-04-09,169.4
2012-04-10,166.75
2012-04-11,159.55
2012-04-12,162.1
2012-04-13,163.05
2012-04-16,159.25
2012-04-17,161.7
2012-04-18,166.4
2012-04-19,164.85
2012-04-20,161.15
2012-04-23,157.85
2012-04-24,150.55
2012-04-25,150.2
2012-04-26,150.3
2012-04-27,148.7
2012-04-28,149.15
2012-04-30,150.7
2012-05-02,147.75
2012-05-03,146.65
2012-05-04,142.25
2012-05-07,145.4
2012-05-08,145.1
2012-05-09,146.55
2012-05-10,146.1
2012-05-11,143.7
2012-05-14,145.1
2012-05-15,145.2
2012-05-16,143.2
2012-05-17,149.15
2012-05-18,144.2
2012-05-21,142.9
2012-05-22,140.25
2012-05-23,138.05
2012-05-24,141.65
2012-05-25,143.6
2012-05-28,145.0
2012-05-29,146.5
2012-05-30,152.1
2012-05-31,151.25
2012-06-01,149.15
2012-06-04,150.6
2012-06-05,146.1
2012-06-06,152.9
2012-06-07,151.0
2012-06-08,150.95
2012-06-11,150.6
2012-06-12,158.5
2012-06-13,163.55
2012-06-14,163.25
2012-06-15,169.05
2012-06-18,166.65
2012-06-19,173.35
2012-06-20,175.75
2012-06-21,172.0
2012-06-22,167.05
2012-06-25,167.9
2012-06-26,170.65
2012-06-27,170.1
2012-06-28,173.55
2012-06-29,174.05
2012-07-02,175.8
2012-07-03,175.55
2012-07-04,175.1
2012-07-05,174.95
2012-07-06,172.9
2012-07-09,168.35
2012-07-09,168.35
2012-07-10,170.25
2012-07-11,170.4
2012-07-12,169.25
2012-07-13,168.0
2012-07-16,168.65
2012-07-17,168.95
2012-07-18,170.0
2012-07-19,169.95
2012-07-20,168.95
2012-07-23,167.05
2012-07-24,168.15
2012-07-25,174.3
2012-07-26,179.7
2012-07-27,181.95
2012-07-30,179.55
2012-07-31,180.45
2012-08-01,186.0
2012-08-02,183.9
2012-08-03,182.6
2012-08-06,185.0
2012-08-07,190.8
2012-08-08,192.45
2012-08-09,193.15
2012-08-10,194.25
2012-08-13,196.6
2012-08-14,194.9
2012-08-16,191.75
2012-08-17,188.95
2012-08-21,194.25
2012-08-22,193.1
2012-08-23,190.85
2012-08-24,190.1
2012-08-27,188.2
2012-08-28,186.55
2012-08-29,187.2
2012-08-30,188.55
2012-08-31,185.3
2012-09-03,182.1
2012-09-04,181.3
2012-09-05,180.45
2012-09-06,189.25
2012-09-07,189.45
2012-09-08,190.25
2012-09-10,189.7
2012-09-11,190.75
2012-09-12,191.7
2012-09-13,191.35
2012-09-14,197.35
2012-09-17,192.95
2012-09-18,192.25
2012-09-20,191.25
2012-09-21,194.9
2012-09-24,194.0
2012-09-25,194.9
2012-09-26,202.5
2012-09-27,202.2
2012-09-28,202.0
2012-10-01,209.5
2012-10-03,214.9
2012-10-04,218.1
2012-10-05,216.3
2012-10-08,209.55
2012-10-09,210.8
2012-10-10,209.75
2012-10-11,209.15
2012-10-12,214.85
2012-10-15,214.6
2012-10-16,209.45
2012-10-17,203.2
2012-10-18,203.25
2012-10-19,206.7
2012-10-22,203.2
2012-10-23,203.1
2012-10-25,206.1
2012-10-26,208.2
2012-10-29,209.65
2012-10-30,203.3
2012-10-31,202.7
2012-11-01,204.3
2012-11-02,207.4
2012-11-05,210.05
2012-11-06,215.45
2012-11-07,218.1
2012-11-08,218.05
2012-11-09,213.9
2012-11-12,211.25
2012-11-13,210.3
2012-11-15,207.3
2012-11-16,202.8
2012-11-19,199.4
2012-11-20,195.75
2012-11-21,199.45
2012-11-22,202.1
2012-11-23,203.25
2012-11-26,201.1
2012-11-27,205.6
2012-11-29,207.95
2012-11-30,208.0
2012-12-03,209.5
2012-12-04,205.3
2012-12-05,207.2
2012-12-06,206.8
2012-12-07,206.25
2012-12-10,207.1
2012-12-11,211.55
2012-12-12,210.4
2012-12-13,206.55
2012-12-14,206.45
2012-12-17,204.15
2012-12-18,206.05
2012-12-19,211.1
2012-12-20,205.3
2012-12-21,199.75
2012-12-24,200.15
2012-12-26,201.3
2012-12-27,199.7
2012-12-28,201.3
2012-12-31,200.9
