Date,CUMMINSIND
2012-01-02,341.1
2012-01-03,347.0
2012-01-04,346.6
2012-01-05,344.65
2012-01-06,338.05
2012-01-07,342.1
2012-01-09,343.5
2012-01-10,358.9
2012-01-11,369.35
2012-01-12,380.55
2012-01-13,391.65
2012-01-16,388.05
2012-01-17,390.05
2012-01-18,391.8
2012-01-19,396.75
2012-01-20,408.95
2012-01-23,415.45
2012-01-24,419.1
2012-01-25,418.85
2012-01-27,422.95
2012-01-30,417.8
2012-01-31,419.85
2012-02-01,432.6
2012-02-02,429.4
2012-02-03,440.15
2012-02-06,437.15
2012-02-07,421.8
2012-02-08,431.25
2012-02-09,430.8
2012-02-10,459.8
2012-02-13,467.05
2012-02-14,462.9
2012-02-15,468.45
2012-02-16,468.9
2012-02-17,471.45
2012-02-21,467.45
2012-02-22,450.9
2012-02-23,463.75
2012-02-24,462.95
2012-02-27,444.65
2012-02-28,461.15
2012-02-29,465.95
2012-03-01,470.45
2012-03-02,459.65
2012-03-03,457.3
2012-03-05,457.85
2012-03-06,460.25
2012-03-07,460.6
2012-03-09,470.1
2012-03-12,479.95
2012-03-13,479.1
2012-03-14,478.8
2012-03-15,473.25
2012-03-16,473.95
2012-03-19,468.05
2012-03-20,471.05
2012-03-21,468.45
2012-03-22,453.9
2012-03-23,460.85
2012-03-26,467.2
2012-03-27,464.3
2012-03-28,462.0
2012-03-29,474.5
2012-03-30,495.4
2012-04-02,491.5
2012-04-03,486.85
2012-04-04,484.7
2012-04-09,485.4
2012-04-10,483.7
2012-04-11,475.1
2012-04-12,483.25
2012-04-13,477.9
2012-04-16,478.4
2012-04-17,479.6
2012-04-18,476.25
2012-04-19,482.85
2012-04-20,485.15
2012-04-23,485.9
2012-04-24,483.55
2012-04-25,479.2
2012-04-26,480.35
2012-04-27,483.05
2012-04-28,478.1
2012-04-30,482.45
2012-05-02,491.5
2012-05-03,489.25
2012-05-04,476.75
2012-05-07,468.9
2012-05-08,454.0
2012-05-09,453.6
2012-05-10,457.05
2012-05-11,447.25
2012-05-14,428.65
2012-05-15,444.95
2012-05-16,450.3
2012-05-17,430.1
2012-05-18,431.8
2012-05-21,421.5
2012-05-22,405.0
2012-05-23,404.95
2012-05-24,410.8
2012-05-25,425.2
2012-05-28,442.7
2012-05-29,435.5
2012-05-30,425.95
2012-05-31,428.35
2012-06-01,419.45
2012-06-04,425.65
2012-06-05,433.55
2012-06-06,435.35
2012-06-07,431.7
2012-06-08,430.45
2012-06-11,428.6
2012-06-12,422.25
2012-06-13,433.4
2012-06-14,424.4
2012-06-15,421.85
2012-06-18,426.95
2012-06-19,423.35
2012-06-20,421.75
2012-06-21,421.55
2012-06-22,434.0
2012-06-25,439.1
2012-06-26,438.3
2012-06-27,444.0
2012-06-28,437.9
2012-06-29,449.45
2012-07-02,445.7
2012-07-03,457.65
2012-07-04,454.45
2012-07-05,455.9
2012-07-06,453.05
2012-07-09,445.0
2012-07-09,445.0
2012-07-10,449.9
2012-07-11,436.6
2012-07-12,435.8
2012-07-13,432.5
2012-07-16,442.05
2012-07-17,433.7
2012-07-18,434.15
2012-07-19,437.6
2012-07-20,437.8
2012-07-23,434.0
2012-07-24,430.15
2012-07-25,432.7
2012-07-26,421.9
2012-07-27,428.5
2012-07-30,427.55
2012-07-31,427.4
2012-08-01,437.5
2012-08-02,466.75
2012-08-03,464.15
2012-08-06,466.15
2012-08-07,470.1
2012-08-08,484.9
2012-08-09,482.0
2012-08-10,474.7
2012-08-13,481.75
2012-08-14,478.7
2012-08-16,473.95
2012-08-17,473.0
2012-08-21,470.1
2012-08-22,463.05
2012-08-23,462.3
2012-08-24,459.35
2012-08-27,457.3
2012-08-28,464.45
2012-08-29,458.6
2012-08-30,457.7
2012-08-31,460.0
2012-09-03,461.85
2012-09-04,458.65
2012-09-05,446.95
2012-09-06,465.7
2012-09-07,463.5
2012-09-08,465.8
2012-09-10,459.65
2012-09-11,461.15
2012-09-12,457.15
2012-09-13,452.0
2012-09-14,453.35
2012-09-17,464.45
2012-09-18,480.5
2012-09-20,476.65
2012-09-21,482.4
2012-09-24,479.85
2012-09-25,478.6
2012-09-26,503.45
2012-09-27,489.8
2012-09-28,505.25
2012-10-01,507.9
2012-10-03,506.85
2012-10-04,510.6
2012-10-05,509.8
2012-10-08,505.6
2012-10-09,511.15
2012-10-10,495.1
2012-10-11,496.0
2012-10-12,487.2
2012-10-15,490.35
2012-10-16,492.9
2012-10-17,498.7
2012-10-18,506.85
2012-10-19,502.8
2012-10-22,488.8
2012-10-23,489.8
2012-10-25,488.9
2012-10-26,487.4
2012-10-29,486.6
2012-10-30,487.35
2012-10-31,488.8
2012-11-01,480.15
2012-11-02,480.05
2012-11-05,483.5
2012-11-06,486.6
2012-11-07,489.2
2012-11-08,483.35
2012-11-09,482.5
2012-11-12,471.75
2012-11-13,475.65
2012-11-15,463.9
2012-11-16,460.15
2012-11-19,456.95
2012-11-20,459.8
2012-11-21,458.5
2012-11-22,463.15
2012-11-23,464.0
2012-11-26,469.2
2012-11-27,466.25
2012-11-29,476.4
2012-11-30,485.35
2012-12-03,487.7
2012-12-04,485.95
2012-12-05,498.1
2012-12-06,499.95
2012-12-07,505.85
2012-12-10,509.55
2012-12-11,503.95
2012-12-12,504.9
2012-12-13,500.9
2012-12-14,504.25
2012-12-17,507.0
2012-12-18,507.7
2012-12-19,509.9
2012-12-20,508.45
2012-12-21,505.6
2012-12-24,500.7
2012-12-26,510.05
2012-12-27,514.55
2012-12-28,523.1
2012-12-31,519.4
