Symbol,Renyi_entropy
ORISSAMINE,5.290537179229071
MRF,4.720264096819667
SHREECEM,4.655644280148117
TTKPRESTIG,4.475830037663947
TIDEWATER,4.380139557417692
BOSCHLTD,4.281211581387732
GRASIM,4.28121158138773
ASIANPAINT,4.20661560597097
PAGEIND,4.187766880412301
EICHERMOT,4.131300268744531
HONAUT,4.094722562604601
OFSS,4.075995423553903
NESTLEIND,4.009603333767009
MCDOWELL-N,3.999240546731463
GODFRYPHLP,3.9975238081124087
ASTRAZEN,3.9788316751002557
GSKCONS,3.9359915164237638
PGHH,3.9215797377624617
3MINDIA,3.8557185580848587
KSCL,3.824680995272999
BAJAJ-AUTO,3.801855467930774
INFY,3.80044602442754
LAXMIMACH,3.7878496367418544
SBIN,3.787576260786731
ULTRACEMCO,3.7626614772434426
63MOONS,3.752326776083342
LT,3.6748687170443386
STAR,3.6737721654296127
HDFCMFGETF,3.663717886364951
VSTIND,3.6551842696615227
BAJFINANCE,3.640677352296059
BAJAJFINSV,3.635886923973426
GOLDBEES,3.631340957640491
AXISGOLD,3.614956740927112
IVZINGOLD,3.6111068949749394
ICRA,3.6064557237992085
GILLETTE,3.6018260859004667
SETFGOLD,3.5949215705539217
SCHAEFFLER,3.5666551324041054
JUBLFOOD,3.5610964744002778
MARUTI,3.5588816340707248
ICICIGOLD,3.5552543290641756
KOTAKGOLD,3.551979216966371
WENDT,3.544863699745445
IDBIGOLD,3.536835606853453
AXISBANK,3.5251644651742144
GOLDSHARE,3.5134923718546225
DIVISLAB,3.5029530814115
ACC,3.47104095502942
COLPAL,3.460960224501063
BLUEDART,3.442082366324475
HEROMOTOCO,3.4216237862333743
BEL,3.402521008592664
ICICIBANK,3.376375728488342
PNB,3.32692745307436
UBL,3.249105476354595
TECHM,3.226459947385948
WABCOINDIA,3.221673340719975
SYMPHONY,3.181194757900512
GODREJCP,3.1519426863442592
HONDAPOWER,3.1490015077534435
M&MFIN,3.120769448125894
J&KBANK,3.120055926868366
TRENT,3.1067683871494545
WHEELS,3.1041195875700116
SANOFI,3.094078756173457
AJANTPHARM,3.0898463939163685
CADILAHC,3.074736216319919
TCS,3.066443146001371
JINDALSTEL,3.059850961778892
BANKBARODA,3.0551608359284783
GLAXO,3.0491628172799254
TATACOFFEE,3.046206367714017
BANKBEES,3.040562036507326
BAYERCROP,3.0216381438898354
MINDTREE,3.0209919403132286
BATAINDIA,3.015194822628903
MMTC,3.0087927521068805
BEML,2.9829645447239894
CERA,2.9829645447239894
SUNDARMFIN,2.9722176490336945
SUNPHARMA,2.961730199426006
GRUH,2.959000264285261
JSWSTEEL,2.954154706651738
QGOLDHALF,2.942142550203734
DRREDDY,2.9379721539300077
VENKEYS,2.9249790755556813
AGCNET,2.920846838270771
BANARISUG,2.8981318255194934
RELCAPITAL,2.8952566078975663
HDFCBANK,2.893778916217779
KKCL,2.8835470989490672
PFIZER,2.870169050578645
M&M,2.858569914735293
INEOSSTYRO,2.855296310974792
ABB,2.8552804380848946
SRTRANSFIN,2.843231453908286
BASF,2.8282809578763928
CONCOR,2.809283025022648
GUJFLUORO,2.8004357125639703
RELINFRA,2.7968972876987235
WABAG,2.78865306563431
HIL,2.783991354337593
AUTOAXLES,2.780892815989781
ATUL,2.7804299158237753
THERMAX,2.7661492850731326
JETAIRWAYS,2.757336520082118
BBTC,2.7484431808345544
CENTURYTEX,2.7454962238884457
ADANIENT,2.7333098678614483
SOLARINDS,2.7314321858213817
ABBOTINDIA,2.7222280873857008
ABAN,2.720791649504045
BALMLAWRIE,2.7193572720169015
TORNTPHARM,2.7164343236626247
RELIANCE,2.715954246841114
ASTRAL,2.715954246841114
CANBK,2.712216084801649
IPCALAB,2.7107939466145807
BBL,2.705125532759645
GLENMARK,2.7046546121010717
GODREJPROP,2.7023033295694217
ECLERX,2.7004262759915507
HCLTECH,2.6938841965841203
LUPIN,2.6910934970985383
CCL,2.689701062434014
KOTAKBANK,2.685073566901965
IPAPPM,2.683228547928396
BPCL,2.6699530039081405
HDFC,2.6622519465957266
SHOPERSTOP,2.649123538358658
PEL,2.6439192176453656
EMAMILTD,2.6337802725144153
FOSECOIND,2.6221068376099255
BAJAJHLDNG,2.622007736289148
NESCO,2.6133758311606097
HINDUNILVR,2.6120874479031553
HAVELLS,2.6086598524308875
RAJTV,2.6082207390223915
NAUKRI,2.6073592270156287
APOLLOHOSP,2.589175966277661
TRF,2.5885913483573195
PERSISTENT,2.571711904958906
BFUTILITIE,2.5594217051958683
JKCEMENT,2.5525237269414847
LINDEINDIA,2.5336968139574325
VGUARD,2.5255461241809365
CRISIL,2.5097787947442876
SOBHA,2.509410394324365
SIEMENS,2.507070755900909
YESBANK,2.4881658718913595
MCLEODRUSS,2.487934661185642
ZYDUSWELL,2.4786564810992515
AKZOINDIA,2.4747542783239824
BANKINDIA,2.4650743814448965
ORIENTBANK,2.4525558085348336
RUSHIL,2.4517641042001626
RIIL,2.4510273202287225
BRITANNIA,2.442000660493664
SUNTV,2.4393120114258457
KANSAINER,2.438747449599923
KARURVYSYA,2.4276222675659493
GRANULES,2.4226382771849684
NATCOPHARM,2.4201555662094116
RAYMOND,2.408137863939264
MONSANTO,2.406435034346505
AMARAJABAT,2.396007411184246
VIVIMEDLAB,2.3937768465498137
SHILPAMED,2.388228020105349
ZENSARTECH,2.386845611037778
EVERESTIND,2.382612053752009
WIPRO,2.3687068522630637
OIL,2.358010981578876
TATASTEEL,2.356906310741486
IMPAL,2.335438917865124
BHUSANSTL,2.3340006191408595
KICL,2.33077184285064
FLEXITUFF,2.3304320833182346
HINDUJAVEN,2.3265359290551992
SOTL,2.3171507468986747
CUMMINSIND,2.3143700611699236
BGRENERGY,2.3121418253283603
ESABINDIA,2.30170364736624
BHARTIARTL,2.2848545748219156
HIKAL,2.27837806798955
GSFC,2.2753086978695807
SKFINDIA,2.274893159080651
GODREJIND,2.273471587738691
INDUSINDBK,2.2646394913433574
CIPLA,2.2625192421771145
HATHWAY,2.258292182742927
RSSOFTWARE,2.2556265080689966
FEDERALBNK,2.254983411488412
IGL,2.2513862853075626
AMRUTANJAN,2.249891293251575
DHFL,2.238306431769821
TWL,2.219047943065662
TIL,2.2146773067375536
TATAMOTORS,2.2143866090610875
IMFA,2.212073508077619
MANINFRA,2.2080539792664284
WHIRLPOOL,2.2005315743243314
NIFTYBEES,2.1994947258707582
PSUBNKBEES,2.1931061510876626
VSTTILLERS,2.191684484655436
UNIONBANK,2.1899811485445273
JINDRILL,2.1803607712842146
ITC,2.1795250002368185
CESC,2.174247943135975
SUPREMEINF,2.1664341601244064
MAHLIFE,2.1555865892986352
TATASPONGE,2.146411549366837
GEPIL,2.1461155402858214
DEN,2.1407435155483174
CHOLAFIN,2.1324734937576313
KOTAKPSUBK,2.1310515060719
NAVINFLUOR,2.130085274498591
CAREERP,2.1287609464014463
JUBLINDS,2.126909828591352
VOLTAMP,2.1259834770860992
KAJARIACER,2.124534843967942
LOVABLE,2.1229546487484243
KIRLOSIND,2.121735495123943
FEL,2.1174435470160016
RECLTD,2.116714342925493
RELIGARE,2.1138188420870447
CORPBANK,2.107806800997227
MERCK,2.1075476329252827
BIRLACORPN,2.1026361586603044
ITDCEM,2.0960263118360456
RAMCOCEM,2.084493333176252
SUPREMEIND,2.0746436226543747
ATFL,2.071911385616083
BHEL,2.069413881820395
VESUVIUS,2.0677975962967885
LGBBROSLTD,2.0430489549052924
MARICO,2.040162687301503
VENUSREM,2.0367020521150683
SUNTECK,2.03208927384614
A2ZINFRA,2.031239439861958
GENESYS,2.029320513871349
BALKRISIND,2.029080906825756
TORNTPOWER,2.0267746098085326
JYOTHYLAB,2.019543400098767
KSBPUMPS,2.0193061240269454
NIITTECH,2.0082171818043393
TITAN,2.008156098481346
BAJAJCORP,2.0065761077049395
GRAVITA,2.005405558583809
BIOCON,1.9974819561866224
KAVVERITEL,1.9921572532482745
GREENPLY,1.9887175473112442
AEGISCHEM,1.9841084573530121
ZEEL,1.979482805474054
PIDILITIND,1.9774881843436238
CLNINDIA,1.9772606789393896
DALMIABHA,1.9702335617307603
MUTHOOTFIN,1.964602282067466
MAHSEAMLES,1.9574402102708506
DREDGECORP,1.9538783187044904
INGERRAND,1.952989824643375
FELDVR,1.9464817318789343
EIDPARRY,1.9399754135354987
AMBUJACEM,1.9369119538092594
EXCELCROP,1.9321168269229776
OBEROIRLTY,1.930595914082271
TATAMTRDVR,1.9292874363481898
INDIANB,1.9234568897111577
STCINDIA,1.9221009942699039
VTL,1.921884027464973
GAIL,1.9159404793640982
SIYSIL,1.9081674507049051
DICIND,1.8981283035999985
CYIENT,1.8878825265689405
POLYPLEX,1.8839377482779245
SSWL,1.877955895505944
MFSL,1.8775347521171564
MPHASIS,1.8632254319189383
FMGOETZE,1.858220441526106
AMBIKCO,1.8472890926205845
BHARATFORG,1.8467194211052846
ALBK,1.8421381960826249
KTKBANK,1.8359965224929922
INFRABEES,1.8357865946972585
HINDCOPPER,1.8342204983458394
RAMKY,1.8267612253109882
TVSSRICHAK,1.8242001522011209
OCL,1.8234350226792009
SKIL,1.8232168679527725
SRF,1.8228238248112283
TATAGLOBAL,1.8222345496026617
HINDPETRO,1.819736001621212
SELAN,1.815385207757087
TREEHOUSE,1.8107154843185
SIMPLEXINF,1.807807942049213
JUBILANT,1.791759469228055
REPRO,1.78977733945528
IRB,1.7816070977640373
APCOTEXIND,1.7679658138730416
20MICRONS,1.7674909644042909
PFC,1.7630743212291964
GANESHHOUC,1.762401485318031
UNICHEMLAB,1.7581563700466674
ZICOM,1.756684022306683
JKIL,1.7492156019728016
KPIT,1.7465028776399343
PHOENIXLTD,1.7461417364297975
AUTOIND,1.7459612147215722
TRIL,1.745891892684704
TIMKEN,1.7442558261499768
FIEMIND,1.7429851779485213
VINATIORGA,1.742985177948521
BAJAJELEC,1.7405606615415716
HTMEDIA,1.7373342740860491
COROMANDEL,1.7371553351932032
JKTYRE,1.7326922375410736
OMKARCHEM,1.7314461314608265
