Date,APCOTEXIND
2012-01-02,130.75
2012-01-03,132.15
2012-01-04,135.55
2012-01-05,137.95
2012-01-06,133.9
2012-01-07,134.25
2012-01-09,135.45
2012-01-10,138.95
2012-01-11,142.7
2012-01-12,140.45
2012-01-13,147.45
2012-01-16,142.9
2012-01-17,143.25
2012-01-18,141.5
2012-01-19,142.55
2012-01-20,149.85
2012-01-23,149.95
2012-01-24,144.85
2012-01-25,148.3
2012-01-27,146.75
2012-01-30,146.8
2012-01-31,142.6
2012-02-01,144.0
2012-02-02,146.3
2012-02-03,144.7
2012-02-06,145.15
2012-02-07,143.35
2012-02-08,144.0
2012-02-09,145.0
2012-02-10,147.5
2012-02-13,150.85
2012-02-14,150.0
2012-02-15,149.7
2012-02-16,149.0
2012-02-17,149.3
2012-02-21,148.25
2012-02-22,145.45
2012-02-23,145.7
2012-02-24,142.65
2012-02-27,142.7
2012-02-28,142.2
2012-02-29,142.0
2012-03-01,141.5
2012-03-02,142.05
2012-03-03,142.0
2012-03-05,141.55
2012-03-06,144.0
2012-03-07,143.5
2012-03-09,142.05
2012-03-12,141.85
2012-03-13,142.05
2012-03-14,142.95
2012-03-15,143.3
2012-03-16,143.25
2012-03-19,144.95
2012-03-20,142.5
2012-03-21,143.15
2012-03-22,142.7
2012-03-23,141.1
2012-03-26,142.0
2012-03-27,143.85
2012-03-28,140.4
2012-03-29,141.2
2012-03-30,142.0
2012-04-02,146.15
2012-04-03,149.95
2012-04-04,148.8
2012-04-09,143.8
2012-04-10,141.4
2012-04-11,140.15
2012-04-12,140.4
2012-04-13,139.9
2012-04-16,140.0
2012-04-17,140.9
2012-04-18,139.05
2012-04-19,139.3
2012-04-20,140.0
2012-04-23,143.0
2012-04-24,142.9
2012-04-25,145.8
2012-04-26,145.0
2012-04-27,146.3
2012-04-30,145.0
2012-05-02,149.75
2012-05-03,147.55
2012-05-04,144.95
2012-05-07,146.65
2012-05-08,141.0
2012-05-09,144.0
2012-05-10,141.2
2012-05-11,148.55
2012-05-14,151.2
2012-05-15,152.0
2012-05-16,152.0
2012-05-17,152.05
2012-05-18,151.65
2012-05-21,152.65
2012-05-22,153.75
2012-05-23,150.95
2012-05-24,153.0
2012-05-25,149.4
2012-05-28,152.0
2012-05-29,151.0
2012-05-30,150.35
2012-05-31,148.1
2012-06-01,149.4
2012-06-04,149.2
2012-06-05,149.55
2012-06-06,151.9
2012-06-07,152.5
2012-06-08,153.75
2012-06-11,154.75
2012-06-12,156.5
2012-06-13,157.25
2012-06-14,156.0
2012-06-15,155.95
2012-06-18,157.55
2012-06-19,159.3
2012-06-20,158.55
2012-06-21,159.5
2012-06-22,160.0
2012-06-25,163.8
2012-06-26,163.05
2012-06-27,151.7
2012-06-28,151.0
2012-06-29,151.2
2012-07-02,150.75
2012-07-03,151.65
2012-07-04,152.75
2012-07-05,154.55
2012-07-06,154.2
2012-07-09,151.7
2012-07-09,151.7
2012-07-10,149.95
2012-07-11,152.6
2012-07-12,154.75
2012-07-13,157.65
2012-07-16,160.65
2012-07-17,165.0
2012-07-18,165.0
2012-07-19,166.9
2012-07-20,167.3
2012-07-23,167.9
2012-07-24,169.05
2012-07-25,166.3
2012-07-26,164.0
2012-07-27,167.65
2012-07-30,162.65
2012-07-31,162.75
2012-08-01,166.95
2012-08-02,189.3
2012-08-03,185.0
2012-08-06,175.0
2012-08-07,169.85
2012-08-08,169.95
2012-08-09,167.45
2012-08-10,165.85
2012-08-13,163.45
2012-08-14,165.5
2012-08-16,168.55
2012-08-17,165.75
2012-08-21,164.8
2012-08-22,168.95
2012-08-23,169.75
2012-08-24,164.25
2012-08-27,161.9
2012-08-28,164.45
2012-08-29,157.4
2012-08-30,160.1
2012-08-31,156.25
2012-09-03,160.3
2012-09-04,164.7
2012-09-05,165.85
2012-09-06,162.0
2012-09-07,161.65
2012-09-08,165.9
2012-09-10,168.35
2012-09-11,179.9
2012-09-12,173.3
2012-09-13,173.35
2012-09-14,173.8
2012-09-17,174.75
2012-09-18,174.35
2012-09-20,176.35
2012-09-21,176.2
2012-09-24,182.6
2012-09-25,186.15
2012-09-26,202.5
2012-09-27,203.25
2012-09-28,202.25
2012-10-01,198.95
2012-10-03,203.2
2012-10-04,200.5
2012-10-05,194.0
2012-10-08,202.75
2012-10-09,199.85
2012-10-10,193.2
2012-10-11,190.1
2012-10-12,192.0
2012-10-15,190.8
2012-10-16,191.05
2012-10-17,189.9
2012-10-18,194.1
2012-10-19,195.7
2012-10-22,193.65
2012-10-23,193.35
2012-10-25,197.3
2012-10-26,195.5
2012-10-29,204.7
2012-10-30,205.85
2012-10-31,203.0
2012-11-01,204.15
2012-11-02,205.3
2012-11-05,215.8
2012-11-06,217.3
2012-11-07,216.65
2012-11-08,218.25
2012-11-09,218.95
2012-11-12,222.8
2012-11-13,224.35
2012-11-15,234.55
2012-11-16,231.2
2012-11-19,231.15
2012-11-20,228.85
2012-11-21,226.6
2012-11-22,227.65
2012-11-23,227.1
2012-11-26,225.15
2012-11-27,229.6
2012-11-29,231.05
2012-11-30,232.0
2012-12-03,236.4
2012-12-04,246.35
2012-12-05,250.35
2012-12-06,247.5
2012-12-07,253.85
2012-12-10,273.25
2012-12-11,276.75
2012-12-12,271.75
2012-12-13,268.1
2012-12-14,264.4
2012-12-17,283.05
2012-12-18,277.0
2012-12-19,280.5
2012-12-20,286.8
2012-12-21,275.75
2012-12-24,274.85
2012-12-26,270.75
2012-12-27,269.15
2012-12-28,270.65
2012-12-31,269.15
