Date,ORIENTHOT
2012-01-02,24.05
2012-01-03,24.35
2012-01-04,24.2
2012-01-05,24.65
2012-01-06,24.45
2012-01-07,24.6
2012-01-09,24.65
2012-01-10,24.7
2012-01-11,24.65
2012-01-12,24.65
2012-01-13,24.9
2012-01-16,24.85
2012-01-17,24.9
2012-01-18,24.6
2012-01-19,24.3
2012-01-20,24.2
2012-01-23,24.25
2012-01-24,24.35
2012-01-25,24.5
2012-01-27,24.55
2012-01-30,24.35
2012-01-31,24.65
2012-02-01,24.95
2012-02-02,25.4
2012-02-03,24.8
2012-02-06,25.6
2012-02-07,25.65
2012-02-08,25.65
2012-02-09,25.75
2012-02-10,26.35
2012-02-13,26.2
2012-02-14,27.0
2012-02-15,27.15
2012-02-16,27.15
2012-02-17,27.35
2012-02-21,26.45
2012-02-22,26.3
2012-02-23,26.05
2012-02-24,25.65
2012-02-27,25.65
2012-02-28,25.5
2012-02-29,25.35
2012-03-01,24.2
2012-03-02,24.6
2012-03-03,26.65
2012-03-05,25.0
2012-03-06,24.7
2012-03-07,24.8
2012-03-09,24.5
2012-03-12,24.8
2012-03-13,24.4
2012-03-14,24.65
2012-03-15,24.45
2012-03-16,24.95
2012-03-19,23.75
2012-03-20,24.45
2012-03-21,24.5
2012-03-22,24.05
2012-03-23,24.3
2012-03-26,24.15
2012-03-27,24.25
2012-03-28,24.05
2012-03-29,24.45
2012-03-30,25.8
2012-04-02,26.3
2012-04-03,26.35
2012-04-04,26.1
2012-04-09,26.0
2012-04-10,26.0
2012-04-11,25.7
2012-04-12,25.15
2012-04-13,25.5
2012-04-16,25.35
2012-04-17,28.0
2012-04-18,27.7
2012-04-19,29.55
2012-04-20,30.85
2012-04-23,28.85
2012-04-24,28.8
2012-04-25,28.85
2012-04-26,29.1
2012-04-27,28.3
2012-04-28,28.2
2012-04-30,28.6
2012-05-02,31.05
2012-05-03,30.15
2012-05-04,29.4
2012-05-07,29.0
2012-05-08,30.0
2012-05-09,27.6
2012-05-10,27.65
2012-05-11,27.1
2012-05-14,24.8
2012-05-15,25.5
2012-05-16,25.6
2012-05-17,25.6
2012-05-18,25.3
2012-05-21,24.35
2012-05-22,24.0
2012-05-23,24.4
2012-05-24,24.15
2012-05-25,23.8
2012-05-28,24.05
2012-05-29,24.0
2012-05-30,24.0
2012-05-31,23.75
2012-06-01,24.05
2012-06-04,24.15
2012-06-05,24.5
2012-06-06,23.95
2012-06-07,24.45
2012-06-08,24.3
2012-06-11,25.1
2012-06-12,25.1
2012-06-13,24.5
2012-06-14,24.3
2012-06-15,24.25
2012-06-18,24.3
2012-06-19,24.05
2012-06-20,23.65
2012-06-21,24.05
2012-06-22,24.0
2012-06-25,24.05
2012-06-26,24.3
2012-06-27,24.0
2012-06-28,24.35
2012-06-29,24.25
2012-07-02,24.0
2012-07-03,24.15
2012-07-04,24.45
2012-07-05,25.0
2012-07-06,25.45
2012-07-09,24.55
2012-07-09,24.55
2012-07-10,24.3
2012-07-11,24.35
2012-07-12,24.2
2012-07-13,25.0
2012-07-16,24.05
2012-07-17,23.8
2012-07-18,23.45
2012-07-19,23.55
2012-07-20,23.55
2012-07-23,23.55
2012-07-24,23.3
2012-07-25,23.3
2012-07-26,23.2
2012-07-27,22.8
2012-07-30,23.1
2012-07-31,23.6
2012-08-01,23.2
2012-08-02,23.85
2012-08-03,23.5
2012-08-06,23.05
2012-08-07,23.35
2012-08-08,23.3
2012-08-09,23.25
2012-08-10,23.1
2012-08-13,23.2
2012-08-14,23.6
2012-08-16,23.55
2012-08-17,23.25
2012-08-21,23.05
2012-08-22,23.15
2012-08-23,23.4
2012-08-24,23.25
2012-08-27,23.0
2012-08-28,23.45
2012-08-29,23.05
2012-08-30,23.55
2012-08-31,22.75
2012-09-03,22.9
2012-09-04,22.9
2012-09-05,22.75
2012-09-06,22.4
2012-09-07,22.3
2012-09-08,22.55
2012-09-10,22.3
2012-09-11,22.5
2012-09-12,22.4
2012-09-13,22.35
2012-09-14,22.1
2012-09-17,22.15
2012-09-18,22.2
2012-09-20,22.55
2012-09-21,22.25
2012-09-24,22.15
2012-09-25,22.0
2012-09-26,22.05
2012-09-27,21.95
2012-09-28,22.45
2012-10-01,22.1
2012-10-03,22.5
2012-10-04,22.4
2012-10-05,22.4
2012-10-08,22.35
2012-10-09,22.15
2012-10-10,22.15
2012-10-11,22.2
2012-10-12,22.6
2012-10-15,22.4
2012-10-16,22.35
2012-10-17,22.35
2012-10-18,22.3
2012-10-19,23.6
2012-10-22,23.5
2012-10-23,22.85
2012-10-25,22.55
2012-10-26,22.45
2012-10-29,21.75
2012-10-30,21.95
2012-10-31,21.9
2012-11-01,21.75
2012-11-02,21.6
2012-11-05,21.55
2012-11-06,21.75
2012-11-07,21.5
2012-11-08,21.4
2012-11-09,21.7
2012-11-12,21.5
2012-11-13,21.75
2012-11-15,21.55
2012-11-16,21.9
2012-11-19,21.85
2012-11-20,21.3
2012-11-21,21.6
2012-11-22,21.25
2012-11-23,21.1
2012-11-26,21.2
2012-11-27,21.3
2012-11-29,21.2
2012-11-30,21.7
2012-12-03,21.55
2012-12-04,21.55
2012-12-05,21.5
2012-12-06,21.55
2012-12-07,21.45
2012-12-10,21.3
2012-12-11,21.25
2012-12-12,23.5
2012-12-13,23.65
2012-12-14,23.5
2012-12-17,23.2
2012-12-18,23.4
2012-12-19,23.45
2012-12-20,23.15
2012-12-21,23.25
2012-12-24,23.3
2012-12-26,23.55
2012-12-27,23.0
2012-12-28,23.0
2012-12-31,22.65
