Date,MADHUCON
2012-01-02,49.5
2012-01-03,50.1
2012-01-04,50.1
2012-01-05,49.65
2012-01-06,49.55
2012-01-07,48.65
2012-01-09,49.75
2012-01-10,52.65
2012-01-11,52.55
2012-01-12,52.25
2012-01-13,52.5
2012-01-16,51.95
2012-01-17,51.9
2012-01-18,51.25
2012-01-19,51.45
2012-01-20,51.85
2012-01-23,54.1
2012-01-24,57.7
2012-01-25,61.8
2012-01-27,60.65
2012-01-30,58.75
2012-01-31,58.5
2012-02-01,59.6
2012-02-02,60.35
2012-02-03,59.55
2012-02-06,60.35
2012-02-07,59.3
2012-02-08,61.35
2012-02-09,63.85
2012-02-10,61.65
2012-02-13,61.2
2012-02-14,65.7
2012-02-15,65.35
2012-02-16,69.5
2012-02-17,70.95
2012-02-21,72.9
2012-02-22,67.8
2012-02-23,65.7
2012-02-24,63.1
2012-02-27,61.75
2012-02-28,64.0
2012-02-29,62.75
2012-03-01,65.25
2012-03-02,64.6
2012-03-03,65.2
2012-03-05,62.35
2012-03-06,60.45
2012-03-07,58.3
2012-03-09,58.5
2012-03-12,59.15
2012-03-13,61.4
2012-03-14,59.55
2012-03-15,59.45
2012-03-16,57.95
2012-03-19,56.9
2012-03-20,56.95
2012-03-21,57.9
2012-03-22,55.5
2012-03-23,56.3
2012-03-26,55.2
2012-03-27,53.5
2012-03-28,51.5
2012-03-29,54.15
2012-03-30,56.85
2012-04-02,56.75
2012-04-03,57.1
2012-04-04,56.4
2012-04-09,55.95
2012-04-10,55.35
2012-04-11,54.1
2012-04-12,54.7
2012-04-13,55.45
2012-04-16,55.45
2012-04-17,56.1
2012-04-18,56.3
2012-04-19,55.4
2012-04-20,53.85
2012-04-23,52.25
2012-04-24,52.35
2012-04-25,53.0
2012-04-26,51.3
2012-04-27,50.8
2012-04-28,51.9
2012-04-30,51.1
2012-05-02,54.75
2012-05-03,51.6
2012-05-04,48.6
2012-05-07,49.1
2012-05-08,48.75
2012-05-09,47.65
2012-05-10,47.6
2012-05-11,47.0
2012-05-14,45.25
2012-05-15,46.3
2012-05-16,45.45
2012-05-17,44.95
2012-05-18,44.95
2012-05-21,46.35
2012-05-22,46.8
2012-05-23,43.65
2012-05-24,42.5
2012-05-25,41.9
2012-05-28,42.7
2012-05-29,41.9
2012-05-30,40.95
2012-05-31,41.0
2012-06-01,38.8
2012-06-04,37.8
2012-06-05,37.75
2012-06-06,38.9
2012-06-07,36.8
2012-06-08,36.35
2012-06-11,37.8
2012-06-12,38.05
2012-06-13,38.8
2012-06-14,37.5
2012-06-15,37.2
2012-06-18,36.4
2012-06-19,34.85
2012-06-20,35.2
2012-06-21,35.75
2012-06-22,35.6
2012-06-25,36.3
2012-06-26,35.85
2012-06-27,36.15
2012-06-28,37.1
2012-06-29,37.65
2012-07-02,36.6
2012-07-03,38.3
2012-07-04,41.0
2012-07-05,41.15
2012-07-06,40.45
2012-07-09,38.5
2012-07-09,38.5
2012-07-10,38.6
2012-07-11,37.95
2012-07-12,36.9
2012-07-13,35.7
2012-07-16,35.5
2012-07-17,34.4
2012-07-18,36.95
2012-07-19,38.15
2012-07-20,37.05
2012-07-23,36.05
2012-07-24,36.2
2012-07-25,35.95
2012-07-26,34.6
2012-07-27,34.35
2012-07-30,35.2
2012-07-31,34.65
2012-08-01,35.35
2012-08-02,35.4
2012-08-03,35.5
2012-08-06,37.05
2012-08-07,37.05
2012-08-08,36.8
2012-08-09,36.0
2012-08-10,35.95
2012-08-13,34.95
2012-08-14,34.85
2012-08-16,34.7
2012-08-17,34.5
2012-08-21,34.2
2012-08-22,33.95
2012-08-23,33.7
2012-08-24,33.25
2012-08-27,32.85
2012-08-28,31.25
2012-08-29,30.25
2012-08-30,30.45
2012-08-31,29.55
2012-09-03,29.75
2012-09-04,29.45
2012-09-05,28.9
2012-09-06,29.05
2012-09-07,34.85
2012-09-08,37.55
2012-09-10,35.65
2012-09-11,34.95
2012-09-12,34.8
2012-09-13,33.85
2012-09-14,34.2
2012-09-17,35.85
2012-09-18,35.9
2012-09-20,35.25
2012-09-21,34.65
2012-09-24,35.4
2012-09-25,36.35
2012-09-26,38.05
2012-09-27,37.6
2012-09-28,37.2
2012-10-01,37.2
2012-10-03,37.05
2012-10-04,39.8
2012-10-05,38.4
2012-10-08,37.75
2012-10-09,36.9
2012-10-10,36.4
2012-10-11,36.85
2012-10-12,36.5
2012-10-15,35.4
2012-10-16,34.55
2012-10-17,34.75
2012-10-18,34.35
2012-10-19,33.7
2012-10-22,33.55
2012-10-23,36.55
2012-10-25,35.0
2012-10-26,35.05
2012-10-29,33.55
2012-10-30,32.4
2012-10-31,31.0
2012-11-01,31.5
2012-11-02,31.8
2012-11-05,30.5
2012-11-06,30.55
2012-11-07,36.45
2012-11-08,36.2
2012-11-09,34.55
2012-11-12,35.35
2012-11-13,35.4
2012-11-15,34.25
2012-11-16,33.75
2012-11-19,33.2
2012-11-20,33.1
2012-11-21,33.0
2012-11-22,33.0
2012-11-23,32.75
2012-11-26,32.3
2012-11-27,32.4
2012-11-29,33.25
2012-11-30,33.75
2012-12-03,33.9
2012-12-04,33.45
2012-12-05,34.6
2012-12-06,34.6
2012-12-07,34.85
2012-12-10,34.35
2012-12-11,33.4
2012-12-12,33.6
2012-12-13,33.7
2012-12-14,33.5
2012-12-17,34.45
2012-12-18,34.15
2012-12-19,35.4
2012-12-20,35.5
2012-12-21,33.95
2012-12-24,34.75
2012-12-26,34.9
2012-12-27,34.1
2012-12-28,33.5
2012-12-31,33.75
