Date,NOCIL
2012-01-02,15.2
2012-01-03,15.55
2012-01-04,15.45
2012-01-05,15.4
2012-01-06,15.3
2012-01-07,16.05
2012-01-09,16.15
2012-01-10,16.65
2012-01-11,16.75
2012-01-12,16.45
2012-01-13,17.0
2012-01-16,17.4
2012-01-17,17.2
2012-01-18,16.75
2012-01-19,16.7
2012-01-20,16.75
2012-01-23,16.95
2012-01-24,16.65
2012-01-25,16.95
2012-01-27,17.1
2012-01-30,16.85
2012-01-31,17.05
2012-02-01,17.05
2012-02-02,17.15
2012-02-03,16.95
2012-02-06,17.1
2012-02-07,16.9
2012-02-08,17.25
2012-02-09,19.35
2012-02-10,18.65
2012-02-13,18.25
2012-02-14,18.35
2012-02-15,18.4
2012-02-16,18.7
2012-02-17,18.7
2012-02-21,18.65
2012-02-22,17.8
2012-02-23,18.05
2012-02-24,17.95
2012-02-27,17.3
2012-02-28,17.7
2012-02-29,17.8
2012-03-01,17.85
2012-03-02,18.05
2012-03-03,18.0
2012-03-05,18.05
2012-03-06,17.55
2012-03-07,17.45
2012-03-09,17.6
2012-03-12,17.5
2012-03-13,17.75
2012-03-14,18.0
2012-03-15,17.35
2012-03-16,17.05
2012-03-19,16.55
2012-03-20,16.45
2012-03-21,16.7
2012-03-22,16.5
2012-03-23,16.75
2012-03-26,16.3
2012-03-27,16.55
2012-03-28,16.65
2012-03-29,16.6
2012-03-30,16.7
2012-04-02,16.85
2012-04-03,17.05
2012-04-04,16.95
2012-04-09,16.75
2012-04-10,16.6
2012-04-11,16.55
2012-04-12,16.45
2012-04-13,16.5
2012-04-16,16.5
2012-04-17,16.55
2012-04-18,16.65
2012-04-19,16.8
2012-04-20,16.85
2012-04-23,16.55
2012-04-24,17.05
2012-04-25,17.4
2012-04-26,17.2
2012-04-27,17.1
2012-04-28,17.35
2012-04-30,17.1
2012-05-02,17.15
2012-05-03,17.0
2012-05-04,16.35
2012-05-07,16.5
2012-05-08,16.25
2012-05-09,15.95
2012-05-10,15.95
2012-05-11,15.85
2012-05-14,15.7
2012-05-15,15.8
2012-05-16,15.7
2012-05-17,15.7
2012-05-18,15.6
2012-05-21,15.65
2012-05-22,15.5
2012-05-23,15.45
2012-05-24,15.55
2012-05-25,15.6
2012-05-28,16.55
2012-05-29,16.0
2012-05-30,15.6
2012-05-31,15.9
2012-06-01,15.7
2012-06-04,16.3
2012-06-05,16.6
2012-06-06,16.4
2012-06-07,16.4
2012-06-08,16.5
2012-06-11,16.2
2012-06-12,16.15
2012-06-13,16.15
2012-06-14,16.1
2012-06-15,16.2
2012-06-18,16.1
2012-06-19,15.95
2012-06-20,15.95
2012-06-21,16.05
2012-06-22,16.1
2012-06-25,16.3
2012-06-26,17.05
2012-06-27,16.8
2012-06-28,17.25
2012-06-29,17.1
2012-07-02,16.85
2012-07-03,17.2
2012-07-04,17.3
2012-07-05,18.2
2012-07-06,17.6
2012-07-09,17.4
2012-07-09,17.4
2012-07-10,17.4
2012-07-11,17.15
2012-07-12,17.5
2012-07-13,17.25
2012-07-16,17.25
2012-07-17,17.2
2012-07-18,17.45
2012-07-19,16.8
2012-07-20,16.6
2012-07-23,16.3
2012-07-24,17.1
2012-07-25,16.65
2012-07-26,16.0
2012-07-27,15.9
2012-07-30,16.0
2012-07-31,15.95
2012-08-01,16.05
2012-08-02,16.1
2012-08-03,16.0
2012-08-06,16.05
2012-08-07,16.1
2012-08-08,16.0
2012-08-09,15.95
2012-08-10,15.9
2012-08-13,15.85
2012-08-14,15.8
2012-08-16,16.05
2012-08-17,16.05
2012-08-21,15.9
2012-08-22,16.35
2012-08-23,16.1
2012-08-24,16.0
2012-08-27,15.8
2012-08-28,15.5
2012-08-29,15.4
2012-08-30,15.15
2012-08-31,15.15
2012-09-03,15.1
2012-09-04,15.15
2012-09-05,15.05
2012-09-06,15.15
2012-09-07,15.25
2012-09-08,15.2
2012-09-10,15.7
2012-09-11,16.55
2012-09-12,17.85
2012-09-13,17.2
2012-09-14,17.1
2012-09-17,17.4
2012-09-18,17.2
2012-09-20,16.8
2012-09-21,17.2
2012-09-24,17.0
2012-09-25,17.0
2012-09-26,16.9
2012-09-27,16.85
2012-09-28,16.85
2012-10-01,17.15
2012-10-03,17.05
2012-10-04,17.2
2012-10-05,16.9
2012-10-08,16.85
2012-10-09,17.15
2012-10-10,16.8
2012-10-11,16.95
2012-10-12,16.8
2012-10-15,16.8
2012-10-16,16.6
2012-10-17,16.65
2012-10-18,16.8
2012-10-19,16.95
2012-10-22,16.9
2012-10-23,17.05
2012-10-25,17.1
2012-10-26,17.15
2012-10-29,16.85
2012-10-30,16.65
2012-10-31,16.5
2012-11-01,17.8
2012-11-02,17.0
2012-11-05,17.0
2012-11-06,16.9
2012-11-07,16.85
2012-11-08,16.8
2012-11-09,16.8
2012-11-12,16.75
2012-11-13,16.8
2012-11-15,16.8
2012-11-16,16.8
2012-11-19,16.7
2012-11-20,16.45
2012-11-21,16.4
2012-11-22,16.35
2012-11-23,16.35
2012-11-26,16.4
2012-11-27,16.6
2012-11-29,16.5
2012-11-30,16.75
2012-12-03,16.85
2012-12-04,17.2
2012-12-05,17.15
2012-12-06,17.15
2012-12-07,17.5
2012-12-10,17.9
2012-12-11,17.55
2012-12-12,17.9
2012-12-13,17.75
2012-12-14,17.75
2012-12-17,17.8
2012-12-18,17.8
2012-12-19,18.9
2012-12-20,19.0
2012-12-21,18.3
2012-12-24,18.0
2012-12-26,17.8
2012-12-27,17.6
2012-12-28,17.8
2012-12-31,17.7
